CELLID,LAT,LON,MONTH,DAY,AEZID,PHIHOXsd2,CRFVOLsd2,SNDPPTsd2,CLYPPTsd2,SLTPPTsd2,CECsd2,NTOxd1,EACKCLsd2,DRAINFAO,BLDsd2,ORCDRCsd2,Country
8333,-2.875,10.125,12,23,9,56.08572039,1.458315519,52.32556648,30.50619923,17.15626336,12.69965797,1.9725994,2.129599613,3.957246687,1293.61,16.60431808,Gabon
8334,-2.875,10.625,12,23,9,53.19939651,4.731038982,52.49877671,31.17215789,16.32678193,10.60422443,1.646568504,1.849623062,4.772141576,1296.34,20.40368619,Gabon
8335,-2.875,10.875,12,26,9,52.34949792,3.607886358,51.14425667,31.21022124,17.64903257,9.454812638,1.373126132,1.779145644,4.39709364,1363.45,18.82570006,Gabon
8336,-2.875,11.125,12,26,9,50.25579119,6.266476346,50.88939641,32.2550571,16.86109299,8.658972268,1.725917046,2.021175121,4.87365416,1309.1,19.91117455,Gabon
8337,-2.875,11.625,12,26,9,52.04499959,3.816014322,50.74879974,29.8318008,19.41329644,9.779721702,1.397652697,1.487635689,3.995117585,1363.19,19.75742534,Gabon
8338,-2.875,11.875,12,26,9,51.703345,2.81093839,49.15349556,31.59257752,19.25376414,9.571661105,1.459594775,1.279743061,4.341010824,1334.79,19.03605437,République du Congo
8339,-2.875,12.125,12,29,9,50.41789713,3.560765861,50.39785819,32.17824112,17.42706474,8.88779815,1.616054438,1.246330926,4.847963654,1294.98,20.28013954,République du Congo
8340,-2.875,12.375,12,29,9,51.00024351,5.253814935,47.8974026,33.56436688,18.54334416,10.24391234,1.736657465,1.576039609,4.90487013,1229.65,22.25040584,République du Congo
8341,-2.875,12.625,12,29,9,50.65711954,6.184904121,44.86797226,36.59812322,18.53488372,10.62399021,1.887719295,1.893933578,4.993961648,1173.28,25.88004896,République du Congo
8342,-2.875,12.875,12,30,9,50.40798894,5.367312073,44.96843475,36.9607875,18.06727953,10.39830784,1.879557432,1.803869101,4.99170192,1161.9,26.64570452,République du Congo
8343,-2.875,13.125,12,30,10,50.30484725,5.665417515,46.15780041,36.87331976,16.96537678,10.36008147,1.970392664,2.105410182,4.986150713,1145.48,28.80293279,République du Congo
8344,-2.875,13.375,1,1,10,49.80016194,5.353360324,45.57530364,38.29894737,16.12307692,10.80704453,1.971027525,2.566791902,4.97902834,1146.86,30.16906883,République du Congo
8345,-2.875,13.625,1,1,10,49.2339386,4.112612979,42.1034932,42.53684553,15.36088266,10.04413321,2.007497757,2.603388159,4.99307874,1128.72,28.83608827,République du Congo
8346,-2.875,13.875,1,1,10,48.76399641,2.981582593,44.56205688,40.28832206,15.14953956,8.775812892,1.753961372,2.638303317,4.811506805,1180.55,26.71868633,République du Congo
8347,-2.875,14.125,1,3,10,53.03255017,1.340022842,60.09300049,25.91189427,13.99543155,7.820770109,1.825696197,2.541260646,4.996165769,1204.22,24.71708272,République du Congo
8348,-2.875,14.375,1,4,10,54.23877584,1.398336563,62.93507752,23.14623708,13.91472868,7.905200258,2.026275837,2.301429747,5.196463178,1257.43,23.44743217,République du Congo
8349,-2.875,14.625,1,7,10,54.70022097,1.700220967,63.60667812,21.23962681,15.15795073,8.698993371,2.137788688,2.279500613,5.153613225,1281.06,22.00793846,République du Congo
8350,-2.875,14.875,1,8,10,55.20427921,1.758216726,60.48071917,21.59982102,17.92198178,11.56947608,2.324369508,2.494429629,4.997233973,1297.78,23.69712008,République du Congo
8351,-2.875,15.125,1,9,10,55.23546582,2.42714668,60.29708911,20.89661883,18.81521122,11.13970648,2.579515121,2.14569626,4.922565475,1319.54,23.87626693,République du Congo
8352,-2.875,15.375,1,29,10,55.04945904,2.282681201,62.20312373,19.72878874,18.0730497,12.77117058,2.039945496,2.641800537,4.530301798,1297.98,23.82762548,République du Congo
8353,-2.875,15.625,2,1,10,55.16824877,3.270703764,61.16194763,21.04639935,17.79746318,12.14672668,1.997418085,2.257584124,4.763829787,1295.11,22.65220949,République du Congo
8354,-2.875,15.875,2,10,10,54.0909904,2.3933973,56.87274354,24.5283786,18.5909904,13.05838348,2.301011953,2.086424865,4.716620589,1289.19,23.50691169,République du Congo
8355,-2.875,16.125,2,29,10,52.28106536,1.281065358,57.44350514,26.27233888,16.29442778,10.46413962,2.037697937,1.872687664,4.898736479,1281.78,20.15044087,République du Congo
8356,-2.875,16.375,3,2,10,50.23155937,0.371077321,67.17461986,21.44807506,11.38312844,8.703979295,1.491058152,1.932223147,4.93893562,1309.47,16.16426723,République Democratique du Congo
8357,-2.875,16.625,3,2,10,49.08581664,0.652906693,62.827064,23.45000814,13.72235792,7.503256799,1.564197198,1.559755821,4.894805406,1371.61,15.22659176,République Democratique du Congo
8358,-2.875,16.875,3,3,10,49.88659456,0.878482465,57.27400852,25.75188463,16.97066536,7.756555228,1.365765732,1.324684365,4.755981645,1416.75,13.74221567,République Democratique du Congo
8359,-2.875,17.125,3,6,10,50.1074644,0.857341627,59.03306597,25.29775741,15.67048617,8.149042396,1.315530775,1.65196898,4.326731053,1391.87,13.56203961,République Democratique du Congo
8360,-2.875,17.375,3,6,10,51.53810082,1.004186903,56.21604421,27.41148886,16.37355552,10.73547145,1.305011974,1.661704236,4.000167476,1387.65,15.7600067,République Democratique du Congo
8361,-2.875,17.625,6,9,10,50.36817024,1.039109358,58.26858927,26.31460028,15.41902884,8.835674965,1.333717113,1.604094814,4.393229809,1390.64,14.300304,République Democratique du Congo
8362,-2.875,17.875,6,6,10,51.27023651,0.9992505,56.08960693,27.62849767,16.28572618,9.275649567,1.194757492,1.63874392,4.257078614,1373.48,13.4193038,République Democratique du Congo
8363,-2.875,18.125,5,29,10,51.61314655,1.247513263,55.57866379,27.63610743,16.78837865,9.739804377,1.184390996,1.720706896,3.954078249,1375.01,13.98184682,République Democratique du Congo
8364,-2.875,18.375,5,26,10,51.29959217,2.126101142,55.71353997,27.162969,17.11982055,8.244127243,1.144008155,1.752943963,4.129608483,1396.88,13.79510604,République Democratique du Congo
8365,-2.875,18.625,5,26,10,49.08033602,1.289535927,60.16735992,26.95807846,12.87129924,6.222167849,1.472896419,1.51021189,4.794551831,1412.33,12.17143789,République Democratique du Congo
8366,-2.875,18.875,5,26,10,47.59047079,0.518596548,60.26861681,27.56275829,12.16692326,5.67733571,1.784126975,1.847085486,4.810793291,1374.85,12.20200956,République Democratique du Congo
8367,-2.875,19.125,5,27,10,48.03431613,0.579361179,59.36511057,27.53685504,13.0973792,6.015151515,1.532396887,1.867873544,4.66027846,1361.35,12.57231777,République Democratique du Congo
8368,-2.875,19.625,5,27,10,46.62563473,0.129484029,60.21506962,27.11834562,12.66969697,5.425470925,1.529922441,1.712453889,4.937919738,1379.63,13.71834562,République Democratique du Congo
8369,-2.875,19.875,5,27,10,46.9849026,0.205438312,60.16931818,26.82775974,13.00844156,5.662175325,1.691349755,1.743513472,4.974431818,1374.24,15.23563312,République Democratique du Congo
8370,-2.875,21.875,2,3,10,47.86208026,0.654873055,47.87854218,36.64045864,15.47690418,8.462899263,2.262736282,1.586350123,4.983456183,1312.91,20.75896806,République Democratique du Congo
8371,-2.875,22.125,2,3,10,47.62407862,0.625634726,44.71621622,38.98845209,16.2981163,8.32014742,2.220265356,1.605714906,4.99009009,1320.36,20.00778051,République Democratique du Congo
8372,-2.875,22.375,2,3,10,47.35349026,0.462987013,41.92159091,41.16225649,16.91452922,8.402678571,2.147439934,1.346802436,4.98538961,1312.55,19.07686688,République Democratique du Congo
8373,-2.875,22.625,2,3,10,47.27482341,0.508646586,40.32126329,42.14013153,17.54177154,8.597466916,2.193208573,1.290692132,4.994722741,1313.26,18.46342454,République Democratique du Congo
8374,-2.875,22.875,2,3,10,47.35742614,0.685795225,39.79975718,42.69291785,17.50683934,8.498664508,2.206602995,1.36480688,4.992391744,1302.69,18.70157831,République Democratique du Congo
8375,-2.875,23.125,2,3,10,47.54029484,0.992874693,40.3001638,42.26175266,17.43882064,8.743243243,2.185690416,1.305940459,4.96977887,1305.94,19.14447174,République Democratique du Congo
8376,-2.875,23.375,2,3,10,47.97394561,0.84123107,42.49259078,40.31232698,17.20127015,8.421429735,2.121999673,1.259665119,4.961651197,1334.69,18.88479075,République Democratique du Congo
8377,-2.875,23.625,2,3,10,47.55758654,0.90472339,44.01714655,39.9862504,15.99749272,8.450986736,2.308217404,1.36767648,4.993286962,1308.88,19.60465869,République Democratique du Congo
8378,-2.875,23.875,1,31,10,47.34275184,0.452416052,49.33022113,35.81343161,14.84791155,8.155200655,2.2029656,1.312369451,5.0002457,1317.38,19.61924652,République Democratique du Congo
8379,-2.875,24.375,1,28,10,47.28127301,0.629387221,37.80004909,46.8909433,15.31383457,8.676266056,2.302127137,1.332453489,4.996645668,1297.81,17.23725763,République Democratique du Congo
8380,-2.875,24.625,1,28,10,46.13763931,0.763930692,39.34230863,44.76368665,15.89384202,8.77946799,2.173849345,1.627386643,4.979012446,1325.11,15.61628569,République Democratique du Congo
8381,-2.875,24.875,1,28,10,46.51025703,0.686369902,43.67266683,41.9811076,14.34257683,8.532879267,2.374732019,1.771888753,4.6219087,1327.85,13.19695127,République Democratique du Congo
8382,-2.875,25.125,1,28,10,47.95179546,0.926797492,47.80026057,38.15975898,14.04437749,8.681052032,2.055285399,1.702808485,4.295659963,1317.05,11.6818663,République Democratique du Congo
8383,-2.875,29.125,2,24,9,60.41031281,4.154447703,45.09131639,34.73607038,20.17245031,15.47385142,2.247455197,1.33538954,4.643695015,1368.12,21.20340502,Burundi
8384,-2.875,29.375,8,17,14,53.08676171,4.989979633,37.76765784,38.95796334,23.27112016,19.24700611,4.010057027,3.00069328,4.99910387,1197.06,41.29971487,Burundi
8385,-2.875,29.625,8,18,14,51.14884628,5.446295093,42.26316217,38.2381378,19.49861878,16.17728307,2.659379266,2.929768444,4.999918752,1253.29,29.78152421,Burundi
8386,-2.875,29.875,12,15,13,53.9503252,3.815609756,39.11276423,41.00731707,19.88333333,15.12764228,2.312100812,2.853528455,4.974390244,1267.16,27.07520325,Burundi
8387,-2.875,30.125,12,15,13,53.4754005,4.007725461,39.57387981,41.04976824,19.38432138,14.10254534,2.086612423,2.406875659,4.999024152,1284.85,25.0508254,Burundi
8388,-2.875,30.375,8,26,13,55.89477539,3.355957031,45.55761719,36.97281901,17.47176107,12.86222331,1.546269367,1.834027343,4.981689453,1308.77,20.44799805,Burundi
8389,-2.875,30.625,8,28,13,56.13982258,1.822006999,46.8596891,34.5098885,18.6261089,11.5408155,1.409805567,1.970323919,4.999430292,1271.4,17.54472206,Tanzanie
8390,-2.875,30.875,9,2,13,57.25018318,2.4883986,50.0781568,31.50842628,18.41235854,9.847349996,1.29214695,1.75392312,4.945615892,1301.09,17.67052023,Tanzanie
8391,-2.875,31.375,9,7,13,57.09320862,1.724196828,57.7846279,22.78601057,19.41708011,8.105327369,1.293048148,1.332502154,4.948759658,1376.58,15.01423343,Tanzanie
8392,-2.875,31.875,9,12,9,57.9093534,0.14480707,61.2374661,22.71353574,16.04199843,9.861230204,0.964809081,1.2692799,4.49094409,1382.8,11.47449471,Tanzanie
8393,-2.875,32.125,9,15,13,55.52406813,0.473957048,59.86093969,24.39718588,15.74006418,8.444828437,1.316608491,1.74175438,4.900189254,1357.56,13.1516498,Tanzanie
8394,-2.875,32.375,9,23,13,56.36170734,0.332490002,66.19366686,18.8608504,14.94156533,9.594466661,0.907638945,0.908654043,4.923202481,1413.65,10.43352648,Tanzanie
8395,-2.875,32.625,2,10,9,62.88759469,0.230267981,64.95120958,21.01604627,14.02630936,15.75067199,0.793923434,0.69500114,4.431945915,1424.23,10.00692352,Tanzanie
8396,-2.875,32.875,2,9,9,63.33583756,0.832994924,67.39563452,17.85746193,14.75411168,10.20649746,0.807113299,1.021097055,5.075126904,1404.84,10.59614213,Tanzanie
8397,-2.875,33.125,2,6,9,67.34861043,0.723630749,68.83552739,18.39696083,12.7658053,14.67365513,0.636365488,0.576619844,4.517552413,1438.4,7.420770356,Tanzanie
8398,-2.875,33.375,2,9,9,65.64380206,0.824922424,70.20537318,17.77617181,12.01633186,9.545974196,0.530250939,0.410504752,4.936959007,1412.92,6.959578638,Tanzanie
8399,-2.875,33.625,10,14,13,65.08537081,0.955405735,67.2569247,20.92640728,11.8186175,9.662578182,0.549442856,0.371530022,4.85484526,1406.26,7.151977906,Tanzanie
8400,-2.875,33.875,10,16,13,66.82970779,1.214204545,59.86006494,25.74050325,14.39837662,11.38603896,0.689808522,0.207269721,4.880357143,1382.94,8.676948052,Tanzanie
8401,-2.875,34.125,10,19,13,65.95320921,1.340029397,52.63963743,30.79674996,16.56826719,12.3089172,0.921103787,0.32513615,4.577086396,1346.04,12.07692308,Tanzanie
8402,-2.875,34.375,10,21,13,63.70533906,2.094628534,45.62448351,34.35906992,20.01271976,13.95357693,1.244849793,0.723368119,4.372518837,1305.2,18.0516082,Tanzanie
8403,-2.875,35.875,10,27,13,66.72164864,9.60611275,36.52663061,37.88479187,25.58972468,33.35644051,2.581122662,1.197282911,4.938380859,1152.57,33.68993773,Tanzanie
8404,-2.875,37.125,10,19,13,67.66910748,5.903018469,34.32137336,41.76714669,23.91310715,29.15312017,2.575085999,1.153444942,4.920836384,1102.57,37.73631112,Tanzanie
8405,-2.875,37.375,10,22,13,67.06533073,7.630417074,35.18377322,39.2921147,25.5329912,32.15575106,2.796314764,1.531511372,4.916503747,1122.38,38.60752688,Tanzanie
8406,-2.875,37.625,12,5,13,72.8445638,5.71875,31.83943685,42.55753581,25.60302734,38.56616211,2.035769856,1.328605666,3.997721354,1186.95,18.06136068,Sudan (Kenya administrated)
8407,-2.875,37.875,12,14,9,71.18256552,7.443187368,39.88051441,34.90493244,25.21414618,34.51766238,1.751006349,0.618020568,4.434641055,1206.57,21.05738239,Sudan (Kenya administrated)
8408,-2.875,39.875,4,18,8,59.95071685,0.144753992,57.97051157,26.5133594,15.52077224,15.61852395,1.120415525,0.375408997,3.970511567,1422.47,12.78307266,Sudan (Kenya administrated)
8409,-2.875,40.125,4,24,8,62.95583323,0.545342076,49.98663862,29.69590499,20.3144872,16.93034764,1.093780279,0.505701029,3.423481381,1418.67,11.63602623,Sudan (Kenya administrated)
8410,-3.125,10.375,12,23,9,59.21565886,2.040195736,46.03320517,34.46102761,19.49877665,18.74729116,2.075763718,2.240510309,2.660957707,1279.82,20.43621111,Gabon
8411,-3.125,10.875,12,23,9,53.03124491,5.7726607,49.69650122,32.62262002,17.68209927,10.60699756,1.613575182,1.733807403,4.797803092,1290.6,20.79121237,Gabon
8412,-3.125,11.125,12,26,9,52.40805019,4.171596187,49.11635297,32.01719221,18.87101768,10.29112686,1.565796626,1.768456692,4.520084739,1330.17,20.72076917,Gabon
8413,-3.125,11.375,12,26,9,51.69339969,2.990862364,50.38875744,31.22827772,18.38639145,9.272823693,1.551940604,1.64216464,4.645753447,1321.76,20.01076936,Gabon
8414,-3.125,11.625,12,27,9,52.54412962,3.255821527,51.67269174,30.15030125,18.17627422,10.12302557,1.481710062,1.441655918,4.426559192,1319.2,21.62481681,Gabon
8415,-3.125,11.875,12,27,9,54.02687561,2.611399805,51.96809029,28.01867489,20.01088016,10.57713543,1.356798391,1.199581112,3.91791166,1339.23,20.66856122,Gabon
8416,-3.125,12.125,12,27,9,54.1602084,1.580836861,52.09817649,28.18121133,19.71523934,9.358352328,1.248259686,0.894593364,4.187398242,1349.57,18.78988929,République du Congo
8417,-3.125,12.375,12,30,9,51.8967847,2.741066341,51.58689459,30.6010582,17.80675621,8.934798535,1.481759788,1.127985298,4.828164428,1337.18,20.32747253,République du Congo
8418,-3.125,12.625,12,29,9,50.70567174,4.386687281,45.45642444,35.86548946,18.67450566,9.438766376,1.764415329,1.483219219,4.982911547,1247.73,22.63796892,République du Congo
8419,-3.125,12.875,12,29,9,49.85693288,4.324840764,44.2756002,38.28303119,17.44765638,9.106320431,1.8957186,1.791914991,4.990690838,1205.58,23.56148947,République du Congo
8420,-3.125,13.125,12,29,9,50.2489472,3.207240039,44.89399093,38.4233884,16.68051506,9.203676709,1.95364512,1.929581874,4.987771299,1196.75,25.66188856,République du Congo
8421,-3.125,13.375,12,30,9,49.70048741,3.564662876,43.98334687,39.35548335,16.66035743,9.805442729,2.028906575,2.015008934,4.981722177,1174.61,28.2261576,République du Congo
8422,-3.125,13.875,1,3,10,48.87756933,1.634828711,41.04918434,43.10097879,15.85171289,8.884910277,1.8272553,2.471929036,4.944779772,1169.32,26.41606852,République du Congo
8423,-3.125,14.125,1,3,10,48.97716453,0.76333414,46.64738159,38.6402808,14.70902929,7.814734124,1.646189945,2.808527395,4.832001937,1198.19,25.93988542,République du Congo
8424,-3.125,14.375,1,5,10,53.5453281,0.268368516,61.76517755,24.45639012,13.7778596,7.818278514,1.895010308,2.510062673,4.97275405,1254.18,22.67198495,République du Congo
8425,-3.125,14.625,1,5,10,53.8348512,0.365913157,62.53781103,23.44039681,14.02390633,8.907383314,1.90241169,2.555064076,5.20052041,1263.92,22.25719629,République du Congo
8426,-3.125,14.875,1,7,10,54.43882028,1.36878453,62.69361391,22.67175821,14.64234644,9.362447189,1.921263241,2.556465145,5.285911602,1275.19,22.11293468,République du Congo
8427,-3.125,15.125,1,6,10,54.31446439,1.581336799,63.98814261,21.5330951,14.47494518,8.948834565,1.762087792,2.491448955,5.194915943,1293.67,21.38731422,République du Congo
8428,-3.125,15.375,1,6,10,54.55282555,2.114332514,65.02317772,19.37321867,15.59492219,9.868796069,1.833085503,2.251252744,4.93988534,1312.67,21.45692056,République du Congo
8429,-3.125,15.625,1,27,10,54.52876712,1.685817889,62.43787268,20.33642224,17.22272361,11.12691378,1.609102256,2.231084044,4.195809831,1288.46,22.03634166,République du Congo
8430,-3.125,15.875,2,5,10,53.13070879,0.488377803,60.86102472,21.64413161,17.49451629,11.36225241,1.395508594,2.118097069,3.812653462,1283.47,22.75208708,République du Congo
8431,-3.125,16.125,2,29,10,53.19328102,1.486112336,56.685742,26.17890839,17.13499691,10.87990477,1.826079357,1.637212237,4.927872322,1293.74,19.74711225,République du Congo
8432,-3.125,16.375,2,29,10,51.51100183,0.846974496,63.94799133,22.62952159,13.42140357,9.716952825,1.354299298,1.918005667,4.862560427,1302.79,17.26354392,République Democratique du Congo
8433,-3.125,16.625,3,2,10,50.50026178,1.089267016,59.96082024,26.31858639,13.71928447,9.752356021,1.664225304,1.772151483,4.696073298,1319.6,18.77469459,République Democratique du Congo
8434,-3.125,16.875,3,2,10,50.62680844,2.023531462,56.90421823,25.87972808,17.2224159,10.62611121,1.523032769,1.838684068,4.100662367,1379.11,18.48875719,République Democratique du Congo
8435,-3.125,17.125,3,3,10,52.23150151,1.634443964,54.6574643,27.20683687,18.14123756,12.43920381,1.396404673,2.059438857,3.571181307,1367.13,17.883254,République Democratique du Congo
8436,-3.125,17.375,3,6,10,51.29902464,1.059120465,58.55278919,25.02164613,16.43035592,9.695585216,1.255168205,1.775244951,4.175136893,1380.29,14.44669747,République Democratique du Congo
8437,-3.125,17.625,3,6,10,50.40300325,0.467451299,61.49594156,23.91517857,14.59034091,7.696834416,1.220032952,1.558839042,4.759496753,1388.49,12.19480519,République Democratique du Congo
8438,-3.125,17.875,6,15,10,50.45370144,0.475853082,58.33602085,25.46062383,16.20164509,8.100741103,1.544292693,1.259389526,4.873605342,1381.32,13.25751283,République Democratique du Congo
8439,-3.125,18.125,6,9,10,51.94196933,0.589830508,55.43430186,26.88523002,17.67836965,8.275221953,1.133093217,1.295894834,4.54850686,1384.68,11.67231638,République Democratique du Congo
8440,-3.125,18.375,5,31,10,51.58893152,0.962615297,57.53448698,25.02285528,17.4412701,7.862133703,1.035413351,1.453417271,4.376295813,1404.04,11.36878622,République Democratique du Congo
8441,-3.125,18.625,5,26,10,52.04400594,1.475809115,56.68361955,26.28112616,17.0323646,7.654474901,1.227097752,1.411740092,4.577856671,1404.12,12.54235469,République Democratique du Congo
8442,-3.125,18.875,5,26,10,49.04339669,0.760339343,57.7153112,27.50827963,14.77836691,6.2891753,1.736780813,1.578897625,4.837262419,1403.93,13.10057917,République Democratique du Congo
8443,-3.125,19.125,5,26,10,47.61646192,0.245290745,57.68460278,28.76830467,13.53742834,6.111302211,2.143231286,1.789118835,4.87952498,1371.09,13.43104013,République Democratique du Congo
8444,-3.125,19.625,5,26,10,47.37608518,0.229402129,56.74078624,29.27862408,13.98984439,6.053726454,2.00050868,1.834630628,4.815970516,1365.76,15.93038493,République Democratique du Congo
8445,-3.125,19.875,5,27,10,47.02053571,0.144642857,57.08587662,29.47061688,13.44269481,6.139772727,2.1230043,1.811586281,4.819642857,1357.79,16.76534091,République Democratique du Congo
8446,-3.125,21.625,5,30,10,48.26308056,0.606399478,50.44029059,34.81356624,14.74149049,8.356542323,2.148362581,1.556592523,5.00081626,1312.96,20.04913885,République Democratique du Congo
8447,-3.125,21.875,5,30,10,49.12962066,1.268926554,51.26505246,33.88006457,14.84939467,7.907667474,2.130476191,1.755050927,4.984422922,1303.82,19.27514124,République Democratique du Congo
8448,-3.125,22.125,2,6,10,47.43097972,0.921084779,49.39473899,35.4897793,15.10611613,7.786464696,2.024031272,1.588698265,4.991367375,1318.51,18.51681733,République Democratique du Congo
8449,-3.125,22.375,2,3,10,46.46193182,0.655762987,50.38311688,34.12808442,15.48327922,7.916233766,1.974306004,1.470704626,4.978003247,1342.15,18.24480519,République Democratique du Congo
8450,-3.125,22.875,2,6,10,47.9069523,1.068795473,42.22190784,41.19037995,16.58577203,8.724737268,2.216714631,1.373451172,4.97065481,1303.22,18.44300728,République Democratique du Congo
8451,-3.125,23.125,2,6,10,47.77553512,1.471473916,42.38487833,40.6996012,16.91234638,8.901766094,2.282268249,1.354747212,4.964271181,1307.55,18.50842354,République Democratique du Congo
8452,-3.125,23.375,2,6,10,47.1027846,0.973054873,41.9987715,40.87141687,17.13906634,8.733497134,2.379398852,1.368373054,4.956756757,1314.99,18.17403767,République Democratique du Congo
8453,-3.125,23.625,2,3,10,48.96569261,0.885695835,45.41959961,38.50734582,16.06998708,8.381175331,2.25947772,1.153442766,4.990797546,1321.64,18.21125283,République Democratique du Congo
8454,-3.125,23.875,2,3,10,47.99885714,0.753142857,44.47102041,39.97257143,15.55306122,8.543918367,2.235971427,1.239957142,4.995755102,1302.11,19.34906122,République Democratique du Congo
8455,-3.125,24.125,2,3,10,47.41397937,0.580209527,40.01219512,44.24553937,15.73719103,8.106154853,2.152232773,1.285527991,4.992633819,1304.54,17.82312981,République Democratique du Congo
8456,-3.125,24.375,1,31,10,47.84069299,0.75020145,39.71305399,45.19500403,15.09274778,8.841498791,2.247275584,1.25139992,5.00926672,1306.75,15.75858179,République Democratique du Congo
8457,-3.125,24.625,1,31,10,47.40958231,0.806552007,39.03816544,45.18411138,15.77493857,9.399180999,2.353792793,1.336083865,5.001638002,1324.13,14.44389844,République Democratique du Congo
8458,-3.125,24.875,1,31,10,47.80446973,1.406907761,44.19951239,41.12035758,14.68736286,8.740430719,2.157501015,1.599842502,4.690044697,1329.89,12.08906948,République Democratique du Congo
8459,-3.125,25.125,1,31,10,50.46814742,1.604751444,48.36408754,36.37555935,15.26002766,9.986738264,1.971599541,1.525174354,3.775120007,1320.53,10.24587096,République Democratique du Congo
8460,-3.125,29.375,2,21,9,57.18293576,1.829764715,42.6526093,36.29512334,21.06252544,14.16095416,1.896455425,2.261797159,4.534967028,1322.27,21.26524465,Burundi
8461,-3.125,29.625,8,26,13,52.87912088,5.116564917,40.92576313,37.42205942,21.64590965,16.97647538,3.267439967,3.163095647,4.998941799,1230.48,37.76499796,Burundi
8462,-3.125,29.875,8,26,13,54.01831055,3.157633464,42.29899089,39.38924154,18.32023112,12.48836263,1.946771238,2.321043618,4.99991862,1276.96,26.66593424,Burundi
8463,-3.125,30.125,12,14,13,54.73631112,4.543161663,44.4813278,37.10633797,18.41908714,12.28175087,1.608071841,1.670804328,5,1279.86,24.12399317,Burundi
8464,-3.125,30.375,8,29,13,55.55949573,2.59097194,47.39422529,35.24326962,17.36388776,11.82342416,1.306247173,1.800798372,4.965758438,1282.31,21.66311509,Burundi
8465,-3.125,30.625,2,5,13,56.58924941,2.965276084,47.43140603,34.21517443,18.35049199,10.83304871,1.461315604,1.358673496,4.999837359,1302.62,19.48833049,Burundi
8466,-3.125,30.875,9,4,13,57.3587867,3.181426364,51.88924128,28.87639262,19.24534439,10.78067821,1.350239164,1.654554101,4.976986257,1288.1,16.96527608,Tanzanie
8467,-3.125,31.125,9,7,13,55.9760026,1.332872366,56.07150411,25.48881477,18.44025055,10.29024648,1.212182135,1.999567285,4.573985195,1344.32,16.39225576,Tanzanie
8468,-3.125,31.375,9,9,13,54.13816645,0.29933355,61.65653446,23.91043563,14.4279909,6.767311443,1.15457591,1.992149624,4.940344603,1372.49,12.46432055,Tanzanie
8469,-3.125,31.625,9,13,13,54.83570789,0.374257103,59.53439713,25.74191973,14.72596271,6.061222828,0.971697303,1.767396563,4.938695758,1380.14,11.62012538,Tanzanie
8470,-3.125,31.875,9,17,13,57.02396283,0.057624908,65.18917597,20.29986144,14.51568995,6.992175401,0.871274593,0.582391759,4.89868775,1399.26,10.58986062,Tanzanie
8471,-3.125,32.125,9,22,13,54.8684811,0.079856584,65.3571545,19.38705997,15.25317797,6.796936115,0.886293675,1.118203087,5.034713168,1383.83,10.58702738,Tanzanie
8472,-3.125,32.375,2,10,13,55.48318987,0.16298522,69.45476693,16.57552379,13.9650804,7.641058957,0.721957934,0.663896711,5.355124249,1423.03,9.521845054,Tanzanie
8473,-3.125,32.625,2,7,13,60.78980271,0.098481773,70.06105383,17.33092474,12.61289275,11.78801656,0.652154907,0.512073644,5.126248275,1450.69,8.595356012,Tanzanie
8474,-3.125,32.875,2,6,9,61.89850576,0.686045562,63.31076998,22.56226015,14.12892953,13.1448518,0.832419367,0.665317339,4.898995672,1400.77,10.52821099,Tanzanie
8475,-3.125,33.125,2,5,9,67.04052842,0.336377722,59.2781538,25.97716709,14.74280356,18.03685884,0.748030408,0.231870813,4.160156569,1421.1,9.318682215,Tanzanie
8476,-3.125,33.375,10,14,13,67.1622871,0.577372263,70.62222222,17.54898621,11.81719384,12.53041363,0.533227656,0.377482156,4.629683698,1443.73,6.554176805,Tanzanie
8477,-3.125,33.625,10,17,13,64.45240616,1.866216106,70.65043563,16.67095513,12.67510789,8.540428304,0.475452243,0.213880508,5.069619738,1440.77,6.103004641,Tanzanie
8478,-3.125,33.875,10,19,13,67.12966441,1.419286356,60.34155303,24.92528783,14.73283253,13.29386789,0.638577284,0.091509995,4.657875398,1403.27,8.371274598,Tanzanie
8479,-3.125,34.125,10,21,13,67.39476457,1.37288273,54.12010698,29.86408947,16.01110301,15.47913121,0.81811735,0.061674659,4.476294675,1380.5,10.99643407,Tanzanie
8480,-3.125,34.375,10,23,13,66.04281396,2.209249122,45.09608628,35.63730697,19.27118229,15.84091838,1.145037584,0.340658672,4.568510499,1329.64,16.22787809,Tanzanie
8481,-3.125,35.125,2,19,13,77.47444012,3.078870497,40.63315482,34.3844531,24.97801039,32.46827329,1.936657735,0.255230546,4.003083414,1175,22.36798117,Tanzanie
8482,-3.125,35.375,10,22,13,70.61074319,8.430218298,42.07996076,33.71048974,24.20660616,27.36170387,1.975680727,0.765766475,4.822173167,1182.69,22.95020849,Tanzanie
8483,-3.125,35.875,12,12,13,63.85967913,9.906669924,37.74501181,37.26549393,24.9859109,31.03974265,3.671898444,1.447955729,4.791921166,1146.76,45.41004968,Tanzanie
8484,-3.125,36.375,1,11,13,75.80678406,9.889312667,41.95950661,34.87892559,23.15799724,28.62882415,1.307294733,0.284172764,4.576888745,1198.67,18.50271849,Tanzanie
8485,-3.125,36.625,11,9,13,74.6223651,8.281598437,41.69007895,33.87450151,24.43493123,32.09489705,1.79225067,0.660753073,4.789045332,1144.87,27.16611052,Tanzanie
