CELLID,LAT,LON,MONTH,DAY,AEZID,PHIHOXsd2,CRFVOLsd2,SNDPPTsd2,CLYPPTsd2,SLTPPTsd2,CECsd2,NTOxd1,EACKCLsd2,DRAINFAO,BLDsd2,ORCDRCsd2,Country
0,16.375,-16.375,7,9,7,71.99654012,10.04766939,48.39759731,30.37472369,21.22652571,20.47381067,1.060869293,1.102014839,2.851609803,1396.23,13.70485344,Mauritania
1,16.375,-16.125,7,9,7,72.43197343,10.74962049,50.15948767,27.95151803,21.88434535,18.75132827,0.959884155,0.799898268,2.79573055,1441.94,10.9373814,Senegal
2,16.375,-15.875,7,8,7,70.03661904,8.743546644,55.58014167,23.44567175,20.97286589,15.67763237,0.855153439,0.3925559,3.29811502,1442.13,8.532837075,Senegal
3,16.375,-15.625,7,8,7,66.34101931,6.889730282,64.85867438,19.49068323,15.65089764,11.83017102,0.450204288,0.164182216,4.627839701,1424.17,3.347230494,Senegal
4,16.375,-15.375,7,8,7,65.94146163,5.288210006,76.58712156,13.80554285,9.610994238,8.964419647,0.309547425,0.057129775,4.991402177,1391.69,0.931400348,Senegal
5,16.375,-13.625,7,8,7,68.08177808,15.52258935,63.62097048,19.78927723,16.5892433,13.87444859,0.291328557,0.040710772,5.112103844,1347.78,2.598280512,Mauritania
6,16.375,-13.125,7,8,8,66.26616915,6.18039801,65.97084577,18.27034826,15.75860697,11.11452736,0.348514328,0.087509095,5.230248756,1397.27,2.169353234,Mauritania
7,16.375,-12.875,7,8,8,67.18120495,3.268804288,73.26427647,13.22334134,13.51136574,8.765754944,0.309248567,0.05933888,5.141193864,1418.04,2.036684532,Mauritania
8,16.375,-12.625,7,5,8,67.00800326,8.848232582,66.43271839,16.35675529,17.20225176,10.5465274,0.318262167,0.052641928,5.153304303,1373.97,2.319928279,Mauritania
9,16.375,-12.375,7,8,8,68.3763388,12.51826353,55.24339196,23.43224919,21.31895451,12.82067407,0.327852075,0.053372763,4.975425512,1401.98,2.530789826,Mauritania
10,16.375,-12.125,7,8,8,67.92913992,13.04458708,55.98836115,23.66033376,20.3491656,12.29148481,0.345619427,0.049494373,5.022250749,1393.81,2.373555841,Mauritania
11,16.375,-11.875,7,6,8,69.18842679,14.68944946,61.52215783,21.85435487,16.6170104,11.24740072,0.478731038,0.125363054,5.354951423,1481.1,3.950059656,Mauritania
12,16.375,-11.625,7,6,8,67.69330282,7.549308389,81.03144592,9.423226192,9.551298637,5.411881779,0.370300428,0.126617295,5.371181212,1376.5,2.359737287,Mauritania
13,16.375,-10.625,7,4,7,65.13626925,6.981571206,64.84045683,19.36572071,15.80005191,8.903530023,0.420454058,0.098486987,5.301436235,1480.04,2.992645786,Mauritania
14,16.375,-10.375,7,4,7,66.59553464,7.550881078,69.43094381,16.96106652,13.60762063,8.841590553,0.425911615,0.099381382,5.239136452,1419.49,2.599963096,Mauritania
15,16.375,-9.875,6,29,7,66.51796172,3.619875885,72.26195263,14.0689625,13.67756315,8.535180491,0.358531597,0.12329806,5.063018967,1358.4,2.714098418,Mauritania
16,16.375,-9.625,6,29,7,66.52256444,6.334977203,71.49195124,14.40522937,14.10672746,8.889271425,0.363625477,0.148308133,5.155764399,1354.35,3.049595236,Mauritania
17,16.375,-9.375,6,29,7,65.3888829,2.807389852,72.96003447,13.43757406,13.59549715,8.837767963,0.342743725,0.163457611,4.78659916,1367.44,3.567165787,Mauritania
18,16.375,-9.125,6,29,7,63.55854205,7.396253309,68.5066178,16.01812258,15.46467115,9.213602118,0.36976176,0.1789607,5.02300957,1376.55,3.920382814,Mauritania
19,16.125,-16.375,6,29,7,69.69944973,9.906978775,58.31845576,22.99807843,18.68154424,15.21390514,0.729464669,0.393115964,3.6535942,1435.75,7.558040003,Senegal
20,16.125,-16.125,6,29,7,65.06232598,5.753052045,76.43199829,10.86313986,12.70764618,8.022274577,0.365227993,0.077819084,4.95802099,1397.02,2.659670165,Senegal
21,16.125,-15.875,6,29,7,65.15855095,6.767916748,69.25741213,16.3766935,14.37119576,9.976340075,0.511213626,0.168267828,4.583153348,1412.32,4.077066562,Senegal
22,16.125,-15.625,7,7,7,64.43617471,9.571513052,71.00092929,15.15324829,13.84244319,9.057193546,0.312796485,0.075006896,5.001436175,1438.16,1.850806792,Senegal
23,16.125,-15.375,7,1,7,64.65975981,7.892253045,76.96879229,12.26412382,10.760318,8.183271313,0.280456021,0.052683377,5.0135318,1408.25,1.75135318,Senegal
24,16.125,-14.125,7,8,7,66.19731764,9.021227325,76.39560015,12.88296025,10.7222115,9.324971054,0.322227615,0.028684568,4.935449633,1435.79,1.782516403,Senegal
25,16.125,-13.875,7,8,7,70.61353138,8.468073544,62.10225523,21.69839688,16.19989131,16.41499864,0.489760891,0.083540139,4.62657368,1448.09,2.628475682,Senegal
26,16.125,-13.625,7,6,8,72.8617293,9.881977381,54.04587742,26.29432689,19.65113097,21.1718351,0.57031722,0.128404107,4.14939803,1436.03,4.084640642,Mauritania
27,16.125,-13.375,7,4,8,70.53835087,7.392590594,57.7541588,24.34727093,17.90054851,18.84929413,0.553991997,0.132660086,4.453016815,1434.4,3.389982915,Mauritania
28,16.125,-13.125,6,28,8,67.3547503,7.169711734,60.23781973,22.39169712,17.37484775,14.26035323,0.422700568,0.089152934,4.855156313,1413.79,2.476248477,Mauritania
29,16.125,-12.875,6,28,8,68.0299259,4.258977769,64.54702641,17.58141744,17.86300589,11.34913547,0.320709576,0.049254472,4.742162265,1382.23,2.689435683,Mauritania
30,16.125,-12.625,6,27,8,68.06720362,9.349373434,61.462371,18.9142965,19.61540398,12.47420086,0.386514912,0.089333874,4.979448622,1369.59,3.309774436,Mauritania
31,16.125,-12.375,6,27,8,68.09549213,11.58107988,55.03654308,22.95998933,21.9964435,13.35885125,0.338046458,0.057296398,5.103200638,1371,2.889529214,Mauritania
32,16.125,-12.125,6,27,8,68.03522205,13.21107708,55.39144121,24.18385231,20.42521695,12.16326357,0.365603965,0.065475111,5.220860983,1394.28,2.790624468,Mauritania
33,16.125,-11.875,6,22,8,68.75830995,13.75167899,58.8351611,24.09878432,17.07455581,11.71835416,0.483698546,0.107296506,5.315650769,1482.58,3.64192808,Mauritania
34,16.125,-11.625,6,22,8,68.72633041,10.66680915,74.32998504,13.39142979,12.27324215,7.480444539,0.457187754,0.11598162,5.504060697,1390.79,3.58014533,Mauritania
35,16.125,-11.375,6,22,8,66.28772029,3.16841014,82.37423429,8.869098106,8.752238243,4.687965319,0.360276882,0.075696202,5.232777307,1378.76,1.575063613,Mauritania
36,16.125,-11.125,6,22,8,64.93249717,2.196150161,75.94120721,11.89678599,12.15982928,5.892518073,0.387042679,0.085243237,5.006445432,1388.89,1.567197979,Mauritania
37,16.125,-10.875,6,24,8,65.01103472,5.760122231,70.7249809,16.30812325,12.96647144,6.962481962,0.412835583,0.078323981,5.114251761,1397.8,2.051014345,Mauritania
38,16.125,-10.625,6,28,8,63.7350324,5.161382289,65.72345572,19.35576674,14.91576674,8.618228942,0.434881123,0.092265232,5.061943844,1477.62,2.405356371,Mauritania
39,16.125,-10.375,6,28,8,63.63097992,3.294531322,73.46765985,14.51152031,12.03395947,7.47756084,0.392971407,0.056019768,5.108078098,1397.49,1.604700657,Mauritania
40,16.125,-10.125,6,28,8,64.16081983,1.211534795,76.45166826,11.70533842,11.84032412,6.728503337,0.387658341,0.079026492,4.906673022,1359.28,1.9042898,Mauritania
41,16.125,-9.875,6,28,7,65.5580936,3.665607557,66.88106483,17.88664663,15.23838557,9.396908544,0.365795792,0.1019997,4.96487763,1383.18,2.500042937,Mauritania
42,16.125,-9.625,6,28,7,64.18235459,1.96543973,79.74374824,9.66235834,10.59614124,6.3734195,0.335978739,0.133345781,4.80312822,1367.53,2.829633792,Mauritania
43,16.125,-9.375,6,28,7,64.56853448,3.583706897,73.22724138,13.23646552,13.54103448,8.323362069,0.345165431,0.173245776,4.821724138,1380.4,3.467672414,Mauritania
44,16.125,-9.125,6,28,7,64.47742001,2.872823005,77.54931146,11.06581612,11.39428919,7.161907655,0.337871912,0.1778548,5.013163224,1389.92,3.324625354,Mauritania
45,16.125,4.625,6,28,7,68.03374803,16.74560275,69.66294866,15.47333047,14.85514086,8.415415415,0.499972401,0.103827174,5.508651509,1453.82,6.332475332,Niger
46,16.125,4.875,6,28,7,67.89918864,14.27991886,72.27302231,13.031643,14.68803245,8.248073022,0.485032454,0.023426371,5.509939148,1420.44,6.629006085,Niger
47,15.875,-16.375,6,19,7,66.83758343,9.582406298,76.08745507,12.2689543,11.64093787,7.231730276,0.348441383,0.09670275,4.743368133,1413.53,3.771607051,Senegal
48,15.875,-16.125,6,21,8,66.57441782,7.859011137,83.91064799,8.384829565,7.705703679,6.004556193,0.284089099,0.032514903,4.995359433,1395.33,2.633563955,Senegal
49,15.875,-14.625,6,28,8,66.75,10.10369102,65.93398021,19.30003805,14.77825342,10.69853501,0.343374239,0.048849167,4.78662481,1450.2,2.390030441,Senegal
50,15.875,-14.375,6,28,8,66.55748447,9.780614416,65.63441409,19.19223896,15.17419794,11.34762999,0.347414518,0.032077541,4.891328398,1437.34,2.33767339,Senegal
51,15.875,-14.125,6,28,8,66.99629527,10.036399,61.1445772,21.84014078,17.0100954,13.12975827,0.379224414,0.039510087,4.497175141,1454.8,2.585255163,Senegal
52,15.875,-13.875,6,28,8,65.394639,8.910678772,61.26398617,21.73782966,16.99437959,12.01297017,0.376055599,0.049466305,4.41919585,1467.53,2.326242974,Senegal
53,15.875,-13.625,6,28,8,65.44990548,7.999914075,64.24291115,20.23062382,15.5209658,12.52139543,0.400558687,0.063771979,4.76284585,1458.11,2.165578278,Senegal
54,15.875,-13.375,6,26,8,71.04587156,6.2141816,58.13581411,24.24221898,17.6175941,18.95035583,0.520689617,0.112297702,4.471233816,1450.69,3.122266998,Senegal
55,15.875,-13.125,6,20,8,65.83041291,9.731609993,59.74280014,22.64139486,17.61554476,12.0731263,0.349102446,0.088421407,5.118407356,1428.29,2.257286607,Mauritania
56,15.875,-12.875,6,21,8,66.42816447,8.424840946,59.44934004,20.95745893,19.59861362,12.02032096,0.336543443,0.097873222,4.848352483,1396.7,2.681131896,Mauritania
57,15.875,-12.625,6,21,8,67.74022756,6.744540283,63.1152505,17.30033034,19.57717012,11.43696091,0.325793999,0.058598536,5.097632593,1338.24,2.664158561,Mauritania
58,15.875,-12.125,6,18,8,67.60410309,13.9830451,56.55705324,23.3899627,20.04993218,11.71625975,0.375163276,0.071656164,5.400644286,1381.28,3.203289251,Mauritania
59,15.875,-11.875,6,19,8,66.88435891,12.86004896,61.20216088,21.77690555,17.02000506,10.57719254,0.482239217,0.137912645,5.105089896,1442.71,5.150671056,Mauritania
60,15.875,-11.625,6,22,8,65.70501139,3.836166112,75.24618889,12.07893815,12.67846504,6.614508498,0.386184948,0.071863852,5.049413002,1386.09,1.761783774,Mauritania
61,15.875,-11.375,6,22,8,65.57321781,4.10568757,72.89328301,13.88847903,13.21266192,6.741528695,0.379756884,0.119151419,5.059191902,1379.95,1.824054216,Mauritania
62,15.875,-11.125,6,22,8,64.54029397,5.779692516,60.88942389,21.94221997,17.16649772,9.335191755,0.440834938,0.100866295,5.007940531,1414.36,2.544602129,Mauritania
63,15.875,-10.875,6,22,8,65.30725738,7.079156118,59.38244726,23.26987342,17.35316456,11.16025316,0.493533249,0.09296552,4.994261603,1479.6,3.051898734,Mauritania
64,15.875,-10.625,6,22,8,65.05480379,6.407730041,59.42033153,22.70822057,17.87669148,12.36019959,0.504321042,0.061792653,4.896143437,1458.26,2.790595399,Mauritania
65,15.875,-10.375,6,25,8,63.65667154,3.35793453,71.12836154,15.26668958,13.60323052,7.776355357,0.438327863,0.039071347,4.935647392,1402.42,1.686313257,Mauritania
66,15.875,-10.125,6,25,8,63.1622772,2.273565665,76.11918063,11.49880287,12.38139576,6.538175047,0.387724927,0.08426824,4.586946883,1395.42,1.86946883,Mauritania
67,15.875,-9.875,6,25,8,62.91562557,1.525801195,79.11841391,10.13968857,10.73365924,6.169925765,0.354220442,0.105249991,4.618142314,1366.73,2.15127648,Mauritania
68,15.875,-9.625,6,25,8,66.03781406,3.713306827,66.62304374,17.78808899,15.58920565,10.30242788,0.399696472,0.125101514,4.368665934,1396.64,3.367819981,Mauritania
69,15.875,-9.375,6,25,8,62.99659299,4.534637896,72.94636149,13.15943042,13.8971783,7.553070674,0.390552285,0.176681926,4.720625491,1401.58,3.369703853,Mauritania
70,15.875,-9.125,6,25,8,65.04657301,3.189442316,72.80749255,14.05312899,13.13324819,8.171902937,0.359457812,0.203380077,4.917411665,1411.7,3.283780332,Mauritania
71,15.875,4.875,6,19,7,64.85491656,18.15832299,74.81368087,12.70473038,12.48227831,7.748034754,0.465748725,0.041037733,5.738518825,1429.75,6.054061509,Niger
72,15.875,23.625,6,22,7,80.62934363,14.00912548,59.15212355,23.26795367,17.56447876,14.01158301,0.322405323,0.026719504,4.401520913,1519.92,4.313307985,Tchad
73,15.875,38.125,6,16,11,70.39423161,35.34084334,50.22626457,27.31594635,22.45910406,25.09783466,1.104782852,0.24490725,5.659244324,1433.94,23.68764794,Eritrea
74,15.875,38.375,6,12,11,70.96943001,33.95207471,48.65104396,28.18694388,23.16518368,25.30050216,1.152285349,0.271979183,5.683464012,1421.01,21.12404193,Eritrea
75,15.875,38.625,6,7,11,68.99543515,35.16433462,48.73712414,27.68651384,23.57884291,26.38821078,1.136312989,0.529996824,5.890443584,1400.44,26.39098938,Eritrea
76,15.625,-14.625,6,18,8,67.66433566,10.92606174,59.40542384,23.2976292,17.28978339,13.61154699,0.445172352,0.052829389,4.688214225,1480.4,2.965973051,Senegal
77,15.625,-14.375,6,21,8,68.19501192,11.51064011,57.56911815,24.59610146,17.83741914,15.28651685,0.426593633,0.037316593,4.41896493,1477.45,3.214164113,Senegal
78,15.625,-14.125,6,21,8,67.69210571,14.90335423,58.38480434,23.993732,17.6164662,15.04768762,0.425075131,0.043413619,4.415212604,1483.05,3.014484161,Senegal
79,15.625,-13.875,6,22,8,67.20649966,12.00093094,55.90258971,25.60858158,18.49196005,15.48265064,0.420178402,0.039346189,3.959546378,1478.44,2.876946513,Senegal
80,15.625,-13.375,6,17,8,66.93358247,7.486410736,61.16145745,22.41956854,16.42305079,14.92228639,0.416220231,0.095978946,4.602853746,1455.23,2.959996603,Senegal
81,15.625,-13.125,6,18,8,69.69339298,7.238041982,55.03673434,26.18530626,18.77967997,17.89667928,0.495781658,0.141599301,4.338695802,1460.03,3.819081211,Mauritania
82,15.625,-12.875,6,20,8,65.84724463,6.9939713,56.16837904,24.83501741,18.99651864,14.59514308,0.38853579,0.132315233,4.737284538,1446.85,3.068353571,Mauritania
83,15.625,-12.625,6,21,8,66.25829342,5.007450772,63.3946248,18.17376264,18.42593578,10.78561291,0.335536899,0.062238233,5.036987759,1392.08,3.187156289,Mauritania
84,15.625,-12.125,6,19,8,65.89166877,8.758992503,56.98888047,23.33771376,19.66927807,10.99031253,0.416545615,0.085343124,5.126021397,1396.46,3.868587314,Mauritania
85,15.625,-11.875,6,19,8,64.88194857,10.58983281,67.96206399,16.25978104,15.77790036,8.206568786,0.553382245,0.126247424,5.053636595,1439.83,5.923533905,Mauritania
86,15.625,-11.625,6,19,8,63.95903229,3.209980612,72.51167496,13.19919076,14.2828121,6.547753519,0.365433111,0.087159248,4.938717019,1406.29,1.967208969,Mauritania
87,15.625,-11.375,6,13,8,64.98441186,5.658577688,61.52890125,21.76584092,16.70315133,8.544489383,0.3925894,0.1242646,4.954162454,1394.6,3.011290866,Mauritania
88,15.625,-11.125,6,17,8,64.12806677,6.71427367,55.9320462,25.5803052,18.48908186,10.36708541,0.49639162,0.08808748,4.921676081,1459.76,4.728522047,Mauritania
89,15.625,-10.875,6,21,8,65.08073487,6.790999494,55.73150177,24.7550986,19.51373673,12.60955672,0.619862464,0.028933435,4.700488792,1465.28,4.455503118,Mauritania
90,15.625,-10.625,6,21,8,64.34673197,5.954315149,62.47601756,20.37299443,17.15259247,9.556916061,0.575561307,0.016814464,4.909052525,1454.57,3.487079885,Mauritania
91,15.625,-10.375,6,22,8,65.97545961,3.810001687,61.62582223,20.87215382,17.51695058,10.53727441,0.550924945,0.0114051,4.133074717,1447.6,2.484736043,Mauritania
92,15.625,-10.125,6,22,8,63.23361415,3.470008425,72.78374052,12.9694187,14.24582982,6.47598989,0.434695788,0.056151731,4.608593092,1420.95,2.243133951,Mauritania
93,15.625,-9.875,6,22,8,62.99139604,3.643357233,70.82673977,14.32652889,14.84015183,7.626149304,0.38688992,0.139963113,3.933530156,1437.8,2.484183889,Mauritania
94,15.625,-9.625,6,10,8,64.89406708,4.038260576,63.04466543,20.14950278,16.80212371,11.99738749,0.423303304,0.208332462,3.880751728,1432.58,2.596999831,Mauritania
95,15.625,-9.375,6,10,8,63.11288542,4.801240126,72.42257708,13.53121549,14.05096407,7.178544126,0.379488661,0.274851864,4.839038478,1429.33,2.626773125,Mali
96,15.625,-9.125,6,10,8,63.55122777,5.29745978,71.56248942,14.96342083,13.47366638,7.598137172,0.36387155,0.281773582,4.645893311,1442.04,3.045385267,Mauritania
97,15.625,-4.375,6,27,7,68.20159736,16.94225649,55.70393831,26.48600018,17.80556321,17.68117139,0.884729917,0.217598706,4.016432571,1517.34,5.770770219,Mali
98,15.625,-4.125,6,27,7,66.93368557,16.42915678,56.48619797,25.69193444,17.8245633,16.94759543,0.975096721,0.195172569,4.047444468,1517.5,5.407051973,Mali
99,15.625,-3.875,6,27,7,65.06852729,14.75205582,60.57849489,22.64664839,16.77709943,14.26351856,0.80260603,0.125846088,4.524669823,1521.4,4.580986793,Mali
100,15.625,4.625,6,16,7,62.68691923,13.81215154,68.44531808,16.08477484,15.4694782,7.863759828,0.53438499,0.085656003,5.059471051,1405.65,7.493781272,Niger
101,15.625,4.875,6,16,7,62.37174579,23.3963438,66.7294219,18.70740812,14.56221286,10.66041348,0.525471478,0.161522639,5.206163859,1433.98,4.940371363,Niger
102,15.625,5.125,6,16,7,64.92693027,22.91423991,67.2206786,17.85466204,14.93040342,10.39179802,0.526093642,0.111085681,5.650814854,1458.82,4.678332888,Niger
103,15.625,5.375,6,16,7,65.30991326,19.31895911,73.65737299,13.4417596,12.89615861,7.610656753,0.507269889,0.051045291,5.9244114,1465.6,5.342007435,Niger
104,15.625,5.625,6,16,7,64.44961642,14.14969936,75.93748704,11.31961435,12.73118391,6.856209828,0.464844392,0.043433839,5.887932822,1464.57,5.940597139,Niger
105,15.625,5.875,6,19,7,64.36405006,12.18591202,76.58039439,10.95819113,12.46018203,6.684584755,0.457851157,0.029271059,5.779579067,1452.76,6.295316648,Niger
106,15.625,7.125,6,25,7,71.84177954,15.80056049,64.86560019,18.31539,16.80990192,10.54343765,0.430947571,0.000665622,5.827767398,1405.34,8.864549276,Niger
107,15.625,23.875,6,25,7,78.38574939,21.33619948,58.997543,21.94152334,19.06142506,15.71891892,0.308951849,0.049966375,4.140154772,1484.2,5.114789338,Soudan
108,15.625,37.625,6,19,7,79.1033167,17.40328735,53.24156149,28.87202818,17.87672439,17.10302319,0.559149105,0.027866772,5.135309657,1542.27,3.637511007,Eritrea
109,15.625,37.875,6,19,7,73.95028681,30.89049192,57.25899531,24.07926299,18.6586129,18.77281418,0.646589257,0.242897601,5.753172258,1513.22,8.514687989,Eritrea
110,15.625,38.125,6,16,7,75.8633057,25.84486551,59.33530705,23.87277956,16.78091693,21.0120115,0.669909659,0.13144445,5.737946202,1523.43,5.891558112,Eritrea
111,15.625,38.375,6,16,7,73.06160089,29.24443625,56.12270995,24.86929792,19.00479528,23.89253658,0.933528955,0.26272694,5.481126276,1474.12,13.77339235,Eritrea
112,15.625,38.625,5,25,12,68.18618541,28.99852852,49.34614386,27.95481693,22.6909028,25.86245997,1.287245217,0.303421449,5.692287717,1404.52,30.47970224,Eritrea
113,15.625,38.875,5,22,12,66.04241338,23.29382147,50.57407407,27.06460147,22.35850828,24.39452125,1.382729049,0.660506656,5.41431985,1402.38,25.77581499,Eritrea
114,15.375,-16.875,6,10,0,64.95810364,13.07331863,65.62624035,17.09040794,17.28996692,7.627894157,0.549464167,0.091609758,4.776736494,1410.31,6.877067255,Senegal
115,15.375,-16.375,6,9,8,72.94292929,11.78964646,79.99983165,9.786531987,10.21590909,4.928282828,0.407077862,0.002486616,4.823484848,1385.28,3.113720539,Senegal
116,15.375,-14.625,6,17,8,68.52517683,15.5955709,57.62596834,25.39289323,16.9829067,14.91470192,0.489872684,0.039561378,4.320646682,1498.62,3.68676322,Senegal
117,15.375,-14.375,6,17,8,68.07554957,15.83837278,56.73174429,25.56733766,17.7010865,15.82279121,0.483396109,0.04858583,4.404025941,1494.76,4.407142256,Senegal
118,15.375,-14.125,6,17,8,67.85722704,15.66234532,54.25675562,26.46990487,19.27662261,17.3314252,0.531803519,0.069727056,4.06128462,1537.51,5.46468558,Senegal
119,15.375,-13.875,6,17,8,68.04276094,13.71994949,53.28291246,27.01936027,19.69680135,17.3006734,0.517041162,0.061537497,3.881397306,1514.88,4.515824916,Senegal
120,15.375,-13.375,6,18,8,66.62971698,9.85958558,54.94786051,25.37803235,19.67924528,14.92402291,0.473935984,0.06936564,4.05222372,1520.46,3.735427898,Senegal
121,15.375,-13.125,6,18,8,67.19069374,7.709813875,59.54390863,23.11302876,17.3392555,14.14526227,0.409148477,0.117673756,4.666582064,1461.59,3.158798646,Senegal
122,15.375,-12.875,6,10,8,70.39904583,5.8066962,54.2371784,26.58996422,19.17064236,19.65283694,0.576989436,0.140741864,4.100783779,1467.63,4.636735389,Mauritania
123,15.375,-12.625,6,10,8,64.52794394,5.152708939,62.67253461,19.233208,18.0951974,10.48940352,0.389858828,0.115993266,4.923773714,1438.12,4.041531362,Mauritania
124,15.375,-12.375,6,9,8,64.09393732,4.932008906,65.23394417,17.28840555,17.47636582,9.042387395,0.378092054,0.10361907,5.118855968,1408.5,3.336444597,Mauritania
125,15.375,-12.125,6,8,8,64.30002525,4.379409041,59.09815641,21.8744002,19.03030558,9.569239835,0.346833824,0.088310195,5.041333446,1405.03,2.725481943,Mauritania
126,15.375,-11.875,6,12,8,63.40495033,5.100016838,66.35165853,16.91370601,16.72579559,7.782707527,0.338295083,0.159878796,5.006314194,1407.9,3.139922546,Mauritania
127,15.375,-11.375,6,19,8,64.87825208,9.318514776,53.74597962,26.24442199,20.01178749,11.56293677,0.499806601,0.076506769,4.791108866,1437.23,4.792961185,Mali
128,15.375,-11.125,6,12,8,64.60351941,10.28584659,51.29830765,27.95023996,20.75616738,13.85888692,0.584007746,0.053878846,4.69377789,1469.44,7.26058769,Mauritania
129,15.375,-10.875,6,19,8,65.16359505,7.527223765,54.26870319,25.52192207,20.21282504,12.46250947,0.616697299,0.015369306,4.564083144,1480.12,5.37254902,Mauritania
130,15.375,-10.625,6,16,8,64.40956236,5.417067206,60.39455266,20.52837507,19.07462687,8.309300953,0.449480311,0.007264958,4.579559828,1466.34,3.803018804,Mali
131,15.375,-10.375,6,18,8,67.39232194,9.846438794,52.12089577,26.91176966,20.96733457,16.10414211,0.62811315,0.039696302,4.144216198,1482.06,6.710809901,Mali
132,15.375,-10.125,6,18,8,63.8178833,7.387134798,60.49785299,21.07358761,18.43032752,13.03637282,0.446730487,0.07305309,4.604782352,1462.84,4.417192894,Mauritania
133,15.375,-9.875,6,18,8,62.82553442,6.91449251,65.34758458,18.33479212,16.31257364,10.92905235,0.436856253,0.193616325,4.385709477,1471.22,3.575828985,Mauritania
134,15.375,-9.625,6,22,8,62.53246863,4.079002779,73.39172913,12.60018529,14.00311631,6.157331761,0.321275499,0.623781015,4.483028721,1456.06,2.778657458,Mali
135,15.375,-9.375,6,18,8,62.15306382,5.975591152,71.12873972,13.83117213,15.03856259,7.126281888,0.347596661,0.526729723,4.646664972,1475.01,2.969149928,Mali
136,15.375,-9.125,6,13,8,62.56239418,5.060447003,79.15458855,9.2040298,11.64011175,5.085760244,0.28954724,0.496868523,4.912207924,1493.52,2.397815781,Mali
137,15.375,-8.875,6,13,8,62.77623762,1.944554455,81.21506672,8.431683168,10.35936289,4.954283254,0.244347051,0.451409901,4.863452432,1500.2,3.010159277,Mali
138,15.375,-8.625,6,13,8,63.55808033,1.603714878,82.76390722,7.741938525,9.496511409,4.992928531,0.251657288,0.370074797,4.967754101,1514.85,4.035168772,Mali
139,15.375,-8.375,6,13,8,65.02293619,2.257028112,77.47050424,11.40267738,11.13342258,6.628469433,0.277094244,0.204969076,4.843641232,1531.79,4.292726461,Mali
140,15.375,-8.125,6,10,8,63.95921088,2.301519595,76.76441838,11.57042566,11.66426731,6.744245979,0.308506087,0.156969414,4.578601262,1539.15,4.621434284,Mali
141,15.375,-7.875,6,22,8,64.29211773,3.603010825,73.0151387,13.90130244,13.08237483,7.861383627,0.366012771,0.141948021,4.717185386,1543.15,4.555987821,Mali
142,15.375,-7.625,6,22,8,64.26904459,5.258598726,71.6558811,15.10573248,13.24161359,8.440934183,0.367058853,0.191808722,4.770106157,1550.39,4.466836518,Mali
143,15.375,-7.375,6,22,8,64.22306525,4.709239589,74.68150396,13.55555556,11.76226606,7.856010791,0.367312005,0.133269297,4.683780138,1539.44,4.162535829,Mali
144,15.375,-7.125,6,18,8,65.17261804,6.973684211,68.7221188,17.28253512,13.99576917,9.530292774,0.359003215,0.157047191,4.715857167,1518.73,4.403790828,Mali
145,15.375,-6.375,6,18,8,74.42140921,9.255420054,59.46028117,24.60154133,15.93402778,13.40328591,0.460407351,0.07786814,3.903455285,1638.71,4.235857046,Mali
146,15.375,-5.875,6,22,8,76.51573394,9.529866214,57.48143961,27.36677972,15.14904843,14.98794046,0.470124553,0.095134888,4.117109478,1666.67,4.056152252,Mali
147,15.375,-4.625,6,29,7,67.54436367,14.82105632,60.05579399,24.1083472,15.83244285,13.78899886,0.574800385,0.077662223,4.3126916,1547.47,4.229044407,Mali
148,15.375,-4.375,6,24,7,67.96803693,14.78522905,50.36544156,30.57638042,19.04694304,19.28200662,1.147443302,0.620602726,3.221128723,1503.1,11.25265633,Mali
149,15.375,-4.125,6,24,7,65.45026718,16.11812131,48.39148777,31.20764976,20.4032999,21.48898472,1.545010405,1.415584598,3.123746133,1476.25,19.70216556,Mali
150,15.375,-3.875,6,24,7,64.32114682,15.63382721,51.3682894,29.12055032,19.50760054,18.53886858,1.237604386,0.733920088,3.558206658,1479.15,14.04108139,Mali
151,15.375,-3.625,6,24,7,61.47447887,18.43290141,61.24078873,22.17543662,16.58388732,10.77566197,0.554252169,0.140640631,5.172394366,1521.12,4.937352113,Mali
152,15.375,-2.375,6,27,7,65.07536597,13.91880146,67.82010521,17.40519213,14.78293687,8.673719122,0.454518985,0.137602642,5.255489479,1558.89,4.117909424,Mali
153,15.375,-2.125,6,28,7,65.14213879,11.65169293,70.81009051,15.76181696,13.42708683,8.339758632,0.430268019,0.113720781,5.194435132,1555.48,3.89004358,Mali
154,15.375,-1.875,6,28,7,64.40811924,15.79152775,65.72877035,19.3577172,14.90978623,9.619337125,0.451748774,0.114659278,5.09256717,1565.54,4.357913316,Mali
155,15.375,-1.375,6,28,7,65.99568733,7.4393531,72.89056604,14.72955975,12.37789757,8.7475292,0.394689129,0.101430604,5.10296496,1564.06,4.122192273,Mali
156,15.375,-1.125,6,28,7,66.19602273,5.936931818,67.82642045,18.4203125,13.75795455,9.979403409,0.370690625,0.037958407,4.686221591,1578.74,3.652698864,Mali
157,15.375,2.875,6,28,7,59.62369985,23.50136206,62.24702823,15.64140664,22.10822189,9.318598316,0.495494799,0.051614373,4.982417038,1368.07,6.031822685,Mali
158,15.375,3.125,6,22,7,60.9983871,25.58211614,64.38942652,15.659319,19.95107527,9.761648746,0.439106876,0.078543249,4.736373352,1375.13,5.564125401,Mali
