FID,LAT,LON
4402,7.875,7.375
4403,7.875,7.625
4404,7.875,7.875
4405,7.875,8.125
4406,7.875,8.375
4407,7.875,8.625
4408,7.875,8.875
4409,7.875,9.125
4410,7.875,9.375
4411,7.875,9.625
4412,7.875,9.875
4413,7.875,10.125
4414,7.875,10.375
4415,7.875,10.625
4416,7.875,10.875
4417,7.875,11.125
4418,7.875,11.375
4419,7.875,11.625
4420,7.875,12.125
4421,7.875,12.375
4422,7.875,12.625
4423,7.875,12.875
4424,7.875,13.375
4425,7.875,13.625
4426,7.875,14.625
4427,7.875,14.875
4428,7.875,15.125
4429,7.875,15.375
4430,7.875,15.625
4431,7.875,15.875
4432,7.875,16.125
4433,7.875,16.375
4434,7.875,16.625
4435,7.875,17.375
4436,7.875,17.625
4437,7.875,17.875
4438,7.875,18.625
4439,7.875,27.875
4440,7.875,28.125
4441,7.875,28.375
4442,7.875,28.625
4443,7.875,28.875
4444,7.875,29.125
4445,7.875,29.375
4446,7.875,29.625
4447,7.875,29.875
4448,7.875,30.125
4449,7.875,30.375
4450,7.875,30.625
4451,7.875,30.875
4452,7.875,31.125
4453,7.875,31.375
4454,7.875,31.625
4455,7.875,31.875
4456,7.875,32.125
4457,7.875,32.375
4458,7.875,32.625
4459,7.875,32.875
4460,7.875,33.125
4461,7.875,33.375
4462,7.875,34.375
4463,7.875,34.625
4464,7.875,35.375
4465,7.875,35.625
4466,7.875,35.875
4467,7.875,36.125
4468,7.875,36.375
4469,7.875,36.625
4470,7.875,36.875
4471,7.875,37.125
4472,7.875,37.375
4473,7.875,37.625
4474,7.875,37.875
4475,7.875,38.125
4476,7.875,38.375
4477,7.875,38.625
4478,7.875,38.875
4479,7.875,39.125
4480,7.875,39.625
4481,7.875,39.875
4482,7.875,40.125
4483,7.625,-12.625
4484,7.625,-12.375
4485,7.625,-12.125
4486,7.625,-11.875
4487,7.625,-11.625
4488,7.625,-11.375
4489,7.625,-11.125
4490,7.625,-10.875
4491,7.625,-9.375
4492,7.625,-9.125
4493,7.625,-8.875
4494,7.625,-8.625
4495,7.625,-8.375
4496,7.625,-8.125
4497,7.625,-7.875
4498,7.625,-7.625
4499,7.625,-7.375
4500,7.625,-7.125
4501,7.625,-6.875
4502,7.625,-6.625
4503,7.625,-6.375
4504,7.625,-6.125
4505,7.625,-5.875
4506,7.625,-5.625
4507,7.625,-5.375
4508,7.625,-5.125
4509,7.625,-4.875
4510,7.625,-4.625
4511,7.625,-4.375
4512,7.625,-4.125
4513,7.625,-3.875
4514,7.625,-3.625
4515,7.625,-3.375
4516,7.625,-3.125
4517,7.625,-2.875
4518,7.625,-2.625
4519,7.625,-2.375
4520,7.625,-2.125
4521,7.625,-1.875
4522,7.625,-1.625
4523,7.625,-1.375
4524,7.625,-1.125
4525,7.625,-0.875
4526,7.625,-0.625
4527,7.625,-0.375
4528,7.625,-0.125
4529,7.625,0.125
4530,7.625,0.375
4531,7.625,0.625
4532,7.625,0.875
4533,7.625,1.125
4534,7.625,1.375
4535,7.625,1.625
4536,7.625,1.875
4537,7.625,2.125
4538,7.625,2.375
4539,7.625,2.625
4540,7.625,2.875
4541,7.625,4.125
4542,7.625,4.375
4543,7.625,4.625
4544,7.625,4.875
4545,7.625,5.125
4546,7.625,5.375
4547,7.625,5.625
4548,7.625,5.875
4549,7.625,6.125
4550,7.625,6.375
4551,7.625,6.625
4552,7.625,6.875
4553,7.625,7.125
4554,7.625,7.375
4555,7.625,7.625
4556,7.625,7.875
4557,7.625,8.125
4558,7.625,8.375
4559,7.625,8.625
4560,7.625,8.875
4561,7.625,9.125
4562,7.625,9.375
4563,7.625,9.625
4564,7.625,9.875
4565,7.625,10.125
4566,7.625,10.375
4567,7.625,10.625
4568,7.625,10.875
4569,7.625,11.125
4570,7.625,11.375
4571,7.625,11.625
4572,7.625,12.125
4573,7.625,12.375
4574,7.625,12.625
4575,7.625,12.875
4576,7.625,13.125
4577,7.625,13.375
4578,7.625,13.625
4579,7.625,13.875
4580,7.625,14.125
4581,7.625,14.625
4582,7.625,15.375
4583,7.625,15.625
4584,7.625,15.875
4585,7.625,16.125
4586,7.625,16.375
4587,7.625,16.625
4588,7.625,17.125
4589,7.625,18.625
4590,7.625,24.125
4591,7.625,26.125
4592,7.625,27.875
4593,7.625,28.125
4594,7.625,28.375
4595,7.625,28.625
4596,7.625,28.875
4597,7.625,29.125
4598,7.625,29.375
4599,7.625,29.625
4600,7.625,29.875
4601,7.625,30.125
4602,7.625,30.375
4603,7.625,30.625
4604,7.625,30.875
4605,7.625,31.125
4606,7.625,31.375
4607,7.625,31.625
4608,7.625,32.375
4609,7.625,33.125
4610,7.625,33.375
4611,7.625,33.625
4612,7.625,33.875
4613,7.625,34.375
4614,7.625,34.625
4615,7.625,34.875
4616,7.625,35.125
4617,7.625,35.375
4618,7.625,35.625
4619,7.625,35.875
4620,7.625,36.125
4621,7.625,36.375
4622,7.625,36.625
4623,7.625,36.875
4624,7.625,37.375
4625,7.625,37.625
4626,7.625,37.875
4627,7.625,38.125
4628,7.625,38.375
4629,7.625,38.875
4630,7.625,39.125
4631,7.625,39.375
4632,7.625,39.625
4633,7.625,39.875
4634,7.625,40.125
4635,7.375,-12.375
4636,7.375,-12.125
4637,7.375,-11.875
4638,7.375,-11.625
4639,7.375,-11.375
4640,7.375,-11.125
4641,7.375,-9.375
4642,7.375,-9.125
4643,7.375,-8.875
4644,7.375,-8.375
4645,7.375,-8.125
4646,7.375,-7.875
4647,7.375,-7.625
4648,7.375,-7.375
4649,7.375,-7.125
4650,7.375,-6.875
4651,7.375,-6.625
4652,7.375,-6.375
4653,7.375,-6.125
4654,7.375,-5.875
4655,7.375,-5.625
4656,7.375,-5.375
4657,7.375,-5.125
4658,7.375,-4.875
4659,7.375,-4.625
4660,7.375,-4.375
4661,7.375,-4.125
4662,7.375,-3.875
4663,7.375,-3.625
4664,7.375,-3.375
4665,7.375,-3.125
4666,7.375,-2.875
4667,7.375,-2.625
4668,7.375,-2.375
4669,7.375,-2.125
4670,7.375,-1.875
4671,7.375,-1.625
4672,7.375,-1.375
4673,7.375,-1.125
4674,7.375,-0.875
4675,7.375,-0.625
4676,7.375,-0.375
4677,7.375,-0.125
4678,7.375,0.125
4679,7.375,0.375
4680,7.375,0.625
4681,7.375,0.875
4682,7.375,1.125
4683,7.375,1.375
4684,7.375,1.625
4685,7.375,1.875
4686,7.375,2.125
4687,7.375,2.375
4688,7.375,2.625
4689,7.375,2.875
4690,7.375,3.125
4691,7.375,3.375
4692,7.375,3.625
4693,7.375,4.125
4694,7.375,4.375
4695,7.375,4.625
4696,7.375,4.875
4697,7.375,5.125
4698,7.375,5.375
4699,7.375,5.625
4700,7.375,5.875
4701,7.375,6.125
4702,7.375,6.375
4703,7.375,6.625
4704,7.375,6.875
4705,7.375,7.125
4706,7.375,7.375
4707,7.375,7.625
4708,7.375,7.875
4709,7.375,8.125
4710,7.375,8.375
4711,7.375,8.625
4712,7.375,8.875
4713,7.375,9.125
4714,7.375,9.375
4715,7.375,9.625
4716,7.375,9.875
4717,7.375,10.125
4718,7.375,10.375
4719,7.375,10.625
4720,7.375,10.875
4721,7.375,11.125
4722,7.375,11.375
4723,7.375,11.625
4724,7.375,11.875
4725,7.375,12.125
4726,7.375,12.375
4727,7.375,12.625
4728,7.375,12.875
4729,7.375,13.125
4730,7.375,13.375
4731,7.375,13.625
4732,7.375,13.875
4733,7.375,14.125
4734,7.375,14.375
4735,7.375,14.625
4736,7.375,15.375
4737,7.375,15.625
4738,7.375,15.875
4739,7.375,16.125
4740,7.375,16.375
4741,7.375,16.625
4742,7.375,18.125
4743,7.375,18.375
4744,7.375,18.625
4745,7.375,18.875
4746,7.375,22.375
4747,7.375,27.625
4748,7.375,27.875
4749,7.375,28.125
4750,7.375,28.375
4751,7.375,28.625
4752,7.375,28.875
4753,7.375,29.125
4754,7.375,29.375
4755,7.375,29.625
4756,7.375,29.875
4757,7.375,30.125
4758,7.375,30.375
4759,7.375,30.625
4760,7.375,30.875
4761,7.375,31.125
4762,7.375,31.375
4763,7.375,31.875
4764,7.375,32.375
4765,7.375,33.375
4766,7.375,33.625
4767,7.375,33.875
4768,7.375,34.125
4769,7.375,34.875
4770,7.375,35.125
4771,7.375,35.375
4772,7.375,35.875
4773,7.375,36.125
4774,7.375,36.375
4775,7.375,36.625
4776,7.375,36.875
4777,7.375,37.375
4778,7.375,37.625
4779,7.375,37.875
4780,7.375,38.125
4781,7.375,38.375
4782,7.375,38.625
4783,7.375,38.875
4784,7.375,39.375
4785,7.375,39.625
4786,7.375,39.875
4787,7.375,40.125
4788,7.375,40.375
4789,7.375,40.625
4790,7.375,40.875
4791,7.125,-11.875
4792,7.125,-11.625
4793,7.125,-11.375
4794,7.125,-8.125
4795,7.125,-7.875
4796,7.125,-7.625
4797,7.125,-7.375
4798,7.125,-7.125
4799,7.125,-6.875
4800,7.125,-6.625
4801,7.125,-6.375
4802,7.125,-6.125
4803,7.125,-5.875
4804,7.125,-5.625
4805,7.125,-5.375
4806,7.125,-5.125
4807,7.125,-4.875
4808,7.125,-4.625
4809,7.125,-4.375
4810,7.125,-4.125
4811,7.125,-3.875
4812,7.125,-3.625
4813,7.125,-3.375
4814,7.125,-3.125
4815,7.125,-2.875
4816,7.125,-2.625
4817,7.125,-2.375
4818,7.125,-2.125
4819,7.125,-1.875
4820,7.125,-1.625
4821,7.125,-1.375
4822,7.125,-1.125
4823,7.125,-0.875
4824,7.125,-0.625
4825,7.125,-0.375
4826,7.125,-0.125
4827,7.125,0.125
4828,7.125,0.375
4829,7.125,0.625
4830,7.125,0.875
4831,7.125,1.125
4832,7.125,1.375
4833,7.125,1.625
4834,7.125,1.875
4835,7.125,2.125
4836,7.125,2.375
4837,7.125,2.625
4838,7.125,2.875
4839,7.125,3.125
4840,7.125,3.375
4841,7.125,3.625
4842,7.125,3.875
4843,7.125,4.125
4844,7.125,4.375
4845,7.125,4.625
4846,7.125,5.125
4847,7.125,5.375
4848,7.125,5.625
4849,7.125,5.875
4850,7.125,6.125
4851,7.125,6.375
4852,7.125,6.625
4853,7.125,6.875
4854,7.125,7.125
4855,7.125,7.375
4856,7.125,7.625
4857,7.125,7.875
4858,7.125,8.125
4859,7.125,8.375
4860,7.125,8.625
4861,7.125,8.875
4862,7.125,9.125
4863,7.125,9.375
4864,7.125,9.625
4865,7.125,9.875
4866,7.125,10.125
4867,7.125,10.375
4868,7.125,10.625
4869,7.125,10.875
4870,7.125,11.125
4871,7.125,11.375
4872,7.125,11.625
4873,7.125,11.875
4874,7.125,12.125
4875,7.125,12.375
4876,7.125,12.625
4877,7.125,12.875
4878,7.125,13.125
4879,7.125,13.375
4880,7.125,13.625
4881,7.125,13.875
4882,7.125,14.125
4883,7.125,14.375
4884,7.125,14.625
4885,7.125,14.875
4886,7.125,15.125
4887,7.125,15.375
4888,7.125,15.625
4889,7.125,15.875
4890,7.125,16.125
4891,7.125,16.375
4892,7.125,16.625
4893,7.125,16.875
4894,7.125,17.375
4895,7.125,17.625
4896,7.125,17.875
4897,7.125,18.125
4898,7.125,18.375
4899,7.125,18.875
4900,7.125,19.125
4901,7.125,28.375
4902,7.125,28.625
4903,7.125,28.875
4904,7.125,29.125
4905,7.125,29.375
4906,7.125,29.625
4907,7.125,29.875
4908,7.125,30.125
4909,7.125,30.375
4910,7.125,30.625
4911,7.125,30.875
4912,7.125,31.125
4913,7.125,31.375
4914,7.125,33.375
4915,7.125,33.625
4916,7.125,33.875
4917,7.125,34.125
4918,7.125,35.125
4919,7.125,35.375
4920,7.125,35.625
4921,7.125,35.875
4922,7.125,36.125
4923,7.125,36.375
4924,7.125,36.625
4925,7.125,36.875
4926,7.125,37.125
4927,7.125,37.375
4928,7.125,37.625
4929,7.125,37.875
4930,7.125,38.125
4931,7.125,38.375
4932,7.125,38.625
4933,7.125,38.875
4934,7.125,39.125
4935,7.125,39.375
4936,7.125,39.625
4937,7.125,39.875
4938,7.125,40.125
4939,7.125,40.375
4940,7.125,40.625
4941,7.125,40.875
4942,6.875,-11.375
4943,6.875,-8.375
4944,6.875,-8.125
4945,6.875,-7.875
4946,6.875,-7.625
4947,6.875,-7.375
4948,6.875,-7.125
4949,6.875,-6.875
4950,6.875,-6.625
4951,6.875,-6.375
4952,6.875,-6.125
4953,6.875,-5.875
4954,6.875,-5.625
4955,6.875,-5.375
4956,6.875,-5.125
4957,6.875,-4.875
4958,6.875,-4.625
4959,6.875,-4.375
4960,6.875,-4.125
4961,6.875,-3.875
4962,6.875,-3.625
4963,6.875,-3.375
4964,6.875,-3.125
4965,6.875,-2.875
4966,6.875,-2.625
4967,6.875,-2.375
4968,6.875,-2.125
4969,6.875,-1.875
4970,6.875,-1.625
4971,6.875,-1.375
4972,6.875,-1.125
4973,6.875,-0.875
4974,6.875,-0.625
4975,6.875,-0.375
4976,6.875,-0.125
4977,6.875,0.125
4978,6.875,0.375
4979,6.875,0.625
4980,6.875,0.875
4981,6.875,1.125
4982,6.875,1.375
4983,6.875,1.625
4984,6.875,1.875
4985,6.875,2.125
4986,6.875,2.375
4987,6.875,2.625
4988,6.875,2.875
4989,6.875,3.125
4990,6.875,3.375
4991,6.875,3.625
4992,6.875,3.875
4993,6.875,4.125
4994,6.875,4.375
4995,6.875,4.875
4996,6.875,5.125
4997,6.875,5.375
4998,6.875,5.625
4999,6.875,5.875
5000,6.875,6.125
5001,6.875,6.375
5002,6.875,6.625
5003,6.875,6.875
5004,6.875,7.125
5005,6.875,7.375
5006,6.875,7.625
5007,6.875,7.875
5008,6.875,8.125
5009,6.875,8.375
5010,6.875,8.625
5011,6.875,8.875
5012,6.875,9.125
5013,6.875,9.375
5014,6.875,9.625
5015,6.875,9.875
5016,6.875,10.125
5017,6.875,10.375
5018,6.875,10.625
5019,6.875,10.875
5020,6.875,11.125
5021,6.875,11.375
5022,6.875,11.625
5023,6.875,11.875
5024,6.875,12.125
5025,6.875,12.375
5026,6.875,12.625
5027,6.875,12.875
5028,6.875,13.125
5029,6.875,13.375
5030,6.875,13.625
5031,6.875,13.875
5032,6.875,14.125
5033,6.875,14.375
5034,6.875,14.625
5035,6.875,14.875
5036,6.875,15.125
5037,6.875,15.375
5038,6.875,15.625
5039,6.875,15.875
5040,6.875,16.125
5041,6.875,16.375
5042,6.875,16.625
5043,6.875,17.125
5044,6.875,17.375
5045,6.875,17.625
5046,6.875,17.875
5047,6.875,18.375
5048,6.875,19.125
5049,6.875,19.375
5050,6.875,28.375
5051,6.875,29.125
5052,6.875,29.375
5053,6.875,29.625
5054,6.875,29.875
5055,6.875,30.125
5056,6.875,30.375
5057,6.875,30.625
5058,6.875,30.875
5059,6.875,31.125
5060,6.875,31.375
5061,6.875,31.625
5062,6.875,31.875
5063,6.875,32.125
5064,6.875,32.375
5065,6.875,33.625
5066,6.875,33.875
5067,6.875,34.125
5068,6.875,34.375
5069,6.875,35.375
5070,6.875,35.625
5071,6.875,35.875
5072,6.875,36.125
5073,6.875,36.625
5074,6.875,36.875
5075,6.875,37.125
5076,6.875,37.375
5077,6.875,37.625
5078,6.875,37.875
5079,6.875,38.125
5080,6.875,38.375
5081,6.875,38.625
5082,6.875,38.875
5083,6.875,39.125
5084,6.875,39.375
5085,6.875,40.125
5086,6.875,40.375
5087,6.875,40.625
5088,6.875,40.875
5089,6.625,-8.625
5090,6.625,-8.375
5091,6.625,-8.125
5092,6.625,-7.875
5093,6.625,-7.625
5094,6.625,-7.375
5095,6.625,-7.125
5096,6.625,-6.875
5097,6.625,-6.625
5098,6.625,-6.375
5099,6.625,-6.125
5100,6.625,-5.875
5101,6.625,-5.625
5102,6.625,-5.375
5103,6.625,-5.125
5104,6.625,-4.875
5105,6.625,-4.625
5106,6.625,-4.375
5107,6.625,-4.125
5108,6.625,-3.875
5109,6.625,-3.625
5110,6.625,-3.375
5111,6.625,-3.125
5112,6.625,-2.875
5113,6.625,-2.625
5114,6.625,-2.375
5115,6.625,-2.125
5116,6.625,-1.875
5117,6.625,-1.625
5118,6.625,-1.375
5119,6.625,-1.125
5120,6.625,-0.875
5121,6.625,-0.625
5122,6.625,-0.375
5123,6.625,-0.125
5124,6.625,0.125
5125,6.625,0.375
5126,6.625,0.625
5127,6.625,0.875
5128,6.625,1.125
5129,6.625,1.375
5130,6.625,1.625
5131,6.625,1.875
5132,6.625,2.125
5133,6.625,2.375
5134,6.625,2.625
5135,6.625,2.875
5136,6.625,3.125
5137,6.625,3.375
5138,6.625,3.625
5139,6.625,3.875
5140,6.625,4.125
5141,6.625,4.375
5142,6.625,4.625
5143,6.625,4.875
5144,6.625,5.125
5145,6.625,5.375
5146,6.625,5.625
5147,6.625,5.875
5148,6.625,6.125
5149,6.625,6.375
5150,6.625,6.625
5151,6.625,6.875
5152,6.625,7.125
5153,6.625,7.375
5154,6.625,7.625
5155,6.625,7.875
5156,6.625,8.125
5157,6.625,8.375
5158,6.625,8.625
5159,6.625,8.875
5160,6.625,9.125
5161,6.625,9.375
5162,6.625,9.625
5163,6.625,9.875
5164,6.625,10.125
5165,6.625,10.375
5166,6.625,10.625
5167,6.625,10.875
5168,6.625,11.125
5169,6.625,11.375
5170,6.625,11.625
5171,6.625,11.875
5172,6.625,12.125
5173,6.625,12.375
5174,6.625,12.625
5175,6.625,12.875
5176,6.625,13.125
5177,6.625,13.375
5178,6.625,13.875
5179,6.625,14.125
5180,6.625,14.375
5181,6.625,14.625
5182,6.625,14.875
5183,6.625,16.375
5184,6.625,17.125
5185,6.625,17.375
5186,6.625,17.625
5187,6.625,18.125
5188,6.625,18.375
5189,6.625,19.125
5190,6.625,19.625
5191,6.625,19.875
5192,6.625,21.875
5193,6.625,29.375
5194,6.625,29.625
5195,6.625,29.875
5196,6.625,30.125
5197,6.625,30.375
5198,6.625,30.625
5199,6.625,30.875
5200,6.625,31.125
5201,6.625,31.375
5202,6.625,31.625
5203,6.625,31.875
5204,6.625,32.625
5205,6.625,32.875
5206,6.625,33.875
5207,6.625,34.125
5208,6.625,34.375
5209,6.625,34.625
5210,6.625,34.875
5211,6.625,35.625
5212,6.625,35.875
5213,6.625,36.125
5214,6.625,36.625
5215,6.625,36.875
5216,6.625,37.125
5217,6.625,37.375
5218,6.625,37.625
5219,6.625,37.875
5220,6.625,38.125
5221,6.625,38.375
5222,6.625,38.625
5223,6.625,38.875
5224,6.625,39.125
5225,6.625,39.375
5226,6.625,39.625
5227,6.625,39.875
5228,6.625,40.125
5229,6.625,40.375
5230,6.625,40.625
5231,6.375,-8.375
5232,6.375,-8.125
5233,6.375,-7.875
5234,6.375,-7.625
5235,6.375,-7.375
5236,6.375,-7.125
5237,6.375,-6.875
5238,6.375,-6.625
5239,6.375,-6.375
5240,6.375,-6.125
5241,6.375,-5.875
5242,6.375,-5.625
5243,6.375,-5.375
5244,6.375,-5.125
5245,6.375,-4.875
5246,6.375,-4.625
5247,6.375,-4.375
5248,6.375,-4.125
5249,6.375,-3.875
5250,6.375,-3.625
5251,6.375,-3.375
5252,6.375,-3.125
5253,6.375,-2.875
5254,6.375,-2.625
5255,6.375,-2.375
5256,6.375,-2.125
5257,6.375,-1.875
5258,6.375,-1.625
5259,6.375,-1.375
5260,6.375,-1.125
5261,6.375,-0.875
5262,6.375,-0.625
5263,6.375,-0.375
5264,6.375,-0.125
5265,6.375,0.125
5266,6.375,0.375
5267,6.375,0.625
5268,6.375,0.875
5269,6.375,1.125
5270,6.375,1.375
5271,6.375,1.625
5272,6.375,1.875
5273,6.375,2.125
5274,6.375,2.375
5275,6.375,2.625
5276,6.375,2.875
5277,6.375,3.125
5278,6.375,3.375
5279,6.375,3.625
5280,6.375,3.875
5281,6.375,4.125
5282,6.375,4.375
5283,6.375,4.625
5284,6.375,4.875
5285,6.375,5.125
5286,6.375,5.375
5287,6.375,5.625
5288,6.375,5.875
5289,6.375,6.125
5290,6.375,6.375
5291,6.375,6.625
5292,6.375,6.875
5293,6.375,7.125
5294,6.375,7.375
5295,6.375,7.625
5296,6.375,7.875
5297,6.375,8.125
5298,6.375,8.375
5299,6.375,8.625
5300,6.375,8.875
5301,6.375,9.125
5302,6.375,9.375
5303,6.375,9.625
5304,6.375,9.875
5305,6.375,10.125
5306,6.375,10.375
5307,6.375,10.625
5308,6.375,10.875
5309,6.375,11.125
5310,6.375,11.375
5311,6.375,11.625
5312,6.375,11.875
5313,6.375,12.375
5314,6.375,12.625
5315,6.375,12.875
5316,6.375,13.125
5317,6.375,13.375
5318,6.375,13.625
5319,6.375,13.875
5320,6.375,14.125
5321,6.375,14.375
5322,6.375,14.625
5323,6.375,14.875
5324,6.375,15.625
5325,6.375,17.125
5326,6.375,17.375
5327,6.375,17.625
5328,6.375,18.125
5329,6.375,18.375
5330,6.375,19.125
5331,6.375,19.375
5332,6.375,21.125
5333,6.375,21.625
5334,6.375,21.875
5335,6.375,27.875
5336,6.375,29.375
5337,6.375,29.625
5338,6.375,29.875
5339,6.375,30.125
5340,6.375,30.375
5341,6.375,30.625
5342,6.375,30.875
5343,6.375,31.125
5344,6.375,31.375
5345,6.375,31.625
5346,6.375,31.875
5347,6.375,32.375
5348,6.375,32.625
5349,6.375,32.875
5350,6.375,33.125
5351,6.375,33.375
5352,6.375,33.625
5353,6.375,33.875
5354,6.375,34.125
5355,6.375,34.375
5356,6.375,34.625
5357,6.375,34.875
5358,6.375,35.875
5359,6.375,36.625
5360,6.375,36.875
5361,6.375,37.125
5362,6.375,37.375
5363,6.375,37.625
5364,6.375,37.875
5365,6.375,38.125
5366,6.375,38.375
5367,6.375,38.625
5368,6.375,38.875
5369,6.375,39.125
5370,6.375,39.375
5371,6.375,39.625
5372,6.375,39.875
5373,6.375,40.625
5374,6.125,-7.875
5375,6.125,-7.625
5376,6.125,-7.375
5377,6.125,-7.125
5378,6.125,-6.875
5379,6.125,-6.625
5380,6.125,-6.375
5381,6.125,-6.125
5382,6.125,-5.875
5383,6.125,-5.625
5384,6.125,-5.375
5385,6.125,-5.125
5386,6.125,-4.875
5387,6.125,-4.625
5388,6.125,-4.375
5389,6.125,-4.125
5390,6.125,-3.875
5391,6.125,-3.625
5392,6.125,-3.375
5393,6.125,-3.125
5394,6.125,-2.875
5395,6.125,-2.625
5396,6.125,-2.375
5397,6.125,-2.125
5398,6.125,-1.875
5399,6.125,-1.625
5400,6.125,-1.125
5401,6.125,-0.875
5402,6.125,-0.625
5403,6.125,-0.375
5404,6.125,-0.125
5405,6.125,0.125
5406,6.125,0.625
5407,6.125,0.875
5408,6.125,1.125
5409,6.125,1.375
5410,6.125,4.625
5411,6.125,4.875
5412,6.125,5.125
5413,6.125,5.375
5414,6.125,5.625
5415,6.125,5.875
5416,6.125,6.125
5417,6.125,6.375
5418,6.125,6.625
5419,6.125,6.875
5420,6.125,7.125
5421,6.125,7.375
5422,6.125,7.625
5423,6.125,7.875
5424,6.125,8.125
5425,6.125,8.375
5426,6.125,8.625
5427,6.125,8.875
5428,6.125,9.125
5429,6.125,9.375
5430,6.125,9.625
5431,6.125,9.875
5432,6.125,10.125
5433,6.125,10.375
5434,6.125,10.625
5435,6.125,10.875
5436,6.125,11.125
5437,6.125,11.375
5438,6.125,11.625
5439,6.125,12.625
5440,6.125,12.875
5441,6.125,13.125
5442,6.125,13.375
5443,6.125,13.625
5444,6.125,13.875
5445,6.125,19.125
5446,6.125,21.125
5447,6.125,23.125
5448,6.125,23.375
5449,6.125,29.875
5450,6.125,30.125
5451,6.125,30.375
5452,6.125,30.875
5453,6.125,31.125
5454,6.125,31.375
5455,6.125,31.625
5456,6.125,31.875
5457,6.125,32.125
5458,6.125,32.375
5459,6.125,32.625
5460,6.125,32.875
5461,6.125,33.125
5462,6.125,33.375
5463,6.125,33.625
5464,6.125,33.875
5465,6.125,34.125
5466,6.125,34.375
5467,6.125,34.625
5468,6.125,34.875
5469,6.125,36.375
5470,6.125,36.625
5471,6.125,36.875
5472,6.125,37.125
5473,6.125,37.375
5474,6.125,37.625
5475,6.125,37.875
5476,6.125,38.125
5477,6.125,38.375
5478,6.125,38.625
5479,5.875,-7.625
5480,5.875,-7.375
5481,5.875,-7.125
5482,5.875,-6.875
5483,5.875,-6.625
5484,5.875,-6.375
5485,5.875,-6.125
5486,5.875,-5.875
5487,5.875,-5.625
5488,5.875,-5.375
5489,5.875,-5.125
5490,5.875,-4.875
5491,5.875,-4.625
5492,5.875,-4.375
5493,5.875,-4.125
5494,5.875,-3.875
5495,5.875,-3.625
5496,5.875,-3.375
5497,5.875,-3.125
5498,5.875,-2.875
5499,5.875,-2.625
5500,5.875,-2.375
5501,5.875,-2.125
5502,5.875,-1.875
5503,5.875,-1.625
5504,5.875,-1.375
5505,5.875,-1.125
5506,5.875,-0.875
5507,5.875,-0.625
5508,5.875,-0.375
5509,5.875,-0.125
5510,5.875,0.125
5511,5.875,0.375
5512,5.875,0.625
5513,5.875,0.875
5514,5.875,4.875
5515,5.875,5.125
5516,5.875,5.375
5517,5.875,5.625
5518,5.875,5.875
5519,5.875,6.125
5520,5.875,6.375
5521,5.875,6.625
5522,5.875,6.875
5523,5.875,7.125
5524,5.875,7.375
5525,5.875,7.625
5526,5.875,7.875
5527,5.875,8.125
5528,5.875,8.375
5529,5.875,8.625
5530,5.875,8.875
5531,5.875,9.125
5532,5.875,9.375
5533,5.875,9.625
5534,5.875,9.875
5535,5.875,10.125
5536,5.875,10.375
5537,5.875,10.625
5538,5.875,10.875
5539,5.875,11.125
5540,5.875,11.375
5541,5.875,13.125
5542,5.875,13.375
5543,5.875,15.375
5544,5.875,15.625
5545,5.875,19.125
5546,5.875,19.625
5547,5.875,19.875
5548,5.875,20.375
5549,5.875,20.625
5550,5.875,22.375
5551,5.875,22.875
5552,5.875,23.125
5553,5.875,23.375
5554,5.875,23.625
5555,5.875,30.125
5556,5.875,31.625
5557,5.875,31.875
5558,5.875,32.125
5559,5.875,32.375
5560,5.875,32.625
5561,5.875,32.875
5562,5.875,33.125
5563,5.875,33.375
5564,5.875,33.625
5565,5.875,33.875
5566,5.875,34.125
5567,5.875,34.375
5568,5.875,34.625
5569,5.875,34.875
5570,5.875,35.125
5571,5.875,36.375
5572,5.875,36.625
5573,5.875,36.875
5574,5.875,37.125
5575,5.875,37.375
5576,5.875,37.625
5577,5.875,37.875
5578,5.875,38.125
5579,5.875,38.375
5580,5.875,38.625
5581,5.875,38.875
5582,5.875,39.125
5583,5.875,39.875
5584,5.625,-7.375
5585,5.625,-7.125
5586,5.625,-6.875
5587,5.625,-6.625
5588,5.625,-6.375
5589,5.625,-6.125
5590,5.625,-5.875
5591,5.625,-5.625
5592,5.625,-5.375
5593,5.625,-5.125
5594,5.625,-4.875
5595,5.625,-4.625
5596,5.625,-4.375
5597,5.625,-4.125
5598,5.625,-3.875
5599,5.625,-3.625
5600,5.625,-3.375
5601,5.625,-3.125
5602,5.625,-2.875
5603,5.625,-2.625
5604,5.625,-2.375
5605,5.625,-2.125
5606,5.625,-1.875
5607,5.625,-1.625
5608,5.625,-1.375
5609,5.625,-1.125
5610,5.625,-0.875
5611,5.625,-0.625
5612,5.625,-0.375
5613,5.625,-0.125
5614,5.625,0.125
5615,5.625,5.125
5616,5.625,5.375
5617,5.625,5.625
5618,5.625,5.875
5619,5.625,6.125
5620,5.625,6.375
5621,5.625,6.625
5622,5.625,6.875
5623,5.625,7.125
5624,5.625,7.375
5625,5.625,7.625
5626,5.625,7.875
5627,5.625,8.125
5628,5.625,8.375
5629,5.625,8.625
5630,5.625,8.875
5631,5.625,9.125
5632,5.625,9.375
5633,5.625,9.625
5634,5.625,9.875
5635,5.625,10.125
5636,5.625,10.375
5637,5.625,10.625
5638,5.625,10.875
5639,5.625,11.125
5640,5.625,11.375
5641,5.625,11.625
5642,5.625,12.875
5643,5.625,13.125
