FID,LAT,LON
624,13.875,-14.125
625,13.875,-13.875
626,13.875,-13.625
627,13.875,-13.375
628,13.875,-12.875
629,13.875,-12.625
630,13.875,-12.125
631,13.875,-11.875
632,13.875,-11.625
633,13.875,-11.375
634,13.875,-11.125
635,13.875,-10.875
636,13.875,-10.625
637,13.875,-10.375
638,13.875,-10.125
639,13.875,-9.875
640,13.875,-9.625
641,13.875,-9.375
642,13.875,-9.125
643,13.875,-8.875
644,13.875,-8.625
645,13.875,-8.375
646,13.875,-8.125
647,13.875,-7.875
648,13.875,-7.625
649,13.875,-7.375
650,13.875,-7.125
651,13.875,-6.875
652,13.875,-6.625
653,13.875,-6.375
654,13.875,-6.125
655,13.875,-5.875
656,13.875,-5.625
657,13.875,-5.375
658,13.875,-5.125
659,13.875,-4.875
660,13.875,-4.625
661,13.875,-4.375
662,13.875,-4.125
663,13.875,-3.875
664,13.875,-3.625
665,13.875,-3.375
666,13.875,-3.125
667,13.875,-2.875
668,13.875,-2.625
669,13.875,-2.375
670,13.875,-2.125
671,13.875,-1.875
672,13.875,-1.625
673,13.875,-1.375
674,13.875,-1.125
675,13.875,-0.875
676,13.875,-0.625
677,13.875,-0.375
678,13.875,-0.125
679,13.875,0.125
680,13.875,0.375
681,13.875,0.625
682,13.875,0.875
683,13.875,1.125
684,13.875,1.875
685,13.875,2.125
686,13.875,2.375
687,13.875,2.625
688,13.875,2.875
689,13.875,3.125
690,13.875,3.375
691,13.875,5.375
692,13.875,6.875
693,13.875,7.125
694,13.875,7.375
695,13.875,7.625
696,13.875,11.125
697,13.875,19.125
698,13.875,19.375
699,13.875,19.625
700,13.875,19.875
701,13.875,20.125
702,13.875,20.375
703,13.875,20.625
704,13.875,20.875
705,13.875,21.125
706,13.875,21.375
707,13.875,21.875
708,13.875,22.125
709,13.875,36.625
710,13.875,37.375
711,13.875,37.625
712,13.875,37.875
713,13.875,38.125
714,13.875,38.375
715,13.875,38.625
716,13.875,38.875
717,13.875,39.125
718,13.875,39.375
719,13.875,39.625
720,13.875,39.875
721,13.625,-16.375
722,13.625,-16.125
723,13.625,-15.875
724,13.625,-15.625
725,13.625,-15.375
726,13.625,-15.125
727,13.625,-14.875
728,13.625,-14.625
729,13.625,-14.375
730,13.625,-14.125
731,13.625,-13.875
732,13.625,-13.625
733,13.625,-13.375
734,13.625,-13.125
735,13.625,-12.875
736,13.625,-12.625
737,13.625,-12.125
738,13.625,-11.875
739,13.625,-11.625
740,13.625,-11.375
741,13.625,-11.125
742,13.625,-10.875
743,13.625,-10.625
744,13.625,-10.375
745,13.625,-10.125
746,13.625,-9.875
747,13.625,-9.625
748,13.625,-9.375
749,13.625,-9.125
750,13.625,-8.875
751,13.625,-8.625
752,13.625,-8.375
753,13.625,-8.125
754,13.625,-7.875
755,13.625,-7.625
756,13.625,-7.375
757,13.625,-7.125
758,13.625,-6.875
759,13.625,-6.625
760,13.625,-6.375
761,13.625,-6.125
762,13.625,-5.875
763,13.625,-5.625
764,13.625,-5.375
765,13.625,-5.125
766,13.625,-4.875
767,13.625,-4.625
768,13.625,-4.375
769,13.625,-4.125
770,13.625,-3.875
771,13.625,-3.625
772,13.625,-3.375
773,13.625,-3.125
774,13.625,-2.875
775,13.625,-2.625
776,13.625,-2.375
777,13.625,-2.125
778,13.625,-1.875
779,13.625,-1.625
780,13.625,-1.375
781,13.625,-0.375
782,13.625,-0.125
783,13.625,0.125
784,13.625,0.375
785,13.625,0.625
786,13.625,0.875
787,13.625,1.375
788,13.625,1.625
789,13.625,1.875
790,13.625,2.125
791,13.625,2.375
792,13.625,2.625
793,13.625,2.875
794,13.625,3.125
795,13.625,3.375
796,13.625,3.625
797,13.625,3.875
798,13.625,4.625
799,13.625,4.875
800,13.625,5.125
801,13.625,5.375
802,13.625,5.625
803,13.625,5.875
804,13.625,6.125
805,13.625,6.375
806,13.625,6.625
807,13.625,6.875
808,13.625,7.125
809,13.625,7.375
810,13.625,7.625
811,13.625,7.875
812,13.625,8.125
813,13.625,8.375
814,13.625,13.125
815,13.625,13.375
816,13.625,13.625
817,13.625,13.875
818,13.625,14.125
819,13.625,14.375
820,13.625,14.625
821,13.625,14.875
822,13.625,15.125
823,13.625,15.375
824,13.625,18.625
825,13.625,19.625
826,13.625,19.875
827,13.625,20.125
828,13.625,20.625
829,13.625,20.875
830,13.625,21.125
831,13.625,21.375
832,13.625,21.625
833,13.625,21.875
834,13.625,22.125
835,13.625,36.375
836,13.625,36.625
837,13.625,36.875
838,13.625,37.125
839,13.625,37.625
840,13.625,37.875
841,13.625,38.125
842,13.625,38.375
843,13.625,38.625
844,13.625,38.875
845,13.625,39.125
846,13.625,39.375
847,13.625,39.625
848,13.625,39.875
849,13.375,-16.875
850,13.375,-16.625
851,13.375,-16.375
852,13.375,-15.875
853,13.375,-15.625
854,13.375,-15.375
855,13.375,-15.125
856,13.375,-14.875
857,13.375,-14.625
858,13.375,-14.375
859,13.375,-14.125
860,13.375,-13.875
861,13.375,-13.625
862,13.375,-13.375
863,13.375,-13.125
864,13.375,-12.875
865,13.375,-12.375
866,13.375,-12.125
867,13.375,-11.875
868,13.375,-11.625
869,13.375,-11.375
870,13.375,-11.125
871,13.375,-10.875
872,13.375,-10.625
873,13.375,-10.375
874,13.375,-10.125
875,13.375,-9.875
876,13.375,-9.625
877,13.375,-9.375
878,13.375,-9.125
879,13.375,-8.875
880,13.375,-8.625
881,13.375,-8.375
882,13.375,-8.125
883,13.375,-7.875
884,13.375,-7.625
885,13.375,-7.375
886,13.375,-7.125
887,13.375,-6.875
888,13.375,-6.625
889,13.375,-6.375
890,13.375,-6.125
891,13.375,-5.875
892,13.375,-5.625
893,13.375,-5.375
894,13.375,-5.125
895,13.375,-4.875
896,13.375,-4.625
897,13.375,-4.375
898,13.375,-4.125
899,13.375,-3.875
900,13.375,-3.625
901,13.375,-3.375
902,13.375,-3.125
903,13.375,-2.875
904,13.375,-2.625
905,13.375,-2.375
906,13.375,-2.125
907,13.375,-1.875
908,13.375,-1.625
909,13.375,-1.375
910,13.375,-0.875
911,13.375,-0.125
912,13.375,0.125
913,13.375,0.375
914,13.375,0.625
915,13.375,0.875
916,13.375,1.125
917,13.375,2.125
918,13.375,2.625
919,13.375,2.875
920,13.375,3.125
921,13.375,3.375
922,13.375,3.625
923,13.375,3.875
924,13.375,6.625
925,13.375,6.875
926,13.375,7.125
927,13.375,7.375
928,13.375,7.625
929,13.375,7.875
930,13.375,8.125
931,13.375,10.875
932,13.375,11.125
933,13.375,11.375
934,13.375,12.375
935,13.375,12.625
936,13.375,12.875
937,13.375,13.125
938,13.375,13.375
939,13.375,13.875
940,13.375,14.125
941,13.375,14.375
942,13.375,14.625
943,13.375,14.875
944,13.375,15.125
945,13.375,15.375
946,13.375,17.875
947,13.375,18.125
948,13.375,18.375
949,13.375,18.625
950,13.375,19.625
951,13.375,19.875
952,13.375,20.125
953,13.375,20.375
954,13.375,20.625
955,13.375,20.875
956,13.375,21.125
957,13.375,21.375
958,13.375,21.625
959,13.375,21.875
960,13.375,22.125
961,13.375,36.375
962,13.375,36.625
963,13.375,37.125
964,13.375,37.375
965,13.375,37.625
966,13.375,37.875
967,13.375,38.125
968,13.375,38.375
969,13.375,38.625
970,13.375,38.875
971,13.375,39.125
972,13.375,39.375
973,13.375,39.625
974,13.125,-16.625
975,13.125,-16.375
976,13.125,-16.125
977,13.125,-15.875
978,13.125,-15.625
979,13.125,-15.375
980,13.125,-15.125
981,13.125,-14.875
982,13.125,-14.625
983,13.125,-14.375
984,13.125,-14.125
985,13.125,-13.875
986,13.125,-13.625
987,13.125,-12.875
988,13.125,-12.625
989,13.125,-11.875
990,13.125,-11.625
991,13.125,-11.375
992,13.125,-11.125
993,13.125,-10.875
994,13.125,-10.625
995,13.125,-10.375
996,13.125,-10.125
997,13.125,-9.875
998,13.125,-9.625
999,13.125,-9.375
1000,13.125,-9.125
1001,13.125,-8.875
1002,13.125,-8.625
1003,13.125,-8.375
1004,13.125,-8.125
1005,13.125,-7.875
1006,13.125,-7.625
1007,13.125,-7.375
1008,13.125,-7.125
1009,13.125,-6.875
1010,13.125,-6.625
1011,13.125,-6.375
1012,13.125,-6.125
1013,13.125,-5.875
1014,13.125,-5.625
1015,13.125,-5.375
1016,13.125,-5.125
1017,13.125,-4.875
1018,13.125,-4.625
1019,13.125,-4.375
1020,13.125,-4.125
1021,13.125,-3.875
1022,13.125,-3.625
1023,13.125,-3.375
1024,13.125,-3.125
1025,13.125,-2.875
1026,13.125,-2.625
1027,13.125,-2.375
1028,13.125,-2.125
1029,13.125,-1.875
1030,13.125,-1.625
1031,13.125,-1.375
1032,13.125,-1.125
1033,13.125,-0.875
1034,13.125,-0.625
1035,13.125,-0.375
1036,13.125,-0.125
1037,13.125,0.125
1038,13.125,0.375
1039,13.125,0.625
1040,13.125,0.875
1041,13.125,1.125
1042,13.125,1.375
1043,13.125,2.625
1044,13.125,2.875
1045,13.125,3.125
1046,13.125,3.375
1047,13.125,3.625
1048,13.125,7.625
1049,13.125,7.875
1050,13.125,8.125
1051,13.125,8.375
1052,13.125,8.625
1053,13.125,9.875
1054,13.125,10.125
1055,13.125,11.875
1056,13.125,12.125
1057,13.125,12.375
1058,13.125,12.625
1059,13.125,12.875
1060,13.125,13.125
1061,13.125,14.125
1062,13.125,14.375
1063,13.125,14.625
1064,13.125,14.875
1065,13.125,15.125
1066,13.125,15.375
1067,13.125,15.625
1068,13.125,16.125
1069,13.125,16.375
1070,13.125,16.625
1071,13.125,16.875
1072,13.125,17.125
1073,13.125,17.375
1074,13.125,17.625
1075,13.125,17.875
1076,13.125,18.125
1077,13.125,18.375
1078,13.125,18.625
1079,13.125,18.875
1080,13.125,19.125
1081,13.125,19.375
1082,13.125,19.625
1083,13.125,19.875
1084,13.125,20.125
1085,13.125,20.375
1086,13.125,20.625
1087,13.125,20.875
1088,13.125,21.125
1089,13.125,21.375
1090,13.125,21.625
1091,13.125,21.875
1092,13.125,22.125
1093,13.125,37.375
1094,13.125,37.625
1095,13.125,37.875
1096,13.125,38.125
1097,13.125,38.375
1098,13.125,38.625
1099,13.125,38.875
1100,13.125,39.125
1101,13.125,39.375
1102,13.125,39.625
1103,12.875,-16.625
1104,12.875,-16.375
1105,12.875,-16.125
1106,12.875,-15.875
1107,12.875,-15.625
1108,12.875,-15.375
1109,12.875,-15.125
1110,12.875,-14.875
1111,12.875,-14.625
1112,12.875,-14.375
1113,12.875,-14.125
1114,12.875,-13.875
1115,12.875,-13.625
1116,12.875,-13.125
1117,12.875,-12.375
1118,12.875,-12.125
1119,12.875,-11.875
1120,12.875,-11.375
1121,12.875,-11.125
1122,12.875,-10.875
1123,12.875,-10.375
1124,12.875,-10.125
1125,12.875,-9.875
1126,12.875,-9.625
1127,12.875,-9.375
1128,12.875,-9.125
1129,12.875,-8.875
1130,12.875,-8.625
1131,12.875,-8.375
1132,12.875,-8.125
1133,12.875,-7.875
1134,12.875,-7.625
1135,12.875,-7.375
1136,12.875,-7.125
1137,12.875,-6.875
1138,12.875,-6.625
1139,12.875,-6.375
1140,12.875,-6.125
1141,12.875,-5.875
1142,12.875,-5.625
1143,12.875,-5.375
1144,12.875,-5.125
1145,12.875,-4.875
1146,12.875,-4.625
1147,12.875,-4.375
1148,12.875,-4.125
1149,12.875,-3.875
1150,12.875,-3.625
1151,12.875,-3.375
1152,12.875,-3.125
1153,12.875,-2.875
1154,12.875,-2.625
1155,12.875,-2.375
1156,12.875,-2.125
1157,12.875,-1.875
1158,12.875,-1.625
1159,12.875,-1.375
1160,12.875,-1.125
1161,12.875,-0.875
1162,12.875,-0.625
1163,12.875,-0.375
1164,12.875,-0.125
1165,12.875,0.125
1166,12.875,0.375
1167,12.875,0.625
1168,12.875,0.875
1169,12.875,1.125
1170,12.875,1.375
1171,12.875,1.625
1172,12.875,1.875
1173,12.875,2.625
1174,12.875,2.875
1175,12.875,3.125
1176,12.875,3.375
1177,12.875,8.625
1178,12.875,8.875
1179,12.875,9.875
1180,12.875,10.125
1181,12.875,14.125
1182,12.875,14.375
1183,12.875,14.625
1184,12.875,14.875
1185,12.875,15.125
1186,12.875,15.375
1187,12.875,15.625
1188,12.875,16.375
1189,12.875,16.625
1190,12.875,16.875
1191,12.875,17.125
1192,12.875,17.375
1193,12.875,17.625
1194,12.875,17.875
1195,12.875,18.125
1196,12.875,18.375
1197,12.875,18.625
1198,12.875,18.875
1199,12.875,19.125
1200,12.875,19.375
1201,12.875,19.625
1202,12.875,19.875
1203,12.875,20.125
1204,12.875,20.375
1205,12.875,20.625
1206,12.875,20.875
1207,12.875,21.125
1208,12.875,21.375
1209,12.875,21.625
1210,12.875,21.875
1211,12.875,36.125
1212,12.875,36.375
1213,12.875,36.625
1214,12.875,36.875
1215,12.875,37.375
1216,12.875,37.625
1217,12.875,37.875
1218,12.875,38.125
1219,12.875,38.375
1220,12.875,38.625
1221,12.875,38.875
1222,12.875,39.125
1223,12.875,39.375
1224,12.875,39.625
1225,12.875,39.875
1226,12.625,-16.625
1227,12.625,-16.375
1228,12.625,-16.125
1229,12.625,-15.875
1230,12.625,-15.625
1231,12.625,-15.375
1232,12.625,-15.125
1233,12.625,-14.875
1234,12.625,-14.625
1235,12.625,-14.375
1236,12.625,-14.125
1237,12.625,-13.875
1238,12.625,-13.625
1239,12.625,-13.375
1240,12.625,-13.125
1241,12.625,-12.875
1242,12.625,-12.375
1243,12.625,-12.125
1244,12.625,-11.875
1245,12.625,-11.375
1246,12.625,-11.125
1247,12.625,-10.875
1248,12.625,-10.125
1249,12.625,-9.875
1250,12.625,-9.625
1251,12.625,-9.375
1252,12.625,-9.125
1253,12.625,-8.875
1254,12.625,-8.375
1255,12.625,-8.125
1256,12.625,-7.875
1257,12.625,-7.625
1258,12.625,-7.375
1259,12.625,-7.125
1260,12.625,-6.875
1261,12.625,-6.625
1262,12.625,-6.375
1263,12.625,-6.125
1264,12.625,-5.875
1265,12.625,-5.625
1266,12.625,-5.375
1267,12.625,-5.125
1268,12.625,-4.875
1269,12.625,-4.625
1270,12.625,-4.375
1271,12.625,-4.125
1272,12.625,-3.875
1273,12.625,-3.625
1274,12.625,-3.375
1275,12.625,-3.125
1276,12.625,-2.875
1277,12.625,-2.625
1278,12.625,-2.375
1279,12.625,-2.125
1280,12.625,-1.875
1281,12.625,-1.625
1282,12.625,-1.375
1283,12.625,-1.125
1284,12.625,-0.875
1285,12.625,-0.625
1286,12.625,-0.375
