FID,DOY,LAT,LON
11339,166,12.625,-0.375
11340,163,12.625,-0.375
11341,163,12.625,-0.375
11342,163,12.625,-0.375
11343,163,12.625,-0.375
11344,163,12.625,-0.375
11345,163,12.625,-0.375
11346,166,12.625,-0.125
11347,166,12.625,-0.125
11348,166,12.625,-0.125
11349,163,12.625,-0.125
11350,163,12.625,-0.125
11351,166,12.625,-0.125
11352,163,12.625,-0.125
11353,163,12.625,-0.125
11354,163,12.625,-0.125
11355,166,12.625,0.125
11356,166,12.625,0.125
11357,166,12.625,0.125
11358,166,12.625,0.125
11359,166,12.625,0.125
11360,166,12.625,0.125
11361,163,12.625,0.125
11362,163,12.625,0.125
11363,166,12.625,0.125
11364,166,12.625,0.375
11365,167,12.625,0.375
11366,167,12.625,0.375
11367,166,12.625,0.375
11368,166,12.625,0.375
11369,167,12.625,0.375
11370,166,12.625,0.375
11371,166,12.625,0.375
11372,166,12.625,0.375
11373,164,12.625,0.875
11374,164,12.625,0.875
11375,164,12.625,0.875
11376,167,12.625,0.875
11377,167,12.625,0.875
11378,164,12.625,0.875
11379,167,12.625,0.875
11380,167,12.625,0.875
11381,167,12.625,0.875
11382,164,12.625,1.125
11383,164,12.625,1.125
11384,164,12.625,1.125
11385,164,12.625,1.125
11386,164,12.625,1.125
11387,164,12.625,1.125
11388,167,12.625,1.125
11389,167,12.625,1.125
11390,166,12.625,1.125
11391,164,12.625,1.625
11392,164,12.625,1.625
11393,164,12.625,1.625
11394,164,12.625,1.625
11395,164,12.625,1.625
11396,164,12.625,1.625
11397,166,12.625,1.625
11398,166,12.625,1.625
11399,166,12.625,1.625
11400,164,12.625,1.875
11401,164,12.625,1.875
11402,164,12.625,1.875
11403,164,12.625,1.875
11404,164,12.625,1.875
11405,163,12.625,1.875
11406,166,12.625,1.875
11407,166,12.625,1.875
11408,163,12.625,1.875
11409,164,12.625,2.125
11410,161,12.625,2.125
11411,164,12.625,2.125
11412,163,12.625,2.125
11413,163,12.625,2.125
11414,163,12.625,2.125
11415,166,12.625,2.125
11416,166,12.625,2.125
11417,163,12.625,2.125
11418,160,12.625,2.625
11419,157,12.625,2.625
11420,151,12.625,2.625
11421,157,12.625,2.625
11422,148,12.625,2.625
11423,145,12.625,2.625
11424,154,12.625,2.625
11425,145,12.625,2.625
11426,145,12.625,2.625
11427,148,12.625,2.875
11428,145,12.625,2.875
11429,142,12.625,2.875
11430,145,12.625,2.875
11431,142,12.625,2.875
11432,142,12.625,2.875
11433,142,12.625,2.875
11434,142,12.625,2.875
11435,142,12.625,2.875
11436,142,12.625,3.125
11437,142,12.625,3.125
11438,142,12.625,3.125
11439,142,12.625,3.125
11440,142,12.625,3.125
11441,142,12.625,3.125
11442,142,12.625,3.125
11443,142,12.625,3.125
11444,139,12.625,3.125
11445,142,12.625,3.375
11446,142,12.625,3.375
11447,142,12.625,3.375
11448,142,12.625,3.375
11449,142,12.625,3.375
11450,142,12.625,3.375
11451,139,12.625,3.375
11452,139,12.625,3.375
11453,139,12.625,3.375
11454,142,12.625,3.625
11455,142,12.625,3.625
11456,142,12.625,3.625
11457,142,12.625,3.625
11458,142,12.625,3.625
11459,142,12.625,3.625
11460,139,12.625,3.625
11461,139,12.625,3.625
11462,139,12.625,3.625
11463,142,12.625,3.875
11464,142,12.625,3.875
11465,141,12.625,3.875
11466,142,12.625,3.875
11467,142,12.625,3.875
11468,142,12.625,3.875
11469,139,12.625,3.875
11470,139,12.625,3.875
11471,142,12.625,3.875
11472,161,12.625,14.125
11473,151,12.625,14.125
11474,151,12.625,14.125
11475,161,12.625,14.125
11476,151,12.625,14.125
11477,151,12.625,14.125
11478,151,12.625,14.125
11479,151,12.625,14.125
11480,151,12.625,14.125
11481,151,12.625,14.375
11482,151,12.625,14.375
11483,151,12.625,14.375
11484,151,12.625,14.375
11485,151,12.625,14.375
11486,151,12.625,14.375
11487,151,12.625,14.375
11488,151,12.625,14.375
11489,151,12.625,14.375
11490,151,12.625,14.625
11491,151,12.625,14.625
11492,151,12.625,14.625
11493,151,12.625,14.625
11494,151,12.625,14.625
11495,151,12.625,14.625
11496,151,12.625,14.625
11497,151,12.625,14.625
11498,151,12.625,14.625
11499,154,12.625,14.875
11500,154,12.625,14.875
11501,154,12.625,14.875
11502,151,12.625,14.875
11503,154,12.625,14.875
11504,154,12.625,14.875
11505,151,12.625,14.875
11506,151,12.625,14.875
11507,153,12.625,14.875
11508,154,12.625,15.125
11509,153,12.625,15.125
11510,153,12.625,15.125
11511,153,12.625,15.125
11512,153,12.625,15.125
11513,153,12.625,15.125
11514,153,12.625,15.125
11515,153,12.625,15.125
11516,153,12.625,15.125
11517,152,12.625,15.375
11518,152,12.625,15.375
11519,152,12.625,15.375
11520,153,12.625,15.375
11521,153,12.625,15.375
11522,153,12.625,15.375
11523,153,12.625,15.375
11524,153,12.625,15.375
11525,153,12.625,15.375
11526,153,12.625,15.625
11527,153,12.625,15.625
11528,152,12.625,15.625
11529,153,12.625,15.625
11530,153,12.625,15.625
11531,152,12.625,15.625
11532,153,12.625,15.625
11533,153,12.625,15.625
11534,152,12.625,15.625
11535,152,12.625,16.375
11536,152,12.625,16.375
11537,152,12.625,16.375
11538,152,12.625,16.375
11539,152,12.625,16.375
11540,152,12.625,16.375
11541,152,12.625,16.375
11542,152,12.625,16.375
11543,153,12.625,16.375
11544,152,12.625,16.625
11545,152,12.625,16.625
11546,151,12.625,16.625
11547,152,12.625,16.625
11548,152,12.625,16.625
11549,152,12.625,16.625
11550,153,12.625,16.625
11551,152,12.625,16.625
11552,152,12.625,16.625
11553,152,12.625,16.875
11554,152,12.625,16.875
11555,152,12.625,16.875
11556,152,12.625,16.875
11557,151,12.625,16.875
11558,152,12.625,16.875
11559,152,12.625,16.875
11560,152,12.625,16.875
11561,152,12.625,16.875
11562,151,12.625,17.125
11563,151,12.625,17.125
11564,152,12.625,17.125
11565,152,12.625,17.125
11566,152,12.625,17.125
11567,152,12.625,17.125
11568,152,12.625,17.125
11569,152,12.625,17.125
11570,152,12.625,17.125
11571,152,12.625,17.375
11572,152,12.625,17.375
11573,152,12.625,17.375
11574,152,12.625,17.375
11575,152,12.625,17.375
11576,152,12.625,17.375
11577,152,12.625,17.375
11578,152,12.625,17.375
11579,152,12.625,17.375
11580,152,12.625,17.625
11581,152,12.625,17.625
11582,152,12.625,17.625
11583,152,12.625,17.625
11584,152,12.625,17.625
11585,152,12.625,17.625
11586,152,12.625,17.625
11587,152,12.625,17.625
11588,152,12.625,17.625
11589,152,12.625,17.875
11590,152,12.625,17.875
11591,152,12.625,17.875
11592,152,12.625,17.875
11593,152,12.625,17.875
11594,152,12.625,17.875
11595,152,12.625,17.875
11596,149,12.625,17.875
11597,149,12.625,17.875
11598,152,12.625,18.125
11599,149,12.625,18.125
11600,149,12.625,18.125
11601,149,12.625,18.125
11602,149,12.625,18.125
11603,148,12.625,18.125
11604,151,12.625,18.125
11605,151,12.625,18.125
11606,151,12.625,18.125
11607,151,12.625,18.375
11608,151,12.625,18.375
11609,151,12.625,18.375
11610,151,12.625,18.375
11611,151,12.625,18.375
11612,151,12.625,18.375
11613,151,12.625,18.375
11614,154,12.625,18.375
11615,160,12.625,18.375
11616,151,12.625,18.625
11617,151,12.625,18.625
11618,151,12.625,18.625
11619,154,12.625,18.625
11620,154,12.625,18.625
11621,160,12.625,18.625
11622,160,12.625,18.625
11623,160,12.625,18.625
11624,158,12.625,18.625
11625,151,12.625,18.875
11626,151,12.625,18.875
11627,154,12.625,18.875
11628,160,12.625,18.875
11629,158,12.625,18.875
11630,158,12.625,18.875
11631,158,12.625,18.875
11632,158,12.625,18.875
11633,158,12.625,18.875
11634,154,12.625,19.125
11635,154,12.625,19.125
11636,154,12.625,19.125
11637,158,12.625,19.125
11638,158,12.625,19.125
11639,158,12.625,19.125
11640,158,12.625,19.125
11641,158,12.625,19.125
11642,158,12.625,19.125
11643,154,12.625,19.375
11644,154,12.625,19.375
11645,154,12.625,19.375
11646,158,12.625,19.375
11647,158,12.625,19.375
11648,160,12.625,19.375
11649,158,12.625,19.375
11650,158,12.625,19.375
11651,158,12.625,19.375
11652,154,12.625,19.625
11653,154,12.625,19.625
11654,154,12.625,19.625
11655,160,12.625,19.625
11656,160,12.625,19.625
11657,160,12.625,19.625
11658,160,12.625,19.625
11659,160,12.625,19.625
11660,160,12.625,19.625
11661,154,12.625,19.875
11662,154,12.625,19.875
11663,154,12.625,19.875
11664,160,12.625,19.875
11665,160,12.625,19.875
11666,160,12.625,19.875
11667,160,12.625,19.875
11668,160,12.625,19.875
11669,160,12.625,19.875
11670,154,12.625,20.125
11671,154,12.625,20.125
11672,154,12.625,20.125
11673,160,12.625,20.125
11674,160,12.625,20.125
11675,160,12.625,20.125
11676,160,12.625,20.125
11677,160,12.625,20.125
11678,158,12.625,20.125
11679,154,12.625,20.375
11680,154,12.625,20.375
11681,154,12.625,20.375
11682,160,12.625,20.375
11683,160,12.625,20.375
11684,160,12.625,20.375
11685,158,12.625,20.375
11686,158,12.625,20.375
11687,160,12.625,20.375
11688,154,12.625,20.625
11689,154,12.625,20.625
11690,154,12.625,20.625
11691,154,12.625,20.625
11692,154,12.625,20.625
11693,154,12.625,20.625
11694,160,12.625,20.625
11695,160,12.625,20.625
11696,160,12.625,20.625
11697,151,12.625,20.875
11698,151,12.625,20.875
11699,151,12.625,20.875
11700,154,12.625,20.875
11701,154,12.625,20.875
11702,154,12.625,20.875
11703,160,12.625,20.875
11704,160,12.625,20.875
11705,154,12.625,20.875
11706,151,12.625,21.125
11707,151,12.625,21.125
11708,151,12.625,21.125
11709,154,12.625,21.125
11710,154,12.625,21.125
11711,151,12.625,21.125
11712,154,12.625,21.125
11713,154,12.625,21.125
11714,154,12.625,21.125
11715,151,12.625,21.375
11716,151,12.625,21.375
11717,151,12.625,21.375
11718,151,12.625,21.375
11719,151,12.625,21.375
11720,151,12.625,21.375
11721,154,12.625,21.375
11722,154,12.625,21.375
11723,154,12.625,21.375
11724,151,12.625,21.625
11725,151,12.625,21.625
11726,149,12.625,21.625
11727,151,12.625,21.625
11728,151,12.625,21.625
11729,151,12.625,21.625
11730,154,12.625,21.625
11731,151,12.625,21.625
11732,151,12.625,21.625
11733,149,12.625,21.875
11734,149,12.625,21.875
11735,149,12.625,21.875
11736,151,12.625,21.875
11737,151,12.625,21.875
11738,151,12.625,21.875
11739,151,12.625,21.875
11740,151,12.625,21.875
11741,151,12.625,21.875
11742,149,12.625,22.125
11743,149,12.625,22.125
11744,149,12.625,22.125
11745,149,12.625,22.125
11746,149,12.625,22.125
11747,149,12.625,22.125
11748,151,12.625,22.125
11749,151,12.625,22.125
11750,151,12.625,22.125
11751,149,12.625,22.375
11752,149,12.625,22.375
11753,151,12.625,22.375
11754,149,12.625,22.375
11755,149,12.625,22.375
11756,151,12.625,22.375
11757,151,12.625,22.375
11758,149,12.625,22.375
11759,149,12.625,22.375
11760,143,12.625,36.125
11761,142,12.625,36.125
11762,139,12.625,36.125
11763,143,12.625,36.125
11764,142,12.625,36.125
11765,139,12.625,36.125
11766,142,12.625,36.125
11767,139,12.625,36.125
11768,139,12.625,36.125
11769,139,12.625,36.375
11770,139,12.625,36.375
11771,139,12.625,36.375
11772,139,12.625,36.375
11773,139,12.625,36.375
11774,139,12.625,36.375
11775,139,12.625,36.375
11776,139,12.625,36.375
11777,139,12.625,36.375
11778,133,12.625,36.875
11779,133,12.625,36.875
11780,133,12.625,36.875
11781,133,12.625,36.875
11782,133,12.625,36.875
11783,129,12.625,36.875
11784,132,12.625,36.875
11785,132,12.625,36.875
11786,126,12.625,36.875
11787,129,12.625,37.125
11788,120,12.625,37.125
11789,121,12.625,37.125
11790,126,12.625,37.125
11791,170,12.625,37.125
11792,118,12.625,37.125
11793,123,12.625,37.125
11794,72,12.625,37.125
11795,210,12.625,37.125
11796,118,12.625,37.375
11797,70,12.625,37.375
11798,118,12.625,37.375
11799,121,12.625,37.375
11800,121,12.625,37.375
11801,121,12.625,37.375
11802,127,12.625,37.375
11803,121,12.625,37.375
11804,159,12.625,37.375
11805,115,12.625,37.625
11806,112,12.625,37.625
11807,113,12.625,37.625
11808,118,12.625,37.625
11809,115,12.625,37.625
11810,116,12.625,37.625
11811,118,12.625,37.625
11812,115,12.625,37.625
11813,134,12.625,37.625
11814,115,12.625,37.875
11815,188,12.625,37.875
11816,120,12.625,37.875
11817,118,12.625,37.875
11818,120,12.625,37.875
11819,120,12.625,37.875
11820,76,12.625,37.875
11821,81,12.625,37.875
11822,120,12.625,37.875
11823,124,12.625,38.125
11824,127,12.625,38.125
11825,127,12.625,38.125
11826,121,12.625,38.125
11827,123,12.625,38.125
11828,124,12.625,38.125
11829,120,12.625,38.125
11830,120,12.625,38.125
11831,120,12.625,38.125
11832,127,12.625,38.375
11833,128,12.625,38.375
11834,132,12.625,38.375
11835,124,12.625,38.375
11836,127,12.625,38.375
11837,129,12.625,38.375
11838,124,12.625,38.375
11839,127,12.625,38.375
11840,128,12.625,38.375
11841,130,12.625,38.625
11842,133,12.625,38.625
11843,134,12.625,38.625
11844,131,12.625,38.625
11845,130,12.625,38.625
11846,174,12.625,38.625
11847,126,12.625,38.625
11848,130,12.625,38.625
11849,154,12.625,38.625
11850,137,12.625,38.875
11851,137,12.625,38.875
11852,134,12.625,38.875
11853,86,12.625,38.875
11854,137,12.625,38.875
11855,134,12.625,38.875
11856,134,12.625,38.875
11857,134,12.625,38.875
11858,128,12.625,38.875
11859,146,12.625,39.125
11860,143,12.625,39.125
11861,149,12.625,39.125
11862,131,12.625,39.125
11863,149,12.625,39.125
11864,143,12.625,39.125
11865,131,12.625,39.125
11866,137,12.625,39.125
11867,134,12.625,39.125
11868,137,12.625,39.375
11869,138,12.625,39.375
11870,97,12.625,39.375
11871,143,12.625,39.375
11872,137,12.625,39.375
11873,82,12.625,39.375
11874,140,12.625,39.375
11875,137,12.625,39.375
11876,137,12.625,39.375
11877,139,12.625,39.625
11878,141,12.625,39.625
11879,147,12.625,39.625
11880,139,12.625,39.625
11881,148,12.625,39.625
11882,161,12.625,39.625
11883,139,12.625,39.625
11884,148,12.625,39.625
11885,160,12.625,39.625
11886,162,12.625,39.875
11887,146,12.625,39.875
11888,161,12.625,39.875
11889,147,12.625,39.875
11890,161,12.625,39.875
11891,161,12.625,39.875
11892,143,12.625,39.875
11893,164,12.625,39.875
11894,161,12.625,39.875
11895,155,12.375,-16.625
11896,155,12.375,-16.625
11897,156,12.375,-16.625
11898,156,12.375,-16.625
11899,156,12.375,-16.625
11900,155,12.375,-16.625
11901,155,12.375,-16.625
11902,156,12.375,-16.375
11903,155,12.375,-16.375
11904,155,12.375,-16.375
11905,154,12.375,-16.375
11906,155,12.375,-16.375
11907,156,12.375,-16.375
11908,154,12.375,-16.375
11909,155,12.375,-16.375
11910,154,12.375,-16.375
11911,156,12.375,-16.125
11912,156,12.375,-16.125
11913,153,12.375,-16.125
11914,153,12.375,-16.125
11915,154,12.375,-16.125
11916,154,12.375,-16.125
11917,154,12.375,-16.125
11918,154,12.375,-16.125
11919,154,12.375,-15.875
11920,154,12.375,-15.875
11921,154,12.375,-15.875
11922,154,12.375,-15.875
11923,154,12.375,-15.875
11924,154,12.375,-15.875
11925,154,12.375,-15.875
11926,151,12.375,-15.875
11927,151,12.375,-15.875
11928,154,12.375,-15.625
11929,154,12.375,-15.625
11930,151,12.375,-15.625
11931,151,12.375,-15.625
11932,151,12.375,-15.625
11933,151,12.375,-15.625
11934,151,12.375,-15.625
11935,151,12.375,-15.625
11936,151,12.375,-15.625
11937,151,12.375,-15.375
11938,151,12.375,-15.375
11939,152,12.375,-15.375
11940,151,12.375,-15.375
11941,151,12.375,-15.375
11942,149,12.375,-15.375
11943,152,12.375,-15.375
11944,151,12.375,-15.375
11945,151,12.375,-15.375
11946,150,12.375,-15.125
11947,150,12.375,-15.125
11948,149,12.375,-15.125
11949,151,12.375,-15.125
11950,148,12.375,-15.125
11951,148,12.375,-15.125
11952,148,12.375,-15.125
11953,148,12.375,-15.125
11954,148,12.375,-15.125
11955,149,12.375,-14.875
11956,149,12.375,-14.875
11957,148,12.375,-14.875
11958,148,12.375,-14.875
11959,148,12.375,-14.875
11960,148,12.375,-14.875
11961,148,12.375,-14.875
11962,148,12.375,-14.875
11963,148,12.375,-14.875
11964,148,12.375,-14.625
11965,148,12.375,-14.625
11966,149,12.375,-14.625
11967,148,12.375,-14.625
11968,146,12.375,-14.625
11969,146,12.375,-14.625
11970,148,12.375,-14.625
11971,148,12.375,-14.625
11972,145,12.375,-14.625
11973,146,12.375,-14.375
11974,146,12.375,-14.375
11975,146,12.375,-14.375
11976,146,12.375,-14.375
11977,146,12.375,-14.375
11978,146,12.375,-14.375
11979,145,12.375,-14.375
11980,145,12.375,-14.375
11981,145,12.375,-14.375
11982,146,12.375,-14.125
11983,146,12.375,-14.125
11984,146,12.375,-14.125
11985,146,12.375,-14.125
11986,146,12.375,-14.125
11987,143,12.375,-14.125
11988,145,12.375,-14.125
11989,145,12.375,-14.125
11990,145,12.375,-14.125
11991,146,12.375,-13.875
11992,143,12.375,-13.875
11993,143,12.375,-13.875
11994,143,12.375,-13.875
11995,143,12.375,-13.875
11996,143,12.375,-13.875
11997,143,12.375,-13.875
11998,143,12.375,-13.875
11999,140,12.375,-13.875
12000,143,12.375,-13.625
12001,140,12.375,-13.625
12002,140,12.375,-13.625
12003,140,12.375,-13.625
12004,140,12.375,-13.625
12005,140,12.375,-13.625
12006,140,12.375,-13.625
12007,140,12.375,-13.625
12008,137,12.375,-13.625
12009,140,12.375,-13.375
12010,140,12.375,-13.375
12011,140,12.375,-13.375
12012,140,12.375,-13.375
12013,137,12.375,-13.375
12014,137,12.375,-13.375
12015,137,12.375,-13.375
12016,134,12.375,-13.375
12017,134,12.375,-13.375
12018,137,12.375,-12.875
12019,137,12.375,-12.875
12020,137,12.375,-12.875
12021,134,12.375,-12.875
12022,134,12.375,-12.875
12023,134,12.375,-12.875
12024,134,12.375,-12.875
12025,134,12.375,-12.875
12026,134,12.375,-12.875
12027,137,12.375,-12.625
12028,137,12.375,-12.625
12029,137,12.375,-12.625
12030,134,12.375,-12.625
12031,134,12.375,-12.625
12032,134,12.375,-12.625
12033,134,12.375,-12.625
12034,134,12.375,-12.625
12035,134,12.375,-12.625
12036,137,12.375,-12.375
12037,137,12.375,-12.375
12038,137,12.375,-12.375
12039,134,12.375,-12.375
12040,134,12.375,-12.375
12041,134,12.375,-12.375
12042,134,12.375,-12.375
12043,134,12.375,-12.375
12044,134,12.375,-12.375
12045,137,12.375,-12.125
12046,137,12.375,-12.125
12047,137,12.375,-12.125
12048,134,12.375,-12.125
12049,134,12.375,-12.125
12050,134,12.375,-12.125
12051,134,12.375,-12.125
12052,134,12.375,-12.125
12053,134,12.375,-12.125
12054,137,12.375,-11.875
12055,137,12.375,-11.875
12056,137,12.375,-11.875
12057,137,12.375,-11.875
12058,137,12.375,-11.875
12059,137,12.375,-11.875
12060,134,12.375,-11.875
12061,134,12.375,-11.875
12062,137,12.375,-11.875
12063,137,12.375,-11.375
12064,137,12.375,-11.375
12065,137,12.375,-11.375
12066,137,12.375,-11.375
12067,137,12.375,-11.375
12068,137,12.375,-11.375
12069,137,12.375,-11.375
12070,137,12.375,-11.375
12071,137,12.375,-11.375
12072,137,12.375,-11.125
12073,137,12.375,-11.125
12074,137,12.375,-11.125
12075,137,12.375,-11.125
12076,137,12.375,-11.125
12077,137,12.375,-11.125
12078,137,12.375,-11.125
12079,137,12.375,-11.125
12080,137,12.375,-11.125
12081,137,12.375,-10.625
12082,137,12.375,-10.625
12083,137,12.375,-10.625
12084,137,12.375,-10.625
12085,137,12.375,-10.625
12086,137,12.375,-10.625
12087,137,12.375,-10.625
12088,137,12.375,-10.625
12089,137,12.375,-10.625
12090,140,12.375,-9.625
12091,139,12.375,-9.625
12092,139,12.375,-9.625
12093,140,12.375,-9.625
12094,140,12.375,-9.625
12095,140,12.375,-9.625
12096,137,12.375,-9.625
12097,137,12.375,-9.625
12098,140,12.375,-9.625
12099,139,12.375,-9.375
12100,142,12.375,-9.375
12101,142,12.375,-9.375
12102,139,12.375,-9.375
12103,139,12.375,-9.375
12104,139,12.375,-9.375
12105,140,12.375,-9.375
12106,140,12.375,-9.375
12107,139,12.375,-9.375
12108,142,12.375,-9.125
12109,142,12.375,-9.125
12110,142,12.375,-9.125
12111,139,12.375,-9.125
12112,139,12.375,-9.125
12113,139,12.375,-9.125
12114,139,12.375,-9.125
12115,139,12.375,-9.125
12116,139,12.375,-9.125
12117,142,12.375,-8.875
12118,142,12.375,-8.875
12119,142,12.375,-8.875
12120,139,12.375,-8.875
12121,139,12.375,-8.875
12122,142,12.375,-8.875
12123,139,12.375,-8.875
12124,139,12.375,-8.875
12125,140,12.375,-8.875
12126,142,12.375,-8.625
12127,143,12.375,-8.625
12128,143,12.375,-8.625
12129,142,12.375,-8.625
12130,142,12.375,-8.625
12131,142,12.375,-8.625
12132,140,12.375,-8.625
12133,139,12.375,-8.625
12134,139,12.375,-8.625
12135,143,12.375,-8.375
12136,143,12.375,-8.375
12137,143,12.375,-8.375
12138,143,12.375,-8.375
12139,140,12.375,-8.375
12140,143,12.375,-8.375
12141,142,12.375,-8.375
12142,140,12.375,-8.375
12143,140,12.375,-8.375
12144,143,12.375,-8.125
12145,143,12.375,-8.125
12146,143,12.375,-8.125
12147,143,12.375,-8.125
12148,143,12.375,-8.125
12149,143,12.375,-8.125
12150,140,12.375,-8.125
12151,140,12.375,-8.125
12152,140,12.375,-8.125
12153,143,12.375,-7.875
12154,142,12.375,-7.875
12155,145,12.375,-7.875
12156,142,12.375,-7.875
12157,142,12.375,-7.875
12158,142,12.375,-7.875
12159,140,12.375,-7.875
12160,140,12.375,-7.875
12161,140,12.375,-7.875
12162,145,12.375,-7.625
12163,145,12.375,-7.625
12164,143,12.375,-7.625
12165,142,12.375,-7.625
12166,142,12.375,-7.625
12167,142,12.375,-7.625
12168,142,12.375,-7.625
12169,142,12.375,-7.625
12170,142,12.375,-7.625
12171,146,12.375,-7.375
12172,146,12.375,-7.375
12173,146,12.375,-7.375
12174,142,12.375,-7.375
12175,142,12.375,-7.375
12176,143,12.375,-7.375
12177,142,12.375,-7.375
12178,142,12.375,-7.375
12179,142,12.375,-7.375
12180,146,12.375,-7.125
12181,146,12.375,-7.125
12182,146,12.375,-7.125
12183,143,12.375,-7.125
12184,143,12.375,-7.125
12185,140,12.375,-7.125
12186,142,12.375,-7.125
12187,142,12.375,-7.125
12188,142,12.375,-7.125
12189,143,12.375,-6.875
12190,143,12.375,-6.875
12191,143,12.375,-6.875
12192,140,12.375,-6.875
12193,140,12.375,-6.875
12194,140,12.375,-6.875
12195,142,12.375,-6.875
12196,140,12.375,-6.875
12197,140,12.375,-6.875
12198,143,12.375,-6.625
12199,143,12.375,-6.625
12200,143,12.375,-6.625
12201,140,12.375,-6.625
12202,140,12.375,-6.625
12203,140,12.375,-6.625
12204,140,12.375,-6.625
12205,140,12.375,-6.625
12206,140,12.375,-6.625
12207,143,12.375,-6.375
12208,143,12.375,-6.375
12209,140,12.375,-6.375
12210,140,12.375,-6.375
12211,140,12.375,-6.375
12212,140,12.375,-6.375
12213,140,12.375,-6.375
12214,138,12.375,-6.375
12215,138,12.375,-6.375
12216,140,12.375,-6.125
12217,140,12.375,-6.125
12218,140,12.375,-6.125
12219,140,12.375,-6.125
12220,140,12.375,-6.125
12221,138,12.375,-6.125
12222,138,12.375,-6.125
12223,138,12.375,-6.125
12224,138,12.375,-6.125
12225,140,12.375,-5.875
12226,138,12.375,-5.875
12227,138,12.375,-5.875
12228,138,12.375,-5.875
12229,138,12.375,-5.875
12230,138,12.375,-5.875
12231,138,12.375,-5.875
12232,138,12.375,-5.875
12233,138,12.375,-5.875
12234,138,12.375,-5.625
12235,138,12.375,-5.625
12236,138,12.375,-5.625
12237,138,12.375,-5.625
12238,138,12.375,-5.625
12239,138,12.375,-5.625
12240,138,12.375,-5.625
12241,138,12.375,-5.625
12242,138,12.375,-5.625
12243,138,12.375,-5.375
12244,138,12.375,-5.375
12245,138,12.375,-5.375
12246,138,12.375,-5.375
12247,138,12.375,-5.375
12248,138,12.375,-5.375
12249,138,12.375,-5.375
12250,138,12.375,-5.375
12251,138,12.375,-5.375
12252,138,12.375,-5.125
12253,137,12.375,-5.125
12254,138,12.375,-5.125
12255,138,12.375,-5.125
12256,138,12.375,-5.125
12257,138,12.375,-5.125
12258,138,12.375,-5.125
12259,138,12.375,-5.125
12260,138,12.375,-5.125
12261,138,12.375,-4.875
12262,138,12.375,-4.875
12263,139,12.375,-4.875
12264,138,12.375,-4.875
12265,138,12.375,-4.875
12266,138,12.375,-4.875
12267,138,12.375,-4.875
12268,138,12.375,-4.875
12269,138,12.375,-4.875
12270,139,12.375,-4.625
12271,138,12.375,-4.625
12272,138,12.375,-4.625
12273,138,12.375,-4.625
12274,138,12.375,-4.625
12275,138,12.375,-4.625
12276,138,12.375,-4.625
12277,138,12.375,-4.625
12278,138,12.375,-4.625
12279,138,12.375,-4.375
12280,138,12.375,-4.375
12281,138,12.375,-4.375
12282,138,12.375,-4.375
12283,138,12.375,-4.375
12284,138,12.375,-4.375
12285,138,12.375,-4.375
12286,138,12.375,-4.375
12287,138,12.375,-4.375
12288,138,12.375,-4.125
12289,138,12.375,-4.125
12290,139,12.375,-4.125
12291,138,12.375,-4.125
12292,140,12.375,-4.125
12293,140,12.375,-4.125
12294,137,12.375,-4.125
12295,137,12.375,-4.125
12296,140,12.375,-4.125
12297,139,12.375,-3.875
12298,141,12.375,-3.875
12299,141,12.375,-3.875
12300,140,12.375,-3.875
12301,140,12.375,-3.875
12302,140,12.375,-3.875
12303,140,12.375,-3.875
12304,140,12.375,-3.875
12305,140,12.375,-3.875
12306,141,12.375,-3.625
12307,141,12.375,-3.625
12308,141,12.375,-3.625
12309,140,12.375,-3.625
12310,140,12.375,-3.625
12311,140,12.375,-3.625
12312,140,12.375,-3.625
12313,140,12.375,-3.625
12314,140,12.375,-3.625
12315,141,12.375,-3.375
12316,141,12.375,-3.375
12317,141,12.375,-3.375
12318,140,12.375,-3.375
12319,142,12.375,-3.375
12320,142,12.375,-3.375
12321,140,12.375,-3.375
12322,142,12.375,-3.375
12323,142,12.375,-3.375
12324,141,12.375,-3.125
12325,141,12.375,-3.125
12326,141,12.375,-3.125
12327,142,12.375,-3.125
12328,141,12.375,-3.125
12329,141,12.375,-3.125
12330,142,12.375,-3.125
12331,142,12.375,-3.125
12332,142,12.375,-3.125
12333,141,12.375,-2.875
12334,141,12.375,-2.875
12335,141,12.375,-2.875
12336,141,12.375,-2.875
12337,141,12.375,-2.875
12338,141,12.375,-2.875
12339,142,12.375,-2.875
12340,142,12.375,-2.875
12341,142,12.375,-2.875
12342,141,12.375,-2.625
12343,141,12.375,-2.625
12344,141,12.375,-2.625
12345,141,12.375,-2.625
12346,141,12.375,-2.625
12347,141,12.375,-2.625
12348,142,12.375,-2.625
12349,141,12.375,-2.625
12350,141,12.375,-2.625
12351,141,12.375,-2.375
12352,141,12.375,-2.375
12353,141,12.375,-2.375
12354,141,12.375,-2.375
12355,141,12.375,-2.375
12356,141,12.375,-2.375
12357,141,12.375,-2.375
12358,141,12.375,-2.375
12359,141,12.375,-2.375
12360,141,12.375,-2.125
12361,141,12.375,-2.125
12362,141,12.375,-2.125
12363,141,12.375,-2.125
12364,141,12.375,-2.125
12365,141,12.375,-2.125
12366,141,12.375,-2.125
12367,141,12.375,-2.125
12368,141,12.375,-2.125
12369,141,12.375,-1.875
12370,141,12.375,-1.875
12371,141,12.375,-1.875
12372,141,12.375,-1.875
12373,141,12.375,-1.875
12374,141,12.375,-1.875
12375,141,12.375,-1.875
