FID,LAT,LON,MONTH,DAY
4444,7.875,29.125,4,19
4445,7.875,29.375,4,22
4446,7.875,29.625,4,22
4447,7.875,29.875,4,22
4448,7.875,30.125,4,21
4449,7.875,30.375,4,21
4450,7.875,30.625,7,4
4451,7.875,30.875,7,4
4452,7.875,31.125,7,7
4453,7.875,31.375,7,7
4454,7.875,31.625,7,10
4455,7.875,31.875,7,11
4456,7.875,32.125,7,11
4457,7.875,32.375,7,13
4458,7.875,32.625,7,13
4459,7.875,32.875,7,16
4460,7.875,33.125,7,16
4461,7.875,33.375,7,16
4462,7.875,34.375,7,21
4463,7.875,34.625,7,24
4464,7.875,35.375,2,2
4465,7.875,35.625,3,29
4466,7.875,35.875,1,19
4467,7.875,36.125,1,22
4468,7.875,36.375,1,19
4469,7.875,36.625,1,28
4470,7.875,36.875,1,25
4471,7.875,37.125,1,25
4472,7.875,37.375,1,28
4473,7.875,37.625,2,22
4474,7.875,37.875,1,29
4475,7.875,38.125,1,31
4476,7.875,38.375,2,18
4477,7.875,38.625,4,21
4478,7.875,38.875,3,6
4479,7.875,39.125,3,4
4480,7.875,39.625,3,13
4481,7.875,39.875,3,30
4482,7.875,40.125,5,9
4483,7.625,-12.625,8,29
4484,7.625,-12.375,8,30
4485,7.625,-12.125,3,22
4486,7.625,-11.875,3,14
4487,7.625,-11.625,3,10
4488,7.625,-11.375,2,26
4489,7.625,-11.125,2,23
4490,7.625,-10.875,2,16
4491,7.625,-9.375,1,31
4492,7.625,-9.125,1,31
4493,7.625,-8.875,2,3
4494,7.625,-8.625,2,3
4495,7.625,-8.375,2,5
4496,7.625,-8.125,2,5
4497,7.625,-7.875,2,6
4498,7.625,-7.625,2,6
4499,7.625,-7.375,2,6
4500,7.625,-7.125,2,11
4501,7.625,-6.875,2,14
4502,7.625,-6.625,2,17
4503,7.625,-6.375,2,23
4504,7.625,-6.125,2,23
4505,7.625,-5.875,2,23
4506,7.625,-5.625,2,23
4507,7.625,-5.375,2,18
4508,7.625,-5.125,2,17
4509,7.625,-4.875,2,17
4510,7.625,-4.625,2,18
4511,7.625,-4.375,2,16
4512,7.625,-4.125,2,13
4513,7.625,-3.875,2,10
4514,7.625,-3.625,2,13
4515,7.625,-3.375,2,16
4516,7.625,-3.125,2,17
4517,7.625,-2.875,2,17
4518,7.625,-2.625,2,16
4519,7.625,-2.375,2,18
4520,7.625,-2.125,2,18
4521,7.625,-1.875,2,17
4522,7.625,-1.625,2,16
4523,7.625,-1.375,2,16
4524,7.625,-1.125,2,18
4525,7.625,-0.875,2,20
4526,7.625,-0.625,2,22
4527,7.625,-0.375,2,27
4528,7.625,-0.125,2,27
4529,7.625,0.125,3,1
4530,7.625,0.375,2,24
4531,7.625,0.625,2,23
4532,7.625,0.875,2,22
4533,7.625,1.125,2,22
4534,7.625,1.375,2,24
4535,7.625,1.625,2,25
4536,7.625,1.875,2,25
4537,7.625,2.125,2,25
4538,7.625,2.375,2,25
4539,7.625,2.625,2,25
4540,7.625,2.875,2,25
4541,7.625,4.125,2,25
4542,7.625,4.375,2,25
4543,7.625,4.625,2,25
4544,7.625,4.875,2,21
4545,7.625,5.125,2,20
4546,7.625,5.375,2,19
4547,7.625,5.625,2,22
4548,7.625,5.875,2,23
4549,7.625,6.125,3,10
4550,7.625,6.375,3,16
4551,7.625,6.625,3,17
4552,7.625,6.875,3,18
4553,7.625,7.125,3,18
4554,7.625,7.375,3,21
4555,7.625,7.625,3,21
4556,7.625,7.875,3,21
4557,7.625,8.125,3,23
4558,7.625,8.375,3,22
4559,7.625,8.625,3,22
4560,7.625,8.875,3,22
4561,7.625,9.125,3,22
4562,7.625,9.375,3,22
4563,7.625,9.625,3,20
4564,7.625,9.875,3,17
4565,7.625,10.125,3,17
4566,7.625,10.375,3,12
4567,7.625,10.625,3,12
4568,7.625,10.875,3,11
4569,7.625,11.125,3,11
4570,7.625,11.375,3,17
4571,7.625,11.625,3,19
4572,7.625,12.125,3,22
4573,7.625,12.375,7,18
4574,7.625,12.625,3,21
4575,7.625,12.875,3,21
4576,7.625,13.125,3,22
4577,7.625,13.375,3,20
4578,7.625,13.625,3,20
4579,7.625,13.875,3,21
4580,7.625,14.125,3,22
4581,7.625,14.625,3,28
4582,7.625,15.375,4,8
4583,7.625,15.625,4,10
4584,7.625,15.875,4,11
4585,7.625,16.125,4,11
4586,7.625,16.375,4,12
4587,7.625,16.625,4,12
4588,7.625,17.125,4,12
4589,7.625,18.625,4,12
4590,7.625,24.125,7,26
4591,7.625,26.125,7,21
4592,7.625,27.875,7,15
4593,7.625,28.125,7,14
4594,7.625,28.375,7,14
4595,7.625,28.625,7,11
4596,7.625,28.875,7,9
4597,7.625,29.125,4,17
4598,7.625,29.375,4,17
4599,7.625,29.625,4,19
4600,7.625,29.875,4,19
4601,7.625,30.125,4,22
4602,7.625,30.375,4,21
4603,7.625,30.625,7,4
4604,7.625,30.875,7,4
4605,7.625,31.125,7,6
4606,7.625,31.375,7,9
4607,7.625,31.625,7,9
4608,7.625,32.375,7,13
4609,7.625,33.125,7,16
4610,7.625,33.375,7,16
4611,7.625,33.625,7,18
4612,7.625,33.875,7,18
4613,7.625,34.375,7,21
4614,7.625,34.625,7,24
4615,7.625,34.875,7,29
4616,7.625,35.125,7,31
4617,7.625,35.375,2,13
4618,7.625,35.625,1,26
4619,7.625,35.875,1,26
4620,7.625,36.125,1,24
4621,7.625,36.375,1,21
4622,7.625,36.625,1,18
4623,7.625,36.875,1,24
4624,7.625,37.375,1,28
4625,7.625,37.625,1,29
4626,7.625,37.875,1,25
4627,7.625,38.125,1,31
4628,7.625,38.375,2,15
4629,7.625,38.875,2,21
4630,7.625,39.125,2,21
4631,7.625,39.375,2,27
4632,7.625,39.625,3,12
4633,7.625,39.875,3,10
4634,7.625,40.125,3,24
4635,7.375,-12.375,3,19
4636,7.375,-12.125,3,14
4637,7.375,-11.875,3,8
4638,7.375,-11.625,3,8
4639,7.375,-11.375,2,26
4640,7.375,-11.125,2,23
4641,7.375,-9.375,1,31
4642,7.375,-9.125,1,28
4643,7.375,-8.875,1,28
4644,7.375,-8.375,2,2
4645,7.375,-8.125,2,2
4646,7.375,-7.875,2,2
4647,7.375,-7.625,2,5
4648,7.375,-7.375,2,5
4649,7.375,-7.125,2,5
4650,7.375,-6.875,2,8
4651,7.375,-6.625,2,10
4652,7.375,-6.375,2,12
4653,7.375,-6.125,2,12
4654,7.375,-5.875,2,12
4655,7.375,-5.625,2,10
4656,7.375,-5.375,2,11
4657,7.375,-5.125,2,12
4658,7.375,-4.875,2,12
4659,7.375,-4.625,2,13
4660,7.375,-4.375,2,10
4661,7.375,-4.125,2,10
4662,7.375,-3.875,2,11
4663,7.375,-3.625,2,11
4664,7.375,-3.375,2,14
4665,7.375,-3.125,2,13
4666,7.375,-2.875,2,15
4667,7.375,-2.625,2,15
4668,7.375,-2.375,2,14
4669,7.375,-2.125,2,14
4670,7.375,-1.875,2,14
4671,7.375,-1.625,2,13
4672,7.375,-1.375,2,14
4673,7.375,-1.125,2,14
4674,7.375,-0.875,2,16
4675,7.375,-0.625,2,17
4676,7.375,-0.375,2,20
4677,7.375,-0.125,2,21
4678,7.375,0.125,2,21
4679,7.375,0.375,2,20
4680,7.375,0.625,2,17
4681,7.375,0.875,2,17
4682,7.375,1.125,2,20
4683,7.375,1.375,2,20
4684,7.375,1.625,2,25
4685,7.375,1.875,2,25
4686,7.375,2.125,2,25
4687,7.375,2.375,2,25
4688,7.375,2.625,2,25
4689,7.375,2.875,2,25
4690,7.375,3.125,2,25
4691,7.375,3.375,2,25
4692,7.375,3.625,2,25
4693,7.375,4.125,2,25
4694,7.375,4.375,2,25
4695,7.375,4.625,2,21
4696,7.375,4.875,2,19
4697,7.375,5.125,2,12
4698,7.375,5.375,2,14
4699,7.375,5.625,2,19
4700,7.375,5.875,2,22
4701,7.375,6.125,2,23
4702,7.375,6.375,3,10
4703,7.375,6.625,3,10
4704,7.375,6.875,3,11
4705,7.375,7.125,3,11
4706,7.375,7.375,3,17
4707,7.375,7.625,3,14
4708,7.375,7.875,3,17
4709,7.375,8.125,3,21
4710,7.375,8.375,3,21
4711,7.375,8.625,3,21
4712,7.375,8.875,3,20
4713,7.375,9.125,3,20
4714,7.375,9.375,3,17
4715,7.375,9.625,3,12
4716,7.375,9.875,3,12
4717,7.375,10.125,3,11
4718,7.375,10.375,3,11
4719,7.375,10.625,3,7
4720,7.375,10.875,3,5
4721,7.375,11.125,3,7
4722,7.375,11.375,3,10
4723,7.375,11.625,3,10
4724,7.375,11.875,3,10
4725,7.375,12.125,3,16
4726,7.375,12.375,3,18
4727,7.375,12.625,3,18
4728,7.375,12.875,3,19
4729,7.375,13.125,3,18
4730,7.375,13.375,3,13
4731,7.375,13.625,3,13
4732,7.375,13.875,3,16
4733,7.375,14.125,3,12
4734,7.375,14.375,3,12
4735,7.375,14.625,3,23
4736,7.375,15.375,4,2
4737,7.375,15.625,4,5
4738,7.375,15.875,4,5
4739,7.375,16.125,4,6
4740,7.375,16.375,4,8
4741,7.375,16.625,4,8
4742,7.375,18.125,4,7
4743,7.375,18.375,4,7
4744,7.375,18.625,4,7
4745,7.375,18.875,4,7
4746,7.375,22.375,7,24
4747,7.375,27.625,7,17
4748,7.375,27.875,7,17
4749,7.375,28.125,7,14
4750,7.375,28.375,7,14
4751,7.375,28.625,7,11
4752,7.375,28.875,7,8
4753,7.375,29.125,4,16
4754,7.375,29.375,4,16
4755,7.375,29.625,4,16
4756,7.375,29.875,4,19
4757,7.375,30.125,4,19
4758,7.375,30.375,4,19
4759,7.375,30.625,4,19
4760,7.375,30.875,7,5
4761,7.375,31.125,7,8
4762,7.375,31.375,7,9
4763,7.375,31.875,7,12
4764,7.375,32.375,7,15
4765,7.375,33.375,7,15
4766,7.375,33.625,7,18
4767,7.375,33.875,7,18
4768,7.375,34.125,7,18
4769,7.375,34.875,7,27
4770,7.375,35.125,8,2
4771,7.375,35.375,2,2
4772,7.375,35.875,1,29
4773,7.375,36.125,1,29
4774,7.375,36.375,2,16
4775,7.375,36.625,3,10
4776,7.375,36.875,2,15
4777,7.375,37.375,2,22
4778,7.375,37.625,1,25
4779,7.375,37.875,1,26
4780,7.375,38.125,1,31
4781,7.375,38.375,2,18
4782,7.375,38.625,2,21
4783,7.375,38.875,2,12
4784,7.375,39.375,2,18
4785,7.375,39.625,3,1
4786,7.375,39.875,3,1
4787,7.375,40.125,3,4
4788,7.375,40.375,3,8
4789,7.375,40.625,3,22
4790,7.375,40.875,4,28
4791,7.125,-11.875,3,10
4792,7.125,-11.625,3,1
4793,7.125,-11.375,2,24
4794,7.125,-8.125,2,1
4795,7.125,-7.875,2,2
4796,7.125,-7.625,2,2
4797,7.125,-7.375,2,2
4798,7.125,-7.125,2,2
4799,7.125,-6.875,2,1
4800,7.125,-6.625,2,1
4801,7.125,-6.375,1,31
4802,7.125,-6.125,1,31
4803,7.125,-5.875,1,31
4804,7.125,-5.625,2,3
4805,7.125,-5.375,2,4
4806,7.125,-5.125,2,8
4807,7.125,-4.875,2,8
4808,7.125,-4.625,2,12
4809,7.125,-4.375,2,12
4810,7.125,-4.125,2,12
4811,7.125,-3.875,2,11
4812,7.125,-3.625,2,11
4813,7.125,-3.375,2,10
4814,7.125,-3.125,2,10
4815,7.125,-2.875,2,12
4816,7.125,-2.625,2,12
4817,7.125,-2.375,2,11
4818,7.125,-2.125,2,10
4819,7.125,-1.875,2,10
4820,7.125,-1.625,2,10
4821,7.125,-1.375,2,10
4822,7.125,-1.125,2,10
4823,7.125,-0.875,2,12
4824,7.125,-0.625,2,13
4825,7.125,-0.375,2,15
4826,7.125,-0.125,2,18
4827,7.125,0.125,2,17
4828,7.125,0.375,2,14
4829,7.125,0.625,2,15
4830,7.125,0.875,2,17
4831,7.125,1.125,2,18
4832,7.125,1.375,2,20
4833,7.125,1.625,2,21
4834,7.125,1.875,2,25
4835,7.125,2.125,2,25
4836,7.125,2.375,2,25
4837,7.125,2.625,2,25
4838,7.125,2.875,2,23
4839,7.125,3.125,2,23
4840,7.125,3.375,2,23
4841,7.125,3.625,2,23
4842,7.125,3.875,2,25
4843,7.125,4.125,2,25
4844,7.125,4.375,2,21
4845,7.125,4.625,2,19
4846,7.125,5.125,2,14
4847,7.125,5.375,2,12
4848,7.125,5.625,2,12
4849,7.125,5.875,2,16
4850,7.125,6.125,2,22
4851,7.125,6.375,2,23
4852,7.125,6.625,3,10
4853,7.125,6.875,3,10
4854,7.125,7.125,3,10
4855,7.125,7.375,3,11
4856,7.125,7.625,3,11
4857,7.125,7.875,3,11
4858,7.125,8.125,3,17
4859,7.125,8.375,3,17
4860,7.125,8.625,3,20
4861,7.125,8.875,3,16
4862,7.125,9.125,3,13
4863,7.125,9.375,3,11
4864,7.125,9.625,3,8
4865,7.125,9.875,3,5
4866,7.125,10.125,3,1
4867,7.125,10.375,2,27
4868,7.125,10.625,2,27
4869,7.125,10.875,2,27
4870,7.125,11.125,2,27
4871,7.125,11.375,3,1
4872,7.125,11.625,3,7
4873,7.125,11.875,2,29
4874,7.125,12.125,3,10
4875,7.125,12.375,3,10
4876,7.125,12.625,3,10
4877,7.125,12.875,3,10
4878,7.125,13.125,3,10
4879,7.125,13.375,3,10
4880,7.125,13.625,3,10
4881,7.125,13.875,3,10
4882,7.125,14.125,2,27
4883,7.125,14.375,3,1
4884,7.125,14.625,3,11
4885,7.125,14.875,3,16
4886,7.125,15.125,3,20
4887,7.125,15.375,3,20
4888,7.125,15.625,3,25
4889,7.125,15.875,4,2
4890,7.125,16.125,4,2
4891,7.125,16.375,4,6
4892,7.125,16.625,4,6
4893,7.125,16.875,4,3
4894,7.125,17.375,3,31
4895,7.125,17.625,3,29
4896,7.125,17.875,3,29
4897,7.125,18.125,3,29
4898,7.125,18.375,3,29
4899,7.125,18.875,3,29
4900,7.125,19.125,3,29
4901,7.125,28.375,7,14
4902,7.125,28.625,7,11
4903,7.125,28.875,7,11
4904,7.125,29.125,4,18
4905,7.125,29.375,4,18
4906,7.125,29.625,4,18
4907,7.125,29.875,4,19
4908,7.125,30.125,4,19
4909,7.125,30.375,4,19
4910,7.125,30.625,4,19
4911,7.125,30.875,7,5
4912,7.125,31.125,7,8
4913,7.125,31.375,7,8
4914,7.125,33.375,7,15
4915,7.125,33.625,7,18
4916,7.125,33.875,7,18
4917,7.125,34.125,7,18
4918,7.125,35.125,7,30
4919,7.125,35.375,3,4
4920,7.125,35.625,2,25
4921,7.125,35.875,1,29
4922,7.125,36.125,1,29
4923,7.125,36.375,1,26
4924,7.125,36.625,1,25
4925,7.125,36.875,2,13
4926,7.125,37.125,2,16
4927,7.125,37.375,2,19
4928,7.125,37.625,2,8
4929,7.125,37.875,1,29
4930,7.125,38.125,2,7
4931,7.125,38.375,2,9
4932,7.125,38.625,2,6
4933,7.125,38.875,2,9
4934,7.125,39.125,2,6
4935,7.125,39.375,2,11
4936,7.125,39.625,2,12
4937,7.125,39.875,2,18
4938,7.125,40.125,2,21
4939,7.125,40.375,3,2
4940,7.125,40.625,4,9
4941,7.125,40.875,4,25
4942,6.875,-11.375,2,23
4943,6.875,-8.375,1,29
4944,6.875,-8.125,1,29
4945,6.875,-7.875,1,29
4946,6.875,-7.625,2,1
4947,6.875,-7.375,2,1
4948,6.875,-7.125,2,1
4949,6.875,-6.875,1,29
4950,6.875,-6.625,1,29
4951,6.875,-6.375,1,25
4952,6.875,-6.125,1,25
4953,6.875,-5.875,1,28
4954,6.875,-5.625,1,28
4955,6.875,-5.375,1,31
4956,6.875,-5.125,2,3
4957,6.875,-4.875,2,7
4958,6.875,-4.625,2,10
4959,6.875,-4.375,2,11
4960,6.875,-4.125,2,8
4961,6.875,-3.875,2,8
4962,6.875,-3.625,2,10
4963,6.875,-3.375,2,10
4964,6.875,-3.125,2,9
4965,6.875,-2.875,2,9
4966,6.875,-2.625,2,8
4967,6.875,-2.375,2,8
4968,6.875,-2.125,2,8
4969,6.875,-1.875,2,8
4970,6.875,-1.625,2,7
4971,6.875,-1.375,2,7
4972,6.875,-1.125,2,7
4973,6.875,-0.875,2,9
4974,6.875,-0.625,2,11
4975,6.875,-0.375,2,11
4976,6.875,-0.125,2,11
4977,6.875,0.125,2,12
4978,6.875,0.375,2,11
4979,6.875,0.625,2,11
4980,6.875,0.875,2,13
4981,6.875,1.125,2,17
4982,6.875,1.375,2,19
4983,6.875,1.625,2,21
4984,6.875,1.875,2,21
4985,6.875,2.125,2,19
4986,6.875,2.375,2,19
4987,6.875,2.625,2,20
4988,6.875,2.875,2,20
4989,6.875,3.125,2,19
4990,6.875,3.375,2,19
4991,6.875,3.625,2,25
4992,6.875,3.875,2,25
4993,6.875,4.125,2,22
4994,6.875,4.375,2,21
4995,6.875,4.875,2,13
4996,6.875,5.125,2,14
4997,6.875,5.375,2,14
4998,6.875,5.625,2,12
4999,6.875,5.875,2,14
5000,6.875,6.125,2,16
5001,6.875,6.375,2,25
5002,6.875,6.625,2,25
5003,6.875,6.875,3,7
5004,6.875,7.125,3,10
5005,6.875,7.375,3,10
5006,6.875,7.625,3,10
5007,6.875,7.875,3,10
5008,6.875,8.125,3,10
5009,6.875,8.375,3,10
5010,6.875,8.625,3,10
5011,6.875,8.875,3,9
5012,6.875,9.125,3,8
5013,6.875,9.375,3,2
5014,6.875,9.625,2,27
5015,6.875,9.875,2,25
5016,6.875,10.125,2,24
5017,6.875,10.375,2,23
5018,6.875,10.625,2,23
5019,6.875,10.875,2,24
5020,6.875,11.125,2,6
5021,6.875,11.375,2,7
5022,6.875,11.625,2,12
5023,6.875,11.875,3,1
5024,6.875,12.125,3,4
5025,6.875,12.375,3,10
5026,6.875,12.625,3,10
5027,6.875,12.875,3,10
5028,6.875,13.125,3,10
5029,6.875,13.375,3,10
5030,6.875,13.625,3,10
5031,6.875,13.875,3,10
5032,6.875,14.125,3,7
5033,6.875,14.375,3,7
5034,6.875,14.625,3,7
5035,6.875,14.875,3,2
5036,6.875,15.125,3,7
5037,6.875,15.375,3,8
5038,6.875,15.625,3,19
5039,6.875,15.875,3,22
5040,6.875,16.125,3,25
5041,6.875,16.375,3,25
5042,6.875,16.625,3,25
5043,6.875,17.125,3,25
5044,6.875,17.375,3,25
5045,6.875,17.625,3,25
5046,6.875,17.875,3,22
5047,6.875,18.375,3,22
5048,6.875,19.125,3,19
5049,6.875,19.375,3,17
5050,6.875,28.375,7,14
5051,6.875,29.125,4,22
5052,6.875,29.375,4,21
5053,6.875,29.625,4,21
5054,6.875,29.875,4,21
5055,6.875,30.125,4,21
5056,6.875,30.375,4,19
5057,6.875,30.625,7,5
5058,6.875,30.875,7,8
5059,6.875,31.125,7,8
5060,6.875,31.375,7,11
5061,6.875,31.625,7,11
5062,6.875,31.875,7,11
5063,6.875,32.125,7,12
5064,6.875,32.375,7,15
5065,6.875,33.625,7,17
5066,6.875,33.875,7,20
5067,6.875,34.125,7,20
5068,6.875,34.375,7,20
5069,6.875,35.375,7,31
5070,6.875,35.625,2,22
5071,6.875,35.875,2,22
5072,6.875,36.125,2,28
5073,6.875,36.625,2,22
5074,6.875,36.875,2,19
5075,6.875,37.125,1,25
5076,6.875,37.375,2,19
5077,6.875,37.625,1,29
5078,6.875,37.875,1,29
5079,6.875,38.125,2,19
5080,6.875,38.375,1,31
5081,6.875,38.625,1,28
5082,6.875,38.875,1,31
5083,6.875,39.125,2,6
5084,6.875,39.375,2,3
5085,6.875,40.125,2,27
5086,6.875,40.375,3,13
5087,6.875,40.625,4,14
5088,6.875,40.875,4,19
5089,6.625,-8.625,1,20
5090,6.625,-8.375,1,29
5091,6.625,-8.125,1,29
5092,6.625,-7.875,1,29
5093,6.625,-7.625,1,29
5094,6.625,-7.375,1,29
5095,6.625,-7.125,1,29
5096,6.625,-6.875,1,29
5097,6.625,-6.625,1,28
5098,6.625,-6.375,1,28
5099,6.625,-6.125,1,28
5100,6.625,-5.875,1,28
5101,6.625,-5.625,1,28
5102,6.625,-5.375,1,28
5103,6.625,-5.125,1,31
5104,6.625,-4.875,2,4
5105,6.625,-4.625,2,7
5106,6.625,-4.375,2,7
5107,6.625,-4.125,2,7
5108,6.625,-3.875,2,6
5109,6.625,-3.625,2,6
5110,6.625,-3.375,2,3
5111,6.625,-3.125,2,3
5112,6.625,-2.875,2,5
5113,6.625,-2.625,2,5
5114,6.625,-2.375,2,5
5115,6.625,-2.125,2,5
5116,6.625,-1.875,2,5
5117,6.625,-1.625,2,4
5118,6.625,-1.375,2,4
5119,6.625,-1.125,2,6
5120,6.625,-0.875,2,6
5121,6.625,-0.625,2,6
5122,6.625,-0.375,2,9
5123,6.625,-0.125,2,9
5124,6.625,0.125,2,10
5125,6.625,0.375,2,10
5126,6.625,0.625,2,11
5127,6.625,0.875,2,13
5128,6.625,1.125,2,17
5129,6.625,1.375,2,19
5130,6.625,1.625,2,21
5131,6.625,1.875,2,21
5132,6.625,2.125,2,21
5133,6.625,2.375,2,21
5134,6.625,2.625,2,12
5135,6.625,2.875,2,12
5136,6.625,3.125,2,18
5137,6.625,3.375,2,19
5138,6.625,3.625,2,19
5139,6.625,3.875,2,20
5140,6.625,4.125,2,20
5141,6.625,4.375,2,19
5142,6.625,4.625,2,13
5143,6.625,4.875,2,12
5144,6.625,5.125,2,12
5145,6.625,5.375,2,12
5146,6.625,5.625,2,14
5147,6.625,5.875,2,12
5148,6.625,6.125,2,14
5149,6.625,6.375,2,16
5150,6.625,6.625,2,25
5151,6.625,6.875,2,25
5152,6.625,7.125,2,29
5153,6.625,7.375,3,3
5154,6.625,7.625,3,7
5155,6.625,7.875,3,9
5156,6.625,8.125,3,9
5157,6.625,8.375,3,9
5158,6.625,8.625,3,8
5159,6.625,8.875,3,2
5160,6.625,9.125,2,25
5161,6.625,9.375,2,24
5162,6.625,9.625,2,22
5163,6.625,9.875,2,17
5164,6.625,10.125,2,17
5165,6.625,10.375,2,19
5166,6.625,10.625,2,19
5167,6.625,10.875,2,23
5168,6.625,11.125,2,19
5169,6.625,11.375,2,9
5170,6.625,11.625,2,25
5171,6.625,11.875,2,28
5172,6.625,12.125,3,1
5173,6.625,12.375,3,4
5174,6.625,12.625,3,4
5175,6.625,12.875,3,4
5176,6.625,13.125,3,4
5177,6.625,13.375,3,4
5178,6.625,13.875,2,27
5179,6.625,14.125,2,24
5180,6.625,14.375,2,24
5181,6.625,14.625,2,24
5182,6.625,14.875,2,27
5183,6.625,16.375,3,18
5184,6.625,17.125,3,19
5185,6.625,17.375,3,17
5186,6.625,17.625,3,17
5187,6.625,18.125,3,17
5188,6.625,18.375,3,16
5189,6.625,19.125,3,11
5190,6.625,19.625,3,11
5191,6.625,19.875,3,8
5192,6.625,21.875,3,1
5193,6.625,29.375,4,22
5194,6.625,29.625,4,21
5195,6.625,29.875,4,21
5196,6.625,30.125,4,24
5197,6.625,30.375,4,24
5198,6.625,30.625,7,8
5199,6.625,30.875,7,8
5200,6.625,31.125,7,11
5201,6.625,31.375,7,11
5202,6.625,31.625,7,11
5203,6.625,31.875,7,11
5204,6.625,32.625,7,15
5205,6.625,32.875,7,17
5206,6.625,33.875,7,19
5207,6.625,34.125,7,20
5208,6.625,34.375,7,21
5209,6.625,34.625,7,20
5210,6.625,34.875,7,20
5211,6.625,35.625,3,3
5212,6.625,35.875,2,28
5213,6.625,36.125,7,23
5214,6.625,36.625,2,24
5215,6.625,36.875,2,22
5216,6.625,37.125,2,19
5217,6.625,37.375,2,16
5218,6.625,37.625,2,18
5219,6.625,37.875,2,18
5220,6.625,38.125,2,19
5221,6.625,38.375,1,31
5222,6.625,38.625,1,30
5223,6.625,38.875,1,31
5224,6.625,39.125,2,6
5225,6.625,39.375,2,6
5226,6.625,39.625,2,18
5227,6.625,39.875,3,4
5228,6.625,40.125,4,8
5229,6.625,40.375,4,8
5230,6.625,40.625,4,11
5231,6.375,-8.375,1,17
5232,6.375,-8.125,1,17
5233,6.375,-7.875,1,17
5234,6.375,-7.625,1,28
5235,6.375,-7.375,1,28
5236,6.375,-7.125,1,29
5237,6.375,-6.875,1,29
5238,6.375,-6.625,1,28
5239,6.375,-6.375,1,19
5240,6.375,-6.125,1,19
5241,6.375,-5.875,1,19
5242,6.375,-5.625,1,19
5243,6.375,-5.375,1,28
5244,6.375,-5.125,1,28
5245,6.375,-4.875,1,31
5246,6.375,-4.625,2,3
5247,6.375,-4.375,2,4
5248,6.375,-4.125,2,4
5249,6.375,-3.875,1,31
5250,6.375,-3.625,1,31
5251,6.375,-3.375,1,28
5252,6.375,-3.125,1,30
5253,6.375,-2.875,1,30
5254,6.375,-2.625,2,2
5255,6.375,-2.375,2,2
5256,6.375,-2.125,2,2
5257,6.375,-1.875,2,2
5258,6.375,-1.625,2,2
5259,6.375,-1.375,2,2
5260,6.375,-1.125,2,4
5261,6.375,-0.875,2,3
5262,6.375,-0.625,2,5
5263,6.375,-0.375,2,6
5264,6.375,-0.125,2,7
5265,6.375,0.125,2,11
5266,6.375,0.375,2,14
5267,6.375,0.625,2,14
5268,6.375,0.875,2,15
5269,6.375,1.125,2,19
5270,6.375,1.375,2,21
5271,6.375,1.625,2,21
5272,6.375,1.875,2,21
5273,6.375,2.125,2,21
5274,6.375,2.375,2,16
5275,6.375,2.625,2,16
5276,6.375,2.875,2,16
5277,6.375,3.125,2,17
5278,6.375,3.375,2,17
5279,6.375,3.625,2,23
5280,6.375,3.875,2,23
5281,6.375,4.125,2,23
5282,6.375,4.375,2,16
5283,6.375,4.625,2,16
5284,6.375,4.875,2,12
5285,6.375,5.125,2,12
5286,6.375,5.375,2,12
5287,6.375,5.625,2,12
5288,6.375,5.875,2,12
5289,6.375,6.125,2,13
5290,6.375,6.375,2,14
5291,6.375,6.625,2,20
5292,6.375,6.875,2,25
5293,6.375,7.125,2,25
5294,6.375,7.375,2,25
5295,6.375,7.625,2,28
5296,6.375,7.875,2,28
5297,6.375,8.125,2,28
5298,6.375,8.375,2,25
5299,6.375,8.625,2,25
5300,6.375,8.875,2,21
5301,6.375,9.125,2,19
5302,6.375,9.375,2,13
5303,6.375,9.625,2,15
5304,6.375,9.875,2,15
5305,6.375,10.125,2,14
5306,6.375,10.375,2,23
5307,6.375,10.625,2,17
5308,6.375,10.875,2,18
5309,6.375,11.125,2,19
5310,6.375,11.375,2,25
5311,6.375,11.625,2,26
5312,6.375,11.875,2,27
5313,6.375,12.375,3,1
5314,6.375,12.625,3,4
5315,6.375,12.875,3,4
5316,6.375,13.125,3,4
5317,6.375,13.375,3,1
5318,6.375,13.625,2,27
5319,6.375,13.875,2,24
5320,6.375,14.125,2,24
5321,6.375,14.375,2,24
5322,6.375,14.625,2,27
5323,6.375,14.875,2,27
5324,6.375,15.625,3,7
5325,6.375,17.125,3,14
5326,6.375,17.375,3,13
5327,6.375,17.625,3,13
5328,6.375,18.125,3,10
5329,6.375,18.375,3,10
5330,6.375,19.125,3,4
5331,6.375,19.375,3,4
5332,6.375,21.125,2,27
5333,6.375,21.625,2,27
5334,6.375,21.875,2,27
5335,6.375,27.875,7,22
5336,6.375,29.375,4,25
5337,6.375,29.625,4,25
5338,6.375,29.875,4,25
5339,6.375,30.125,4,25
5340,6.375,30.375,7,10
5341,6.375,30.625,7,10
5342,6.375,30.875,7,10
5343,6.375,31.125,7,13
5344,6.375,31.375,7,11
5345,6.375,31.625,7,14
5346,6.375,31.875,7,14
5347,6.375,32.375,7,14
5348,6.375,32.625,7,17
5349,6.375,32.875,7,19
5350,6.375,33.125,7,19
5351,6.375,33.375,7,20
5352,6.375,33.625,7,20
5353,6.375,33.875,7,20
5354,6.375,34.125,7,20
5355,6.375,34.375,7,17
5356,6.375,34.625,7,17
5357,6.375,34.875,7,17
5358,6.375,35.875,7,17
5359,6.375,36.625,2,25
