FID,LAT,LON,MONTH,DAY
8757,-3.875,38.375,2,24
8758,-3.875,38.625,2,26
8759,-3.875,39.125,2,29
8760,-3.875,39.375,3,10
8761,-3.875,39.625,4,23
8762,-3.875,39.875,4,29
8763,-4.125,11.375,12,27
8764,-4.125,11.625,12,28
8765,-4.125,11.875,12,29
8766,-4.125,12.125,12,30
8767,-4.125,12.375,1,3
8768,-4.125,12.625,1,3
8769,-4.125,12.875,1,3
8770,-4.125,13.125,12,30
8771,-4.125,13.375,12,29
8772,-4.125,13.625,12,29
8773,-4.125,13.875,1,1
8774,-4.125,14.125,1,1
8775,-4.125,14.375,1,3
8776,-4.125,14.625,1,3
8777,-4.125,14.875,1,5
8778,-4.125,15.125,1,5
8779,-4.125,15.375,1,6
8780,-4.125,15.625,1,9
8781,-4.125,15.875,1,30
8782,-4.125,16.125,2,12
8783,-4.125,16.375,2,29
8784,-4.125,16.625,3,1
8785,-4.125,16.875,3,1
8786,-4.125,17.125,3,2
8787,-4.125,17.375,3,4
8788,-4.125,17.625,3,4
8789,-4.125,17.875,3,4
8790,-4.125,18.125,3,3
8791,-4.125,18.375,3,3
8792,-4.125,18.625,3,6
8793,-4.125,18.875,3,6
8794,-4.125,19.125,3,6
8795,-4.125,19.375,3,5
8796,-4.125,19.625,6,15
8797,-4.125,19.875,6,9
8798,-4.125,20.125,5,26
8799,-4.125,20.375,5,26
8800,-4.125,20.625,5,26
8801,-4.125,20.875,5,28
8802,-4.125,21.125,5,28
8803,-4.125,21.375,5,30
8804,-4.125,21.625,5,30
8805,-4.125,21.875,5,30
8806,-4.125,22.125,5,30
8807,-4.125,22.375,5,30
8808,-4.125,22.625,6,2
8809,-4.125,22.875,2,12
8810,-4.125,23.125,2,9
8811,-4.125,23.375,2,9
8812,-4.125,23.875,2,9
8813,-4.125,24.125,2,9
8814,-4.125,24.375,2,9
8815,-4.125,24.625,2,9
8816,-4.125,24.875,2,9
8817,-4.125,29.625,9,12
8818,-4.125,29.875,9,19
8819,-4.125,30.125,2,12
8820,-4.125,32.125,1,30
8821,-4.125,32.375,1,30
8822,-4.125,32.625,1,29
8823,-4.125,32.875,1,29
8824,-4.125,33.125,1,28
8825,-4.125,33.375,10,18
8826,-4.125,33.625,1,27
8827,-4.125,33.875,1,27
8828,-4.125,34.125,10,30
8829,-4.125,34.375,10,30
8830,-4.125,34.625,11,1
8831,-4.125,34.875,11,1
8832,-4.125,35.125,10,29
8833,-4.125,35.375,10,26
8834,-4.125,35.625,10,31
8835,-4.125,35.875,11,5
8836,-4.125,36.375,2,22
8837,-4.125,36.625,3,10
8838,-4.125,36.875,3,3
8839,-4.125,37.125,3,11
8840,-4.125,37.375,1,25
8841,-4.125,37.625,2,5
8842,-4.125,37.875,2,3
8843,-4.125,38.125,2,6
8844,-4.125,39.125,2,27
8845,-4.125,39.375,3,8
8846,-4.125,39.625,7,18
8847,-4.375,11.625,12,28
8848,-4.375,11.875,12,29
8849,-4.375,12.125,1,2
8850,-4.375,12.375,1,2
8851,-4.375,12.625,1,1
8852,-4.375,12.875,1,2
8853,-4.375,13.125,1,1
8854,-4.375,13.375,12,28
8855,-4.375,13.625,12,30
8856,-4.375,13.875,12,29
8857,-4.375,14.125,1,2
8858,-4.375,14.375,1,4
8859,-4.375,14.625,1,4
8860,-4.375,14.875,1,4
8861,-4.375,15.125,1,4
8862,-4.375,15.375,1,6
8863,-4.375,15.625,1,13
8864,-4.375,15.875,2,5
8865,-4.375,16.125,2,29
8866,-4.375,16.375,2,29
8867,-4.375,16.625,2,29
8868,-4.375,16.875,3,1
8869,-4.375,17.125,3,1
8870,-4.375,17.375,3,1
8871,-4.375,17.625,3,1
8872,-4.375,17.875,3,4
8873,-4.375,18.125,3,4
8874,-4.375,18.375,3,3
8875,-4.375,18.625,3,3
8876,-4.375,18.875,3,3
8877,-4.375,19.125,3,3
8878,-4.375,19.375,3,3
8879,-4.375,19.625,3,5
8880,-4.375,19.875,7,15
8881,-4.375,20.125,6,9
8882,-4.375,20.375,5,28
8883,-4.375,20.625,5,28
8884,-4.375,20.875,5,29
8885,-4.375,21.125,5,29
8886,-4.375,21.375,5,30
8887,-4.375,21.625,5,30
8888,-4.375,21.875,5,30
8889,-4.375,22.125,5,30
8890,-4.375,22.375,5,30
8891,-4.375,22.625,5,30
8892,-4.375,22.875,6,2
8893,-4.375,23.125,2,12
8894,-4.375,23.875,2,12
8895,-4.375,24.125,2,12
8896,-4.375,24.375,2,12
8897,-4.375,24.625,2,12
8898,-4.375,24.875,2,13
8899,-4.375,29.625,2,8
8900,-4.375,29.875,1,31
8901,-4.375,30.125,9,26
8902,-4.375,30.375,2,10
8903,-4.375,32.125,1,29
8904,-4.375,32.375,1,29
8905,-4.375,32.625,1,28
8906,-4.375,32.875,1,28
8907,-4.375,33.125,1,28
8908,-4.375,33.375,10,21
8909,-4.375,33.625,10,23
8910,-4.375,33.875,1,26
8911,-4.375,34.125,10,31
8912,-4.375,34.375,10,30
8913,-4.375,34.625,11,1
8914,-4.375,34.875,3,15
8915,-4.375,35.125,10,29
8916,-4.375,35.375,10,29
8917,-4.375,35.625,2,15
8918,-4.375,35.875,11,2
8919,-4.375,36.625,11,16
8920,-4.375,37.125,3,8
8921,-4.375,37.375,2,5
8922,-4.375,37.625,2,5
8923,-4.375,37.875,2,5
8924,-4.375,38.125,2,3
8925,-4.375,38.375,2,6
8926,-4.375,38.875,2,19
8927,-4.375,39.125,2,27
8928,-4.375,39.375,7,28
8929,-4.375,39.625,7,24
8930,-4.625,11.875,1,1
8931,-4.625,12.125,1,2
8932,-4.625,12.375,1,1
8933,-4.625,12.625,12,28
8934,-4.625,12.875,12,30
8935,-4.625,13.125,12,29
8936,-4.625,13.375,12,29
8937,-4.625,13.625,12,28
8938,-4.625,13.875,12,30
8939,-4.625,14.375,1,2
8940,-4.625,14.625,1,5
8941,-4.625,14.875,1,4
8942,-4.625,15.125,1,7
8943,-4.625,15.375,1,9
8944,-4.625,15.625,1,30
8945,-4.625,16.125,2,29
8946,-4.625,16.375,2,29
8947,-4.625,16.625,2,29
8948,-4.625,16.875,2,27
8949,-4.625,17.125,2,29
8950,-4.625,17.375,3,1
8951,-4.625,17.625,3,1
8952,-4.625,17.875,3,1
8953,-4.625,18.125,3,1
8954,-4.625,18.375,3,1
8955,-4.625,18.625,2,29
8956,-4.625,18.875,2,29
8957,-4.625,19.125,2,29
8958,-4.625,19.375,2,29
8959,-4.625,19.625,2,29
8960,-4.625,19.875,7,24
8961,-4.625,20.125,7,15
8962,-4.625,20.375,6,15
8963,-4.625,20.625,5,28
8964,-4.625,20.875,5,28
8965,-4.625,21.125,5,29
8966,-4.625,21.375,5,30
8967,-4.625,21.625,5,30
8968,-4.625,21.875,5,30
8969,-4.625,22.125,5,30
8970,-4.625,22.375,6,2
8971,-4.625,22.625,6,2
8972,-4.625,22.875,6,2
8973,-4.625,23.125,2,12
8974,-4.625,23.625,2,12
8975,-4.625,23.875,2,12
8976,-4.625,24.125,2,13
8977,-4.625,24.375,2,13
8978,-4.625,24.625,2,13
8979,-4.625,24.875,2,14
8980,-4.625,29.625,2,8
8981,-4.625,29.875,2,10
8982,-4.625,30.125,2,9
8983,-4.625,30.375,2,9
8984,-4.625,31.875,1,29
8985,-4.625,32.125,1,28
8986,-4.625,32.375,1,27
8987,-4.625,32.625,1,25
8988,-4.625,32.875,1,24
8989,-4.625,33.125,1,24
8990,-4.625,33.375,10,23
8991,-4.625,33.625,10,27
8992,-4.625,33.875,1,23
8993,-4.625,34.125,11,1
8994,-4.625,34.375,11,1
8995,-4.625,34.625,11,3
8996,-4.625,34.875,3,14
8997,-4.625,35.125,3,4
8998,-4.625,35.375,3,7
8999,-4.625,35.625,3,2
9000,-4.625,35.875,11,3
9001,-4.625,36.125,11,2
9002,-4.625,37.375,1,6
9003,-4.625,37.875,2,5
9004,-4.625,38.125,2,3
9005,-4.625,38.375,9,4
9006,-4.625,38.625,2,9
9007,-4.625,38.875,8,6
9008,-4.625,39.125,8,3
9009,-4.625,39.375,8,1
9010,-4.875,11.875,1,1
9011,-4.875,12.125,12,28
9012,-4.875,12.375,12,29
9013,-4.875,12.625,12,27
9014,-4.875,12.875,12,27
9015,-4.875,13.125,12,27
9016,-4.875,13.375,12,27
9017,-4.875,13.625,12,28
9018,-4.875,13.875,12,28
9019,-4.875,14.125,12,30
9020,-4.875,14.375,1,3
9021,-4.875,14.625,1,5
9022,-4.875,14.875,1,8
9023,-4.875,15.125,1,17
9024,-4.875,15.375,1,28
9025,-4.875,15.625,2,8
9026,-4.875,16.375,2,27
9027,-4.875,16.625,2,26
9028,-4.875,16.875,2,27
9029,-4.875,17.125,2,27
9030,-4.875,17.375,2,29
9031,-4.875,17.625,3,1
9032,-4.875,17.875,3,1
9033,-4.875,18.125,3,1
9034,-4.875,18.375,3,1
9035,-4.875,18.625,2,29
9036,-4.875,18.875,2,29
9037,-4.875,19.125,2,29
9038,-4.875,19.375,2,29
9039,-4.875,19.625,2,29
9040,-4.875,19.875,7,25
9041,-4.875,20.125,7,24
9042,-4.875,20.375,7,15
9043,-4.875,20.625,6,15
9044,-4.875,20.875,5,31
9045,-4.875,21.125,5,31
9046,-4.875,21.375,6,1
9047,-4.875,21.625,6,1
9048,-4.875,21.875,5,30
9049,-4.875,22.125,6,2
9050,-4.875,22.375,6,2
9051,-4.875,22.625,6,2
9052,-4.875,22.875,6,2
9053,-4.875,23.125,6,2
9054,-4.875,23.375,2,12
9055,-4.875,23.625,2,13
9056,-4.875,23.875,2,15
9057,-4.875,24.125,2,16
9058,-4.875,24.375,2,16
9059,-4.875,24.625,2,17
9060,-4.875,24.875,2,20
9061,-4.875,25.125,2,20
9062,-4.875,29.875,2,9
9063,-4.875,30.125,2,9
9064,-4.875,31.875,1,28
9065,-4.875,32.125,1,27
9066,-4.875,32.375,1,24
9067,-4.875,32.625,1,24
9068,-4.875,32.875,1,24
9069,-4.875,33.125,1,23
9070,-4.875,33.375,1,22
9071,-4.875,33.625,10,27
9072,-4.875,34.125,11,3
9073,-4.875,34.375,11,3
9074,-4.875,34.625,11,5
9075,-4.875,34.875,3,13
9076,-4.875,35.375,11,10
9077,-4.875,35.625,11,8
9078,-4.875,35.875,10,31
9079,-4.875,36.125,11,5
9080,-4.875,37.875,2,2
9081,-4.875,38.125,1,31
9082,-4.875,38.375,6,17
9083,-4.875,38.625,8,18
9084,-4.875,38.875,8,27
9085,-4.875,39.125,8,17
9086,-5.125,12.125,12,26
9087,-5.125,12.375,12,25
9088,-5.125,12.625,12,25
9089,-5.125,12.875,12,26
9090,-5.125,13.125,12,26
9091,-5.125,13.375,12,27
9092,-5.125,13.625,12,26
9093,-5.125,13.875,12,29
9094,-5.125,14.125,12,28
9095,-5.125,14.375,1,3
9096,-5.125,15.125,2,1
9097,-5.125,15.375,2,6
9098,-5.125,15.625,2,20
9099,-5.125,16.375,2,26
9100,-5.125,16.625,2,26
9101,-5.125,16.875,2,26
9102,-5.125,17.125,2,27
9103,-5.125,17.375,2,29
9104,-5.125,17.625,2,29
9105,-5.125,17.875,3,1
9106,-5.125,18.125,3,1
9107,-5.125,18.375,2,29
9108,-5.125,18.625,2,29
9109,-5.125,18.875,2,26
9110,-5.125,19.125,7,22
9111,-5.125,19.375,7,22
9112,-5.125,19.625,7,22
9113,-5.125,19.875,7,25
9114,-5.125,20.125,7,25
9115,-5.125,20.375,7,24
9116,-5.125,20.625,7,18
9117,-5.125,20.875,6,15
9118,-5.125,21.125,6,15
9119,-5.125,21.375,6,3
9120,-5.125,21.625,6,3
9121,-5.125,21.875,6,1
9122,-5.125,22.125,6,3
9123,-5.125,22.375,6,3
9124,-5.125,22.625,6,3
9125,-5.125,22.875,5,31
9126,-5.125,23.125,5,31
9127,-5.125,23.375,2,16
9128,-5.125,23.625,2,16
9129,-5.125,23.875,2,17
9130,-5.125,24.125,2,20
9131,-5.125,24.375,2,20
9132,-5.125,24.625,2,20
9133,-5.125,24.875,2,20
9134,-5.125,25.125,2,20
9135,-5.125,25.375,2,18
9136,-5.125,25.625,2,15
9137,-5.125,25.875,2,15
9138,-5.125,26.125,2,16
9139,-5.125,26.375,2,16
9140,-5.125,26.625,2,16
9141,-5.125,26.875,2,14
9142,-5.125,27.125,2,14
9143,-5.125,27.375,2,11
9144,-5.125,27.625,2,11
9145,-5.125,27.875,2,11
9146,-5.125,28.375,2,12
9147,-5.125,28.625,2,11
9148,-5.125,28.875,2,11
9149,-5.125,29.125,2,9
9150,-5.125,31.625,1,28
9151,-5.125,31.875,1,25
9152,-5.125,32.125,1,25
9153,-5.125,32.375,1,24
9154,-5.125,32.625,1,24
9155,-5.125,32.875,1,23
9156,-5.125,33.125,1,24
9157,-5.125,33.375,1,22
9158,-5.125,33.625,1,20
9159,-5.125,33.875,1,18
9160,-5.125,34.625,11,6
9161,-5.125,34.875,3,8
9162,-5.125,35.125,11,11
9163,-5.125,35.375,11,13
9164,-5.125,35.875,11,11
9165,-5.125,36.125,3,8
9166,-5.125,36.375,3,18
9167,-5.125,37.125,12,10
9168,-5.125,37.375,1,7
9169,-5.125,37.625,1,20
9170,-5.125,38.125,1,28
9171,-5.125,38.375,1,31
9172,-5.125,38.625,8,21
9173,-5.125,38.875,9,2
9174,-5.125,39.125,9,3
9175,-5.375,12.125,12,21
9176,-5.375,12.375,12,21
9177,-5.375,12.625,12,21
9178,-5.375,12.875,12,24
9179,-5.375,13.125,12,23
9180,-5.375,13.375,12,25
9181,-5.375,13.625,12,25
9182,-5.375,13.875,12,27
9183,-5.375,14.125,12,29
9184,-5.375,14.375,1,6
9185,-5.375,14.875,2,2
9186,-5.375,15.125,2,7
9187,-5.375,15.375,2,15
9188,-5.375,15.625,2,24
9189,-5.375,15.875,2,26
9190,-5.375,16.125,2,26
9191,-5.375,16.375,2,26
9192,-5.375,16.625,2,25
9193,-5.375,16.875,2,25
9194,-5.375,17.125,2,26
9195,-5.375,17.375,2,27
9196,-5.375,17.625,2,29
9197,-5.375,17.875,3,1
9198,-5.375,18.125,3,1
9199,-5.375,18.375,2,27
9200,-5.375,18.625,2,26
9201,-5.375,18.875,2,26
9202,-5.375,19.125,2,26
9203,-5.375,19.375,7,19
9204,-5.375,19.625,7,19
9205,-5.375,19.875,7,20
9206,-5.375,20.125,7,25
9207,-5.375,20.375,7,24
9208,-5.375,20.625,7,24
9209,-5.375,20.875,7,24
9210,-5.375,21.125,7,15
9211,-5.375,21.375,6,15
9212,-5.375,21.625,6,15
9213,-5.375,21.875,6,8
9214,-5.375,22.125,6,3
9215,-5.375,22.375,6,3
9216,-5.375,22.875,5,31
9217,-5.375,23.125,5,31
9218,-5.375,23.375,2,28
9219,-5.375,23.875,2,23
9220,-5.375,24.125,2,23
9221,-5.375,24.375,2,20
9222,-5.375,24.625,2,20
9223,-5.375,24.875,2,20
9224,-5.375,25.125,2,18
9225,-5.375,25.375,2,15
9226,-5.375,25.625,2,15
9227,-5.375,25.875,2,15
9228,-5.375,26.125,2,13
9229,-5.375,26.375,2,13
9230,-5.375,26.625,2,14
9231,-5.375,26.875,2,14
9232,-5.375,27.125,2,11
9233,-5.375,27.375,2,11
9234,-5.375,27.625,2,11
9235,-5.375,27.875,2,12
9236,-5.375,28.125,2,12
9237,-5.375,28.375,2,11
9238,-5.375,28.625,2,12
9239,-5.375,28.875,1,30
9240,-5.375,29.125,2,10
9241,-5.375,29.375,2,10
9242,-5.375,30.375,1,17
9243,-5.375,30.625,2,3
9244,-5.375,32.625,1,24
9245,-5.375,32.875,1,23
9246,-5.375,33.125,1,22
9247,-5.375,33.375,1,20
9248,-5.375,33.625,10,31
9249,-5.375,34.875,11,9
9250,-5.375,35.125,11,13
9251,-5.375,35.375,11,15
9252,-5.375,35.625,11,15
9253,-5.375,35.875,11,15
9254,-5.375,36.125,11,14
9255,-5.375,36.375,3,5
9256,-5.375,36.625,11,9
9257,-5.375,37.125,11,8
9258,-5.375,37.375,12,2
9259,-5.375,37.625,1,13
9260,-5.375,37.875,1,17
9261,-5.375,38.125,1,22
9262,-5.375,38.375,1,27
9263,-5.375,38.625,8,6
9264,-5.375,38.875,8,27
9265,-5.375,39.125,9,3
9266,-5.625,12.125,12,17
9267,-5.625,12.375,12,17
9268,-5.625,12.625,12,21
9269,-5.625,12.875,12,21
9270,-5.625,13.125,12,21
9271,-5.625,13.375,12,22
9272,-5.625,13.625,12,24
9273,-5.625,13.875,12,27
9274,-5.625,14.125,12,27
9275,-5.625,14.375,1,19
9276,-5.625,14.875,2,5
9277,-5.625,15.125,2,13
9278,-5.625,16.375,2,23
9279,-5.625,16.625,2,23
9280,-5.625,16.875,2,23
9281,-5.625,17.125,2,22
9282,-5.625,17.375,2,25
9283,-5.625,17.625,2,24
9284,-5.625,17.875,2,26
9285,-5.625,18.125,2,27
9286,-5.625,18.375,2,27
9287,-5.625,18.625,2,26
9288,-5.625,18.875,2,26
9289,-5.625,19.125,7,22
9290,-5.625,19.375,7,22
9291,-5.625,19.625,7,22
9292,-5.625,19.875,7,26
9293,-5.625,20.125,7,26
9294,-5.625,20.375,7,23
9295,-5.625,20.625,7,25
9296,-5.625,20.875,7,24
9297,-5.625,21.125,7,21
9298,-5.625,21.375,7,15
9299,-5.625,21.625,7,15
9300,-5.625,21.875,7,15
9301,-5.625,22.125,7,15
9302,-5.625,22.375,6,18
9303,-5.625,22.625,6,3
9304,-5.625,22.875,6,18
9305,-5.625,23.125,2,28
9306,-5.625,23.375,2,23
9307,-5.625,23.625,2,23
9308,-5.625,23.875,2,20
9309,-5.625,24.125,2,20
9310,-5.625,24.375,2,20
9311,-5.625,24.625,2,18
9312,-5.625,24.875,2,18
9313,-5.625,25.125,2,15
9314,-5.625,25.375,2,15
9315,-5.625,25.625,2,14
9316,-5.625,25.875,2,13
9317,-5.625,26.125,2,13
9318,-5.625,26.375,2,13
9319,-5.625,26.625,2,14
9320,-5.625,26.875,2,12
9321,-5.625,27.125,2,12
9322,-5.625,27.375,2,10
9323,-5.625,27.625,2,9
9324,-5.625,27.875,2,8
9325,-5.625,28.125,2,11
9326,-5.625,28.375,2,12
9327,-5.625,28.625,2,12
9328,-5.625,28.875,2,13
9329,-5.625,29.125,2,13
9330,-5.625,29.375,2,9
9331,-5.625,30.125,2,7
9332,-5.625,30.375,1,30
9333,-5.625,30.625,1,21
9334,-5.625,30.875,1,31
9335,-5.625,32.625,1,22
9336,-5.625,32.875,1,21
9337,-5.625,34.625,11,7
9338,-5.625,34.875,11,10
9339,-5.625,35.375,11,15
9340,-5.625,35.625,11,17
9341,-5.625,35.875,11,17
9342,-5.625,36.125,11,17
9343,-5.625,36.375,11,14
9344,-5.625,36.625,11,9
9345,-5.625,36.875,11,6
9346,-5.625,37.125,10,25
9347,-5.625,37.375,11,5
9348,-5.625,37.625,12,3
9349,-5.625,38.125,1,17
9350,-5.625,38.375,1,23
9351,-5.625,38.875,9,5
9352,-5.875,12.375,12,17
9353,-5.875,12.625,12,17
9354,-5.875,12.875,12,19
9355,-5.875,13.125,12,21
9356,-5.875,13.375,12,20
9357,-5.875,13.625,12,23
9358,-5.875,13.875,12,24
9359,-5.875,14.125,12,27
9360,-5.875,14.375,1,29
9361,-5.875,14.625,2,3
9362,-5.875,14.875,2,9
9363,-5.875,15.125,2,12
9364,-5.875,15.375,2,23
9365,-5.875,15.625,2,22
9366,-5.875,15.875,2,24
9367,-5.875,16.125,2,23
9368,-5.875,16.375,2,20
9369,-5.875,16.625,2,20
9370,-5.875,16.875,2,23
9371,-5.875,17.125,2,22
9372,-5.875,17.375,2,22
9373,-5.875,17.625,2,23
9374,-5.875,17.875,2,24
9375,-5.875,18.125,2,26
9376,-5.875,18.375,2,26
9377,-5.875,18.625,2,25
9378,-5.875,18.875,2,25
9379,-5.875,19.125,2,25
9380,-5.875,19.375,2,28
9381,-5.875,19.625,7,24
9382,-5.875,19.875,8,13
9383,-5.875,20.125,8,13
9384,-5.875,20.375,8,13
9385,-5.875,20.625,7,26
9386,-5.875,20.875,7,23
9387,-5.875,21.125,7,24
9388,-5.875,21.375,7,21
9389,-5.875,21.625,7,21
9390,-5.875,21.875,7,18
9391,-5.875,22.125,7,15
9392,-5.875,22.375,7,15
9393,-5.875,22.625,7,15
9394,-5.875,22.875,7,15
9395,-5.875,23.125,2,23
9396,-5.875,23.375,2,20
9397,-5.875,23.625,2,17
9398,-5.875,23.875,2,17
9399,-5.875,24.125,2,17
9400,-5.875,24.375,2,18
9401,-5.875,24.625,2,15
9402,-5.875,24.875,2,15
9403,-5.875,25.125,2,15
9404,-5.875,25.375,2,14
9405,-5.875,25.625,2,14
9406,-5.875,25.875,2,13
9407,-5.875,26.125,2,13
9408,-5.875,26.375,2,13
9409,-5.875,26.625,2,12
9410,-5.875,26.875,2,12
9411,-5.875,27.125,2,9
9412,-5.875,27.375,2,10
9413,-5.875,27.625,2,8
9414,-5.875,27.875,2,8
9415,-5.875,28.125,2,9
9416,-5.875,28.375,2,12
9417,-5.875,28.625,2,11
9418,-5.875,28.875,2,11
9419,-5.875,29.125,2,11
9420,-5.875,29.375,2,11
9421,-5.875,29.875,2,7
9422,-5.875,30.125,2,7
9423,-5.875,30.375,2,5
9424,-5.875,30.625,1,11
9425,-5.875,32.625,1,22
9426,-5.875,32.875,1,21
9427,-5.875,34.125,11,3
9428,-5.875,34.625,11,7
9429,-5.875,34.875,11,13
9430,-5.875,35.125,11,15
9431,-5.875,35.375,11,18
9432,-5.875,35.625,11,17
9433,-5.875,35.875,11,17
9434,-5.875,36.125,11,19
9435,-5.875,36.375,11,17
9436,-5.875,36.625,11,12
9437,-5.875,36.875,10,30
9438,-5.875,37.125,10,21
9439,-5.875,37.375,10,16
9440,-5.875,37.875,12,3
9441,-5.875,38.375,1,14
9442,-5.875,38.625,1,20
9443,-5.875,38.875,9,9
9444,-6.125,12.375,12,15
9445,-6.125,12.625,12,17
9446,-6.125,12.875,12,19
9447,-6.125,13.125,12,19
9448,-6.125,13.375,12,20
9449,-6.125,13.625,12,20
9450,-6.125,13.875,12,23
9451,-6.125,14.125,1,30
9452,-6.125,14.375,2,1
9453,-6.125,14.625,2,6
9454,-6.125,14.875,1,31
9455,-6.125,15.125,2,3
9456,-6.125,15.375,2,17
9457,-6.125,15.625,2,21
9458,-6.125,15.875,2,21
9459,-6.125,16.125,2,20
9460,-6.125,16.375,2,20
9461,-6.125,16.625,2,19
9462,-6.125,16.875,2,19
9463,-6.125,17.125,2,20
9464,-6.125,17.375,2,20
9465,-6.125,17.625,2,19
9466,-6.125,17.875,2,22
9467,-6.125,18.125,2,22
9468,-6.125,18.375,2,23
9469,-6.125,18.625,2,23
9470,-6.125,18.875,2,23
9471,-6.125,19.125,2,25
9472,-6.125,19.375,2,25
9473,-6.125,19.625,8,14
9474,-6.125,19.875,8,14
9475,-6.125,20.125,8,13
9476,-6.125,20.375,8,13
9477,-6.125,20.625,8,13
9478,-6.125,20.875,7,26
9479,-6.125,21.125,7,25
9480,-6.125,21.375,7,24
9481,-6.125,21.625,7,24
9482,-6.125,21.875,7,24
9483,-6.125,22.125,7,24
9484,-6.125,22.375,7,18
9485,-6.125,22.625,7,18
9486,-6.125,22.875,7,24
9487,-6.125,23.125,7,27
9488,-6.125,23.375,2,17
9489,-6.125,23.625,2,14
9490,-6.125,23.875,2,15
9491,-6.125,24.125,2,15
9492,-6.125,24.375,2,15
9493,-6.125,24.625,2,15
9494,-6.125,24.875,2,14
9495,-6.125,25.125,2,14
9496,-6.125,25.375,2,13
9497,-6.125,25.625,2,13
9498,-6.125,25.875,2,11
9499,-6.125,26.125,2,14
9500,-6.125,26.375,2,14
9501,-6.125,26.625,2,11
9502,-6.125,26.875,2,10
9503,-6.125,27.125,2,8
9504,-6.125,27.375,2,8
9505,-6.125,27.625,2,6
9506,-6.125,27.875,2,8
9507,-6.125,28.125,2,8
9508,-6.125,28.375,2,11
9509,-6.125,28.625,2,11
9510,-6.125,28.875,1,21
9511,-6.125,29.125,1,30
9512,-6.125,29.375,2,10
9513,-6.125,29.875,2,8
9514,-6.125,30.125,1,27
9515,-6.125,30.375,1,30
9516,-6.125,30.625,3,14
9517,-6.125,31.125,1,29
9518,-6.125,31.375,1,26
9519,-6.125,32.125,1,23
9520,-6.125,33.875,10,31
9521,-6.125,34.125,11,4
9522,-6.125,34.875,11,14
9523,-6.125,35.125,11,16
9524,-6.125,35.375,11,17
9525,-6.125,35.625,11,17
9526,-6.125,35.875,11,19
9527,-6.125,36.125,11,17
9528,-6.125,36.375,11,17
9529,-6.125,36.625,11,11
9530,-6.125,36.875,11,3
9531,-6.125,37.125,10,21
9532,-6.125,37.375,10,13
9533,-6.125,37.625,10,27
9534,-6.125,37.875,11,10
9535,-6.125,38.125,12,6
9536,-6.125,38.375,12,23
9537,-6.375,12.375,12,15
9538,-6.375,12.625,12,15
9539,-6.375,12.875,12,16
9540,-6.375,13.125,12,16
9541,-6.375,13.375,12,19
9542,-6.375,13.625,12,20
9543,-6.375,13.875,12,23
9544,-6.375,14.125,1,31
9545,-6.375,14.375,2,5
9546,-6.375,14.625,2,8
9547,-6.375,14.875,1,31
9548,-6.375,15.125,2,3
9549,-6.375,15.375,2,8
9550,-6.375,15.625,2,17
9551,-6.375,15.875,2,18
9552,-6.375,16.125,2,18
9553,-6.375,16.375,2,18
9554,-6.375,16.625,2,17
9555,-6.375,16.875,2,16
9556,-6.375,17.125,2,18
9557,-6.375,17.375,2,17
9558,-6.375,17.625,2,19
9559,-6.375,17.875,2,19
9560,-6.375,18.125,2,19
9561,-6.375,18.375,2,19
9562,-6.375,18.625,2,20
9563,-6.375,18.875,2,23
9564,-6.375,19.125,2,23
9565,-6.375,19.375,2,22
9566,-6.375,19.625,8,14
9567,-6.375,19.875,8,14
9568,-6.375,20.125,8,14
9569,-6.375,20.375,8,13
9570,-6.375,20.625,8,13
9571,-6.375,20.875,7,29
9572,-6.375,21.125,7,26
9573,-6.375,21.375,7,25
9574,-6.375,21.625,7,24
9575,-6.375,21.875,7,24
9576,-6.375,22.125,7,24
9577,-6.375,22.375,7,24
9578,-6.375,22.625,7,24
9579,-6.375,22.875,7,28
9580,-6.375,23.125,8,3
9581,-6.375,23.375,2,15
9582,-6.375,23.625,2,12
9583,-6.375,23.875,2,13
9584,-6.375,24.125,2,13
9585,-6.375,24.375,2,13
9586,-6.375,24.625,2,13
9587,-6.375,24.875,2,13
9588,-6.375,25.125,2,13
9589,-6.375,25.375,2,13
9590,-6.375,25.625,2,13
9591,-6.375,25.875,2,11
9592,-6.375,26.125,2,11
9593,-6.375,26.375,2,11
9594,-6.375,26.625,2,10
9595,-6.375,26.875,2,10
9596,-6.375,27.125,2,8
9597,-6.375,27.375,2,6
9598,-6.375,27.625,2,5
9599,-6.375,27.875,2,5
9600,-6.375,28.125,2,8
9601,-6.375,28.375,2,8
9602,-6.375,28.625,2,11
9603,-6.375,28.875,2,8
9604,-6.375,29.125,1,20
9605,-6.375,29.375,2,8
9606,-6.375,30.875,1,29
9607,-6.375,31.125,1,29
9608,-6.375,31.375,1,26
9609,-6.375,34.875,11,14
9610,-6.375,35.125,11,17
9611,-6.375,35.375,11,17
9612,-6.375,35.625,11,17
9613,-6.375,35.875,11,17
9614,-6.375,36.125,11,17
9615,-6.375,36.375,11,15
9616,-6.375,36.625,11,8
9617,-6.375,36.875,10,19
9618,-6.375,37.375,10,16
9619,-6.375,37.625,10,12
9620,-6.375,38.375,11,13
9621,-6.375,38.625,12,2
9622,-6.375,38.875,12,28
9623,-6.625,12.625,12,15
9624,-6.625,12.875,12,15
9625,-6.625,13.125,12,16
9626,-6.625,13.375,12,16
9627,-6.625,13.625,12,17
9628,-6.625,13.875,2,1
9629,-6.625,14.125,2,3
