cellid,robust_vcr_10,robust_vcr_20,robust_vcr_30,robust_vcr_40,robust_vcr_50,robust_vcr_60,robust_vcr_70,robust_vcr_80,robust_vcr_90,robust_profitable_10,robust_profitable_20,robust_profitable_30,robust_profitable_40,robust_profitable_50,robust_profitable_60,robust_profitable_70,robust_profitable_80,robust_profitable_90,naive_vcr_10,naive_vcr_20,naive_vcr_30,naive_vcr_40,naive_vcr_50,naive_vcr_60,naive_vcr_70,naive_vcr_80,naive_vcr_90,naive_profitable_10,naive_profitable_20,naive_profitable_30,naive_profitable_40,naive_profitable_50,naive_profitable_60,naive_profitable_70,naive_profitable_80,naive_profitable_90,class_nono_10,class_yesyes_10,class_type1_10,class_type2_10,class_nono_20,class_yesyes_20,class_type1_20,class_type2_20,class_nono_30,class_yesyes_30,class_type1_30,class_type2_30,class_nono_40,class_yesyes_40,class_type1_40,class_type2_40,class_nono_50,class_yesyes_50,class_type1_50,class_type2_50,class_nono_60,class_yesyes_60,class_type1_60,class_type2_60,class_nono_70,class_yesyes_70,class_type1_70,class_type2_70,class_nono_80,class_yesyes_80,class_type1_80,class_type2_80,class_nono_90,class_yesyes_90,class_type1_90,class_type2_90,lat,lon,f_to_m_prratio_robust,prneeded_robust,prneeded_val_robust,f_to_m_prratio_naive,prneeded_naive,prneeded_val_naive
7932,1.307572,1.774127,1.95338,2.106442,2.340557,2.610981,2.824538,3.173522,3.527028,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,36.625,3.996915,Profitable if F to M below 5,2,8.673717,Profitable if F to M below 10,3
7933,1.67559,2.060477,2.305346,2.606636,2.880451,3.074913,3.251144,3.660214,4.126231,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,36.875,4.662455,Profitable if F to M below 5,2,8.673717,Profitable if F to M below 10,3
7934,2.790885,3.191989,3.462347,3.711359,3.925456,4.119346,4.314447,4.514063,4.842591,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,37.125,7.084495,Profitable if F to M below 10,3,8.673717,Profitable if F to M below 10,3
7935,3.329523,3.737999,3.92879,4.153633,4.397985,4.59444,4.738617,5.029143,5.388726,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,37.375,8.03891,Profitable if F to M below 10,3,8.673717,Profitable if F to M below 10,3
7936,4.254739,4.478051,4.733441,4.937389,5.16455,5.269573,5.454546,5.558421,5.944602,1,1,1,1,1,1,1,1,1,12.2978,12.2978,12.2978,12.2978,12.2978,12.2978,12.2978,12.2978,12.2978,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,37.625,9.665504,Profitable if F to M below 10,3,16.35608,Profitable even if F to M above 10,4
7937,4.510243,4.746149,4.953179,5.04871,5.218269,5.435777,5.525998,5.931266,6.294154,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,37.875,10.13497,Profitable even if F to M above 10,4,11.53124,Profitable even if F to M above 10,4
7938,2.907749,3.035725,3.181686,3.298116,3.38525,3.528036,3.687816,3.808501,4.094683,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,38.125,6.501501,Profitable if F to M below 10,3,11.53124,Profitable even if F to M above 10,4
7939,3.673083,3.999886,4.121892,4.228722,4.307137,4.423407,4.534708,4.665429,4.871529,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,38.375,8.42042,Profitable if F to M below 10,3,11.53124,Profitable even if F to M above 10,4
7940,2.081387,2.269625,2.436825,2.573168,2.663774,2.808568,2.881003,3.11809,3.432605,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,38.625,4.969168,Profitable if F to M below 5,2,11.53124,Profitable even if F to M above 10,4
7941,2.154931,2.500325,2.674931,2.903363,3.031404,3.205801,3.324098,3.456051,3.699036,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,39.875,5.437761,Profitable if F to M below 10,3,11.53124,Profitable even if F to M above 10,4
7942,1.455789,1.714463,1.982379,2.207826,2.297747,2.508355,2.711434,2.97424,3.125194,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.375,40.125,4.056252,Profitable if F to M below 5,2,11.53124,Profitable even if F to M above 10,4
7943,-0.2436678,-0.0313386,0.1394946,0.3680923,0.579739,0.706821,1.024866,1.279997,1.650635,1,0,0,0,0,0,0,0,0,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.375,41.375,0.2648542,Profitable if F to M below 5,2,11.53124,Profitable even if F to M above 10,4
7944,0.8134152,1.266239,1.495572,1.746775,1.874035,2.116297,2.211821,2.538988,2.840891,1,1,1,1,1,1,1,0,0,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.375,41.625,2.995348,Profitable if F to M below 5,2,4.888548,Profitable if F to M below 5,2
7949,1.442282,1.705245,1.816022,1.982655,2.1046,2.233624,2.444702,2.723277,2.909406,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,13.125,3.71586,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7950,1.741187,1.989168,2.194688,2.281461,2.377178,2.712449,2.926977,3.18121,3.628578,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,13.375,4.490669,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7951,2.334579,2.545088,2.720256,2.994681,3.153025,3.21565,3.330109,3.593757,3.938849,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,13.625,5.560618,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
7953,2.232201,2.533849,2.715784,2.895713,3.021812,3.140056,3.301683,3.545236,3.786891,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,14.125,5.55394,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
7954,2.519837,2.724957,2.866025,3.022528,3.16786,3.246651,3.510554,3.918724,4.362041,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,14.375,5.864328,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
7955,1.992111,2.234105,2.488434,2.621776,2.826071,2.949228,3.142804,3.408184,3.921702,1,1,1,1,1,1,1,1,1,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,14.625,5.072311,Profitable if F to M below 10,3,4.569558,Profitable if F to M below 5,2
7956,0.4332567,0.5683415,0.8758553,1.109721,1.272173,1.367069,1.632437,1.865848,2.404645,1,1,1,1,0,0,0,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,14.875,1.747678,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7957,0.4336551,0.5648127,0.9634401,1.133365,1.389097,1.532989,1.671984,1.964272,2.369883,1,1,1,1,1,0,0,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,15.125,1.95654,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7958,-0.2542609,0.0333947,0.3084948,0.4458055,0.7168521,0.9833341,1.223518,1.521074,2.335928,1,1,0,0,0,0,0,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,15.375,0.5609219,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7959,0.3201218,0.8382815,1.032883,1.323173,1.475099,1.8378,2.314743,2.484679,2.878314,1,1,1,1,1,1,0,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,15.625,2.113438,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7960,0.8279959,1.057252,1.381248,1.574299,1.729949,2.108445,2.41321,2.80733,3.194874,1,1,1,1,1,1,1,0,0,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,3.435758,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.625,15.875,2.82257,Profitable if F to M below 5,2,4.569558,Profitable if F to M below 5,2
7985,2.526832,3.339837,3.809077,3.953073,4.251321,4.512843,5.035949,5.685748,6.365183,1,1,1,1,1,1,1,1,1,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.625,24.375,7.781341,Profitable if F to M below 10,3,-2.200677,Profitable at no price,1
7989,-0.7517679,-0.3614094,0.0669844,0.3978848,0.8102646,1.129966,1.445205,2.082554,2.792037,1,1,1,0,0,0,0,0,0,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,27.625,0.1284819,Profitable if F to M below 5,2,-2.200677,Profitable at no price,1
7990,-0.0584179,0.2055222,0.5339375,0.7533364,1.0054,1.28487,1.540454,1.873155,3.031007,1,1,1,0,0,0,0,0,0,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,27.875,1.092518,Profitable if F to M below 5,2,-2.200677,Profitable at no price,1
7991,-0.0638675,0.2842093,0.4528304,0.9391702,1.058876,1.523604,1.87084,2.381639,2.674038,1,1,1,1,0,0,0,0,0,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,28.125,0.9265606,Profitable if F to M below 5,2,-2.200677,Profitable at no price,1
7992,-0.3352085,0.0940929,0.3516441,0.6606014,0.9017788,1.114895,1.427297,1.770552,2.028378,1,1,1,0,0,0,0,0,0,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,-1.654645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,28.375,0.7195179,Profitable if F to M below 5,2,-2.200677,Profitable at no price,1
7993,0.0015703,0.6596612,1.180211,1.504247,1.83595,2.370681,3.183601,3.659894,4.156337,1,1,1,1,1,1,0,0,0,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,28.625,2.251904,Profitable if F to M below 5,2,0.4874849,Profitable if F to M below 5,2
7994,-3.956642,-3.543562,-3.331567,-3.142447,-2.870862,-2.662594,-2.17121,-1.953202,-1.723404,0,0,0,0,0,0,0,0,0,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0.36653,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-1.625,28.875,-6.827248,Profitable at no price,1,0.4874849,Profitable if F to M below 5,2
7995,-8.976532,-8.419825,-8.027987,-7.920498,-7.595563,-7.058713,-6.806626,-6.361703,-6.003261,0,0,0,0,0,0,0,0,0,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,29.375,-16.44525,Profitable at no price,1,15.85468,Profitable even if F to M above 10,4
7996,-4.240232,-3.875115,-3.660625,-3.257661,-2.886934,-2.647355,-2.394415,-2.104997,-1.395137,0,0,0,0,0,0,0,0,0,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,29.625,-7.490202,Profitable at no price,1,15.85468,Profitable even if F to M above 10,4
7997,-2.914651,-2.395357,-2.080989,-1.82524,-1.575813,-1.36461,-1.182782,-0.8162224,-0.3322874,0,0,0,0,0,0,0,0,0,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,29.875,-4.264637,Profitable at no price,1,15.85468,Profitable even if F to M above 10,4
7998,-1.833451,-1.361431,-1.185308,-0.9158868,-0.6397613,-0.4494925,-0.0975894,0.2343099,0.641216,0,0,0,0,0,0,0,0,0,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,11.92081,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,30.125,-2.425322,Profitable at no price,1,15.85468,Profitable even if F to M above 10,4
7999,-0.462498,0.1229541,0.3870555,0.6799375,0.9565004,1.068413,1.242013,1.518832,1.907073,1,1,0,0,0,0,0,0,0,5.193699,5.193699,5.193699,5.193699,5.193699,5.193699,5.193699,5.193699,5.193699,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,30.375,0.7919751,Profitable if F to M below 5,2,6.90762,Profitable if F to M below 10,3
8000,0.7578932,1.08794,1.449123,1.620352,1.760835,1.945364,2.1261,2.669772,3.149984,1,1,1,1,1,1,1,0,0,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.625,31.125,2.957487,Profitable if F to M below 5,2,4.56076,Profitable if F to M below 5,2
8001,0.6190834,0.8912786,1.114031,1.390111,1.610659,1.917022,2.27418,2.720439,3.635774,1,1,1,1,1,1,0,0,0,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,31.375,2.250389,Profitable if F to M below 5,2,4.56076,Profitable if F to M below 5,2
8002,0.5693274,0.7321924,1.043434,1.39095,1.77271,1.882499,2.137724,2.313998,2.737954,1,1,1,1,1,1,0,0,0,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,3.429143,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,31.625,2.135027,Profitable if F to M below 5,2,4.56076,Profitable if F to M below 5,2
8003,2.125009,2.359182,2.599239,2.71797,2.98427,3.249443,3.555869,3.79771,4.151318,1,1,1,1,1,1,1,1,1,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,33.625,5.318444,Profitable if F to M below 10,3,11.12951,Profitable even if F to M above 10,4
8004,2.283136,2.570872,2.81604,3.053202,3.255712,3.574151,3.907793,4.30717,4.716318,1,1,1,1,1,1,1,1,1,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.625,33.875,5.761365,Profitable if F to M below 10,3,1.154444,Profitable if F to M below 5,2
8005,1.494927,1.871462,2.117404,2.205326,2.401884,2.585829,2.795711,2.995634,3.437283,1,1,1,1,1,1,1,1,1,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,8.368054,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,34.125,4.332535,Profitable if F to M below 5,2,11.12951,Profitable even if F to M above 10,4
8006,2.491907,3.008446,3.207831,3.558289,3.782914,4.104652,4.336941,4.619206,5.092219,1,1,1,1,1,1,1,1,1,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.625,34.375,6.540661,Profitable if F to M below 10,3,1.154444,Profitable if F to M below 5,2
8007,1.191026,1.521469,1.726352,1.95785,2.203877,2.396062,2.578811,2.968247,3.241053,1,1,1,1,1,1,1,1,0,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0.8680032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,-1.625,34.625,3.495191,Profitable if F to M below 5,2,1.154444,Profitable if F to M below 5,2
8008,-0.7399607,-0.3000758,-0.061616,0.0844773,0.2071158,0.3380865,0.4734249,0.8721477,1.107037,0,0,0,0,0,0,0,0,0,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,35.375,-0.1260757,Profitable at no price,1,8.673717,Profitable if F to M below 10,3
8009,0.5675007,0.8439233,1.040864,1.230039,1.486578,1.681176,1.90871,2.203534,2.400051,1,1,1,1,1,0,0,0,0,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,36.125,2.037665,Profitable if F to M below 5,2,11.53124,Profitable even if F to M above 10,4
8010,0.7108029,0.9388708,1.030465,1.191893,1.325485,1.657875,1.875726,2.07443,2.29156,1,1,1,1,1,0,0,0,0,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1.625,36.375,2.095477,Profitable if F to M below 5,2,11.53124,Profitable even if F to M above 10,4
8011,2.317708,2.625335,2.830197,3.096612,3.338855,3.522383,3.817281,4.118659,4.359126,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,36.625,5.754181,Profitable if F to M below 10,3,8.673717,Profitable if F to M below 10,3
8012,3.040335,3.278298,3.454117,3.798315,4.005997,4.075557,4.361038,4.590921,5.036795,1,1,1,1,1,1,1,1,1,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,6.521593,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,37.125,7.067655,Profitable if F to M below 10,3,8.673717,Profitable if F to M below 10,3
8013,3.323713,3.647578,3.933008,4.185799,4.323417,4.457994,4.682191,4.853115,5.124238,1,1,1,1,1,1,1,1,1,13.29391,13.29391,13.29391,13.29391,13.29391,13.29391,13.29391,13.29391,13.29391,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,37.375,8.047541,Profitable if F to M below 10,3,17.6809,Profitable even if F to M above 10,4
8014,3.34728,3.608022,3.768245,3.979922,4.139052,4.265373,4.446619,4.688684,5.012811,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,37.625,7.692717,Profitable if F to M below 10,3,11.53124,Profitable even if F to M above 10,4
8015,3.892148,4.252673,4.541442,4.722703,4.921259,5.176978,5.458459,5.69701,5.911175,1,1,1,1,1,1,1,1,1,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,8.670102,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.625,37.875,9.292489,Profitable if F to M below 10,3,11.53124,Profitable even if F to M above 10,4
