cellid,robust_vcr_10,robust_vcr_20,robust_vcr_30,robust_vcr_40,robust_vcr_50,robust_vcr_60,robust_vcr_70,robust_vcr_80,robust_vcr_90,robust_profitable_10,robust_profitable_20,robust_profitable_30,robust_profitable_40,robust_profitable_50,robust_profitable_60,robust_profitable_70,robust_profitable_80,robust_profitable_90,naive_vcr_10,naive_vcr_20,naive_vcr_30,naive_vcr_40,naive_vcr_50,naive_vcr_60,naive_vcr_70,naive_vcr_80,naive_vcr_90,naive_profitable_10,naive_profitable_20,naive_profitable_30,naive_profitable_40,naive_profitable_50,naive_profitable_60,naive_profitable_70,naive_profitable_80,naive_profitable_90,class_nono_10,class_yesyes_10,class_type1_10,class_type2_10,class_nono_20,class_yesyes_20,class_type1_20,class_type2_20,class_nono_30,class_yesyes_30,class_type1_30,class_type2_30,class_nono_40,class_yesyes_40,class_type1_40,class_type2_40,class_nono_50,class_yesyes_50,class_type1_50,class_type2_50,class_nono_60,class_yesyes_60,class_type1_60,class_type2_60,class_nono_70,class_yesyes_70,class_type1_70,class_type2_70,class_nono_80,class_yesyes_80,class_type1_80,class_type2_80,class_nono_90,class_yesyes_90,class_type1_90,class_type2_90,lat,lon,f_to_m_prratio_robust,prneeded_robust,prneeded_val_robust,f_to_m_prratio_naive,prneeded_naive,prneeded_val_naive
14074,7.042423,7.64643,8.126356,8.412099,8.622026,8.942825,9.422217,9.771321,10.31677,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,19.875,16.5916,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14075,7.564481,7.970928,8.203712,8.824537,9.163729,9.420156,9.794904,10.13134,10.56384,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,20.125,16.78606,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14076,8.086107,8.580953,8.799202,9.050686,9.283927,9.550501,9.841894,10.1102,10.66367,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,20.375,18.00452,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14077,6.722376,7.229188,7.723557,8.069689,8.437453,8.672695,9.136676,9.626268,10.03926,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,20.625,15.74514,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14078,6.977518,7.380486,7.724083,7.840772,8.022566,8.298198,8.65274,9.116417,9.83007,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,20.875,15.7914,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14079,7.335013,7.924545,8.364971,8.763315,9.156002,9.40056,9.550153,9.918072,10.48701,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,21.125,17.08154,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14080,6.811891,7.176518,7.76122,8.063702,8.441987,8.765142,9.043154,9.546152,10.09186,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,21.375,15.86497,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14081,6.090928,7.122838,7.382945,7.600552,7.904225,8.474388,8.815118,9.370438,9.997868,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,21.625,15.10664,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14082,6.494379,7.09385,7.465091,7.755178,7.993491,8.471176,8.775883,9.131304,9.623338,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,21.875,15.27472,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14083,6.185903,7.043673,7.2458,7.491269,7.915144,8.237644,8.609229,9.10931,9.637953,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,22.125,14.75604,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14084,5.468433,6.239535,6.536691,6.966536,7.233694,7.423194,7.744777,8.388597,8.723333,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,22.375,13.36121,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14085,6.231322,7.115853,7.356702,7.639908,7.856575,8.123367,8.375703,8.570918,9.190554,1,1,1,1,1,1,1,1,1,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,22.625,15.02905,Profitable even if F to M above 10,4,0.0055552,Profitable if F to M below 5,2
14086,6.010028,6.538029,6.943991,7.494489,7.773517,8.000351,8.172944,8.613594,9.088497,1,1,1,1,1,1,1,1,1,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,22.875,14.20789,Profitable even if F to M above 10,4,0.0055552,Profitable if F to M below 5,2
14087,6.843029,7.560148,7.988316,8.282757,8.703884,8.928143,9.292213,9.60807,10.4824,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,23.375,16.34532,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14088,7.242171,7.730298,8.273935,8.936209,9.079737,9.435406,9.664929,10.03198,10.50074,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,23.625,16.88134,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14089,7.502034,8.049156,8.439361,8.775036,9.169001,9.401388,9.730533,10.15857,10.70876,1,1,1,1,1,1,1,1,1,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,3.6756,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-18.125,23.875,17.26192,Profitable even if F to M above 10,4,4.888548,Profitable if F to M below 5,2
14090,7.689157,8.2841,8.693361,8.921849,9.071055,9.389885,9.733271,10.02514,10.34459,1,1,1,1,1,1,1,1,1,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,24.125,17.73485,Profitable even if F to M above 10,4,0.0055552,Profitable if F to M below 5,2
14091,6.136848,6.965514,7.830731,8.000171,8.420658,8.683771,9.03798,9.574696,10.45613,1,1,1,1,1,1,1,1,1,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,24.625,16.01658,Profitable even if F to M above 10,4,0.0055552,Profitable if F to M below 5,2
14092,7.135977,7.524586,7.935627,8.262148,8.667713,9.05069,9.503029,9.868583,10.40976,1,1,1,1,1,1,1,1,1,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0.0041768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,25.375,16.23751,Profitable even if F to M above 10,4,0.0055552,Profitable if F to M below 5,2
14093,4.905485,5.46242,6.173051,6.49665,7.091976,7.458943,8.214304,8.752249,9.443948,1,1,1,1,1,1,1,1,1,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,25.625,12.62016,Profitable even if F to M above 10,4,-0.1860464,Profitable at no price,1
14094,4.512221,5.05102,5.523696,6.315564,6.731415,6.903166,7.639449,8.189752,8.591022,1,1,1,1,1,1,1,1,1,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,25.875,11.29401,Profitable even if F to M above 10,4,-0.1860464,Profitable at no price,1
14095,4.930276,6.387777,7.045587,7.39907,7.826526,8.154441,8.554478,8.917992,9.897272,1,1,1,1,1,1,1,1,1,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,26.125,14.41635,Profitable even if F to M above 10,4,-0.1860464,Profitable at no price,1
14096,2.966449,4.011613,4.493698,4.864882,5.268834,5.613843,6.339336,6.892673,7.615438,1,1,1,1,1,1,1,1,1,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,-0.1398845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-18.125,26.375,9.177721,Profitable if F to M below 10,3,-0.1860464,Profitable at no price,1
