cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"1",".4527858198","nan","2.487834215","nan","nan","nan","1.738792181","nan","6.209971905","9.553803444","nan","nan","16.375","-16.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10",".3276147246","nan","1.800081015","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","16.375","-12.125","nan","nan","nan","nan","nan","nan","nan","nan"
"100",".4896437824",".6412338018","2.690350533","nan",".7889999747","nan","1.738792181","4.835421085","6.209971905","9.553803444","1","1","15.625","4.625","0","0","1","1","0","0","0","0"
"1000",".9374890327","nan","5.151038647","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-9.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10000","1.345074177","1.381304622","7.390517235","nan",".9570000172","nan",".9162558317",".626219511","3.272342205","5.034372807","0","1","-7.625","28.125","0","0","0","1","1","0","0","0"
"10001","1.517519593","1.661887407","8.338020325","nan",".9789999723","nan",".9162558317",".6134243011","3.272342205","5.034372807","0","1","-7.625","28.375","0","0","0","1","1","0","0","0"
"10002","1.651823997","1.793974161","9.075955391","nan",".9890000224","nan","1.408392668","1.388791203","5.029973984","7.73842144","1","1","-7.625","29.375","0","0","1","1","0","0","0","0"
"10003","1.621700525","1.711394668","8.910442352","nan",".9900000095","nan","1.408392668","1.357417107","5.029973984","7.73842144","1","1","-7.625","29.625","0","0","1","1","0","0","0","0"
"10004","1.635477066","1.696699619","8.98613739","nan",".9720000029","nan","1.408392668","1.324070692","5.029973984","7.73842144","1","1","-7.625","29.875","0","0","1","1","0","0","0","0"
"10005","1.525605321","1.465648174","8.382447243","nan",".9750000238","nan","1.408392668","1.270023227","5.029973984","7.73842144","1","1","-7.625","30.125","0","0","1","1","0","0","0","0"
"10006","1.604597092","1.40779686","8.816467285","nan",".9869999886","nan",".4379849434","-.3415118754","1.564231992","2.406510592","0","0","-7.625","31.125","0","0","0","0","1","1","0","0"
"10007","1.068742514",".5667958856","5.872211933","nan",".8000000119","nan","1.49477911","1.184745669","5.338496685","8.213071823","1","1","-7.625","31.875","0","0","1","1","0","0","0","0"
"10008",".861379683",".2038652748","4.732855797","nan",".6589999795","nan",".8908963203",".24835594","3.18177247","4.89503479","0","0","-7.625","35.125","1","1","0","0","0","0","0","0"
"10009","1.031085253",".4287385345","5.665304184","nan",".7630000114","nan",".8908963203",".2304791212","3.18177247","4.89503479","0","0","-7.625","35.375","0","0","0","0","1","1","0","0"
"1001","1.002461195","nan","5.50802803","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-8.875","nan","nan","nan","nan","nan","nan","nan","nan"
"10010","1.350650787",".8977341652","7.421157837","nan",".8650000095","nan",".8908963203",".253583014","3.18177247","4.89503479","0","0","-7.625","35.625","0","0","0","0","1","1","0","0"
"10011","1.34941411",".9250797629","7.414362907","nan",".8840000033","nan",".4379849434","-.3747556806","1.564231992","2.406510592","0","0","-7.625","35.875","0","0","0","0","1","1","0","0"
"10012","1.187402964",".7046213746","6.524191856","nan",".8379999995","nan",".4379849434","-.3688106537","1.564231992","2.406510592","0","0","-7.625","36.125","0","0","0","0","1","1","0","0"
"10013","1.168827295",".8188823462","6.422127724","nan",".8270000219","nan","1.49477911","1.317254066","5.338496685","8.213071823","1","1","-7.625","36.875","0","0","1","1","0","0","0","0"
"10014","1.059362769",".6699945927","5.820674896","nan",".8159999847","nan","1.49477911","1.355180502","5.338496685","8.213071823","1","1","-7.625","37.125","0","0","1","1","0","0","0","0"
"10015",".813796401",".4221853614","4.471408844","nan",".7609999776","nan","1.49477911","1.615295768","5.338496685","8.213071823","1","1","-7.625","38.875","0","0","1","1","0","0","0","0"
"10016",".7703582644",".3679248691","4.232737541","nan",".7149999738","nan","1.49477911","1.645297408","5.338496685","8.213071823","1","1","-7.625","39.125","0","0","1","1","0","0","0","0"
"10017",".5927612782",".2803142965","3.256929874","nan",".6880000234","nan",".4780912399",".0297236666","1.707468748","2.626874924","0","0","-7.875","13.125","1","1","0","0","0","0","0","0"
"10018",".6213895679",".318111062","3.414228439","nan",".7080000043","nan",".4780912399",".0113578187","1.707468748","2.626874924","0","0","-7.875","13.375","0","0","0","0","1","1","0","0"
"10019",".7103831768",".4570147097","3.903204441","nan",".7609999776","nan",".4780912399","-.0204999521","1.707468748","2.626874924","0","0","-7.875","13.625","0","0","0","0","1","1","0","0"
"1002",".8273311853","nan","4.545775414","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-8.625","nan","nan","nan","nan","nan","nan","nan","nan"
"10020","1.112608194","1.284486771","6.113231659","nan",".9399999976","nan",".4780912399","-.0175964572","1.707468748","2.626874924","0","0","-7.875","13.875","0","0","0","0","1","1","0","0"
"10021","1.154392719","1.338567734","6.342817307","nan",".9250000119","nan",".4780912399","-.033927504","1.707468748","2.626874924","0","0","-7.875","14.125","0","0","0","0","1","1","0","0"
"10022","1.121171117","1.272954106","6.160281181","nan",".9300000072","nan",".4780912399","-.0299298503","1.707468748","2.626874924","0","0","-7.875","14.375","0","0","0","0","1","1","0","0"
"10023","1.310106993","1.6736449","7.198390007","nan",".9399999976","nan",".4780912399","-.0254314747","1.707468748","2.626874924","0","0","-7.875","14.625","0","0","0","0","1","1","0","0"
"10024","1.46531105","1.783412457","8.051160812","nan",".9610000253","nan",".4780912399","-.0923792869","1.707468748","2.626874924","0","0","-7.875","14.875","0","0","0","0","1","1","0","0"
"10025","1.739829659","2.32486248","9.559503555","nan",".9980000257","nan",".1147877574","-.780662477",".4099562764",".6307019591","0","0","-7.875","15.125","0","0","0","0","1","1","0","0"
"10026",".597869277",".0102949291","3.284996033","nan",".5870000124","nan",".5653105974","-.0452585816","2.018966436","3.106102228","0","0","-7.875","15.375","1","1","0","0","0","0","0","0"
"10027","1.80276072","2.334178925","9.90527916","nan",".9959999919","nan",".5653105974",".0460939109","2.018966436","3.106102228","0","0","-7.875","15.625","0","0","0","0","1","1","0","0"
"10028","1.822740316","2.412866592","10.01505661","nan","1","nan",".1147877574","-.7857600451",".4099562764",".6307019591","0","0","-7.875","15.875","0","0","0","0","1","1","0","0"
"10029","1.522273064","1.729061842","8.36413765","nan",".9929999709","nan",".1147877574","-.7938737273",".4099562764",".6307019591","0","0","-7.875","16.125","0","0","0","0","1","1","0","0"
"1003",".8301361203","nan","4.561187744","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-8.375","nan","nan","nan","nan","nan","nan","nan","nan"
"10030","1.352117062","1.448804379","7.429214478","nan",".9610000253","nan",".1147877574","-.7918283343",".4099562764",".6307019591","0","0","-7.875","16.375","0","0","0","0","1","1","0","0"
"10031","1.22417748","1.32916069","6.726249695","nan",".9670000076","nan",".4780912399","-.0896343216","1.707468748","2.626874924","0","0","-7.875","16.625","0","0","0","0","1","1","0","0"
"10032","1.23152709","1.371981382","6.766633034","nan",".9679999948","nan",".4780912399","-.0812321678","1.707468748","2.626874924","0","0","-7.875","16.875","0","0","0","0","1","1","0","0"
"10033","1.182249188","1.293572187","6.495874405","nan",".9649999738","nan",".4780912399","-.0729466453","1.707468748","2.626874924","0","0","-7.875","17.125","0","0","0","0","1","1","0","0"
"10034","1.107482672","1.166415095","6.085069656","nan",".9359999895","nan",".4780912399","-.0650112256","1.707468748","2.626874924","0","0","-7.875","17.375","0","0","0","0","1","1","0","0"
"10035","1.504701018","2.053137302","8.267587662","nan",".9909999967","nan",".9162558317",".8615958691","3.272342205","5.034372807","0","1","-7.875","18.625","0","0","0","1","1","0","0","0"
"10036","1.394601822","1.957294822","7.662647247","nan",".9860000014","nan",".9162558317",".9433938861","3.272342205","5.034372807","0","1","-7.875","18.875","0","0","0","1","1","0","0","0"
"10037","1.433176398","2.050686359","7.874595642","nan",".9779999852","nan",".9162558317",".950227499","3.272342205","5.034372807","0","1","-7.875","19.125","0","0","0","1","1","0","0","0"
"10038","1.405244946","1.992388487","7.72112608","nan",".9720000029","nan",".1147877574","-.7549971342",".4099562764",".6307019591","0","0","-7.875","19.375","0","0","0","0","1","1","0","0"
"10039","1.263979673","1.702625513","6.944942951","nan",".9530000091","nan",".1147877574","-.7544231415",".4099562764",".6307019591","0","0","-7.875","19.625","0","0","0","0","1","1","0","0"
"1004",".9289526939","nan","5.104135513","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-8.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10040","1.334319592","1.859529972","7.33142662","nan",".9639999866","nan",".1147877574","-.7539517879",".4099562764",".6307019591","0","0","-7.875","19.875","0","0","0","0","1","1","0","0"
"10041","1.295627117","1.789884806","7.118830681","nan",".9629999995","nan",".1147877574","-.7535820007",".4099562764",".6307019591","0","0","-7.875","20.125","0","0","0","0","1","1","0","0"
"10042","1.27628541","1.740653515","7.01255703","nan",".9629999995","nan",".1147877574","-.7533125281",".4099562764",".6307019591","0","0","-7.875","20.375","0","0","0","0","1","1","0","0"
"10043","1.18360579","1.544121265","6.503328323","nan",".9300000072","nan",".1147877574","-.7531421185",".4099562764",".6307019591","0","0","-7.875","20.625","0","0","0","0","1","1","0","0"
"10044","1.222939491","1.687572718","6.719447136","nan",".9610000253","nan",".1147877574","-.7483367324",".4099562764",".6307019591","0","0","-7.875","20.875","0","0","0","0","1","1","0","0"
"10045","1.177211404","1.581052542","6.468194962","nan",".9369999766","nan",".1147877574","-.7484333515",".4099562764",".6307019591","0","0","-7.875","21.125","0","0","0","0","1","1","0","0"
"10046","1.159635782","1.527482271","6.371624947","nan",".9150000215","nan",".1147877574","-.7486292124",".4099562764",".6307019591","0","0","-7.875","21.375","0","0","0","0","1","1","0","0"
"10047","1.204889297","1.636606097","6.620270729","nan",".9449999928","nan",".1147877574","-.7489232421",".4099562764",".6307019591","0","0","-7.875","21.625","0","0","0","0","1","1","0","0"
"10048","1.263884306","1.755341053","6.944418907","nan",".9340000153","nan",".9162558317",".9971343875","3.272342205","5.034372807","0","1","-7.875","22.125","0","0","0","1","1","0","0","0"
"10049","1.180923462","1.565545201","6.48859024","nan",".9120000005","nan",".9162558317",".9924941063","3.272342205","5.034372807","0","1","-7.875","22.375","0","0","0","1","1","0","0","0"
"1005","1.012779236","nan","5.564721107","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-7.875","nan","nan","nan","nan","nan","nan","nan","nan"
"10050","1.279006362","1.784451842","7.027507782","nan",".9570000172","nan",".9162558317","1.003409266","3.272342205","5.034372807","1","1","-7.875","22.625","0","0","1","1","0","0","0","0"
"10051","1.266046286","1.75699234","6.956298828","nan",".949000001","nan",".9162558317",".9970078468","3.272342205","5.034372807","0","1","-7.875","22.875","0","0","0","1","1","0","0","0"
"10052","1.221744776","1.65789175","6.712883949","nan",".9390000105","nan",".9162558317",".9898612499","3.272342205","5.034372807","0","1","-7.875","23.125","0","0","0","1","1","0","0","0"
"10053","1.233500242","1.672326326","6.77747345","nan",".9639999866","nan",".9162558317",".9819732308","3.272342205","5.034372807","0","1","-7.875","23.375","0","0","0","1","1","0","0","0"
"10054","1.242138147","1.673821688","6.824934959","nan",".9330000281","nan",".9162558317",".9733455777","3.272342205","5.034372807","0","1","-7.875","23.625","0","0","0","1","1","0","0","0"
"10055","1.431393147","2.068494797","7.864797115","nan",".9879999757","nan",".9162558317",".9639784098","3.272342205","5.034372807","0","1","-7.875","23.875","0","0","0","1","1","0","0","0"
"10056","1.407705545","2.053289652","7.734645844","nan",".9890000224","nan",".9162558317",".9861460924","3.272342205","5.034372807","0","1","-7.875","24.125","0","0","0","1","1","0","0","0"
"10057","1.374320865","1.398119688","7.551213741","nan",".9549999833","nan",".9162558317",".6007720232","3.272342205","5.034372807","0","1","-7.875","24.375","0","0","0","1","1","0","0","0"
"10058","1.361062527","1.385348201","7.478365421","nan",".97299999","nan",".9162558317",".6044109464","3.272342205","5.034372807","0","1","-7.875","24.625","0","0","0","1","1","0","0","0"
"10059","1.491229773","1.616073251","8.193571091","nan",".9620000124","nan",".9162558317",".6073980331","3.272342205","5.034372807","0","1","-7.875","24.875","0","0","0","1","1","0","0","0"
"1006",".8019850254","nan","4.406511307","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-7.625","nan","nan","nan","nan","nan","nan","nan","nan"
"10060","1.370256662","1.409701347","7.52888298","nan",".9350000024","nan",".9162558317",".6096814871","3.272342205","5.034372807","0","1","-7.875","25.125","0","0","0","1","1","0","0","0"
"10061","1.309027433","1.296118259","7.19245863","nan",".9309999943","nan",".9162558317",".6112069488","3.272342205","5.034372807","0","1","-7.875","25.375","0","0","0","1","1","0","0","0"
"10062","1.256477118","1.208918095","6.903720379","nan",".9120000005","nan",".9162558317",".6119154096","3.272342205","5.034372807","0","1","-7.875","25.625","0","0","0","1","1","0","0","0"
"10063","1.233317614","1.168520093","6.776470184","nan",".9419999719","nan",".9162558317",".6117434502","3.272342205","5.034372807","0","1","-7.875","25.875","0","0","0","1","1","0","0","0"
"10064","1.205285072","1.115988016","6.62244606","nan",".8870000243","nan",".9162558317",".6106236577","3.272342205","5.034372807","0","1","-7.875","26.125","0","0","0","1","1","0","0","0"
"10065","1.298449039","1.275773644","7.134335518","nan",".9380000234","nan",".9162558317",".6084855795","3.272342205","5.034372807","0","1","-7.875","26.375","0","0","0","1","1","0","0","0"
"10066","1.394464374","1.486048818","7.661891937","nan",".9710000157","nan",".9162558317",".6305379868","3.272342205","5.034372807","0","1","-7.875","26.625","0","0","0","1","1","0","0","0"
"10067","1.30406642","1.316437244","7.165200233","nan",".9739999771","nan",".9162558317",".6273790002","3.272342205","5.034372807","0","1","-7.875","26.875","0","0","0","1","1","0","0","0"
"10068","1.182195783","1.090756416","6.49558115","nan",".9039999843","nan",".9162558317",".6230514646","3.272342205","5.034372807","0","1","-7.875","27.125","0","0","0","1","1","0","0","0"
"10069","1.287707806","1.304620266","7.075317383","nan",".9369999766","nan",".9162558317",".6365260482","3.272342205","5.034372807","0","1","-7.875","27.375","0","0","0","1","1","0","0","0"
"1007",".6677843332","nan","3.66914463","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-7.375","nan","nan","nan","nan","nan","nan","nan","nan"
"10070","1.282066226","1.270113111","7.044320107","nan",".9380000234","nan",".9162558317",".6260679364","3.272342205","5.034372807","0","1","-7.875","27.625","0","0","0","1","1","0","0","0"
"10071","1.281202793","1.254707813","7.039575577","nan",".9300000072","nan",".9162558317",".6143581867","3.272342205","5.034372807","0","1","-7.875","27.875","0","0","0","1","1","0","0","0"
"10072","1.312547207","1.266529441","7.211797714","nan",".9200000167","nan",".9162558317",".5869907141","3.272342205","5.034372807","0","1","-7.875","28.375","0","0","0","1","1","0","0","0"
"10073","1.345838308","1.273425579","7.394715786","nan",".9139999747","nan",".9162558317",".5556489825","3.272342205","5.034372807","0","1","-7.875","28.625","0","0","0","1","1","0","0","0"
"10074","1.724062204","1.87690568","9.472869873","nan",".9879999757","nan",".9162558317",".5268805623","3.272342205","5.034372807","0","1","-7.875","29.125","0","0","0","1","1","0","0","0"
"10075","1.747251987","1.808380723","9.60028553","nan",".9890000224","nan","1.408392668","1.264870524","5.029973984","7.73842144","1","1","-7.875","29.625","0","0","1","1","0","0","0","0"
"10076","1.859074712","1.948859572","10.21469593","nan",".9789999723","nan","1.408392668","1.22979486","5.029973984","7.73842144","1","1","-7.875","29.875","0","0","1","1","0","0","0","0"
"10077","1.355530024","1.136073112","7.447966576","nan",".9679999948","nan","1.408392668","1.216929913","5.029973984","7.73842144","1","1","-7.875","30.125","0","0","1","1","0","0","0","0"
"10078","1.198611021",".8525828719","6.585774422","nan",".9120000005","nan",".9162558317",".4186748266","3.272342205","5.034372807","0","1","-7.875","30.375","0","0","0","1","1","0","0","0"
"10079","1.770104527","1.599083424","9.725849152","nan",".9929999709","nan",".4379849434","-.3579415679","1.564231992","2.406510592","0","0","-7.875","31.125","0","0","0","0","1","1","0","0"
"1008",".6680188179","nan","3.670432806","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-7.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10080","1.623918295","1.324173927","8.922628403","nan",".9879999757","nan",".4379849434","-.3731911182","1.564231992","2.406510592","0","0","-7.875","31.375","0","0","0","0","1","1","0","0"
"10081","1.325582743",".8629258871","7.283421516","nan",".9449999928","nan",".4379849434","-.3850914836","1.564231992","2.406510592","0","0","-7.875","31.625","0","0","0","0","1","1","0","0"
"10082","1.51528573",".8652037382","8.325745583","nan",".8949999809","nan",".4379849434","-.4616464972","1.564231992","2.406510592","0","0","-7.875","33.375","0","0","0","0","1","1","0","0"
"10083","1.442670345",".8671834469","7.926760674","nan",".8809999824","nan",".8908963203",".1607437879","3.18177247","4.89503479","0","0","-7.875","35.125","0","0","0","0","1","1","0","0"
"10084","1.496817827",".9806209803","8.224273682","nan",".9100000262","nan",".4379849434","-.4178992212","1.564231992","2.406510592","0","0","-7.875","35.375","0","0","0","0","1","1","0","0"
"10085","1.337932825",".8208454847","7.351279736","nan",".8439999819","nan",".4379849434","-.4060706198","1.564231992","2.406510592","0","0","-7.875","35.625","0","0","0","0","1","1","0","0"
"10086","1.107817411",".5233571529","6.086909294","nan",".7699999809","nan",".4379849434","-.3980978429","1.564231992","2.406510592","0","0","-7.875","35.875","0","0","0","0","1","1","0","0"
"10087","1.288947582",".7893983126","7.082129478","nan",".8529999852","nan",".4379849434","-.3911727369","1.564231992","2.406510592","0","0","-7.875","36.125","0","0","0","0","1","1","0","0"
"10088","1.04730165",".512937963","5.754404545","nan",".7720000148","nan","1.49477911","1.161748409","5.338496685","8.213071823","1","1","-7.875","36.875","0","0","1","1","0","0","0","0"
"10089",".8279281855",".4171090722","4.549055576","nan",".7590000033","nan","1.49477911","1.558772922","5.338496685","8.213071823","1","1","-7.875","38.875","0","0","1","1","0","0","0","0"
"1009",".5498550534","nan","3.021181583","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-6.875","nan","nan","nan","nan","nan","nan","nan","nan"
"10090",".8585616946",".4969292879","4.717371941","nan",".7889999747","nan","1.49477911","1.614915013","5.338496685","8.213071823","1","1","-7.875","39.375","0","0","1","1","0","0","0","0"
"10093",".6658271551",".4865143895","3.658390999","nan",".7570000291","nan",".4780912399",".0643910617","1.707468748","2.626874924","0","0","-8.125","13.375","0","0","0","0","1","1","0","0"
"10094",".7032307386",".4336881638","3.863904953","nan",".7450000048","nan",".4780912399","-.0257281456","1.707468748","2.626874924","0","0","-8.125","13.625","0","0","0","0","1","1","0","0"
"10095",".9972880483",".9924681783","5.479604721","nan",".90200001","nan",".4780912399","-.042946741","1.707468748","2.626874924","0","0","-8.125","13.875","0","0","0","0","1","1","0","0"
"10096","1.236502767","1.474435925","6.793971062","nan",".9720000029","nan",".4780912399","-.0397548936","1.707468748","2.626874924","0","0","-8.125","14.125","0","0","0","0","1","1","0","0"
"10097","1.240183353","1.499468088","6.814194679","nan",".9110000134","nan",".4780912399","-.0360466056","1.707468748","2.626874924","0","0","-8.125","14.375","0","0","0","0","1","1","0","0"
"10098","1.156642914","1.177046895","6.355181217","nan",".8799999952","nan",".4780912399","-.1028402671","1.707468748","2.626874924","0","0","-8.125","14.625","0","0","0","0","1","1","0","0"
"10099","1.400274992","1.639193296","7.693819046","nan",".9520000219","nan",".4780912399","-.0976378471","1.707468748","2.626874924","0","0","-8.125","14.875","0","0","0","0","1","1","0","0"
"101",".4153464437",".3977942467","2.282123089","nan",".7310000062","nan","1.738792181","4.844118595","6.209971905","9.553803444","1","1","15.625","4.875","0","0","1","1","0","0","0","0"
"1010",".687962532","nan","3.780014038","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-6.625","nan","nan","nan","nan","nan","nan","nan","nan"
"10100","1.406128526","1.667167187","7.725980759","nan",".949000001","nan",".1147877574","-.7819888592",".4099562764",".6307019591","0","0","-8.125","15.125","0","0","0","0","1","1","0","0"
"10101",".6852442026",".2184910178","3.765078068","nan",".6650000215","nan",".5653105974",".0080279475","2.018966436","3.106102228","0","0","-8.125","15.375","1","1","0","0","0","0","0","0"
"10102","1.533446312","1.81323266","8.42552948","nan",".9580000043","nan",".5653105974",".0383186862","2.018966436","3.106102228","0","0","-8.125","15.625","0","0","0","0","1","1","0","0"
"10103","1.557828546","1.748179436","8.559497833","nan",".9539999962","nan",".1147877574","-.7977765799",".4099562764",".6307019591","0","0","-8.125","15.875","0","0","0","0","1","1","0","0"
"10104","1.642323732","1.916663408","9.023756027","nan",".9829999804","nan",".1147877574","-.7958646417",".4099562764",".6307019591","0","0","-8.125","16.125","0","0","0","0","1","1","0","0"
"10105","1.342449307","1.530586004","7.376094818","nan",".9869999886","nan",".4780912399","-.0982601568","1.707468748","2.626874924","0","0","-8.125","16.625","0","0","0","0","1","1","0","0"
"10106","1.328775406","1.521339178","7.300963402","nan",".97299999","nan",".4780912399","-.0901955888","1.707468748","2.626874924","0","0","-8.125","16.875","0","0","0","0","1","1","0","0"
"10107","1.308414817","1.516326904","7.189092636","nan",".9800000191","nan",".4780912399","-.0822872892","1.707468748","2.626874924","0","0","-8.125","17.125","0","0","0","0","1","1","0","0"
"10108","1.255352378","1.431482434","6.897540569","nan",".9639999866","nan",".4780912399","-.0746975616","1.707468748","2.626874924","0","0","-8.125","17.375","0","0","0","0","1","1","0","0"
"10109","1.239559293","1.415999174","6.810765266","nan",".9599999785","nan",".1147877574","-.7761282921",".4099562764",".6307019591","0","0","-8.125","17.625","0","0","0","0","1","1","0","0"
"1011",".6893942356","nan","3.787880421","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-6.375","nan","nan","nan","nan","nan","nan","nan","nan"
"10110","1.334186554","1.622682095","7.330695629","nan",".9879999757","nan",".1147877574","-.7745617628",".4099562764",".6307019591","0","0","-8.125","17.875","0","0","0","0","1","1","0","0"
"10111","1.362979412","1.688050032","7.4888978","nan",".9750000238","nan",".1147877574","-.7731382847",".4099562764",".6307019591","0","0","-8.125","18.125","0","0","0","0","1","1","0","0"
"10112","1.436578274","1.856233001","7.893286705","nan",".9850000143","nan",".1147877574","-.7718541026",".4099562764",".6307019591","0","0","-8.125","18.375","0","0","0","0","1","1","0","0"
"10113","1.629793286","2.249592066","8.954908371","nan",".9940000176","nan",".1147877574","-.7706808448",".4099562764",".6307019591","0","0","-8.125","18.625","0","0","0","0","1","1","0","0"
"10114","1.435489774","1.87750113","7.887306213","nan",".9869999886","nan",".1147877574","-.7696115375",".4099562764",".6307019591","0","0","-8.125","18.875","0","0","0","0","1","1","0","0"
"10115","1.473185301","1.965500355","8.094425201","nan",".9879999757","nan",".1147877574","-.7686761022",".4099562764",".6307019591","0","0","-8.125","19.125","0","0","0","0","1","1","0","0"
"10116","1.452610254","1.943130732","7.981375217","nan",".9800000191","nan",".1147877574","-.767929554",".4099562764",".6307019591","0","0","-8.125","19.375","0","0","0","0","1","1","0","0"
"10117","1.384490609","1.804947734","7.60709095","nan",".9589999914","nan",".1147877574","-.7673028708",".4099562764",".6307019591","0","0","-8.125","19.625","0","0","0","0","1","1","0","0"
"10118","1.420125484","1.881800175","7.802886963","nan",".9720000029","nan",".1147877574","-.766770184",".4099562764",".6307019591","0","0","-8.125","19.875","0","0","0","0","1","1","0","0"
"10119","1.451499462","2.081053734","7.975272179","nan",".9819999933","nan",".1147877574","-.7563470602",".4099562764",".6307019591","0","0","-8.125","20.125","0","0","0","0","1","1","0","0"
"1012",".6489864588","nan","3.565859795","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-6.125","nan","nan","nan","nan","nan","nan","nan","nan"
"10120","1.351762652","1.869152546","7.427267075","nan",".9700000286","nan",".1147877574","-.7561183572",".4099562764",".6307019591","0","0","-8.125","20.375","0","0","0","0","1","1","0","0"
"10121","1.367292404","1.906545162","7.512595654","nan",".9649999738","nan",".1147877574","-.7559893131",".4099562764",".6307019591","0","0","-8.125","20.625","0","0","0","0","1","1","0","0"
"10122","1.247015715","1.650216341","6.851734161","nan",".9670000076","nan",".1147877574","-.7559586763",".4099562764",".6307019591","0","0","-8.125","20.875","0","0","0","0","1","1","0","0"
"10123","1.148332119","1.438460231","6.309516907","nan",".925999999","nan",".1147877574","-.7560254931",".4099562764",".6307019591","0","0","-8.125","21.125","0","0","0","0","1","1","0","0"
"10124","1.277454138","1.712029219","7.018978596","nan",".9539999962","nan",".1147877574","-.7561886907",".4099562764",".6307019591","0","0","-8.125","21.375","0","0","0","0","1","1","0","0"
"10125","1.197099328","1.537956476","6.577468872","nan",".9539999962","nan",".1147877574","-.7564473748",".4099562764",".6307019591","0","0","-8.125","21.625","0","0","0","0","1","1","0","0"
"10126","1.308706403","1.760748267","7.190694809","nan",".9559999704","nan",".9162558317",".9412603378","3.272342205","5.034372807","0","1","-8.125","21.875","0","0","0","1","1","0","0","0"
"10127","1.26982975","1.720761538","6.977086544","nan",".9350000024","nan",".9162558317",".9719865322","3.272342205","5.034372807","0","1","-8.125","22.125","0","0","0","1","1","0","0","0"
"10128","1.211593866","1.598220944","6.657109261","nan",".9359999895","nan",".9162558317",".9669455886","3.272342205","5.034372807","0","1","-8.125","22.375","0","0","0","1","1","0","0","0"
"10129","1.23397553","1.632361412","6.780085564","nan",".9530000091","nan",".9162558317",".9611403942","3.272342205","5.034372807","0","1","-8.125","22.625","0","0","0","1","1","0","0","0"
"1013",".5187644958","nan","2.850354195","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.125","-5.875","nan","nan","nan","nan","nan","nan","nan","nan"
"10130","1.294746876","1.754541636","7.113993645","nan",".9430000186","nan",".9162558317",".9545753598","3.272342205","5.034372807","0","1","-8.125","22.875","0","0","0","1","1","0","0","0"
"10131","1.297406912","1.753014922","7.128609657","nan",".9520000219","nan",".9162558317",".9472528696","3.272342205","5.034372807","0","1","-8.125","23.125","0","0","0","1","1","0","0","0"
"10132","1.319266915","1.783966064","7.248719215","nan",".9440000057","nan",".9162558317",".9354165792","3.272342205","5.034372807","0","1","-8.125","23.375","0","0","0","1","1","0","0","0"
"10133","1.371495485","1.946119905","7.535689831","nan",".9359999895","nan",".9162558317",".9634812474","3.272342205","5.034372807","0","1","-8.125","23.625","0","0","0","1","1","0","0","0"
"10134","1.399394751","1.976470947","7.68898201","nan",".9769999981","nan",".9162558317",".9519984722","3.272342205","5.034372807","0","1","-8.125","23.875","0","0","0","1","1","0","0","0"
"10135","1.433568716","1.434294224","7.876750946","nan",".9789999723","nan",".9162558317",".5576617122","3.272342205","5.034372807","0","1","-8.125","24.125","0","0","0","1","1","0","0","0"
"10136","1.456335068","1.471954346","8.001840591","nan",".9739999771","nan",".9162558317",".561182797","3.272342205","5.034372807","0","1","-8.125","24.375","0","0","0","1","1","0","0","0"
"10137","1.472682714","1.512290478","8.091663361","nan",".9610000253","nan",".9162558317",".5640737414","3.272342205","5.034372807","0","1","-8.125","24.625","0","0","0","1","1","0","0","0"
"10138","1.43850565","1.481851101","7.903877258","nan",".9570000172","nan",".9162558317",".5802863836","3.272342205","5.034372807","0","1","-8.125","24.875","0","0","0","1","1","0","0","0"
