cellid,y_pred_sim_dif_probT_cfrobust,irr_sim_probT_cfrobust,cr_sim_probT_cfrobust,crnrt_sim_probT_cfrobust,irr_sim_gtP_cfrobust,irrnrt_sim_gtP_cfrobust,y_pred_sim_dif_probT_naive,irr_sim_probT_naive,cr_sim_probT_naive,crnrt_sim_probT_naive,irr_sim_gtP_naive,irrnrt_sim_gtP_naive,lat,lon,class_nono_probT,classnrt_nono_probT,class_yesyes_probT,classnrt_yesyes_probT,class_type1_probT,classnrt_type1_probT,class_type2_probT,classnrt_type2_probT
"7507",".7296999693",".4128982425","4.009340286","nan",".7340000272","nan",".702849865",".361035943","2.510178089","3.861812353","0","1","-.125","36.625","0","0","0","1","1","0","0","0"
"7508",".6436933279",".2434543669","3.536776543","nan",".6750000119","nan",".702849865",".3531209826","2.510178089","3.861812353","0","1","-.125","36.875","1","0","0","0","0","0","0","1"
"7509",".7193450928",".3890249729","3.952445745","nan",".7289999723","nan",".702849865",".3587464392","2.510178089","3.861812353","0","1","-.125","37.125","0","0","0","1","1","0","0","0"
"751",".8091540337","nan","4.445900917","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-8.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7510","1.607966065","2.098114014","8.834978104","nan",".9679999948","nan",".702849865",".3558280766","2.510178089","3.861812353","0","1","-.125","37.625","0","0","0","1","1","0","0","0"
"7511","1.423230886","1.813687086","7.819950104","nan",".9509999752","nan","1.57352829","2.112777233","5.619743824","8.645759583","1","1","-.125","37.875","0","0","1","1","0","0","0","0"
"7512",".7537248731",".4712884426","4.141345501","nan",".7760000229","nan","1.57352829","2.073615789","5.619743824","8.645759583","1","1","-.125","38.125","0","0","1","1","0","0","0","0"
"7513",".653272748",".2780244052","3.589410543","nan",".6930000186","nan","1.57352829","2.071189404","5.619743824","8.645759583","1","1","-.125","38.375","0","0","0","0","0","0","1","1"
"7514",".4096373916","-.2063101232","2.250754833","nan",".4499999881","nan","1.57352829","2.057962418","5.619743824","8.645759583","1","1","-.125","39.125","0","0","0","0","0","0","1","1"
"7515",".380472362","-.2607956529","2.090507507","nan",".4289999902","nan","1.57352829","2.052232027","5.619743824","8.645759583","1","1","-.125","39.375","0","0","0","0","0","0","1","1"
"7516",".4099526405","nan","2.252486944","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.125","40.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7517",".3598877788","nan","1.977405548","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.125","40.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7518",".3951237798","nan","2.171010017","nan","nan","nan","1.738792181","nan","6.209971905","9.553803444","nan","nan","-.125","42.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7519",".4029358625","nan","2.213933468","nan","nan","nan","1.738792181","nan","6.209971905","9.553803444","nan","nan","-.125","42.875","nan","nan","nan","nan","nan","nan","nan","nan"
"752",".7067394257","nan","3.883183956","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-8.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7520","1.134124756","2.592676163","6.231454372","nan",".97299999","nan",".9677560329","2.059687138","3.456271648","5.317340851","1","1","-.375","9.375","0","0","1","1","0","0","0","0"
"7521","1.006417036","2.111451149","5.529764175","nan",".9559999704","nan",".9677560329","1.981775522","3.456271648","5.317340851","1","1","-.375","9.625","0","0","1","1","0","0","0","0"
"7522","1.05344367","2.294877529","5.788151741","nan",".9559999704","nan",".9677560329","2.017806768","3.456271648","5.317340851","1","1","-.375","10.375","0","0","1","1","0","0","0","0"
"7523","1.118975878","2.501928329","6.148219585","nan",".9800000191","nan",".9677560329","2.035244703","3.456271648","5.317340851","1","1","-.375","14.125","0","0","1","1","0","0","0","0"
"7524","1.044006348","2.290917397","5.736298561","nan",".9649999738","nan",".9677560329","2.047441006","3.456271648","5.317340851","1","1","-.375","14.375","0","0","1","1","0","0","0","0"
"7525","1.098853588","2.316080809","6.037656784","nan",".9819999933","nan",".9677560329","1.926510572","3.456271648","5.317340851","1","1","-.375","14.625","0","0","1","1","0","0","0","0"
"7526","1.129067063","2.421052456","6.203665257","nan",".9950000048","nan",".9677560329","1.936466694","3.456271648","5.317340851","1","1","-.375","14.875","0","0","1","1","0","0","0","0"
"7527","1.07075882","2.261310339","5.883290291","nan",".9869999886","nan",".9677560329","1.946084976","3.456271648","5.317340851","1","1","-.375","15.125","0","0","1","1","0","0","0","0"
"7528","1.097573519","2.349851131","6.030623436","nan",".9950000048","nan",".9677560329","1.955328107","3.456271648","5.317340851","1","1","-.375","15.375","0","0","1","1","0","0","0","0"
"7529","1.074603796","2.294353485","5.904416084","nan",".9789999723","nan",".9677560329","1.964160085","3.456271648","5.317340851","1","1","-.375","15.625","0","0","1","1","0","0","0","0"
"753",".6423639655","nan","3.529472351","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-8.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7530","1.076457739","2.126815796","5.914603233","nan",".9860000014","nan",".9677560329","1.809762716","3.456271648","5.317340851","1","1","-.375","15.875","0","0","1","1","0","0","0","0"
"7531","1.015032768","1.908438206","5.577103615","nan",".9900000095","nan",".9677560329","1.762915373","3.456271648","5.317340851","1","1","-.375","16.125","0","0","1","1","0","0","0","0"
"7532",".9508431554","1.723639011","5.224412918","nan",".9390000105","nan",".9677560329","1.759849429","3.456271648","5.317340851","1","1","-.375","16.625","0","0","1","1","0","0","0","0"
"7533","1.082336426","1.931825995","5.946903706","nan",".9840000272","nan",".9677560329","1.623883486","3.456271648","5.317340851","1","1","-.375","17.375","0","0","1","1","0","0","0","0"
"7534","1.101923585","2.104124069","6.054525375","nan",".9850000143","nan",".9677560329","1.730261445","3.456271648","5.317340851","1","1","-.375","17.625","0","0","1","1","0","0","0","0"
"7535","1.021349192","1.85517323","5.611808777","nan",".9829999804","nan",".9677560329","1.704425931","3.456271648","5.317340851","1","1","-.375","17.875","0","0","1","1","0","0","0","0"
"7536","1.077266335","2.009160757","5.919045448","nan",".9480000138","nan",".9677560329","1.70258975","3.456271648","5.317340851","1","1","-.375","18.125","0","0","1","1","0","0","0","0"
"7537","1.148264647","2.299327374","6.309145927","nan",".9670000076","nan",".9677560329","1.783078909","3.456271648","5.317340851","1","1","-.375","18.375","0","0","1","1","0","0","0","0"
"7538","1.105790377","2.029345274","6.075770855","nan",".9610000253","nan",".9677560329","1.652537584","3.456271648","5.317340851","1","1","-.375","18.625","0","0","1","1","0","0","0","0"
"7539","1.066014051","1.924480319","5.85722065","nan",".9380000234","nan",".9677560329","1.65362215","3.456271648","5.317340851","1","1","-.375","18.875","0","0","1","1","0","0","0","0"
"754",".5825149417","nan","3.200631618","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-7.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7540","1.096100807","1.757648706","6.022532463","nan",".949000001","nan",".9677560329","1.433467388","3.456271648","5.317340851","1","1","-.375","19.125","0","0","1","1","0","0","0","0"
"7541","1.069857836","1.695320606","5.878339767","nan",".9399999976","nan",".9677560329","1.43719089","3.456271648","5.317340851","1","1","-.375","19.375","0","0","1","1","0","0","0","0"
"7542","1.089390278","1.74973917","5.985661507","nan",".9169999957","nan",".9677560329","1.439705491","3.456271648","5.317340851","1","1","-.375","19.625","0","0","1","1","0","0","0","0"
"7543","1.194613934","2.011519909","6.563812256","nan",".97299999","nan",".9677560329","1.441040397","3.456271648","5.317340851","1","1","-.375","19.875","0","0","1","1","0","0","0","0"
"7544","1.02673161","1.593234062","5.641382217","nan",".9169999957","nan",".9677560329","1.441230655","3.456271648","5.317340851","1","1","-.375","20.125","0","0","1","1","0","0","0","0"
"7545","1.011076808","1.549650669","5.55536747","nan",".9269999862","nan",".9677560329","1.44031477","3.456271648","5.317340851","1","1","-.375","20.375","0","0","1","1","0","0","0","0"
"7546","1.005141854","1.535743833","5.52275753","nan",".9240000248","nan",".9677560329","1.438333869","3.456271648","5.317340851","1","1","-.375","20.625","0","0","1","1","0","0","0","0"
"7547","1.143197536","1.881838083","6.281304836","nan",".9739999771","nan",".9677560329","1.435332298","3.456271648","5.317340851","1","1","-.375","20.875","0","0","1","1","0","0","0","0"
"7548","1.059009314","1.681758761","5.818732262","nan",".9499999881","nan",".9677560329","1.451820493","3.456271648","5.317340851","1","1","-.375","21.125","0","0","1","1","0","0","0","0"
"7549","1.140604734","1.879854202","6.267059326","nan",".9769999981","nan",".9677560329","1.446626782","3.456271648","5.317340851","1","1","-.375","21.375","0","0","1","1","0","0","0","0"
"755",".5598094463","nan","3.075875998","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-7.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7550","1.166986108","1.948953509","6.412011623","nan",".9840000272","nan",".9677560329","1.440589905","3.456271648","5.317340851","1","1","-.375","21.625","0","0","1","1","0","0","0","0"
"7551","1.125896215","1.824920654","6.186243057","nan",".9589999914","nan",".9677560329","1.42062211","3.456271648","5.317340851","1","1","-.375","21.875","0","0","1","1","0","0","0","0"
"7552","1.154566169","1.875026464","6.343770027","nan",".976000011","nan",".9677560329","1.412218213","3.456271648","5.317340851","1","1","-.375","22.125","0","0","1","1","0","0","0","0"
"7553","1.200412035","1.987120748","6.5956707","nan",".9850000143","nan",".9677560329","1.40317452","3.456271648","5.317340851","1","1","-.375","22.375","0","0","1","1","0","0","0","0"
"7554","1.04413414","1.571783304","5.737000465","nan",".9390000105","nan",".9677560329","1.384406209","3.456271648","5.317340851","1","1","-.375","22.625","0","0","1","1","0","0","0","0"
"7555","1.07831645","1.649616361","5.924815178","nan",".9340000153","nan",".9677560329","1.375401139","3.456271648","5.317340851","1","1","-.375","22.875","0","0","1","1","0","0","0","0"
"7556","1.176987648","1.874527931","6.466965199","nan",".9739999771","nan",".9677560329","1.365822673","3.456271648","5.317340851","1","1","-.375","23.125","0","0","1","1","0","0","0","0"
"7557","1.118694305","1.721703649","6.146671772","nan",".9079999924","nan",".9677560329","1.355705738","3.456271648","5.317340851","1","1","-.375","23.375","0","0","1","1","0","0","0","0"
"7558","1.080572367","1.620300055","5.937211037","nan",".9279999733","nan",".9677560329","1.345082164","3.456271648","5.317340851","1","1","-.375","23.625","0","0","1","1","0","0","0","0"
"7559","1.050441504","1.533457994","5.771656036","nan",".9049999714","nan",".9677560329","1.333979726","3.456271648","5.317340851","1","1","-.375","23.875","0","0","1","1","0","0","0","0"
"756",".5956540704","nan","3.272824764","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-7.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7560",".9915407896","1.376085281","5.44802618","nan",".8920000196","nan",".9677560329","1.322422147","3.456271648","5.317340851","1","1","-.375","24.125","0","0","1","1","0","0","0","0"
"7561",".9480870962","1.258586884","5.209269524","nan",".878000021","nan",".9677560329","1.310427785","3.456271648","5.317340851","1","1","-.375","24.375","0","0","1","1","0","0","0","0"
"7562","1.129980087","1.652927756","6.208681583","nan",".9520000219","nan",".9677560329","1.271938562","3.456271648","5.317340851","1","1","-.375","25.125","0","0","1","1","0","0","0","0"
"7563","1.051665664","1.458233714","5.778382778","nan",".8960000277","nan",".9677560329","1.258278489","3.456271648","5.317340851","1","1","-.375","25.375","0","0","1","1","0","0","0","0"
"7564","1.137251377","1.63424015","6.248634338","nan",".9689999819","nan",".9677560329","1.244186521","3.456271648","5.317340851","1","1","-.375","25.625","0","0","1","1","0","0","0","0"
"7565","1.202526569","1.770240903","6.607288837","nan",".9700000286","nan",".9677560329","1.229638934","3.456271648","5.317340851","1","1","-.375","25.875","0","0","1","1","0","0","0","0"
"7566","1.322740912","2.029074192","7.267807007","nan",".9720000029","nan",".9677560329","1.214600325","3.456271648","5.317340851","1","1","-.375","26.125","0","0","1","1","0","0","0","0"
"7567","1.185724139","1.587759018","6.514967918","nan",".9219999909","nan",".9677560329","1.110064387","3.456271648","5.317340851","1","1","-.375","27.625","0","0","1","1","0","0","0","0"
"7568","1.48110342","1.820388556","8.13793087","nan",".9599999785","nan",".9677560329",".844771266","3.456271648","5.317340851","0","1","-.375","28.125","0","0","0","1","1","0","0","0"
"7569","1.422481298","1.69866848","7.815831661","nan",".9850000143","nan",".9677560329",".8400730491","3.456271648","5.317340851","0","1","-.375","28.375","0","0","0","1","1","0","0","0"
"757",".6164710522","nan","3.387203693","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-7.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7570","1.96049118","2.716655731","10.77192974","nan","1","nan",".9162558317",".7353998423","3.272342205","5.034372807","0","1","-.375","28.625","0","0","0","1","1","0","0","0"
"7571","1.513823271","1.860616207","8.317710876","nan",".9869999886","nan","1.408392668","1.653061986","5.029973984","7.73842144","1","1","-.375","28.875","0","0","1","1","0","0","0","0"
"7572","1.232906818","1.317156315","6.774212837","nan",".9279999733","nan","2.432774782","3.54980278","8.688481331","13.36689472","1","1","-.375","29.125","0","0","1","1","0","0","0","0"
"7573",".8957312107",".6624401212","4.921599865","nan",".8140000105","nan",".9162558317",".6978597641","3.272342205","5.034372807","0","1","-.375","29.375","0","0","0","1","1","0","0","0"
"7574",".8599771261",".5754404068","4.725149155","nan",".7680000067","nan",".9162558317",".6786145568","3.272342205","5.034372807","0","1","-.375","29.625","0","0","0","1","1","0","0","0"
"7575","1.355976224","1.463642955","7.450418949","nan",".9829999804","nan",".9677560329",".7551642656","3.456271648","5.317340851","0","1","-.375","30.375","0","0","0","1","1","0","0","0"
"7576","1.051618218",".887704134","5.778121948","nan",".8899999857","nan",".9677560329",".7364426255","3.456271648","5.317340851","0","1","-.375","30.625","0","0","0","1","1","0","0","0"
"7577","1.28929925","1.290266275","7.084061623","nan",".9580000043","nan",".9677560329",".717015326","3.456271648","5.317340851","0","1","-.375","30.875","0","0","0","1","1","0","0","0"
"7578","1.57559979","1.735841036","8.657141685","nan",".9779999852","nan",".9677560329",".6819288135","3.456271648","5.317340851","0","1","-.375","31.125","0","0","0","1","1","0","0","0"
"7579","1.149384379",".895780921","6.315299034","nan",".8700000048","nan",".9677560329",".5974750519","3.456271648","5.317340851","0","1","-.375","31.375","0","0","0","1","1","0","0","0"
"758",".6030648351","nan","3.313542843","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-6.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7580","1.337827921","1.158529043","7.350702286","nan",".9670000076","nan",".9677560329",".5587902665","3.456271648","5.317340851","0","1","-.375","31.625","0","0","0","1","1","0","0","0"
"7581","1.129606247",".7835236192","6.206627846","nan",".8659999967","nan",".9677560329",".5305081606","3.456271648","5.317340851","0","1","-.375","31.875","0","0","0","1","1","0","0","0"
"7582","1.351066828","1.107810378","7.423444748","nan",".9720000029","nan",".9677560329",".5088094473","3.456271648","5.317340851","0","1","-.375","32.125","0","0","0","1","1","0","0","0"
"7583","1.309268594",".9946104884","7.19378376","nan",".9380000234","nan",".9677560329",".4706161022","3.456271648","5.317340851","0","1","-.375","32.375","0","0","0","1","1","0","0","0"
"7584","1.200165987",".8089556694","6.59431839","nan",".9070000052","nan",".9677560329",".4613879025","3.456271648","5.317340851","0","1","-.375","32.625","0","0","0","1","1","0","0","0"
"7585","1.16000104",".9472477436","6.373632431","nan",".8769999743","nan","1.57352829","1.649503469","5.619743824","8.645759583","1","1","-.375","34.125","0","0","1","1","0","0","0","0"
"7586","1.004841089",".7372820973","5.521104813","nan",".8330000043","nan","1.57352829","1.722341418","5.619743824","8.645759583","1","1","-.375","34.375","0","0","1","1","0","0","0","0"
"7587",".9943307638",".767075181","5.463356018","nan",".84799999","nan","1.57352829","1.79601419","5.619743824","8.645759583","1","1","-.375","34.625","0","0","1","1","0","0","0","0"
"7588","1.228786945","1.269214272","6.751576424","nan",".9210000038","nan","2.149661779","2.975857496","7.677363396","11.81132889","1","1","-.375","34.875","0","0","1","1","0","0","0","0"
"7589","1.390463591","1.594616175","7.639910221","nan",".9570000172","nan","2.149661779","3.010693073","7.677363396","11.81132889","1","1","-.375","35.125","0","0","1","1","0","0","0","0"
"759",".6328794956","nan","3.477359772","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-6.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7590","1.225280046","1.307058811","6.732307911","nan",".9250000119","nan","2.149661779","3.04305172","7.677363396","11.81132889","1","1","-.375","35.375","0","0","1","1","0","0","0","0"
"7591",".4122702181","-.2092103809","2.265221119","nan",".4460000098","nan","2.149661779","3.129122734","7.677363396","11.81132889","1","1","-.375","35.875","0","0","0","0","0","0","1","1"
"7592",".520567894",".0042287419","2.860263348","nan",".5680000186","nan",".702849865",".3560084105","2.510178089","3.861812353","0","1","-.375","36.125","1","0","0","0","0","0","0","1"
"7593",".5143725872",".0022662431","2.826223373","nan",".5820000172","nan",".702849865",".3684303164","2.510178089","3.861812353","0","1","-.375","36.375","1","0","0","0","0","0","0","1"
"7594",".821110189",".6257594228","4.511594296","nan",".8100000024","nan",".702849865",".3936010301","2.510178089","3.861812353","0","1","-.375","36.875","0","0","0","1","1","0","0","0"
"7595","1.034712315","1.062750697","5.685233116","nan",".8790000081","nan",".702849865",".4021977484","2.510178089","3.861812353","0","1","-.375","37.125","0","0","0","1","1","0","0","0"
"7596","1.103378534","1.203383446","6.062519073","nan",".9539999962","nan",".702849865",".4002159536","2.510178089","3.861812353","0","1","-.375","37.375","0","0","0","1","1","0","0","0"
"7597","1.855025291","2.711331367","10.19244671","nan",".9720000029","nan",".702849865",".403624177","2.510178089","3.861812353","0","1","-.375","37.625","0","0","0","1","1","0","0","0"
"7598",".8316693902",".6647105217","4.569612026","nan",".8330000043","nan","1.57352829","2.15105772","5.619743824","8.645759583","1","1","-.375","37.875","0","0","1","1","0","0","0","0"
"7599",".6665464044",".3358763158","3.662342787","nan",".72299999","nan","1.57352829","2.150802612","5.619743824","8.645759583","1","1","-.375","38.125","0","0","1","1","0","0","0","0"
"76",".4119210839","nan","2.263302565","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","15.625","-14.625","nan","nan","nan","nan","nan","nan","nan","nan"
"760",".6151590347","nan","3.379994392","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-6.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7600",".5909892321",".1825972795","3.247193813","nan",".6510000229","nan","1.57352829","2.149011135","5.619743824","8.645759583","1","1","-.375","38.375","0","0","0","0","0","0","1","1"
"7601",".3181089163","nan","1.747851253","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.375","40.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7602",".3980102539","nan","2.186869621","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.375","40.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7603",".3543047309","nan","1.946729183","nan","nan","nan","1.57352829","nan","5.619743824","8.645759583","nan","nan","-.375","40.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7604",".4461498857","nan","2.4513731","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","-.375","41.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7605","1.134006619","2.591900587","6.230805397","nan",".976000011","nan","1.738792181","4.496298313","6.209971905","9.553803444","1","1","-.625","9.125","0","0","1","1","0","0","0","0"
"7606","1.07480669","2.409321547","5.905531406","nan",".9700000286","nan",".9677560329","2.069836378","3.456271648","5.317340851","1","1","-.625","9.375","0","0","1","1","0","0","0","0"
"7607",".9903040528","2.056769609","5.441231251","nan",".9390000105","nan",".9677560329","1.984580159","3.456271648","5.317340851","1","1","-.625","9.625","0","0","1","1","0","0","0","0"
"7608","1.040203333","2.231150627","5.71540308","nan",".9789999723","nan",".9677560329","2.006989956","3.456271648","5.317340851","1","1","-.625","10.125","0","0","1","1","0","0","0","0"
"7609",".9440660477","1.94789052","5.187176228","nan",".9390000105","nan",".9677560329","2.018601894","3.456271648","5.317340851","1","1","-.625","10.375","0","0","1","1","0","0","0","0"
"761",".6866041422","nan","3.772550344","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-6.125","nan","nan","nan","nan","nan","nan","nan","nan"
"7610","1.25518477","3.038931847","6.896619797","nan",".996999979","nan",".9677560329","2.11028862","3.456271648","5.317340851","1","1","-.625","13.625","0","0","1","1","0","0","0","0"
"7611","1.09131074","2.406368732","5.996212959","nan",".9679999948","nan",".9677560329","2.025710344","3.456271648","5.317340851","1","1","-.625","14.125","0","0","1","1","0","0","0","0"
"7612","1.052709818","2.241384506","5.784120083","nan",".9589999914","nan",".9677560329","1.976522207","3.456271648","5.317340851","1","1","-.625","14.375","0","0","1","1","0","0","0","0"
"7613","1.078315735","2.255742073","5.924811363","nan",".9679999948","nan",".9677560329","1.922803521","3.456271648","5.317340851","1","1","-.625","14.625","0","0","1","1","0","0","0","0"
"7614","1.13295567","2.42699194","6.225030899","nan",".9890000224","nan",".9677560329","1.932326317","3.456271648","5.317340851","1","1","-.625","14.875","0","0","1","1","0","0","0","0"
"7615","1.136350632","2.455377579","6.243684769","nan",".976000011","nan",".9677560329","1.941518188","3.456271648","5.317340851","1","1","-.625","15.125","0","0","1","1","0","0","0","0"
"7616","1.116620302","2.398844242","6.135275841","nan",".9879999757","nan",".9677560329","1.950345278","3.456271648","5.317340851","1","1","-.625","15.375","0","0","1","1","0","0","0","0"
"7617","1.081680417","2.31112361","5.943299294","nan",".9909999967","nan",".9677560329","1.958771467","3.456271648","5.317340851","1","1","-.625","15.625","0","0","1","1","0","0","0","0"
"7618","1.043018937","1.996133804","5.730873108","nan",".9869999886","nan",".9677560329","1.783471584","3.456271648","5.317340851","1","1","-.625","15.875","0","0","1","1","0","0","0","0"
"7619",".9958810806","1.830937147","5.471874237","nan",".9720000029","nan",".9677560329","1.751512885","3.456271648","5.317340851","1","1","-.625","16.125","0","0","1","1","0","0","0","0"
"762",".672405839","nan","3.694537401","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-5.875","nan","nan","nan","nan","nan","nan","nan","nan"
"7620",".9831717014","1.648451686","5.402042389","nan",".9530000091","nan",".9677560329","1.602987766","3.456271648","5.317340851","1","1","-.625","16.625","0","0","1","1","0","0","0","0"
"7621","1.068632603","1.884801149","5.87160778","nan",".976000011","nan",".9677560329","1.606845975","3.456271648","5.317340851","1","1","-.625","17.125","0","0","1","1","0","0","0","0"
"7622","1.00521028","1.707981586","5.523133278","nan",".9539999962","nan",".9677560329","1.612567306","3.456271648","5.317340851","1","1","-.625","17.375","0","0","1","1","0","0","0","0"
"7623","1.053188324","1.964947939","5.786748886","nan",".9750000238","nan",".9677560329","1.722947121","3.456271648","5.317340851","1","1","-.625","17.625","0","0","1","1","0","0","0","0"
"7624","1.12344718","2.142037392","6.172786236","nan",".9829999804","nan",".9677560329","1.697741389","3.456271648","5.317340851","1","1","-.625","17.875","0","0","1","1","0","0","0","0"
"7625","1.076435328","2.000580549","5.914479256","nan",".9530000091","nan",".9677560329","1.696251392","3.456271648","5.317340851","1","1","-.625","18.125","0","0","1","1","0","0","0","0"
"7626","1.005377173","1.743486643","5.524050713","nan",".898999989","nan",".9677560329","1.641824841","3.456271648","5.317340851","1","1","-.625","18.375","0","0","1","1","0","0","0","0"
"7627","1.02951169","1.807725668","5.656658173","nan",".9350000024","nan",".9677560329","1.644540429","3.456271648","5.317340851","1","1","-.625","18.625","0","0","1","1","0","0","0","0"
"7628","1.066732168","1.91604495","5.861165047","nan",".9330000281","nan",".9677560329","1.645900011","3.456271648","5.317340851","1","1","-.625","18.875","0","0","1","1","0","0","0","0"
"7629","1.138970852","1.859036446","6.258081436","nan",".9449999928","nan",".9677560329","1.42766571","3.456271648","5.317340851","1","1","-.625","19.125","0","0","1","1","0","0","0","0"
"763",".6273411512","nan","3.446929455","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-5.625","nan","nan","nan","nan","nan","nan","nan","nan"
"7630","1.176770926","1.957708597","6.465774536","nan",".9739999771","nan",".9677560329","1.431698561","3.456271648","5.317340851","1","1","-.625","19.375","0","0","1","1","0","0","0","0"
"7631","1.113364935","1.802230716","6.117389679","nan",".9539999962","nan",".9677560329","1.434573531","3.456271648","5.317340851","1","1","-.625","19.625","0","0","1","1","0","0","0","0"
"7632","1.155275464","1.910973549","6.347667694","nan",".9520000219","nan",".9677560329","1.436318636","3.456271648","5.317340851","1","1","-.625","19.875","0","0","1","1","0","0","0","0"
"7633","1.075582743","1.707306147","5.909795761","nan",".9520000219","nan",".9677560329","1.436967134","3.456271648","5.317340851","1","1","-.625","20.125","0","0","1","1","0","0","0","0"
"7634","1.172272444","1.947903872","6.441057205","nan",".9710000157","nan",".9677560329","1.436554193","3.456271648","5.317340851","1","1","-.625","20.375","0","0","1","1","0","0","0","0"
"7635","1.193112612","1.999042511","6.555563927","nan",".9689999819","nan",".9677560329","1.435119748","3.456271648","5.317340851","1","1","-.625","20.625","0","0","1","1","0","0","0","0"
"7636","1.115772247","1.833559632","6.130617142","nan",".9700000286","nan",".9677560329","1.455422521","3.456271648","5.317340851","1","1","-.625","20.875","0","0","1","1","0","0","0","0"
"7637","1.078834176","1.732919931","5.927659988","nan",".9480000138","nan",".9677560329","1.451777339","3.456271648","5.317340851","1","1","-.625","21.125","0","0","1","1","0","0","0","0"
"7638",".9846154451","1.485766053","5.409975052","nan",".8849999905","nan",".9677560329","1.447278142","3.456271648","5.317340851","1","1","-.625","21.375","0","0","1","1","0","0","0","0"
"7639","1.15661335","1.919925332","6.355018139","nan",".9530000091","nan",".9677560329","1.441971064","3.456271648","5.317340851","1","1","-.625","21.625","0","0","1","1","0","0","0","0"
"764",".6245493889","nan","3.431590319","nan","nan","nan","1.766548634","nan","6.309102058","9.706311226","nan","nan","13.625","-5.375","nan","nan","nan","nan","nan","nan","nan","nan"
"7640","1.024861097","1.565841436","5.631104946","nan",".9380000234","nan",".9677560329","1.422777057","3.456271648","5.317340851","1","1","-.625","21.875","0","0","1","1","0","0","0","0"
"7641","1.101511359","1.748725295","6.052260399","nan",".9250000119","nan",".9677560329","1.415181994","3.456271648","5.317340851","1","1","-.625","22.125","0","0","1","1","0","0","0","0"
"7642","1.119375229","1.776014805","6.150413036","nan",".9300000072","nan",".9677560329","1.396229029","3.456271648","5.317340851","1","1","-.625","22.375","0","0","1","1","0","0","0","0"
"7643",".9567645788","1.355191112","5.256948471","nan",".8859999776","nan",".9677560329","1.38871336","3.456271648","5.317340851","1","1","-.625","22.625","0","0","1","1","0","0","0","0"
"7644","1.117933035","1.752528787","6.142489433","nan",".9120000005","nan",".9677560329","1.380620241","3.456271648","5.317340851","1","1","-.625","22.875","0","0","1","1","0","0","0","0"
"7645","1.059344292","1.59531343","5.82057333","nan",".9309999943","nan",".9677560329","1.3719908","3.456271648","5.317340851","1","1","-.625","23.125","0","0","1","1","0","0","0","0"
"7646","1.086494923","1.645125747","5.969752312","nan",".9210000038","nan",".9677560329","1.362861991","3.456271648","5.317340851","1","1","-.625","23.375","0","0","1","1","0","0","0","0"
"7647","1.051342249","1.554433107","5.776605606","nan",".9309999943","nan",".9677560329","1.353268385","3.456271648","5.317340851","1","1","-.625","23.625","0","0","1","1","0","0","0","0"
"7648",".9816633463","1.374551892","5.393754959","nan",".8999999762","nan",".9677560329","1.343242645","3.456271648","5.317340851","1","1","-.625","23.875","0","0","1","1","0","0","0","0"
