sitecode,iter,irr_sim,cumul_irr_sim,latgrid,longrid,lat,lon
15,194,-2.26586,.001,"-9.125","13.625",-9.125,13.625
15,548,-2.251545,.002,"-9.125","13.625",-9.125,13.625
15,934,-2.182407,.003,"-9.125","13.625",-9.125,13.625
15,786,-2.062089,.004,"-9.125","13.625",-9.125,13.625
15,882,-1.819936,.005,"-9.125","13.625",-9.125,13.625
15,666,-1.806264,.006,"-9.125","13.625",-9.125,13.625
15,229,-1.785271,.007,"-9.125","13.625",-9.125,13.625
15,801,-1.736106,.008,"-9.125","13.625",-9.125,13.625
15,948,-1.644746,.009,"-9.125","13.625",-9.125,13.625
15,526,-1.567109,.01,"-9.125","13.625",-9.125,13.625
15,367,-1.543569,.011,"-9.125","13.625",-9.125,13.625
15,411,-1.459185,.012,"-9.125","13.625",-9.125,13.625
15,652,-1.374749,.013,"-9.125","13.625",-9.125,13.625
15,240,-1.273302,.014,"-9.125","13.625",-9.125,13.625
15,967,-1.270573,.015,"-9.125","13.625",-9.125,13.625
15,304,-1.231368,.016,"-9.125","13.625",-9.125,13.625
15,994,-1.227513,.017,"-9.125","13.625",-9.125,13.625
15,334,-1.178425,.018,"-9.125","13.625",-9.125,13.625
15,303,-1.178028,.019,"-9.125","13.625",-9.125,13.625
15,642,-1.149745,.02,"-9.125","13.625",-9.125,13.625
15,444,-1.07974,.021,"-9.125","13.625",-9.125,13.625
15,415,-1.077375,.022,"-9.125","13.625",-9.125,13.625
15,93,-1.070788,.023,"-9.125","13.625",-9.125,13.625
15,213,-1.005301,.024,"-9.125","13.625",-9.125,13.625
15,388,-.9929259,.025,"-9.125","13.625",-9.125,13.625
15,764,-.9865955,.026,"-9.125","13.625",-9.125,13.625
15,476,-.9840229,.027,"-9.125","13.625",-9.125,13.625
15,520,-.9820049,.028,"-9.125","13.625",-9.125,13.625
15,543,-.96783,.029,"-9.125","13.625",-9.125,13.625
15,904,-.9042621,.03,"-9.125","13.625",-9.125,13.625
15,627,-.891891,.031,"-9.125","13.625",-9.125,13.625
15,449,-.890199,.032,"-9.125","13.625",-9.125,13.625
15,517,-.8687236,.033,"-9.125","13.625",-9.125,13.625
15,8,-.8642833,.034,"-9.125","13.625",-9.125,13.625
15,979,-.8539135,.035,"-9.125","13.625",-9.125,13.625
15,841,-.8520654,.036,"-9.125","13.625",-9.125,13.625
15,549,-.8481618,.037,"-9.125","13.625",-9.125,13.625
15,231,-.8330092,.038,"-9.125","13.625",-9.125,13.625
15,148,-.8187359,.039,"-9.125","13.625",-9.125,13.625
15,749,-.8164426,.04,"-9.125","13.625",-9.125,13.625
15,941,-.8064988,.041,"-9.125","13.625",-9.125,13.625
15,822,-.8050245,.042,"-9.125","13.625",-9.125,13.625
15,849,-.7788225,.043,"-9.125","13.625",-9.125,13.625
15,774,-.7684824,.044,"-9.125","13.625",-9.125,13.625
15,700,-.7533358,.045,"-9.125","13.625",-9.125,13.625
15,562,-.7516495,.046,"-9.125","13.625",-9.125,13.625
15,823,-.7108955,.047,"-9.125","13.625",-9.125,13.625
15,279,-.6968555,.048,"-9.125","13.625",-9.125,13.625
15,836,-.6741158,.049,"-9.125","13.625",-9.125,13.625
15,243,-.6570896,.05,"-9.125","13.625",-9.125,13.625
15,775,-.6516232,.051,"-9.125","13.625",-9.125,13.625
15,901,-.6355045,.052,"-9.125","13.625",-9.125,13.625
15,793,-.6255407,.053,"-9.125","13.625",-9.125,13.625
15,273,-.6249946,.054,"-9.125","13.625",-9.125,13.625
15,83,-.6245024,.055,"-9.125","13.625",-9.125,13.625
15,673,-.5965663,.056,"-9.125","13.625",-9.125,13.625
15,329,-.5961813,.057,"-9.125","13.625",-9.125,13.625
15,744,-.5925689,.058,"-9.125","13.625",-9.125,13.625
15,668,-.5905936,.059,"-9.125","13.625",-9.125,13.625
15,797,-.5863931,.06,"-9.125","13.625",-9.125,13.625
15,518,-.5787352,.061,"-9.125","13.625",-9.125,13.625
15,665,-.5673126,.062,"-9.125","13.625",-9.125,13.625
15,682,-.5463776,.063,"-9.125","13.625",-9.125,13.625
15,648,-.5403994,.064,"-9.125","13.625",-9.125,13.625
15,338,-.5401723,.065,"-9.125","13.625",-9.125,13.625
15,349,-.5321194,.066,"-9.125","13.625",-9.125,13.625
15,748,-.5231407,.067,"-9.125","13.625",-9.125,13.625
15,97,-.5229864,.068,"-9.125","13.625",-9.125,13.625
15,588,-.5203738,.069,"-9.125","13.625",-9.125,13.625
15,662,-.5018159,.07,"-9.125","13.625",-9.125,13.625
15,987,-.4917775,.071,"-9.125","13.625",-9.125,13.625
15,46,-.4836286,.072,"-9.125","13.625",-9.125,13.625
15,511,-.4812584,.073,"-9.125","13.625",-9.125,13.625
15,896,-.4781052,.074,"-9.125","13.625",-9.125,13.625
15,919,-.4746707,.075,"-9.125","13.625",-9.125,13.625
15,393,-.4716846,.076,"-9.125","13.625",-9.125,13.625
15,306,-.4701214,.077,"-9.125","13.625",-9.125,13.625
15,999,-.4692544,.078,"-9.125","13.625",-9.125,13.625
15,416,-.4656263,.079,"-9.125","13.625",-9.125,13.625
15,996,-.4626726,.08,"-9.125","13.625",-9.125,13.625
15,685,-.4617446,.081,"-9.125","13.625",-9.125,13.625
15,403,-.4358442,.082,"-9.125","13.625",-9.125,13.625
15,227,-.430898,.083,"-9.125","13.625",-9.125,13.625
15,362,-.4293944,.084,"-9.125","13.625",-9.125,13.625
15,195,-.4277017,.085,"-9.125","13.625",-9.125,13.625
15,207,-.4268656,.086,"-9.125","13.625",-9.125,13.625
15,260,-.4254969,.087,"-9.125","13.625",-9.125,13.625
15,951,-.4182317,.088,"-9.125","13.625",-9.125,13.625
15,762,-.4181843,.089,"-9.125","13.625",-9.125,13.625
15,294,-.4155024,.09,"-9.125","13.625",-9.125,13.625
15,534,-.409914,.091,"-9.125","13.625",-9.125,13.625
15,906,-.4045351,.092,"-9.125","13.625",-9.125,13.625
15,542,-.4041789,.093,"-9.125","13.625",-9.125,13.625
15,902,-.3975789,.094,"-9.125","13.625",-9.125,13.625
15,811,-.3889403,.095,"-9.125","13.625",-9.125,13.625
15,293,-.3780035,.096,"-9.125","13.625",-9.125,13.625
15,970,-.3753972,.097,"-9.125","13.625",-9.125,13.625
15,252,-.3726724,.098,"-9.125","13.625",-9.125,13.625
15,864,-.3718532,.099,"-9.125","13.625",-9.125,13.625
15,761,-.3635493,.1,"-9.125","13.625",-9.125,13.625
15,610,-.3615561,.101,"-9.125","13.625",-9.125,13.625
15,32,-.3614879,.102,"-9.125","13.625",-9.125,13.625
15,497,-.3546779,.103,"-9.125","13.625",-9.125,13.625
15,479,-.3527368,.104,"-9.125","13.625",-9.125,13.625
15,825,-.3511218,.105,"-9.125","13.625",-9.125,13.625
15,141,-.3381743,.106,"-9.125","13.625",-9.125,13.625
15,582,-.3378825,.107,"-9.125","13.625",-9.125,13.625
15,386,-.3359993,.108,"-9.125","13.625",-9.125,13.625
15,736,-.3252155,.109,"-9.125","13.625",-9.125,13.625
15,182,-.3230053,.11,"-9.125","13.625",-9.125,13.625
15,432,-.3230008,.111,"-9.125","13.625",-9.125,13.625
15,512,-.3027382,.112,"-9.125","13.625",-9.125,13.625
15,787,-.3026136,.113,"-9.125","13.625",-9.125,13.625
15,102,-.3016759,.114,"-9.125","13.625",-9.125,13.625
15,241,-.2869924,.115,"-9.125","13.625",-9.125,13.625
15,722,-.28463,.116,"-9.125","13.625",-9.125,13.625
15,423,-.2823552,.117,"-9.125","13.625",-9.125,13.625
15,115,-.2816934,.118,"-9.125","13.625",-9.125,13.625
15,982,-.2788247,.119,"-9.125","13.625",-9.125,13.625
15,209,-.2664866,.12,"-9.125","13.625",-9.125,13.625
15,516,-.2639849,.121,"-9.125","13.625",-9.125,13.625
15,320,-.2583887,.122,"-9.125","13.625",-9.125,13.625
15,812,-.2583306,.123,"-9.125","13.625",-9.125,13.625
15,368,-.2493519,.124,"-9.125","13.625",-9.125,13.625
15,968,-.2483169,.125,"-9.125","13.625",-9.125,13.625
15,147,-.2398649,.126,"-9.125","13.625",-9.125,13.625
15,419,-.2377058,.127,"-9.125","13.625",-9.125,13.625
15,200,-.2349416,.128,"-9.125","13.625",-9.125,13.625
15,291,-.2277059,.129,"-9.125","13.625",-9.125,13.625
15,848,-.2237162,.13,"-9.125","13.625",-9.125,13.625
15,619,-.2226859,.131,"-9.125","13.625",-9.125,13.625
15,533,-.2134516,.132,"-9.125","13.625",-9.125,13.625
15,890,-.2124747,.133,"-9.125","13.625",-9.125,13.625
15,414,-.2082907,.134,"-9.125","13.625",-9.125,13.625
15,939,-.1989156,.135,"-9.125","13.625",-9.125,13.625
15,995,-.1957875,.136,"-9.125","13.625",-9.125,13.625
15,353,-.1939804,.137,"-9.125","13.625",-9.125,13.625
15,58,-.1899621,.138,"-9.125","13.625",-9.125,13.625
15,810,-.1894501,.139,"-9.125","13.625",-9.125,13.625
15,71,-.1841849,.14,"-9.125","13.625",-9.125,13.625
15,959,-.1840332,.141,"-9.125","13.625",-9.125,13.625
15,74,-.1830516,.142,"-9.125","13.625",-9.125,13.625
15,188,-.171942,.143,"-9.125","13.625",-9.125,13.625
15,61,-.1697566,.144,"-9.125","13.625",-9.125,13.625
15,374,-.1693068,.145,"-9.125","13.625",-9.125,13.625
15,118,-.1617932,.146,"-9.125","13.625",-9.125,13.625
15,331,-.1615589,.147,"-9.125","13.625",-9.125,13.625
15,942,-.1592131,.148,"-9.125","13.625",-9.125,13.625
15,552,-.1590774,.149,"-9.125","13.625",-9.125,13.625
15,413,-.158719,.15,"-9.125","13.625",-9.125,13.625
15,222,-.1583281,.151,"-9.125","13.625",-9.125,13.625
15,972,-.1568182,.152,"-9.125","13.625",-9.125,13.625
15,365,-.1563186,.153,"-9.125","13.625",-9.125,13.625
15,124,-.1406179,.154,"-9.125","13.625",-9.125,13.625
15,772,-.1400353,.155,"-9.125","13.625",-9.125,13.625
15,114,-.1347589,.156,"-9.125","13.625",-9.125,13.625
15,637,-.1313935,.157,"-9.125","13.625",-9.125,13.625
15,854,-.1225331,.158,"-9.125","13.625",-9.125,13.625
15,572,-.1215152,.159,"-9.125","13.625",-9.125,13.625
15,885,-.11831,.16,"-9.125","13.625",-9.125,13.625
15,523,-.1061929,.161,"-9.125","13.625",-9.125,13.625
15,179,-.1060451,.162,"-9.125","13.625",-9.125,13.625
15,862,-.1045233,.163,"-9.125","13.625",-9.125,13.625
15,770,-.1026174,.164,"-9.125","13.625",-9.125,13.625
15,450,-.0982687,.165,"-9.125","13.625",-9.125,13.625
15,269,-.0914788,.166,"-9.125","13.625",-9.125,13.625
15,609,-.0901395,.167,"-9.125","13.625",-9.125,13.625
15,421,-.0850679,.168,"-9.125","13.625",-9.125,13.625
15,299,-.0835821,.169,"-9.125","13.625",-9.125,13.625
15,483,-.083442,.17,"-9.125","13.625",-9.125,13.625
15,893,-.0806231,.171,"-9.125","13.625",-9.125,13.625
15,734,-.0759924,.172,"-9.125","13.625",-9.125,13.625
15,104,-.0744506,.173,"-9.125","13.625",-9.125,13.625
15,425,-.0727298,.174,"-9.125","13.625",-9.125,13.625
15,632,-.0639374,.175,"-9.125","13.625",-9.125,13.625
15,928,-.0624058,.176,"-9.125","13.625",-9.125,13.625
15,785,-.0610632,.177,"-9.125","13.625",-9.125,13.625
15,64,-.0610603,.178,"-9.125","13.625",-9.125,13.625
15,958,-.0573686,.179,"-9.125","13.625",-9.125,13.625
15,342,-.0573015,.18,"-9.125","13.625",-9.125,13.625
15,313,-.050858,.181,"-9.125","13.625",-9.125,13.625
15,456,-.0498486,.182,"-9.125","13.625",-9.125,13.625
15,66,-.0390944,.183,"-9.125","13.625",-9.125,13.625
15,719,-.0383599,.184,"-9.125","13.625",-9.125,13.625
15,720,-.0317105,.185,"-9.125","13.625",-9.125,13.625
15,978,-.0307627,.186,"-9.125","13.625",-9.125,13.625
15,417,-.0274922,.187,"-9.125","13.625",-9.125,13.625
15,660,-.0270959,.188,"-9.125","13.625",-9.125,13.625
15,498,-.0250577,.189,"-9.125","13.625",-9.125,13.625
15,15,-.0221836,.19,"-9.125","13.625",-9.125,13.625
15,101,-.021715,.191,"-9.125","13.625",-9.125,13.625
15,678,-.0190026,.192,"-9.125","13.625",-9.125,13.625
15,77,-.0162851,.193,"-9.125","13.625",-9.125,13.625
15,628,-.0096606,.194,"-9.125","13.625",-9.125,13.625
15,112,-.0056489,.195,"-9.125","13.625",-9.125,13.625
15,623,-.0005364,.196,"-9.125","13.625",-9.125,13.625
15,214,-.0003137,.197,"-9.125","13.625",-9.125,13.625
15,315,.0003415,.198,"-9.125","13.625",-9.125,13.625
15,636,.0083965,.199,"-9.125","13.625",-9.125,13.625
15,989,.0146827,.2,"-9.125","13.625",-9.125,13.625
15,876,.0147132,.201,"-9.125","13.625",-9.125,13.625
15,733,.0161787,.202,"-9.125","13.625",-9.125,13.625
15,640,.0170283,.203,"-9.125","13.625",-9.125,13.625
15,899,.0173344,.204,"-9.125","13.625",-9.125,13.625
15,858,.0227896,.205,"-9.125","13.625",-9.125,13.625
15,184,.0242881,.206,"-9.125","13.625",-9.125,13.625
15,73,.0247443,.207,"-9.125","13.625",-9.125,13.625
15,705,.0275631,.208,"-9.125","13.625",-9.125,13.625
15,651,.0346289,.209,"-9.125","13.625",-9.125,13.625
15,27,.0387926,.21,"-9.125","13.625",-9.125,13.625
15,790,.0437967,.211,"-9.125","13.625",-9.125,13.625
15,261,.0507354,.212,"-9.125","13.625",-9.125,13.625
15,602,.0524249,.213,"-9.125","13.625",-9.125,13.625
15,933,.0543779,.214,"-9.125","13.625",-9.125,13.625
15,340,.0552847,.215,"-9.125","13.625",-9.125,13.625
15,189,.0576842,.216,"-9.125","13.625",-9.125,13.625
15,1,.0627484,.217,"-9.125","13.625",-9.125,13.625
15,643,.0658447,.218,"-9.125","13.625",-9.125,13.625
15,41,.0665374,.219,"-9.125","13.625",-9.125,13.625
15,140,.0671974,.22,"-9.125","13.625",-9.125,13.625
15,266,.0736101,.221,"-9.125","13.625",-9.125,13.625
15,550,.0769427,.222,"-9.125","13.625",-9.125,13.625
15,25,.0772127,.223,"-9.125","13.625",-9.125,13.625
15,410,.0776311,.224,"-9.125","13.625",-9.125,13.625
15,998,.0782419,.225,"-9.125","13.625",-9.125,13.625
15,324,.0849596,.226,"-9.125","13.625",-9.125,13.625
15,271,.0851157,.227,"-9.125","13.625",-9.125,13.625
15,887,.0861217,.228,"-9.125","13.625",-9.125,13.625
15,277,.0869493,.229,"-9.125","13.625",-9.125,13.625
15,159,.0875789,.23,"-9.125","13.625",-9.125,13.625
15,688,.0901639,.231,"-9.125","13.625",-9.125,13.625
15,571,.0917425,.232,"-9.125","13.625",-9.125,13.625
15,170,.0990869,.233,"-9.125","13.625",-9.125,13.625
15,237,.1010152,.234,"-9.125","13.625",-9.125,13.625
15,428,.1023063,.235,"-9.125","13.625",-9.125,13.625
15,323,.1029097,.236,"-9.125","13.625",-9.125,13.625
15,481,.1069538,.237,"-9.125","13.625",-9.125,13.625
15,87,.1096649,.238,"-9.125","13.625",-9.125,13.625
15,409,.1200778,.239,"-9.125","13.625",-9.125,13.625
15,889,.1206537,.24,"-9.125","13.625",-9.125,13.625
15,316,.1222006,.241,"-9.125","13.625",-9.125,13.625
15,281,.1235684,.242,"-9.125","13.625",-9.125,13.625
15,339,.1245971,.243,"-9.125","13.625",-9.125,13.625
15,54,.1259966,.244,"-9.125","13.625",-9.125,13.625
15,44,.1274997,.245,"-9.125","13.625",-9.125,13.625
15,986,.1283382,.246,"-9.125","13.625",-9.125,13.625
15,708,.1294372,.247,"-9.125","13.625",-9.125,13.625
15,556,.131828,.248,"-9.125","13.625",-9.125,13.625
15,461,.132675,.249,"-9.125","13.625",-9.125,13.625
15,475,.1333054,.25,"-9.125","13.625",-9.125,13.625
15,296,.1360095,.251,"-9.125","13.625",-9.125,13.625
15,558,.1438289,.252,"-9.125","13.625",-9.125,13.625
15,217,.1479912,.253,"-9.125","13.625",-9.125,13.625
15,401,.1494836,.254,"-9.125","13.625",-9.125,13.625
15,598,.1520911,.255,"-9.125","13.625",-9.125,13.625
15,846,.1523128,.256,"-9.125","13.625",-9.125,13.625
15,283,.1523621,.257,"-9.125","13.625",-9.125,13.625
15,460,.1597145,.258,"-9.125","13.625",-9.125,13.625
15,223,.1656456,.259,"-9.125","13.625",-9.125,13.625
15,584,.1714076,.26,"-9.125","13.625",-9.125,13.625
15,13,.1791389,.261,"-9.125","13.625",-9.125,13.625
15,566,.1803667,.262,"-9.125","13.625",-9.125,13.625
15,4,.1833769,.263,"-9.125","13.625",-9.125,13.625
15,955,.1855116,.264,"-9.125","13.625",-9.125,13.625
15,724,.1874793,.265,"-9.125","13.625",-9.125,13.625
15,710,.1883668,.266,"-9.125","13.625",-9.125,13.625
15,354,.1922379,.267,"-9.125","13.625",-9.125,13.625
15,530,.1926015,.268,"-9.125","13.625",-9.125,13.625
15,381,.2015323,.269,"-9.125","13.625",-9.125,13.625
15,268,.202546,.27,"-9.125","13.625",-9.125,13.625
15,21,.2113155,.271,"-9.125","13.625",-9.125,13.625
15,39,.215198,.272,"-9.125","13.625",-9.125,13.625
15,76,.2153052,.273,"-9.125","13.625",-9.125,13.625
15,357,.2159399,.274,"-9.125","13.625",-9.125,13.625
15,791,.2224887,.275,"-9.125","13.625",-9.125,13.625
15,143,.2225129,.276,"-9.125","13.625",-9.125,13.625
15,440,.2242454,.277,"-9.125","13.625",-9.125,13.625
15,924,.2259307,.278,"-9.125","13.625",-9.125,13.625
15,567,.2364824,.279,"-9.125","13.625",-9.125,13.625
15,814,.2375291,.28,"-9.125","13.625",-9.125,13.625
15,832,.2443213,.281,"-9.125","13.625",-9.125,13.625
15,19,.2461202,.282,"-9.125","13.625",-9.125,13.625
15,16,.2497897,.283,"-9.125","13.625",-9.125,13.625
15,503,.2516275,.284,"-9.125","13.625",-9.125,13.625
15,817,.2525666,.285,"-9.125","13.625",-9.125,13.625
15,990,.2542018,.286,"-9.125","13.625",-9.125,13.625
15,847,.2567866,.287,"-9.125","13.625",-9.125,13.625
15,757,.2602095,.288,"-9.125","13.625",-9.125,13.625
15,144,.2644416,.289,"-9.125","13.625",-9.125,13.625
15,936,.2677396,.29,"-9.125","13.625",-9.125,13.625
15,877,.2727202,.291,"-9.125","13.625",-9.125,13.625
15,133,.2769558,.292,"-9.125","13.625",-9.125,13.625
15,23,.2772854,.293,"-9.125","13.625",-9.125,13.625
15,626,.2843035,.294,"-9.125","13.625",-9.125,13.625
15,337,.2862678,.295,"-9.125","13.625",-9.125,13.625
15,579,.291508,.296,"-9.125","13.625",-9.125,13.625
15,731,.2921444,.297,"-9.125","13.625",-9.125,13.625
15,867,.298882,.298,"-9.125","13.625",-9.125,13.625
15,402,.3001515,.299,"-9.125","13.625",-9.125,13.625
15,484,.3018272,.3,"-9.125","13.625",-9.125,13.625
15,674,.3018611,.301,"-9.125","13.625",-9.125,13.625
15,727,.3167006,.302,"-9.125","13.625",-9.125,13.625
15,257,.3173678,.303,"-9.125","13.625",-9.125,13.625
15,834,.3178923,.304,"-9.125","13.625",-9.125,13.625
15,116,.3199567,.305,"-9.125","13.625",-9.125,13.625
15,244,.3210979,.306,"-9.125","13.625",-9.125,13.625
15,687,.323227,.307,"-9.125","13.625",-9.125,13.625
15,439,.3253178,.308,"-9.125","13.625",-9.125,13.625
15,56,.3255301,.309,"-9.125","13.625",-9.125,13.625
15,356,.3276979,.31,"-9.125","13.625",-9.125,13.625
15,265,.3293216,.311,"-9.125","13.625",-9.125,13.625
15,802,.3335397,.312,"-9.125","13.625",-9.125,13.625
15,84,.3381184,.313,"-9.125","13.625",-9.125,13.625
15,863,.3384454,.314,"-9.125","13.625",-9.125,13.625
15,500,.3389066,.315,"-9.125","13.625",-9.125,13.625
15,644,.3453971,.316,"-9.125","13.625",-9.125,13.625
15,672,.3470127,.317,"-9.125","13.625",-9.125,13.625
15,499,.3493625,.318,"-9.125","13.625",-9.125,13.625
15,883,.3496956,.319,"-9.125","13.625",-9.125,13.625
15,351,.3505894,.32,"-9.125","13.625",-9.125,13.625
15,804,.3510289,.321,"-9.125","13.625",-9.125,13.625
15,62,.3512845,.322,"-9.125","13.625",-9.125,13.625
15,507,.3523526,.323,"-9.125","13.625",-9.125,13.625
15,671,.3523891,.324,"-9.125","13.625",-9.125,13.625
15,30,.3558908,.325,"-9.125","13.625",-9.125,13.625
15,513,.3570432,.326,"-9.125","13.625",-9.125,13.625
15,723,.3592401,.327,"-9.125","13.625",-9.125,13.625
15,963,.3592567,.328,"-9.125","13.625",-9.125,13.625
15,17,.3675632,.329,"-9.125","13.625",-9.125,13.625
15,130,.3688706,.33,"-9.125","13.625",-9.125,13.625
15,796,.376562,.331,"-9.125","13.625",-9.125,13.625
15,361,.3791173,.332,"-9.125","13.625",-9.125,13.625
15,504,.3863389,.333,"-9.125","13.625",-9.125,13.625
15,711,.386485,.334,"-9.125","13.625",-9.125,13.625
15,378,.3878808,.335,"-9.125","13.625",-9.125,13.625
15,879,.388271,.336,"-9.125","13.625",-9.125,13.625
15,262,.3883072,.337,"-9.125","13.625",-9.125,13.625
15,607,.3890653,.338,"-9.125","13.625",-9.125,13.625
15,100,.3970667,.339,"-9.125","13.625",-9.125,13.625
15,375,.4005191,.34,"-9.125","13.625",-9.125,13.625
15,154,.4088358,.341,"-9.125","13.625",-9.125,13.625
15,940,.4098023,.342,"-9.125","13.625",-9.125,13.625
15,597,.4118685,.343,"-9.125","13.625",-9.125,13.625
15,929,.4143534,.344,"-9.125","13.625",-9.125,13.625
15,591,.4147921,.345,"-9.125","13.625",-9.125,13.625
15,139,.4157081,.346,"-9.125","13.625",-9.125,13.625
15,86,.4189563,.347,"-9.125","13.625",-9.125,13.625
15,480,.4228945,.348,"-9.125","13.625",-9.125,13.625
15,70,.42296,.349,"-9.125","13.625",-9.125,13.625
15,758,.4255696,.35,"-9.125","13.625",-9.125,13.625
15,134,.4274707,.351,"-9.125","13.625",-9.125,13.625
15,808,.4345951,.352,"-9.125","13.625",-9.125,13.625
15,782,.4364299,.353,"-9.125","13.625",-9.125,13.625
15,322,.4370396,.354,"-9.125","13.625",-9.125,13.625
15,390,.438222,.355,"-9.125","13.625",-9.125,13.625
15,819,.4389317,.356,"-9.125","13.625",-9.125,13.625
15,220,.4421699,.357,"-9.125","13.625",-9.125,13.625
15,103,.4428816,.358,"-9.125","13.625",-9.125,13.625
15,663,.4446123,.359,"-9.125","13.625",-9.125,13.625
15,596,.4492046,.36,"-9.125","13.625",-9.125,13.625
15,292,.4514503,.361,"-9.125","13.625",-9.125,13.625
15,943,.4534662,.362,"-9.125","13.625",-9.125,13.625
15,875,.4566003,.363,"-9.125","13.625",-9.125,13.625
15,232,.4595071,.364,"-9.125","13.625",-9.125,13.625
15,123,.4607967,.365,"-9.125","13.625",-9.125,13.625
15,149,.4676779,.366,"-9.125","13.625",-9.125,13.625
15,2,.4681093,.367,"-9.125","13.625",-9.125,13.625
15,922,.4717975,.368,"-9.125","13.625",-9.125,13.625
15,317,.4726032,.369,"-9.125","13.625",-9.125,13.625
15,312,.4736792,.37,"-9.125","13.625",-9.125,13.625
15,515,.475334,.371,"-9.125","13.625",-9.125,13.625
15,707,.4768448,.372,"-9.125","13.625",-9.125,13.625
15,971,.4784981,.373,"-9.125","13.625",-9.125,13.625
15,646,.4787297,.374,"-9.125","13.625",-9.125,13.625
15,488,.4804076,.375,"-9.125","13.625",-9.125,13.625
15,328,.4839249,.376,"-9.125","13.625",-9.125,13.625
15,457,.4871822,.377,"-9.125","13.625",-9.125,13.625
15,780,.4913192,.378,"-9.125","13.625",-9.125,13.625
15,641,.4931335,.379,"-9.125","13.625",-9.125,13.625
15,427,.4936177,.38,"-9.125","13.625",-9.125,13.625
15,377,.4955014,.381,"-9.125","13.625",-9.125,13.625
15,167,.4967693,.382,"-9.125","13.625",-9.125,13.625
15,830,.4969939,.383,"-9.125","13.625",-9.125,13.625
15,657,.4986499,.384,"-9.125","13.625",-9.125,13.625
15,330,.5051659,.385,"-9.125","13.625",-9.125,13.625
15,228,.5059058,.386,"-9.125","13.625",-9.125,13.625
15,206,.506053,.387,"-9.125","13.625",-9.125,13.625
15,539,.5073143,.388,"-9.125","13.625",-9.125,13.625
15,686,.5120479,.389,"-9.125","13.625",-9.125,13.625
15,961,.5132445,.39,"-9.125","13.625",-9.125,13.625
15,406,.5164503,.391,"-9.125","13.625",-9.125,13.625
15,284,.5218244,.392,"-9.125","13.625",-9.125,13.625
15,639,.5231425,.393,"-9.125","13.625",-9.125,13.625
15,599,.5244358,.394,"-9.125","13.625",-9.125,13.625
15,247,.5264071,.395,"-9.125","13.625",-9.125,13.625
15,82,.5267332,.396,"-9.125","13.625",-9.125,13.625
15,379,.5270596,.397,"-9.125","13.625",-9.125,13.625
15,255,.5299762,.398,"-9.125","13.625",-9.125,13.625
15,580,.5309345,.399,"-9.125","13.625",-9.125,13.625
15,953,.5343099,.4,"-9.125","13.625",-9.125,13.625
15,441,.5345233,.401,"-9.125","13.625",-9.125,13.625
15,131,.5377132,.402,"-9.125","13.625",-9.125,13.625
15,29,.5407062,.403,"-9.125","13.625",-9.125,13.625
15,973,.5441082,.404,"-9.125","13.625",-9.125,13.625
15,297,.5459687,.405,"-9.125","13.625",-9.125,13.625
15,631,.5507073,.406,"-9.125","13.625",-9.125,13.625
15,852,.5510032,.407,"-9.125","13.625",-9.125,13.625
15,745,.5534872,.408,"-9.125","13.625",-9.125,13.625
15,221,.5552291,.409,"-9.125","13.625",-9.125,13.625
15,397,.5565811,.41,"-9.125","13.625",-9.125,13.625
15,827,.5585684,.411,"-9.125","13.625",-9.125,13.625
15,251,.5591034,.412,"-9.125","13.625",-9.125,13.625
15,98,.5602369,.413,"-9.125","13.625",-9.125,13.625
15,219,.5654014,.414,"-9.125","13.625",-9.125,13.625
15,947,.5655959,.415,"-9.125","13.625",-9.125,13.625
15,741,.5683159,.416,"-9.125","13.625",-9.125,13.625
15,392,.5689403,.417,"-9.125","13.625",-9.125,13.625
15,565,.5703222,.418,"-9.125","13.625",-9.125,13.625
15,739,.5748832,.419,"-9.125","13.625",-9.125,13.625
15,888,.5794604,.42,"-9.125","13.625",-9.125,13.625
15,12,.5806475,.421,"-9.125","13.625",-9.125,13.625
15,712,.5820747,.422,"-9.125","13.625",-9.125,13.625
15,245,.5885082,.423,"-9.125","13.625",-9.125,13.625
15,798,.5951092,.424,"-9.125","13.625",-9.125,13.625
15,821,.5972922,.425,"-9.125","13.625",-9.125,13.625
15,493,.5988997,.426,"-9.125","13.625",-9.125,13.625
15,181,.6007876,.427,"-9.125","13.625",-9.125,13.625
15,754,.6038163,.428,"-9.125","13.625",-9.125,13.625
15,931,.6061062,.429,"-9.125","13.625",-9.125,13.625
15,586,.6083592,.43,"-9.125","13.625",-9.125,13.625
15,828,.6094818,.431,"-9.125","13.625",-9.125,13.625
15,121,.6099006,.432,"-9.125","13.625",-9.125,13.625
15,788,.6100854,.433,"-9.125","13.625",-9.125,13.625
15,693,.6111516,.434,"-9.125","13.625",-9.125,13.625
15,891,.6116084,.435,"-9.125","13.625",-9.125,13.625
15,691,.6119272,.436,"-9.125","13.625",-9.125,13.625
15,872,.6136951,.437,"-9.125","13.625",-9.125,13.625
15,233,.6182073,.438,"-9.125","13.625",-9.125,13.625
15,442,.6191811,.439,"-9.125","13.625",-9.125,13.625
15,72,.6202493,.44,"-9.125","13.625",-9.125,13.625
15,915,.6220076,.441,"-9.125","13.625",-9.125,13.625
15,773,.6238589,.442,"-9.125","13.625",-9.125,13.625
15,840,.6276975,.443,"-9.125","13.625",-9.125,13.625
15,926,.6297475,.444,"-9.125","13.625",-9.125,13.625
