cellid,y_pred_sim_dif_probT_naive,vcr_sim_probT_naive,cr_sim_probT_naive,vcr_sim_gtP_naive,y_pred_sim_dif_probT_robust,vcr_sim_probT_robust,cr_sim_probT_robust,vcr_sim_gtP_robust,lat,lon,class_nono_probT,class_yesyes_probT,class_type1_probT,class_type2_probT
"12756",".4780912399","1.840800524","3.677624941","1","1.008203745","3.881265163","7.755413532",".9340000153","-15.375","21.125","0","1","0","0"
"12757",".4780912399","1.826123476","3.677624941","1",".5433688164","2.070454597","4.179759979",".823333323","-15.375","21.375","0","1","0","0"
"12758",".4780912399","1.810697675","3.677624941","1",".5297284126","2.010688305","4.07483387",".8289999962","-15.375","21.625","0","1","0","0"
"12759",".4780912399","1.794516563","3.677624941","1",".4785277843","1.800168753","3.680983067",".7870000005","-15.375","21.875","0","1","0","0"
"1276","1.500258923","nan","11.54045296","nan",".529317975","nan","4.071676731","nan","12.625","-2.875","0","0","0","0"
"12760","3.8207798","11.49665928","29.39061356","1",".7140084505","2.152193308","5.492372513",".875","-15.375","22.125","0","1","0","0"
"12761","3.8207798","11.38983822","29.39061356","1",".7189273834","2.138361931","5.530210495",".8776666522","-15.375","22.375","0","1","0","0"
"12762","3.8207798","11.27807903","29.39061356","1",".6275151968","1.852847338","4.827039719",".8383333087","-15.375","22.625","0","1","0","0"
"12763","3.8207798","11.16130352","29.39061356","1",".8168830872","2.3783741","6.283716202",".8830000162","-15.375","22.875","0","1","0","0"
"12764","3.8207798","11.26557446","29.39061356","1",".6858084202","2.018632889","5.275449276",".8809999824","-15.375","23.125","0","1","0","0"
"12765","3.8207798","11.12675381","29.39061356","1",".6175833941","1.799074531","4.750641823",".8023333549","-15.375","23.375","0","1","0","0"
"12766","3.8207798","10.98281193","29.39061356","1",".5370118618","1.547347069","4.130860329",".7580000162","-15.375","23.625","0","1","0","0"
"12767","3.8207798","10.83374214","29.39061356","1",".9456449747","2.681001186","7.274191856",".9233333468","-15.375","23.875","0","1","0","0"
"12768","3.8207798","10.67954636","29.39061356","1",".8227918148","2.298143864","6.329167843",".8659999967","-15.375","24.125","0","1","0","0"
"12769","3.8207798","10.52092552","29.39061356","1",".9670532942","2.65818429","7.438871384",".9313333631","-15.375","24.375","0","1","0","0"
"1277","1.500258923","nan","11.54045296","nan",".4421350956","nan","3.401039124","nan","12.625","-2.625","0","0","0","0"
"12770","3.8207798","10.35898781","29.39061356","1",".9240521193","2.499550104","7.108093262",".9343333244","-15.375","24.625","0","1","0","0"
"12771","3.8207798","10.19382286","29.39061356","1",".9812287092","2.617632627","7.547913551",".9383333325","-15.375","24.875","0","1","0","0"
"12772","3.8207798","10.0255518","29.39061356","1","1.026724339","2.697463036","7.897879601",".9430000186","-15.375","25.125","0","1","0","0"
"12773","3.8207798","9.853178024","29.39061356","1",".9614677429","2.484982967","7.395905495",".9393333197","-15.375","25.375","0","1","0","0"
"12774","3.8207798","9.676430702","29.39061356","1",".904863596","2.290870667","6.960489273",".9173333049","-15.375","25.625","0","1","0","0"
"12775","3.8207798","9.495884895","29.39061356","1",".9066331387","2.263143778","6.974101067",".8943333626","-15.375","25.875","0","1","0","0"
"12776","3.8207798","9.312232971","29.39061356","1",".7675610781","1.865637064","5.904315948",".8356666565","-15.375","26.125","0","1","0","0"
"12777","3.8207798","9.126265526","29.39061356","1",".9991477728","2.390987396","7.685751915",".9200000167","-15.375","26.375","0","1","0","0"
"12778","3.8207798","8.822004318","29.39061356","1",".9691786766","2.23752141","7.455220699",".9416666627","-15.375","26.625","0","1","0","0"
"12779","3.8207798","8.635769844","29.39061356","1",".7714488506","1.745350838","5.934222221",".9049999714","-15.375","26.875","0","1","0","0"
"1278","1.500258923","nan","11.54045296","nan",".4584518671","nan","3.526552916","nan","12.625","-2.375","0","0","0","0"
"12780","3.8207798","8.450612068","29.39061356","1",".7708227634","1.703778505","5.929406166",".877333343","-15.375","27.125","0","1","0","0"
"12781","3.8207798","8.266306877","29.39061356","1",".7703870535","1.669794798","5.926054001",".8529999852","-15.375","27.375","0","1","0","0"
"12782","3.8207798","8.082065582","29.39061356","1",".8682982922","1.833417654","6.679217339",".8823333383","-15.375","27.625","0","1","0","0"
"12783","3.8207798","7.89658165","29.39061356","1",".8398656845","1.733112574","6.460505486",".8423333168","-15.375","27.875","0","1","0","0"
"12784","3.8207798","7.70815897","29.39061356","1",".5462489128","1.102308393","4.201914787",".6263333559","-15.375","28.125","0","0","0","1"
"12785","3.8207798","7.514560699","29.39061356","1",".6817150116","1.338873148","5.243961811",".7146666646","-15.375","28.375","0","1","0","0"
"12786","3.8207798","7.313436508","29.39061356","1",".6969436407","1.337758541","5.361104965",".7063333392","-15.375","28.625","0","1","0","0"
"12787","3.8207798","7.107763767","29.39061356","1",".5513139963","1.026210785","4.240877151",".5616666675","-15.375","28.875","0","0","0","1"
"12788","3.8207798","7.526239395","29.39061356","1",".6929460764","1.366730452","5.330354691",".7286666632","-15.375","29.125","0","1","0","0"
"12789","3.8207798","7.287593365","29.39061356","1",".8116153479","1.547975779","6.243195057",".7779999971","-15.375","29.375","0","1","0","0"
"1279","1.500258923","nan","11.54045296","nan",".3908168077","nan","3.006283283","nan","12.625","-2.125","0","0","0","0"
"12790","3.8207798","7.049583435","29.39061356","1",".6466972828","1.193915844","4.974594116",".6639999747","-15.375","29.625","0","0","0","1"
"12791","3.8207798","6.813463211","29.39061356","1",".6668981314","1.185816526","5.129985809",".6553333402","-15.375","29.875","0","0","0","1"
"12792","3.8207798","6.580375195","29.39061356","1",".5780632496",".9955468774","4.446640015",".5730000138","-15.375","30.125","0","0","0","1"
"12793","3.8207798","6.351424694","29.39061356","1",".5511262417",".9202859402","4.239432812",".499666661","-15.375","30.375","0","0","0","1"
"12794","-.0882382393","-.1415154785","-.6787557006","0",".6141577959",".9827280045","4.724290848",".5456666946","-15.375","30.625","1","0","0","0"
"12795","-.0882382393","-.1364966929","-.6787557006","0",".5725631714",".8824967146","4.404332161",".4939999878","-15.375","30.875","1","0","0","0"
"12796","-.0882382393","-.1316525638","-.6787557006","0",".6719267368",".9995061159","5.16866684",".5326666832","-15.375","31.125","1","0","0","0"
"12797","-.0882382393","-.1270109564","-.6787557006","0",".6605607271",".952639401","5.081236362",".5260000229","-15.375","31.375","1","0","0","0"
"12798","-.0882382393","-.1226005033","-.6787557006","0",".6023123264",".837688446","4.633171558",".4133333266","-15.375","31.625","1","0","0","0"
"12799","-.0882382393","-.1145876497","-.6787557006","0",".5660624504",".7368785143","4.354326248",".2643333375","-15.375","32.125","1","0","0","0"
"128","1.500258923","nan","11.54045296","nan",".2801954746","nan","2.155349731","nan","15.375","-11.125","0","0","0","0"
"1280","1.500258923","9.370426178","11.54045296","1",".356775403","2.230325222","2.74442625",".8683333397","12.625","-1.875","0","1","0","0"
"12800","-.0882382393","-.1110411286","-.6787557006","0",".5405718088",".6803897619","4.158245087",".1876666695","-15.375","32.375","1","0","0","0"
"12801","-.0882382393","-.1078359336","-.6787557006","0",".5288838148",".64862293","4.068336964",".22466667","-15.375","32.625","1","0","0","0"
"12802","-.0882382393","-.1049951091","-.6787557006","0",".5118857622",".6076792479","3.937582731",".1230000034","-15.375","32.875","1","0","0","0"
"12803","-.0882382393","-.1025388464","-.6787557006","0",".5510830879",".6387262344","4.239100456",".1386666596","-15.375","33.125","1","0","0","0"
"12804","-.0882382393","-.0988496765","-.6787557006","0",".5897992849",".6599059105","4.536917686",".2029999942","-15.375","33.625","1","0","0","0"
"12805","-.0882382393","-.0969192833","-.6787557006","0",".8542993069",".9374575615","6.571533203",".3729999959","-15.375","34.125","1","0","0","0"
"12806","-.0882382393","-.0966811106","-.6787557006","0",".7335948944",".8035529256","5.643037796",".2376666665","-15.375","34.375","1","0","0","0"
"12807","4.188221931","4.603015423","32.21709061","1",".9622386694","1.055150986","7.401835918",".5450000167","-15.375","34.625","0","0","0","1"
"12808","4.188221931","4.644361019","32.21709061","1",".2950227261",".326246798","2.269405365",".0370000005","-15.375","34.875","0","0","0","1"
"12809","4.188221931","4.714643002","32.21709061","1",".3700908422",".4163782001","2.846852779",".0253333338","-15.375","35.125","0","0","0","1"
"1281","1.500258923","9.382544518","11.54045296","1",".3514002562","2.194505692","2.703078747",".847333312","12.625","-1.625","0","1","0","0"
"12810","4.188221931","4.815681458","32.21709061","1",".3956445456",".4556049705","3.0434196",".0676666647","-15.375","35.375","0","0","0","1"
"12811","4.188221931","4.946082115","32.21709061","1",".6602340937",".7824764252","5.078723907",".2813333273","-15.375","35.625","0","0","0","1"
"12812",".6048884392",".7372030616","4.652987957","0",".3887810707",".4748006463","2.990623713",".1563333273","-15.375","35.875","1","0","0","0"
"12813",".6048884392",".7839785218","4.652987957","0",".6437469721",".8336629868","4.951899529",".4153333306","-15.375","36.125","1","0","0","0"
"12814",".6048884392",".814383328","4.652987957","0",".6948205233",".9362908602","5.344773293",".4453333318","-15.375","36.375","1","0","0","0"
"12815",".6048884392",".8476288915","4.652987957","0",".7156703472","1.005275488","5.505156517",".4926666617","-15.375","36.625","1","0","0","0"
"12816",".6048884392",".8832907081","4.652987957","0",".9450733662","1.380734682","7.269795418",".7503333092","-15.375","36.875","0","0","1","0"
"12817",".6048884392",".9209957719","4.652987957","0","1.08108902","1.648926735","8.316068649",".8626666665","-15.375","37.125","0","0","1","0"
"12818",".6048884392",".9530568123","4.652987957","0",".7701619864","1.211079359","5.924323082",".6443333626","-15.375","37.375","1","0","0","0"
"12819",".6048884392",".9929566383","4.652987957","0",".6348172426","1.03800571","4.883209229",".5686666369","-15.375","37.625","1","0","0","0"
"1282","1.500258923","9.540699959","11.54045296","1",".3457309008","2.196002245","2.659468412",".8330000043","12.625","-1.375","0","1","0","0"
"12820",".6048884392","1.033989906","4.652987957","0",".6016918421","1.027752399","4.628398895",".5799999833","-15.375","37.875","1","0","0","0"
"12821",".6048884392","1.075956941","4.652987957","0",".5325474739",".9545975924","4.096518993",".5153333545","-15.375","38.125","1","0","0","0"
"12822",".6048884392","1.118684292","4.652987957","0",".498284936",".9224553704","3.832961082",".5576666594","-15.375","38.375","1","0","0","0"
"12823",".6048884392","1.162021518","4.652987957","0",".2123411894",".4069983363","1.633393764",".2913333476","-15.375","38.625","1","0","0","0"
"12824",".6048884392","1.205836535","4.652987957","0",".2765703201",".5522094965","2.127463818",".2883333266","-15.375","38.875","1","0","0","0"
"12825",".6048884392","1.250014901","4.652987957","0",".2384223938",".4925113022","1.834018469",".3370000124","-15.375","39.125","1","0","0","0"
"12826",".6048884392","1.282304287","4.652987957","0",".257221818",".5471106768","1.978629351",".3670000136","-15.375","39.375","1","0","0","0"
"12827",".6048884392","1.326205015","4.652987957","1",".1891807318",".4154298902","1.455236435",".3563333452","-15.375","39.625","0","0","0","1"
"12828",".6048884392","nan","4.652987957","nan",".2079637051","nan","1.599720716","nan","-15.375","39.875","0","0","0","0"
"12829",".6048884392","nan","4.652987957","nan",".1561475992","nan","1.201135397","nan","-15.375","40.125","0","0","0","0"
"1283","1.500258923","9.564973831","11.54045296","1",".4689148664","2.988620996","3.607037544",".924333334","12.625","-1.125","0","1","0","0"
"12830",".6048884392","nan","4.652987957","nan",".1887458563","nan","1.451891184","nan","-15.375","40.375","0","0","0","0"
"12831",".6048884392","nan","4.652987957","nan",".3358511925","nan","2.583470821","nan","-15.375","40.625","0","0","0","0"
"12832",".7955236435","nan","6.119412422","nan",".9712623358","nan","7.471248627","nan","-15.375","46.625","0","0","0","0"
"12833",".7955236435","nan","6.119412422","nan",".4886859655","nan","3.759122849","nan","-15.375","46.875","0","0","0","0"
"12834",".7955236435","nan","6.119412422","nan",".6541907787","nan","5.032237053","nan","-15.375","47.125","0","0","0","0"
"12835",".7955236435","nan","6.119412422","nan",".691470027","nan","5.319000244","nan","-15.375","47.375","0","0","0","0"
"12836",".7955236435","nan","6.119412422","nan",".5991547108","nan","4.608882427","nan","-15.375","47.625","0","0","0","0"
"12837",".7955236435","nan","6.119412422","nan",".3311215639","nan","2.547088861","nan","-15.375","47.875","0","0","0","0"
"12838",".7955236435","nan","6.119412422","nan",".3747329712","nan","2.882561207","nan","-15.375","48.125","0","0","0","0"
"12839",".7955236435","nan","6.119412422","nan",".8504146338","nan","6.541650772","nan","-15.375","48.375","0","0","0","0"
"1284","1.500258923","9.591985703","11.54045296","1",".4564278126","2.918887138","3.51098299",".9183333516","12.625","-.875","0","1","0","0"
"12840",".9677560329","nan","7.444277287","nan",".5635516644","nan","4.335012913","nan","-15.375","48.625","0","0","0","0"
"12841",".9677560329","nan","7.444277287","nan","1.002101421","nan","7.708472252","nan","-15.375","48.875","0","0","0","0"
"12842",".9677560329","nan","7.444277287","nan","1.280145168","nan","9.847270966","nan","-15.375","49.125","0","0","0","0"
"12843",".9677560329","nan","7.444277287","nan","1.266278267","nan","9.74060154","nan","-15.375","49.375","0","0","0","0"
"12845",".9677560329","nan","7.444277287","nan","1.135026932","nan","8.730976105","nan","-15.375","49.875","0","0","0","0"
"12846",".9677560329","nan","7.444277287","nan","1.283421397","nan","9.872472763","nan","-15.375","50.125","0","0","0","0"
"12848",".4780912399","1.867109179","3.677624941","1",".5768922567","2.248585701","4.437632561",".7853333354","-15.625","15.375","0","1","0","0"
"12849","1.103052735","4.309118748","8.485020638","1",".6617422104","2.583178997","5.090324402",".8500000238","-15.625","15.625","0","1","0","0"
"1285","1.500258923","9.6219244","11.54045296","1",".3174414635","2.038216591","2.441857338",".8119999766","12.625","-.625","0","1","0","0"
"12850","1.103052735","4.310437679","8.485020638","1",".3870874643","1.511535883","2.977595806",".7316666842","-15.625","15.875","0","1","0","0"
"12851","1.103052735","4.311753273","8.485020638","1",".6976454258","2.734621525","5.366503239",".8470000029","-15.625","16.125","0","1","0","0"
"12852","1.103052735","4.313065052","8.485020638","1",".6648226976","2.597238541","5.114020824",".8439999819","-15.625","16.375","0","1","0","0"
"12853","1.103052735","4.314423084","8.485020638","1",".7504780293","2.934641361","5.772908211",".8906666636","-15.625","16.625","0","1","0","0"
"12854","1.103052735","4.315270424","8.485020638","1",".726351738","2.846659184","5.587321281",".8690000176","-15.625","16.875","0","1","0","0"
"12855","1.103052735","4.315457821","8.485020638","1",".7209528685","2.814237833","5.545791149",".8836666942","-15.625","17.125","0","1","0","0"
"12856","1.103052735","4.324214458","8.485020638","1",".6661679745","2.606568336","5.124369144",".852666676","-15.625","17.375","0","1","0","0"
"12857","1.103052735","4.322066784","8.485020638","1",".8318792582","3.259371281","6.399071217",".9393333197","-15.625","17.625","0","1","0","0"
"12858","1.103052735","4.31812191","8.485020638","1",".9697110653","3.798517704","7.459315777",".9829999804","-15.625","17.875","0","1","0","0"
"12859","1.103052735","4.31205368","8.485020638","1","1.02585566","4.01219511","7.891197205",".9886666536","-15.625","18.125","0","1","0","0"
"1286","1.500258923","9.655677795","11.54045296","1",".2817776203","1.814498544","2.167520046",".7919999957","12.625","-.375","0","1","0","0"
"12860","1.103052735","4.303536892","8.485020638","1",".6079751253","2.364367962","4.676732063",".8376666903","-15.625","18.375","0","1","0","0"
"12861","1.103052735","4.292582035","8.485020638","1",".6949191093","2.701157093","5.345531464",".878000021","-15.625","18.625","0","1","0","0"
"12862","1.103052735","4.279201031","8.485020638","1",".5731992722","2.223709583","4.409225464",".8083333373","-15.625","18.875","0","1","0","0"
"12863","1.103052735","4.263402462","8.485020638","1",".7450822592","2.879931211","5.73140192",".8796666861","-15.625","19.125","0","1","0","0"
"12864","1.103052735","4.425431728","8.485020638","1",".5781431198","2.317479849","4.447254658",".8223333359","-15.625","19.375","0","1","0","0"
"12865","1.103052735","4.403616428","8.485020638","1",".6827380657","2.724971533","5.251831055",".8706666827","-15.625","19.625","0","1","0","0"
"12866","1.103052735","4.379584789","8.485020638","1",".6146862507","2.434398651","4.728355408",".8696666956","-15.625","19.875","0","1","0","0"
"12867","1.103052735","4.353333473","8.485020638","1",".590441823","2.331073761","4.541860104",".826333344","-15.625","20.125","0","1","0","0"
"12868",".4780912399","1.87460506","3.677624941","1",".6416505575","2.507071972","4.935773849",".8536666632","-15.625","20.375","0","1","0","0"
"12869",".4780912399","1.861650348","3.677624941","1",".6462986469","2.526224613","4.971528053",".8539999723","-15.625","20.625","0","1","0","0"
"1287","1.500258923","9.694675446","11.54045296","1",".353225112","2.286074877","2.717116356",".8560000062","12.625","-.125","0","1","0","0"
"12870",".4780912399","1.847975731","3.677624941","1","1.002664447","3.86824131","7.712803364",".9219999909","-15.625","20.875","0","1","0","0"
"12871",".4780912399","1.833574176","3.677624941","1",".9094902277","3.486200809","6.996078491",".9089999795","-15.625","21.125","0","1","0","0"
"12872",".4780912399","1.818439007","3.677624941","1",".5108034611","1.940951228","3.929257393",".8193333149","-15.625","21.375","0","1","0","0"
"12873",".4780912399","1.802563667","3.677624941","1",".5232876539","1.967876315","4.025289536",".8223333359","-15.625","21.625","0","1","0","0"
"12874",".4780912399","1.442443132","3.677624941","1",".5013929605","1.516101122","3.856868744",".7583333254","-15.625","21.875","0","1","0","0"
"12875","3.8207798","11.42208576","29.39061356","1",".540818572","1.616142035","4.160142899",".7686666846","-15.625","22.125","0","1","0","0"
"12876","3.8207798","11.31177998","29.39061356","1",".682798028","2.016847849","5.252292633",".8399999738","-15.625","22.375","0","1","0","0"
"12877","3.8207798","11.19663048","29.39061356","1",".5358147621","1.566607475","4.121651649",".7676666379","-15.625","22.625","0","1","0","0"
"12878","3.8207798","11.30382061","29.39061356","1",".7102826834","2.094537735","5.463712692",".8143333197","-15.625","22.875","0","1","0","0"
"12879","3.8207798","11.16702175","29.39061356","1",".6624283791","1.936150789","5.095602989",".8730000257","-15.625","23.125","0","1","0","0"
"1288","1.500258923","9.625936508","11.54045296","1",".4384863377","2.816542625","3.372972012",".904333353","12.625",".125","0","1","0","0"
"12880","3.8207798","11.02525043","29.39061356","1",".808866024","2.332201481","6.222046375",".8673333526","-15.625","23.375","0","1","0","0"
"12881","3.8207798","10.87848759","29.39061356","1",".8642777205","2.462628841","6.648290157",".8920000196","-15.625","23.625","0","1","0","0"
"12882","3.8207798","10.72672749","29.39061356","1",".7774283886","2.177315235","5.98021841",".8550000191","-15.625","23.875","0","1","0","0"
"12883","3.8207798","10.56998253","29.39061356","1",".3826854229","1.059540391","2.943733931",".6353333592","-15.625","24.125","0","0","0","1"
"12884","3.8207798","10.4085083","29.39061356","1",".7118103504","1.936035395","5.475463867",".8216666579","-15.625","24.375","0","1","0","0"
"12885","3.8207798","10.24370003","29.39061356","1",".8353940248","2.23834753","6.426107883",".8446666598","-15.625","24.625","0","1","0","0"
"12886","3.8207798","10.07574558","29.39061356","1",".8631631136","2.274882555","6.639716148",".8799999952","-15.625","24.875","0","1","0","0"
"12887","3.8207798","9.904772758","29.39061356","1",".9264450073","2.404018879","7.12650013",".9003333449","-15.625","25.125","0","1","0","0"
"12888","3.8207798","9.730981827","29.39061356","1",".8254723549","2.102648258","6.349787235",".8696666956","-15.625","25.375","0","1","0","0"
"12889","3.8207798","9.554664612","29.39061356","1",".8776910305","2.194327354","6.751469612",".8849999905","-15.625","25.625","0","1","0","0"
"1289","1.500258923","9.677173615","11.54045296","1",".4558528662","2.93571353","3.506560564",".9029999971","12.625",".375","0","1","0","0"
"12890","3.8207798","9.375482559","29.39061356","1",".8686028719","2.131295443","6.681560516",".8980000019","-15.625","25.875","0","1","0","0"
"12891","3.8207798","9.193264008","29.39061356","1",".7119760513","1.715705991","5.47673893",".8073333502","-15.625","26.125","0","1","0","0"
"12892","3.8207798","8.879336357","29.39061356","1",".8352571726","1.932963371","6.425055027",".8873333335","-15.625","26.375","0","1","0","0"
"12893","3.8207798","8.6930933","29.39061356","1",".7451137304","1.692596436","5.731644154",".8610000014","-15.625","26.625","0","1","0","0"
"12894","3.8207798","8.507416725","29.39061356","1",".7887884378","1.756783009","6.067603111",".8653333187","-15.625","26.875","0","1","0","0"
"12895","3.8207798","8.324022293","29.39061356","1",".8400976658","1.828913689","6.46228981",".8870000243","-15.625","27.125","0","1","0","0"
"12896","3.8207798","8.142725945","29.39061356","1",".8433117867","1.793663502","6.487013817",".8993333578","-15.625","27.375","0","1","0","0"
"12897","3.8207798","7.962516785","29.39061356","1",".9042730331","1.881837487","6.955946445",".9076666832","-15.625","27.625","0","1","0","0"
"12898","3.8207798","7.781869411","29.39061356","1",".8345558643","1.701265574","6.419660568",".8429999948","-15.625","27.875","0","1","0","0"
"12899","3.8207798","7.599141598","29.39061356","1",".7335344553","1.45873642","5.642572403",".7696666718","-15.625","28.125","0","1","0","0"
"129","1.500258923","nan","11.54045296","nan",".3636823893","nan","2.797556877","nan","15.375","-10.875","0","0","0","0"
"1290","1.500258923","9.898867607","11.54045296","1",".44754529","2.949375391","3.44265604",".898999989","12.625",".875","0","1","0","0"
"12900","3.8207798","7.412378788","29.39061356","1",".7650176287","1.481467247","5.88475132",".7586666942","-15.625","28.375","0","1","0","0"
"12901","3.8207798","7.219528198","29.39061356","1",".4794039726",".9071096182","3.687722921",".576333344","-15.625","28.625","0","0","0","1"
"12902","3.8207798","7.023001671","29.39061356","1",".6327463388","1.155141354","4.86727953",".6536666751","-15.625","28.875","0","0","0","1"
"12903","3.8207798","7.503334522","29.39061356","1",".8848773241","1.739920139","6.80674839",".8176666498","-15.625","29.125","0","1","0","0"
"12904","3.8207798","7.274256706","29.39061356","1",".4736626148",".8996165395","3.643558502",".5569999814","-15.625","29.375","0","0","0","1"
"12905","3.8207798","7.045656681","29.39061356","1",".5093245506",".9378016591","3.917881012",".5236666799","-15.625","29.625","0","0","0","1"
"12906","-.0769691467","-.1373626739","-.5920703411","0",".4784065485",".8535940647","3.680050373",".4843333364","-15.625","29.875","1","0","0","0"
"12907","-.0769691467","-.1328482777","-.5920703411","0",".6351774931","1.092971921","4.885980606",".6110000014","-15.625","30.125","1","0","0","0"
"12908","3.8207798","6.37446928","29.39061356","1",".538621068",".8967077732","4.143239021",".4843333364","-15.625","30.375","0","0","0","1"
"12909","-.0882382393","-.1422449946","-.6787557006","0",".3689374924",".5942697525","2.837980747",".374333322","-15.625","30.625","1","0","0","0"
"1291","1.500258923","9.991101265","11.54045296","1",".4204851389","2.796379566","3.234501123",".8840000033","12.625","1.125","0","1","0","0"
"12910","-.0882382393","-.1374172419","-.6787557006","0",".6478834152","1.009546757","4.983718872",".5436666608","-15.625","30.875","1","0","0","0"
"12911","-.0882382393","-.1327562332","-.6787557006","0",".5277373791",".7925947905","4.05951786",".4286666811","-15.625","31.125","1","0","0","0"
"12912","-.0882382393","-.1282878816","-.6787557006","0",".7736827135","1.124422669","5.951405525",".602666676","-15.625","31.375","1","0","0","0"
"12913","-.0882382393","-.1240380779","-.6787557006","0",".5346133709",".7507266402","4.112410545",".374666661","-15.625","31.625","1","0","0","0"
"12914","-.0882382393","-.1200324968","-.6787557006","0",".4554978609",".6183190346","3.503829718",".2643333375","-15.625","31.875","1","0","0","0"
"12915","-.0882382393","-.11629612","-.6787557006","0",".5062820911",".6675809622","3.894477606",".3273333311","-15.625","32.125","1","0","0","0"
"12916","-.0882382393","-.1128527522","-.6787557006","0",".497836113",".6352604628","3.829508543",".15033333","-15.625","32.375","1","0","0","0"
"12917","-.0882382393","-.1097244993","-.6787557006","0",".4560379982",".5681837797","3.507984638",".1309999973","-15.625","32.625","1","0","0","0"
"12918","-.0882382393","-.1069314405","-.6787557006","0",".3669570684",".4461285174","2.822746754",".0846666694","-15.625","32.875","1","0","0","0"
"12919","-.0882382393","-.1044916809","-.6787557006","0",".2969299555",".3521390557","2.284076691",".0686666667","-15.625","33.125","1","0","0","0"
"12920","-.0882382393","-.1024219915","-.6787557006","0",".3547013998",".4121613503","2.728472233",".0146666663","-15.625","33.375","1","0","0","0"
"12921","-.0882382393","-.0986231416","-.6787557006","0",".361056447",".4039735198","2.77735734",".200666666","-15.625","34.125","1","0","0","0"
"12922","-.0882382393","-.0982506201","-.6787557006","0",".3373383284",".3773903847","2.594910145",".0916666687","-15.625","34.375","1","0","0","0"
"12923","4.188221931","4.670203686","32.21709061","1",".3558027744",".3959306479","2.736944199",".0393333323","-15.625","34.625","0","0","0","1"
"12924","4.188221931","4.703957558","32.21709061","1",".5002683401",".5609582663","3.848217964",".2733333409","-15.625","34.875","0","0","0","1"
"12925","4.188221931","4.767292023","32.21709061","1",".5089706182",".5793730617","3.915158749",".1920000017","-15.625","35.125","0","0","0","1"
"12926","4.188221931","4.861951828","32.21709061","1",".3022446632",".3541287184","2.324958801",".1813333333","-15.625","35.375","0","0","0","1"
"12927","4.188221931","4.988790512","32.21709061","1",".6213206053",".7391809821","4.779389381",".3470000029","-15.625","35.625","0","0","0","1"
"12928",".6048884392",".7430806756","4.652987957","0",".6042029858",".7410985231","4.647715092",".3063333333","-15.625","35.875","1","0","0","0"
"12929",".6048884392",".7694152594","4.652987957","0",".7444838285",".9475245476","5.726799011",".4863333404","-15.625","36.125","1","0","0","0"
"12930",".6048884392",".8213373423","4.652987957","0",".538192749",".7333124876","4.139944077",".4530000091","-15.625","36.375","1","0","0","0"
"12931",".6048884392",".854374826","4.652987957","0",".6803832054",".9615134001","5.233716965",".5183333158","-15.625","36.625","1","0","0","0"
"12932",".6048884392",".889757514","4.652987957","0",".7278174162","1.071754217","5.598595619",".5176666379","-15.625","36.875","1","0","0","0"
"12933",".6048884392",".9271117449","4.652987957","0",".7076966763","1.086254597","5.443820477",".5849999785","-15.625","37.125","1","0","0","0"
"12934",".6048884392",".9566239119","4.652987957","0",".6945860386","1.100696087","5.342969418",".5856666565","-15.625","37.375","1","0","0","0"
"12935",".6048884392",".9960085154","4.652987957","0",".5600599051",".9144411683","4.308153152",".521666646","-15.625","37.625","1","0","0","0"
"12936",".6048884392","1.036509275","4.652987957","0",".528303504",".9041540623","4.063873291",".5243333578","-15.625","37.875","1","0","0","0"
"12937",".6048884392","1.077941775","4.652987957","0",".4797170162",".8556687832","3.690130949",".5396666527","-15.625","38.125","1","0","0","0"
"12938",".6048884392","1.120146394","4.652987957","0",".275834322",".510959506","2.12180233",".3253333271","-15.625","38.375","1","0","0","0"
"12939",".6048884392","1.162982225","4.652987957","0",".2405841351",".4602667093","1.850647211",".2843333185","-15.625","38.625","1","0","0","0"
"1294","1.500258923","10.16636658","11.54045296","1",".4217507839","2.859283686","3.244236946",".8920000196","12.625","2.125","0","1","0","0"
"12940",".6048884392","1.206326127","4.652987957","0",".2634085417",".5292494297","2.026219368",".2073333263","-15.625","38.875","1","0","0","0"
"12941",".6048884392","1.250069499","4.652987957","0",".2858080864",".5901261568","2.198523521",".2666666806","-15.625","39.125","1","0","0","0"
"12942",".6048884392","1.294116497","4.652987957","0",".2231433392",".4756650925","1.716487169",".3219999969","-15.625","39.375","1","0","0","0"
"12943",".6048884392","1.325635791","4.652987957","1",".1996978521",".4366903901","1.536137342",".3519999981","-15.625","39.625","0","0","0","1"
"12944",".6048884392","nan","4.652987957","nan",".2320057154","nan","1.784659386","nan","-15.625","39.875","0","0","0","0"
"12945",".6048884392","nan","4.652987957","nan",".138972044","nan","1.069015741","nan","-15.625","40.125","0","0","0","0"
"12946",".6048884392","nan","4.652987957","nan",".1114484072","nan",".8572953939","nan","-15.625","40.375","0","0","0","0"
"12947","1.497837067","nan","11.52182388","nan",".5413513184","nan","4.164240837","nan","-15.625","46.125","0","0","0","0"
"12948","1.500258923","nan","11.54045296","nan",".5778514147","nan","4.445010662","nan","-15.625","46.375","0","0","0","0"
"12949",".7955236435","nan","6.119412422","nan",".4365702868","nan","3.358232975","nan","-15.625","46.625","0","0","0","0"
"12950",".7955236435","nan","6.119412422","nan",".5744744539","nan","4.419034004","nan","-15.625","46.875","0","0","0","0"
"12951",".7955236435","nan","6.119412422","nan",".7205251455","nan","5.542500973","nan","-15.625","47.125","0","0","0","0"
