cellid,y_pred_sim_dif_probT_naive,vcr_sim_probT_naive,cr_sim_probT_naive,vcr_sim_gtP_naive,y_pred_sim_dif_probT_robust,vcr_sim_probT_robust,cr_sim_probT_robust,vcr_sim_gtP_robust,lat,lon,class_nono_probT,class_yesyes_probT,class_type1_probT,class_type2_probT
"0","1.497837067","nan","11.52182388","nan",".2893161774","nan","2.225509167","nan","16.375","-16.375","0","0","0","0"
"1","1.497837067","nan","11.52182388","nan",".3294125795","nan","2.533942938","nan","16.375","-16.125","0","0","0","0"
"10","1.500258923","nan","11.54045296","nan",".2841466665","nan","2.18574357","nan","16.375","-12.125","0","0","0","0"
"1000","1.500258923","nan","11.54045296","nan",".7338821888","nan","5.645247459","nan","13.125","-9.125","0","0","0","0"
"10000",".7955236435","3.51406765","6.119412422","1",".959769249","4.240094662","7.382840157",".9929999709","-7.625","28.125","0","1","0","0"
"10001",".7955236435","3.486419439","6.119412422","1",".9435763359","4.138801575","7.2582798",".9643333554","-7.625","28.375","0","1","0","0"
"10002","-.0054683685","-.0230837744","-.0420643725","0","1.235652447","5.219918251","9.505018234",".9700000286","-7.625","29.375","0","0","1","0"
"10003","-.0054683685","-.0227805991","-.0420643725","0","1.072748542","4.472138405","8.251912117",".977666676","-7.625","29.625","0","0","1","0"
"10004","-.0054683685","-.0224583577","-.0420643725","0","1.105182052","4.531266212","8.501399994",".9973333478","-7.625","29.875","0","0","1","0"
"10005","-.0054683685","-.0219360813","-.0420643725","0","1.060000539","4.250155926","8.153850555",".9713333249","-7.625","30.125","0","0","1","0"
"10006","-.0054683685","-.0204616748","-.0420643725","0",".7632708549","2.858986616","5.871314049",".9319999814","-7.625","31.125","0","0","1","0"
"10007","2.048164606","7.450464725","15.75511265","1",".5010627508","1.819205642","3.854328871",".8176666498","-7.625","31.875","0","1","0","0"
"10008",".6790759563","2.368232012","5.223661423","1",".5657793283","1.970969081","4.352148533",".8259999752","-7.625","35.125","0","1","0","0"
"10009",".6790759563","2.334318399","5.223661423","1",".5418440104","1.861572266","4.168030739",".8100000024","-7.625","35.375","0","1","0","0"
"1001","1.500258923","nan","11.54045296","nan",".6962659359","nan","5.355891705","nan","13.125","-8.875","0","0","0","0"
"10010",".6790759563","2.378148317","5.223661423","1",".5177903175","1.815553904","3.983002424",".7850000262","-7.625","35.625","0","1","0","0"
"10011","-.0054683685","-.0194286667","-.0420643725","0",".5781310797","2.060386181","4.447162151",".8116666675","-7.625","35.875","0","0","1","0"
"10012","-.0054683685","-.0196134001","-.0420643725","0",".5123440027","1.84026885","3.94110775",".7893333435","-7.625","36.125","0","0","1","0"
"10013","2.048164606","7.902348042","15.75511265","1","1.192470908","4.603402138","9.17285347",".9919999838","-7.625","36.875","0","1","0","0"
"10014","2.048164606","8.031684875","15.75511265","1",".4942502975","1.934695482","3.801925182",".8416666389","-7.625","37.125","0","1","0","0"
"10015","2.048164606","8.918736458","15.75511265","1",".2956386805","1.286400318","2.274143696",".6976666451","-7.625","38.875","0","0","0","1"
"10016","2.048164606","9.021047592","15.75511265","1",".1238225698",".5450045466",".9524812698",".5920000076","-7.625","39.125","0","0","0","1"
"10017",".4780912399","2.562803745","3.677624941","1",".146520853",".7852471471","1.12708354",".6506666541","-7.875","13.125","0","0","0","1"
"10018",".4780912399","2.517094374","3.677624941","1",".2136023045","1.129252195","1.643094659",".675999999","-7.875","13.375","0","0","0","1"
"10019",".4780912399","2.437805891","3.677624941","1",".3012275696","1.528374195","2.317135334",".7390000224","-7.875","13.625","0","1","0","0"
"1002","1.500258923","nan","11.54045296","nan",".4116747379","nan","3.166728735","nan","13.125","-8.625","0","0","0","0"
"10020",".4780912399","2.44503212","3.677624941","1",".6482371092","3.318077564","4.986439228",".9686666727","-7.875","13.875","0","1","0","0"
"10021",".4780912399","2.404386997","3.677624941","1","1.105815887","5.560404778","8.506275177",".9980000257","-7.875","14.125","0","1","0","0"
"10022",".4780912399","2.414336205","3.677624941","1","1.194203973","6.028772354","9.186183929",".9956666827","-7.875","14.375","0","1","0","0"
"10023",".4780912399","2.425532103","3.677624941","1","1.134994864","5.752878189","8.730730057",".9953333139","-7.875","14.625","0","1","0","0"
"10024",".4780912399","2.258910656","3.677624941","1","1.376886487","6.502668858","10.59143448",".9986666441","-7.875","14.875","0","1","0","0"
"10025",".1147877574",".5458930731",".8829827309","0","1.503747702","7.151442051","11.56729031",".997666657","-7.875","15.125","0","0","1","0"
"10026",".5653105974","2.376186132","4.348543167","1",".796178937","3.344647884","6.124453545",".9250000119","-7.875","15.375","0","1","0","0"
"10027",".5653105974","2.603546143","4.348543167","1","1.361040473","6.262192726","10.46954155",".9806666374","-7.875","15.625","0","1","0","0"
"10028",".1147877574",".5332061052",".8829827309","0","1.478958011","6.881078243","11.37660027",".9959999919","-7.875","15.875","0","0","1","0"
"10029",".1147877574",".5130125284",".8829827309","0","1.127575755","5.036527634","8.673660278",".9909999967","-7.875","16.125","0","0","1","0"
"1003","1.500258923","nan","11.54045296","nan",".5003049374","nan","3.848499537","nan","13.125","-8.375","0","0","0","0"
"10030",".1147877574",".5181033015",".8829827309","0","1.113515973","5.019608021","8.565507889",".9886666536","-7.875","16.375","0","0","1","0"
"10031",".4780912399","2.265742302","3.677624941","1","1.016501784","4.822331429","7.819244385",".9796666503","-7.875","16.625","0","1","0","0"
"10032",".4780912399","2.286653757","3.677624941","1",".8635133505","4.127743721","6.642410278",".9673333168","-7.875","16.875","0","1","0","0"
"10033",".4780912399","2.307275057","3.677624941","1",".8480672836","4.086340904","6.523594379",".9616666436","-7.875","17.125","0","1","0","0"
"10034",".4780912399","2.327024937","3.677624941","1",".8754943609","4.256486893","6.734572411",".9683333039","-7.875","17.375","0","1","0","0"
"10035",".7955236435","4.022688389","6.119412422","1","1.19267571","6.026344299","9.17442894",".9900000095","-7.875","18.625","0","1","0","0"
"10036",".7955236435","4.199444771","6.119412422","1","1.111791849","5.871589661","8.55224514",".9750000238","-7.875","18.875","0","1","0","0"
"10037",".7955236435","4.214210987","6.119412422","1","1.033779263","5.47026968","7.952148438",".972333312","-7.875","19.125","0","1","0","0"
"10038",".1147877574",".6097696424",".8829827309","0","1.179968357","6.266354561","9.07667923",".9863333106","-7.875","19.375","0","0","1","0"
"10039",".1147877574",".6111982465",".8829827309","0","1.14659059","6.11349678","8.819927216",".9856666923","-7.875","19.625","0","0","1","0"
"1004","1.500258923","nan","11.54045296","nan",".5857403278","nan","4.505694866","nan","13.125","-8.125","0","0","0","0"
"10040",".1147877574",".6123712659",".8829827309","0","1.088722467","5.800848007","8.374788284",".9720000029","-7.875","19.875","0","0","1","0"
"10041",".1147877574",".6132915616",".8829827309","0","1.027029991","5.485949516","7.900230408",".9756666422","-7.875","20.125","0","0","1","0"
"10042",".1147877574",".6139623523",".8829827309","0","1.003544211","5.369056225","7.719571114",".9563333392","-7.875","20.375","0","0","1","0"
"10043",".1147877574",".6143864393",".8829827309","0",".898450017","4.799956322","6.911153793",".9813333154","-7.875","20.625","0","0","1","0"
"10045",".1147877574",".6261057854",".8829827309","0",".8832844496","4.809408188","6.794495583",".9603333473","-7.875","21.125","0","0","1","0"
"10046",".1147877574",".6256182194",".8829827309","0",".8992061615","4.909261703","6.916970253",".9613333344","-7.875","21.375","0","0","1","0"
"10048",".7955236435","4.315571308","6.119412422","1",".850751996","4.615551472","6.544246197",".9763333201","-7.875","22.125","0","1","0","0"
"10049",".7955236435","4.305544376","6.119412422","1",".8140333891","4.398402691","6.261795044",".9566666484","-7.875","22.375","0","1","0","0"
"1005","1.500258923","nan","11.54045296","nan",".531472683","nan","4.088251591","nan","13.125","-7.875","0","0","0","0"
"10050",".7955236435","4.329129696","6.119412422","1",".8845462799","4.812554359","6.80420208",".9836666584","-7.875","22.625","0","1","0","0"
"10051",".7955236435","4.315297604","6.119412422","1",".8506829739","4.609073162","6.543715477",".9733333588","-7.875","22.875","0","1","0","0"
"10052",".7955236435","4.299854755","6.119412422","1",".8060156107","4.355587959","6.200119972",".9693333507","-7.875","23.125","0","1","0","0"
"10053",".7955236435","4.282809734","6.119412422","1",".8813416958","4.747973919","6.779551506",".9720000029","-7.875","23.375","0","1","0","0"
"10054",".7955236435","4.264166355","6.119412422","1",".8838375807","4.73295784","6.798750401",".9660000205","-7.875","23.625","0","1","0","0"
"10055",".7955236435","4.243924618","6.119412422","1",".9764578342","5.201889992","7.511214256",".9539999962","-7.875","23.875","0","1","0","0"
"10056",".7955236435","4.291827202","6.119412422","1","1.009291291","5.440751076","7.763779163",".9463333488","-7.875","24.125","0","1","0","0"
"10057",".7955236435","3.459079266","6.119412422","1",".9581202269","4.162268639","7.370155811",".9419999719","-7.875","24.375","0","1","0","0"
"10058",".7955236435","3.466942549","6.119412422","1","1.02825582","4.477359772","7.909660339",".953666687","-7.875","24.625","0","1","0","0"
"10059",".7955236435","3.473396778","6.119412422","1",".946762681","4.132985115","7.282789707",".9653333426","-7.875","24.875","0","1","0","0"
"1006","1.500258923","nan","11.54045296","nan",".5444332361","nan","4.187948227","nan","13.125","-7.625","0","0","0","0"
"10060",".7955236435","3.478331566","6.119412422","1",".9708600044","4.237078667","7.468153954",".9673333168","-7.875","25.125","0","1","0","0"
"10061",".7955236435","3.481627703","6.119412422","1","1.039484501","4.547133446","7.996034622",".9689999819","-7.875","25.375","0","1","0","0"
"10062",".7955236435","3.483158588","6.119412422","1",".7891967297","3.459827423","6.070744038",".9023333192","-7.875","25.625","0","1","0","0"
"10063",".7955236435","3.482786894","6.119412422","1",".7711793184","3.377290249","5.932148933",".9073333144","-7.875","25.875","0","1","0","0"
"10064",".7955236435","3.480366945","6.119412422","1",".863443017","3.779107571","6.641869545",".9580000043","-7.875","26.125","0","1","0","0"
"10065",".7955236435","3.475747347","6.119412422","1",".8572132587","3.747750759","6.593948364",".9570000172","-7.875","26.375","0","1","0","0"
"10066",".7955236435","3.52339983","6.119412422","1",".7391769886","3.277218342","5.685976982",".9093333483","-7.875","26.625","0","1","0","0"
"10067",".7955236435","3.516573429","6.119412422","1",".7837320566","3.471648932","6.028707981",".9303333163","-7.875","26.875","0","1","0","0"
"10068",".7955236435","3.507221937","6.119412422","1",".8646910191","3.811222076","6.651469231",".9359999895","-7.875","27.125","0","1","0","0"
"10069",".7955236435","3.536339045","6.119412422","1",".8209371567","3.6510396","6.314901352",".9573333263","-7.875","27.375","0","1","0","0"
"1007","1.500258923","nan","11.54045296","nan",".4703258276","nan","3.617890835","nan","13.125","-7.375","0","0","0","0"
"10070",".7955236435","3.513740301","6.119412422","1",".8814214468","3.883296967","6.780164719",".9913333058","-7.875","27.625","0","1","0","0"
"10071",".7955236435","3.488437176","6.119412422","1",".8076478243","3.542161465","6.212675571",".951333344","-7.875","27.875","0","1","0","0"
"10072",".7955236435","3.429299116","6.119412422","1",".761461854","3.288059473","5.857398987",".9256666899","-7.875","28.375","0","1","0","0"
"10073",".7955236435","3.361573458","6.119412422","1",".8010367155","3.388045311","6.161820889",".9553333521","-7.875","28.625","0","1","0","0"
"10074",".7955236435","3.299407959","6.119412422","1","1.121359468","4.644304276","8.625842094",".9686666727","-7.875","29.125","0","1","0","0"
"10075","-.0054683685","-.0218862854","-.0420643725","0","1.201141119","4.804724693","9.239547729",".9860000014","-7.875","29.625","0","0","1","0"
"10076","-.0054683685","-.021547338","-.0420643725","0","1.225841641","4.842150688","9.429551125",".9893333316","-7.875","29.875","0","0","1","0"
"10077","-.0054683685","-.0214230176","-.0420643725","0","1.181960821","4.631599426","9.092006683",".9933333397","-7.875","30.125","0","0","1","0"
"10078",".7955236435","3.065587997","6.119412422","1",".9379602671","3.611064434","7.215078831",".9480000138","-7.875","30.375","0","1","0","0"
"10079","-.0054683685","-.0199511424","-.0420643725","0","1.012895465","3.688357353","7.791503906",".9636666775","-7.875","31.125","0","0","1","0"
"1008","1.500258923","nan","11.54045296","nan",".4139399529","nan","3.184153557","nan","13.125","-7.125","0","0","0","0"
"10080","-.0054683685","-.0194772817","-.0420643725","0",".6466467381","2.304555893","4.974205971",".8836666942","-7.875","31.375","0","0","1","0"
"10081","-.0054683685","-.0191074964","-.0420643725","0",".6165850163","2.148273945","4.742961884",".8683333397","-7.875","31.625","0","0","1","0"
"10082","-.0054683685","-.0167286452","-.0420643725","0",".711602211","2.180567265","5.473863125",".8500000238","-7.875","33.375","0","0","1","0"
"10083",".6790759563","2.202024937","5.223661423","1",".6279343367","2.039382458","4.830264091",".8376666903","-7.875","35.125","0","1","0","0"
"10084","-.0054683685","-.0180880353","-.0420643725","0",".8921064138","2.948579311","6.86235714",".9169999957","-7.875","35.375","0","0","1","0"
"10085","-.0054683685","-.0184555948","-.0420643725","0",".6024013758","2.036205292","4.633856773",".8123333454","-7.875","35.625","0","0","1","0"
"10086","-.0054683685","-.0187033396","-.0420643725","0",".9446212053","3.228216648","7.266316891",".92900002","-7.875","35.875","0","0","1","0"
"10087","-.0054683685","-.0189185292","-.0420643725","0","1.169137478","4.03598547","8.993365288",".9766666889","-7.875","36.125","0","0","1","0"
"10088","2.048164606","7.372039795","15.75511265","1","1.151462197","4.144922733","8.857400894",".9836666584","-7.875","36.875","0","1","0","0"
"10089","2.048164606","8.725979805","15.75511265","1",".250654459","1.068505764","1.928111315",".6476666927","-7.875","38.875","0","0","0","1"
"1009","1.500258923","nan","11.54045296","nan",".4443434477","nan","3.418026447","nan","13.125","-6.875","0","0","0","0"
"10090","2.048164606","8.917437553","15.75511265","1",".8229725361","3.585690975","6.330557823",".9873333573","-7.875","39.375","0","1","0","0"
"10093",".4780912399","2.649085045","3.677624941","1",".3142018318","1.735571861","2.416937351",".7683333158","-8.125","13.375","0","1","0","0"
"10094",".4780912399","2.424793482","3.677624941","1",".1015658379",".5146130323",".7812756896",".6126666665","-8.125","13.625","0","0","0","1"
"10095",".4780912399","2.38193965","3.677624941","1",".3432068825","1.709306002","2.640052795",".7583333254","-8.125","13.875","0","1","0","0"
"10096",".4780912399","2.389883518","3.677624941","1",".9001486301","4.497866631","6.924220085",".9933333397","-8.125","14.125","0","1","0","0"
"10097",".4780912399","2.39911294","3.677624941","1","1.277607679","6.422508717","9.82775116",".9923333526","-8.125","14.375","0","1","0","0"
"10098",".4780912399","2.232875347","3.677624941","1","1.380366921","6.452010155","10.61820793",".9986666441","-8.125","14.625","0","1","0","0"
"10099",".4780912399","2.245822906","3.677624941","1","1.300043106","6.106616974","10.00033188",".9963333607","-8.125","14.875","0","1","0","0"
"1010","1.500258923","nan","11.54045296","nan",".3892580271","nan","2.994292498","nan","13.125","-6.625","0","0","0","0"
"10100",".1147877574",".5425918698",".8829827309","0","1.405268908","6.638034821","10.80976105",".9996666908","-8.125","15.125","0","0","1","0"
"10101",".5653105974","2.508806944","4.348543167","1",".6984177828","3.095013857","5.372444153",".8703333139","-8.125","15.375","0","1","0","0"
"10102",".5653105974","2.584195375","4.348543167","1",".9786605835","4.46959877","7.528158188",".9563333392","-8.125","15.625","0","1","0","0"
"10103",".1147877574",".5032990575",".8829827309","0","1.232944489","5.399732113","9.48418808",".9876666665","-8.125","15.875","0","0","1","0"
"10104",".1147877574",".5080575347",".8829827309","0","1.333034515","5.899044514","10.25411224",".996999979","-8.125","16.125","0","0","1","0"
"10105",".4780912399","2.244274378","3.677624941","1",".9910112619","4.648333549","7.623163223",".9843333364","-8.125","16.625","0","1","0","0"
"10106",".4780912399","2.264345407","3.677624941","1",".9548317194","4.520506859","7.344859123",".9653333426","-8.125","16.875","0","1","0","0"
"10107",".4780912399","2.284028053","3.677624941","1",".9672192335","4.619280338","7.440148354",".9716666937","-8.125","17.125","0","1","0","0"
"10108",".4780912399","2.30291748","3.677624941","1",".8546485901","4.121483803","6.574219704",".9499999881","-8.125","17.375","0","1","0","0"
"10109",".1147877574",".5571778417",".8829827309","0",".9051352739","4.388812065","6.962578773",".9606666565","-8.125","17.625","0","0","1","0"
"1011","1.500258923","nan","11.54045296","nan",".350302577","nan","2.694635391","nan","13.125","-6.375","0","0","0","0"
"10110",".1147877574",".5610767007",".8829827309","0",".9793206453","4.790650845","7.53323555",".9573333263","-8.125","17.875","0","0","1","0"
"10111",".1147877574",".564619422",".8829827309","0","1.087174416","5.344094276","8.362879753",".9676666856","-8.125","18.125","0","0","1","0"
"10112",".1147877574",".5678156018",".8829827309","0","1.359530687","6.719808102","10.4579277",".996999979","-8.125","18.375","0","0","1","0"
"10113",".1147877574",".570735693",".8829827309","0","1.399754643","6.946585655","10.76734352",".9923333526","-8.125","18.625","0","0","1","0"
"10114",".1147877574",".5733970404",".8829827309","0","1.084399223","5.411493301","8.341532707",".9660000205","-8.125","18.875","0","0","1","0"
"10115",".1147877574",".5757250786",".8829827309","0","1.236718297","6.196640015","9.513217926",".9823333621","-8.125","19.125","0","0","1","0"
"10116",".1147877574",".5775831342",".8829827309","0","1.281640172","6.439879417","9.85877037",".9853333235","-8.125","19.375","0","0","1","0"
"10117",".1147877574",".5791428685",".8829827309","0","1.19367516","6.029037476","9.182116508",".9933333397","-8.125","19.625","0","0","1","0"
"10118",".1147877574",".5804685354",".8829827309","0","1.249880195","6.319046974","9.614462852",".9946666956","-8.125","19.875","0","0","1","0"
"10119",".1147877574",".6064099073",".8829827309","0","1.155984879","6.097494602","8.892190933",".9936666489","-8.125","20.125","0","0","1","0"
"1012","1.500258923","nan","11.54045296","nan",".4069497585","nan","3.130382776","nan","13.125","-6.125","0","0","0","0"
"10120",".1147877574",".6069790721",".8829827309","0",".995493412","5.264760971","7.657641411",".9763333201","-8.125","20.375","0","0","1","0"
"10121",".1147877574",".6073003411",".8829827309","0","1.021147013","5.410728455","7.854976654",".9840000272","-8.125","20.625","0","0","1","0"
"10122",".1147877574",".6073765755",".8829827309","0",".8843511343","4.678962708","6.802700996",".9716666937","-8.125","20.875","0","0","1","0"
"10123",".1147877574",".6072102189",".8829827309","0",".8071662188","4.26959753","6.208971024",".9586666822","-8.125","21.125","0","0","1","0"
"10126",".7955236435","4.194833755","6.119412422","1",".7093019485","3.746870041","5.456169128",".9079999924","-8.125","21.875","0","1","0","0"
"10127",".7955236435","4.261229515","6.119412422","1",".8540333509","4.575463772","6.569487572",".978333354","-8.125","22.125","0","1","0","0"
"10128",".7955236435","4.25033617","6.119412422","1",".9119852781","4.87829113","7.015271187",".9846666455","-8.125","22.375","0","1","0","0"
"10129",".7955236435","4.237792492","6.119412422","1",".8799982071","4.68630743","6.769217014",".9873333573","-8.125","22.625","0","1","0","0"
"1013","1.500258923","nan","11.54045296","nan",".3831431866","nan","2.947255135","nan","13.125","-5.875","0","0","0","0"
"10130",".7955236435","4.223605633","6.119412422","1",".8140718937","4.331073761","6.262091637",".9663333297","-8.125","22.875","0","1","0","0"
"10131",".7955236435","4.207783222","6.119412422","1",".9156433344","4.843882561","7.043410301",".9816666842","-8.125","23.125","0","1","0","0"
"10132",".7955236435","4.182205677","6.119412422","1",".8880211115","4.668380737","6.830931664",".97299999","-8.125","23.375","0","1","0","0"
"10133",".7955236435","4.242850304","6.119412422","1",".90536654","4.821149349","6.96435833",".9773333073","-8.125","23.625","0","1","0","0"
"10134",".7955236435","4.218037605","6.119412422","1",".996822834","5.278802395","7.667867661",".9623333216","-8.125","23.875","0","1","0","0"
"10135",".7955236435","3.365922451","6.119412422","1",".9492373466","4.002737999","7.301825523",".9269999862","-8.125","24.125","0","1","0","0"
"10136",".7955236435","3.373531342","6.119412422","1","1.005473733","4.27400589","7.734413147",".9700000286","-8.125","24.375","0","1","0","0"
"10137",".7955236435","3.379778624","6.119412422","1",".971185565","4.120815277","7.470658302",".9583333135","-8.125","24.625","0","1","0","0"
"10138",".7955236435","3.414812326","6.119412422","1",".9354366064","4.010359764","7.195666313",".9629999995","-8.125","24.875","0","1","0","0"
"10139",".7955236435","3.41749239","6.119412422","1",".9659413099","4.144926071","7.430317879",".9626666903","-8.125","25.125","0","1","0","0"
"1014","1.500258923","nan","11.54045296","nan",".3802522421","nan","2.925017357","nan","13.125","-5.625","0","0","0","0"
"10140",".7955236435","3.418469429","6.119412422","1",".8936233521","3.845630884","6.874025822",".9649999738","-8.125","25.375","0","1","0","0"
"10141",".7955236435","3.417618513","6.119412422","1","1.033018112","4.433917046","7.946292877",".9626666903","-8.125","25.625","0","1","0","0"
"10142",".7955236435","3.414807558","6.119412422","1",".8195153475","3.511354446","6.303964615",".9330000281","-8.125","25.875","0","1","0","0"
"10143",".7955236435","3.427574396","6.119412422","1",".7659868002","3.302277803","5.892206192",".9049999714","-8.125","26.375","0","1","0","0"
"10144",".7955236435","3.421178102","6.119412422","1",".7932854891","3.40993166","6.102196217",".9660000205","-8.125","26.625","0","1","0","0"
"10145",".7955236435","3.412402153","6.119412422","1",".9544745684","4.085677147","7.342112064",".9860000014","-8.125","26.875","0","1","0","0"
"10146",".7955236435","3.451727867","6.119412422","1",".8786742687","3.819083691","6.759032726",".9629999995","-8.125","27.125","0","1","0","0"
"10147",".7955236435","3.429817677","6.119412422","1",".9917087555","4.281028748","7.628529072",".9566666484","-8.125","27.375","0","1","0","0"
"10148",".7955236435","3.378183126","6.119412422","1","1.044799328","4.431716919","8.036917686",".953666687","-8.125","27.875","0","1","0","0"
"10149",".7955236435","3.337373972","6.119412422","1","1.01168716","4.245720387","7.78220892",".9750000238","-8.125","28.375","0","1","0","0"
"1015","1.500258923","nan","11.54045296","nan",".290910244","nan","2.237771034","nan","13.125","-5.375","0","0","0","0"
"10150",".7955236435","3.261680365","6.119412422","1","1.140972853","4.669811726","8.776714325",".9589999914","-8.125","28.875","0","1","0","0"
"10151",".7955236435","3.194399357","6.119412422","1","1.302681804","5.229636192","10.02062988",".9900000095","-8.125","29.125","0","1","0","0"
"10152","-.0054683685","-.0214664172","-.0420643725","0","1.185212016","4.649006844","9.117015839",".9596666694","-8.125","29.375","0","0","1","0"
"10153","-.0054683685","-.0210094489","-.0420643725","0",".9766323566","3.749961615","7.512556553",".9643333554","-8.125","29.625","0","0","1","0"
"10154","-.0054683685","-.0206572879","-.0420643725","0","1.174121022","4.446252823","9.031700134",".9610000253","-8.125","29.875","0","0","1","0"
"10155","-.0054683685","-.0206095073","-.0420643725","0","1.192205787","4.50056839","9.17081356",".9563333392","-8.125","30.125","0","0","1","0"
"10156",".7955236435","2.945634127","6.119412422","1","1.047118425","3.880478382","8.054757118",".9649999738","-8.125","30.375","0","1","0","0"
"10157",".7955236435","2.869862795","6.119412422","1",".8918402195","3.222610474","6.860309601",".9340000153","-8.125","30.625","0","1","0","0"
"10158","-.0054683685","-.0189638399","-.0420643725","0","1.286673546","4.463439941","9.897488594",".9833333492","-8.125","31.125","0","0","1","0"
"10159","-.0054683685","-.0185803864","-.0420643725","0","1.013310432","3.44471097","7.794695854",".9530000091","-8.125","31.375","0","0","1","0"
"1016","1.500258923","nan","11.54045296","nan",".3314464092","nan","2.549587727","nan","13.125","-5.125","0","0","0","0"
"10160","-.0054683685","-.0182007086","-.0420643725","0",".7851608992","2.605021","6.039699554",".8823333383","-8.125","31.625","0","0","1","0"
"10161","-.0054683685","-.0179197267","-.0420643725","0",".7474642992","2.450935841","5.749725342",".8703333139","-8.125","31.875","0","0","1","0"
"10162","-.0054683685","-.015172204","-.0420643725","0",".6751247644","1.871183634","5.193267345",".8056666851","-8.125","33.375","0","0","1","0"
"10163",".6790759563","2.059134483","5.223661423","1",".5699323416","1.733586073","4.384095192",".7873333097","-8.125","34.875","0","1","0","0"
"10164","-.0054683685","-.0169083793","-.0420643725","0",".9985229969","3.092122078","7.68094635",".9276666641","-8.125","35.125","0","0","1","0"
"10165","-.0054683685","-.0176130105","-.0420643725","0",".4709703922","1.511847258","3.622849226",".7456666827","-8.125","35.625","0","0","1","0"
"10166","-.0054683685","-.0178893376","-.0420643725","0","1.195605397","3.907941818","9.196964264",".9800000191","-8.125","35.875","0","0","1","0"
"10167","2.048164606","7.009403229","15.75511265","1",".5331027508","1.826681376","4.100790501",".8153333068","-8.125","36.625","0","1","0","0"
"10168","2.048164606","7.154483795","15.75511265","1",".5431313515","1.893303156","4.177933693",".8523333073","-8.125","36.875","0","1","0","0"
"10169","2.048164606","8.275359154","15.75511265","1",".3963516951","1.602805018","3.048859119",".75","-8.125","39.125","0","1","0","0"
"1017","1.500258923","nan","11.54045296","nan",".3465270996","nan","2.665593147","nan","13.125","-4.875","0","0","0","0"
"10170","2.048164606","8.362602234","15.75511265","1",".5144503117","2.099333286","3.9573102",".8560000062","-8.125","39.375","0","1","0","0"
"10171",".4780912399","2.407198191","3.677624941","1",".2739020586","1.375728607","2.106938839",".7139999866","-8.375","13.375","0","1","0","0"
"10172",".4780912399","2.412224293","3.677624941","1",".1302117109",".6554831862","1.001628518",".5960000157","-8.375","13.625","0","0","0","1"
"10173",".4780912399","2.368656158","3.677624941","1",".3097717762","1.536823511","2.382859707",".7386666536","-8.375","13.875","0","1","0","0"
"10174",".4780912399","2.375865221","3.677624941","1",".9495033026","4.720071793","7.303871632",".9929999709","-8.375","14.125","0","1","0","0"
"10175",".4780912399","2.220815182","3.677624941","1","1.205555081","5.597205162","9.273500443",".9996666908","-8.375","14.625","0","1","0","0"
"10176",".4780912399","2.233084679","3.677624941","1","1.232057095","5.759697437","9.477362633",".996999979","-8.375","14.875","0","1","0","0"
"10177",".4780912399","2.091928482","3.677624941","1","1.400338411","6.129261017","10.77183342",".9983333349","-8.375","15.125","0","1","0","0"
"10178",".5653105974","2.565264225","4.348543167","1",".9575550556","4.34784317","7.365808487",".9543333054","-8.375","15.625","0","1","0","0"
"10179",".5653105974","2.455706358","4.348543167","1",".9668040276","4.200045586","7.436954021",".9520000219","-8.375","15.875","0","1","0","0"
"1018","1.500258923","nan","11.54045296","nan",".297775507","nan","2.29058075","nan","13.125","-4.625","0","0","0","0"
"10180",".5653105974","2.478226423","4.348543167","1","1.141067863","5.007231712","8.777444839",".9843333364","-8.375","16.125","0","1","0","0"
"10181",".1147877574",".5291560888",".8829827309","0",".9731990099","4.490046501","7.486145973",".9683333039","-8.375","16.375","0","0","1","0"
"10182",".4780912399","2.223194838","3.677624941","1",".982565999","4.567752838","7.558199883",".9836666584","-8.375","16.625","0","1","0","0"
"10183",".4780912399","2.242421627","3.677624941","1",".9334923029","4.375526428","7.180709839",".9789999723","-8.375","16.875","0","1","0","0"
"10184",".4780912399","2.261147499","3.677624941","1",".9174275398","4.342968941","7.057134628",".9486666918","-8.375","17.125","0","1","0","0"
"10185",".4780912399","2.279074907","3.677624941","1",".9028400183","4.292333603","6.944923401",".9516666532","-8.375","17.375","0","1","0","0"
"10186",".1147877574",".5512866974",".8829827309","0",".9050968885","4.342218399","6.962284088",".9409999847","-8.375","17.625","0","0","1","0"
"10187",".1147877574",".5550447106",".8829827309","0","1.003026843","4.844204903","7.715591431",".9746666551","-8.375","17.875","0","0","1","0"
"10188",".1147877574",".5584477782",".8829827309","0","1.217964768","5.919904709","9.368959427",".9933333397","-8.375","18.125","0","0","1","0"
"10189",".1147877574",".5615041256",".8829827309","0","1.23892951","6.063952923","9.530227661",".9743333459","-8.375","18.375","0","0","1","0"
"1019","1.500258923","nan","11.54045296","nan",".3926759958","nan","3.020584583","nan","13.125","-4.375","0","0","0","0"
"10190",".1147877574",".564283669",".8829827309","0","1.411352038","6.927237034","10.85655403",".9876666665","-8.375","18.625","0","0","1","0"
"10191",".1147877574",".5668052435",".8829827309","0","1.287781119","6.363036156","9.90600872",".9893333316","-8.375","18.875","0","0","1","0"
"10192",".1147877574",".5690686703",".8829827309","0","1.305116057","6.459242821","10.03935432",".9726666808","-8.375","19.125","0","0","1","0"
"10193",".1147877574",".5709410906",".8829827309","0","1.229865551","6.116690159","9.460504532",".9716666937","-8.375","19.375","0","0","1","0"
