cellid,MostSensitive
6200,claypct
6201,claypct
6202,soilph
6203,up
6204,up
6205,up
6206,up
6207,up
6208,up
6209,up
6210,up
6211,up
6212,up
6213,up
6214,up
6215,up
6216,up
6217,up
6218,up
6219,up
6220,up
6221,up
6222,up
6223,up
6224,up
6225,up
6226,up
6227,up
6228,up
6229,soilph
6230,soilph
6231,soilph
6232,soilph
6233,soilph
6234,soilph
6235,soilph
6236,soilph
6237,soilph
6238,claypct
6239,soilph
6240,soilph
6241,soilph
6242,soilph
6243,soilph
6244,soilph
6245,up
6246,up
6252,up
6253,up
6254,up
6255,up
6256,up
6257,up
6258,up
6259,up
6260,up
6261,claypct
6262,up
6263,up
6264,up
6265,up
6266,up
6267,up
6268,claypct
6269,claypct
6270,claypct
6271,up
6272,claypct
6273,claypct
6274,soilph
6275,claypct
6276,claypct
6277,up
6278,soilph
6279,up
6280,up
6281,up
6282,up
6283,up
6284,up
6285,up
6286,up
6287,up
6288,up
6289,up
6290,up
6291,up
6292,up
6293,up
6294,up
6295,up
6296,up
6297,up
6298,up
6299,up
6300,up
6301,up
6302,up
6303,soilph
6304,claypct
6305,soilph
6306,claypct
6307,soilph
6308,soilph
6309,soilph
6310,soilph
6311,soilph
6312,soilph
6313,soilph
6314,soilph
6315,soilph
6316,temp_p2
6317,soilph
6318,soilph
6319,soilph
6320,soilcec
6321,soilph
6326,up
6327,up
6328,up
6329,up
6330,up
6331,up
6332,up
6333,up
6334,up
6335,up
6336,claypct
6337,claypct
6338,claypct
6339,up
6340,claypct
6341,up
6342,up
6343,up
6344,up
6345,up
6346,up
6347,up
6348,up
6349,claypct
6350,up
6351,up
6352,up
6353,up
6354,up
6355,up
6356,up
6357,up
6358,up
6359,up
6360,up
6361,up
6362,up
6363,up
6364,up
6365,up
6366,claypct
6367,claypct
6368,up
6369,up
6370,up
6371,up
6372,up
6373,up
6374,up
6375,up
6376,up
6377,up
6378,up
6379,up
6380,up
6381,up
6382,up
6383,up
6384,up
6385,up
6386,claypct
6387,up
6388,soilph
6389,soilph
6390,soilph
6391,soilph
6392,soilph
6393,soilph
6394,soilph
6395,soilph
6396,bulkdens
6397,temp_p2
6398,soilph
6399,soilph
6400,bulkdens
6403,up
6404,up
6405,up
6406,up
6407,up
6408,up
6409,up
6410,up
6411,up
6412,up
6413,up
6414,up
6415,claypct
6416,claypct
6417,up
6418,claypct
6419,up
6420,up
6421,up
6422,up
6423,up
6424,claypct
6425,up
6426,up
6427,up
6428,claypct
6429,up
6430,claypct
6431,claypct
6432,up
6433,claypct
6434,up
6435,up
6436,up
6437,up
6438,up
6439,up
6440,up
6441,up
6442,claypct
6443,up
6444,claypct
6445,up
6446,up
6447,up
6448,up
6449,up
6450,up
6451,up
6452,up
6453,up
6454,up
6455,up
6456,up
6457,up
6458,up
6459,up
6460,up
6461,claypct
6462,up
6463,up
6464,claypct
6465,soilph
6466,soilph
6467,soilph
6468,soilph
6469,soilph
6470,soilph
6471,soilph
6472,soilph
6473,soilph
6474,soilph
6475,up
6476,soilcec
6477,up
6478,bulkdens
6479,temp_p2
6480,soilph
6481,bulkdens
6485,up
6486,up
6487,up
6488,claypct
6489,up
6490,up
6491,up
6492,claypct
6493,up
6494,claypct
6495,claypct
6496,claypct
6497,claypct
6498,claypct
6499,up
6500,up
6501,up
6502,up
6503,up
6504,up
6505,up
6506,up
6507,up
6508,up
6509,up
6510,up
6511,up
6512,up
6513,up
6514,claypct
6515,claypct
6516,claypct
6517,up
6518,claypct
6519,claypct
6520,up
6521,up
6522,up
6523,up
6524,up
6525,up
6526,up
6527,up
6528,up
6529,up
6530,up
6531,up
6532,up
6533,up
6534,up
6535,up
6536,up
6537,up
6538,up
6539,up
6540,up
6541,up
6542,claypct
6543,soilph
6544,up
6545,soilph
6546,soilph
6547,soilph
6548,soilph
6549,soilph
6550,soilph
6551,soilph
6552,soilph
6553,soilph
6554,bulkdens
6555,up
6556,up
6558,up
6559,up
6560,up
6561,claypct
6562,up
6563,up
6564,claypct
6565,up
6566,claypct
6567,up
6568,claypct
6569,claypct
6570,up
6571,up
6572,up
6573,up
6574,up
6575,up
6576,temp_p1
6577,up
6578,up
6579,up
6580,up
6581,up
6582,up
6583,up
6584,up
6585,up
6586,up
6587,up
6588,up
6589,up
6590,up
6591,up
6592,up
6593,up
6594,up
6595,up
6596,up
6597,up
6598,up
6599,up
6600,claypct
6601,up
6602,up
6603,up
6604,up
6605,claypct
6606,claypct
6607,claypct
6608,up
6609,claypct
6610,claypct
6611,up
6612,up
6613,soilph
6614,up
6615,up
6616,temp_p2
6617,claypct
6618,temp_p2
6619,claypct
6620,soilph
6621,soilph
6622,soilph
6623,soilph
6624,soilph
6625,soilph
6626,soilph
6627,soilph
6628,soilph
6629,soilph
6630,soilph
6631,soilcec
6632,bulkdens
6633,soilcec
6634,up
6638,up
6639,claypct
6640,up
6641,claypct
6642,claypct
6643,claypct
6644,up
6645,claypct
6646,claypct
6647,up
6648,up
6649,up
6650,up
6651,up
6652,up
6653,up
6654,up
6655,up
6656,up
6657,up
6658,up
6659,up
6660,up
6661,up
6662,up
6663,up
6664,up
6665,up
6666,up
6667,up
6668,up
6669,up
6670,up
6671,up
6672,up
6673,up
6674,up
6675,claypct
6676,up
6677,up
6678,claypct
6679,claypct
6680,claypct
6681,claypct
6682,claypct
6683,up
6684,up
6685,up
6686,up
6687,up
6688,up
6689,up
6690,up
6691,up
6692,claypct
6693,claypct
6694,soilph
6695,soilph
6696,soilph
6697,soilph
6698,soilph
6699,soilph
6700,soilph
6701,claypct
6702,soilph
6703,soilph
6704,soilcec
6705,bulkdens
6706,up
6707,up
6708,up
6713,up
6714,up
6715,up
6716,up
6717,up
6718,claypct
6719,up
6720,up
6721,claypct
6722,up
6723,up
6724,up
6725,up
6726,up
6727,up
6728,up
6729,up
6730,up
6731,up
6732,up
6733,up
6734,up
6735,up
6736,up
6737,up
6738,up
6739,up
6740,up
6741,up
6742,up
6743,up
6744,up
6745,up
6746,claypct
6747,claypct
6748,claypct
6749,claypct
6750,claypct
6751,claypct
6752,up
6753,up
6754,up
6755,up
6756,up
6757,temp_p1
6758,claypct
6759,claypct
6760,soilph
6761,soilph
6762,soilph
6763,soilph
6764,claypct
6765,soilph
6766,soilph
6767,soilph
6768,bulkdens
6769,bulkdens
6770,temp_p2
6771,up
6772,temp_p2
6773,claypct
6779,up
6780,up
6781,up
6782,up
6783,up
6784,up
6785,up
6786,up
6787,up
6788,up
6789,up
6790,up
6791,up
6792,up
6793,up
6794,up
6795,up
6796,up
6797,up
6798,up
6799,up
6800,up
6801,up
6802,up
6803,claypct
6804,up
6805,claypct
6806,claypct
6807,claypct
6808,claypct
6809,up
6810,up
6811,up
6812,up
6813,claypct
6814,up
6815,up
6816,up
6817,soilph
6818,soilph
6819,soilph
6820,soilph
6821,soilph
6822,soilph
6823,claypct
6824,soilph
6825,soilph
6826,soilph
6827,elevm
6828,up
6829,bulkdens
6830,bulkdens
6831,up
6832,up
6833,bulkdens
6834,up
6835,claypct
6841,claypct
6842,up
6843,up
6844,up
6845,up
6846,up
6847,up
6848,up
6849,up
6850,up
6851,up
6852,up
6853,up
6854,up
6855,up
6856,up
6857,up
6858,up
6859,up
6860,up
6861,up
6862,claypct
6863,up
6864,up
6865,up
6866,up
6867,claypct
6868,claypct
6869,up
6870,claypct
6871,claypct
6872,claypct
6873,claypct
6874,up
6875,up
6876,claypct
6877,temp_p3
6878,temp_p3
6879,bulkdens
6880,up
6881,up
6882,soilph
6883,soilph
6884,claypct
6885,soilph
6886,soilph
6887,claypct
6888,soilph
6889,soilph
6890,soilph
6891,soilph
6892,soilph
6893,claypct
6894,soilph
6895,soilph
6896,soilph
6897,bulkdens
6898,up
6899,up
6900,soilph
6901,bulkdens
6902,bulkdens
6907,up
6908,up
6909,up
6910,up
6911,up
6912,claypct
6913,up
6914,up
6915,up
6916,up
6917,up
6918,up
6919,up
6920,up
6921,up
6922,up
6923,up
6924,up
6925,up
6926,up
6927,up
6928,up
6929,up
6930,up
6931,up
6932,up
6933,up
6934,up
6935,up
6936,up
6937,up
6938,up
6939,up
6940,up
6941,up
6942,up
6943,claypct
6944,up
6945,claypct
6946,up
6947,claypct
6948,up
6949,up
6950,up
6951,up
6952,claypct
6953,claypct
6954,soilph
6955,claypct
6956,soilph
6957,claypct
6958,soilph
6959,soilph
6960,claypct
6961,claypct
6962,soilph
6963,soilph
6964,soilph
6965,up
6966,elevm
6967,bulkdens
6968,soilph
6969,soilph
6970,bulkdens
6971,bulkdens
6972,up
6973,bulkdens
6976,claypct
6977,up
6978,up
6979,up
6980,up
6981,up
6982,up
6983,up
6984,up
6985,up
6986,up
6987,up
6988,up
6989,up
6990,up
6991,up
6992,up
6993,up
6994,up
6995,up
6996,up
6997,up
6998,up
6999,up
7000,up
7001,up
7002,up
7003,up
7004,up
7005,up
7006,up
7007,up
7008,up
7009,claypct
7010,up
7011,claypct
7012,claypct
7013,up
7014,up
7015,up
7016,up
7017,up
7018,claypct
7019,up
7020,up
7021,up
7022,soilph
7023,up
7024,soilph
7025,up
7026,claypct
7027,claypct
7028,soilph
7029,soilph
7030,soilph
7031,soilph
7032,claypct
7033,soilph
7034,soilph
7035,soilph
7036,soilph
7037,soilph
7038,soilph
7039,soilph
7040,claypct
7041,bulkdens
7042,temp_p2
7043,bulkdens
7044,bulkdens
7045,up
7046,up
7047,up
7048,up
7049,up
7050,up
7051,up
7052,up
7053,up
7054,up
7055,up
7056,up
7057,up
7058,up
7059,up
7060,up
7061,up
7062,up
7063,up
7064,up
7065,up
7066,up
7067,up
7068,up
7069,up
7070,up
7071,up
7072,up
7073,up
7074,up
7075,up
7076,up
7077,claypct
7078,up
7079,claypct
7080,claypct
7081,claypct
7082,up
7083,claypct
7084,soilph
7085,bulkdens
7086,soilph
7087,claypct
7088,up
7089,claypct
7090,claypct
7091,soilph
7092,soilph
7093,soilph
7094,soilph
7095,soilph
7096,soilph
7097,soilph
7098,temp_p3
7099,soilph
7100,claypct
7101,up
7102,soilph
7103,claypct
7104,up
7105,up
7106,soilph
7107,soilph
7108,up
7109,up
7110,up
7111,up
7112,up
7113,up
7114,up
7115,up
7116,up
7117,up
7118,up
7119,up
7120,up
7121,up
7122,up
7123,up
7124,up
7125,up
7126,up
7127,up
7128,up
7129,up
7130,up
7131,up
7132,up
7133,up
7134,up
7135,up
7136,up
7137,up
7138,up
7139,up
7140,up
7141,up
7142,claypct
7143,claypct
7144,claypct
7145,claypct
7146,claypct
7147,claypct
7148,up
7149,claypct
7150,up
7151,up
7152,up
7153,up
7154,up
7155,claypct
7156,soilph
7157,soilph
7158,claypct
7159,soilph
7160,claypct
7161,claypct
7162,claypct
7163,temp_p1
7164,soilph
7165,soilph
7166,soilph
7167,soilph
7168,up
7169,soilph
7170,claypct
7171,soilph
7172,soilph
7173,up
7174,bulkdens
7175,soilph
7176,claypct
7177,up
7178,soilph
7179,claypct
7180,claypct
7181,soilcec
7182,temp_p2
7183,temp_p2
7184,up
7185,claypct
7186,up
7187,up
7188,up
7189,up
7190,up
7191,up
7192,up
7193,up
7194,up
7195,up
7196,up
7197,up
7198,up
7199,up
7200,up
7201,up
7202,up
7203,up
7204,up
7205,up
7206,up
7207,up
7208,up
7209,up
7210,up
7211,up
7212,up
7213,up
7214,up
7215,up
7216,up
7217,up
7218,up
7219,up
7220,up
7221,up
7222,up
7223,up
7224,up
7225,up
7226,claypct
7227,claypct
7228,claypct
7229,up
7230,up
7231,up
7232,claypct
7233,up
7234,up
7235,soilph
7236,claypct
7237,claypct
7238,claypct
7239,claypct
7240,claypct
7241,soilph
7242,soilph
7243,soilph
7244,claypct
7245,up
7246,soilph
7247,soilph
7248,soilph
7249,soilph
7250,claypct
7251,claypct
7252,up
7253,soilph
7254,soilph
7255,bulkdens
7256,soilph
7257,soilph
7258,soilph
7259,soilcec
7260,soilph
7261,temp_p2
7262,temp_p2
7263,bulkdens
7264,claypct
7268,up
7269,up
7270,up
7271,up
7272,up
7273,up
7274,up
7275,up
7276,up
7277,up
7278,up
7279,up
7280,up
7281,up
7282,up
7283,up
7284,up
7285,up
7286,up
7287,up
7288,up
7289,up
7290,up
7291,up
7292,up
7293,up
7294,up
7295,up
7296,up
7297,up
7298,up
7299,up
7300,up
7301,up
7302,up
7303,up
7304,up
7305,up
7306,up
7307,up
7308,claypct
7309,up
7310,claypct
7311,up
7312,up
7313,claypct
7314,temp_p3
7315,soilph
7316,up
7317,soilph
7318,soilph
7319,claypct
7320,temp_p1
7321,up
7322,soilph
7323,temp_p1
7324,soilph
7325,claypct
7326,soilph
7327,soilph
7328,claypct
7329,up
7330,temp_p1
7331,up
7332,soilph
7333,soilph
7334,temp_p1
7335,temp_p1
7336,up
7337,up
7338,bulkdens
7339,claypct
7340,soilph
7341,soilph
7342,temp_p2
7343,soilph
7344,temp_p2
7345,up
7346,up
7347,soilcec
7348,claypct
7349,claypct
7350,bulkdens
7354,up
7355,up
7356,up
7357,up
7358,up
7359,up
7360,up
7361,up
7362,up
7363,up
7364,up
7365,up
7366,up
7367,up
7368,up
7369,up
7370,up
7371,up
7372,up
7373,up
7374,up
7375,up
7376,up
7377,up
7378,up
7379,up
7380,up
7381,up
7382,up
7383,up
7384,up
7385,up
7386,up
7387,up
7388,up
7389,up
7390,up
7391,up
7392,up
7393,up
7394,up
7395,up
7396,claypct
7397,claypct
7398,up
7399,claypct
7400,soilph
7401,temp_p3
7402,up
7403,claypct
7404,soilph
7405,temp_p1
7406,temp_p1
7407,temp_p1
7408,temp_p1
7409,temp_p1
7410,temp_p1
7411,up
7412,temp_p1
7413,up
7414,soilph
7415,soilph
7416,claypct
7417,claypct
7418,up
7419,bulkdens
7420,claypct
7421,claypct
7422,up
7423,soilph
7424,bulkdens
7425,claypct
7426,up
7427,up
7428,soilph
7429,soilph
7430,claypct
7431,claypct
7432,claypct
7437,up
7438,up
7439,up
7440,up
7441,up
7442,up
7443,up
7444,up
7445,up
7446,up
7447,up
7448,up
7449,up
7450,up
7451,up
7452,up
7453,up
7454,up
7455,up
7456,up
7457,up
7458,up
7459,up
7460,up
7461,up
7462,up
7463,up
7464,up
7465,up
7466,up
7467,up
7468,up
7469,up
7470,up
7471,up
7472,up
7473,up
7474,up
7475,up
7476,up
7477,up
7478,up
7479,up
7480,up
7481,up
7482,up
7483,claypct
7484,claypct
7485,up
7486,claypct
7487,up
7488,claypct
7489,up
7490,temp_p1
7491,claypct
7492,up
7493,claypct
7494,up
7495,soilph
7496,claypct
7497,up
7498,soilph
7499,soilph
7500,soilph
7501,soilph
7502,soilph
7503,soilph
7504,bulkdens
7505,soilph
7506,soilph
7507,acidity
7508,up
7509,soilph
7510,up
7511,soilph
7512,up
7513,up
7514,up
7515,up
7520,up
7521,up
7522,up
7523,up
7524,up
7525,up
7526,up
7527,up
7528,up
7529,up
7530,up
7531,up
7532,up
7533,up
7534,up
7535,up
7536,up
7537,up
7538,up
7539,up
7540,up
7541,up
7542,up
7543,up
7544,up
7545,up
7546,up
7547,up
7548,up
7549,up
7550,up
7551,up
7552,up
7553,up
7554,up
7555,up
7556,up
7557,up
7558,up
7559,up
7560,up
7561,up
7562,up
7563,up
7564,up
7565,up
7566,up
7567,claypct
7568,up
7569,up
7570,up
7571,up
7572,up
7573,soilph
7574,soilph
7575,up
7576,claypct
7577,claypct
7578,up
7579,elevm
7580,temp_p1
7581,up
7582,up
7583,claypct
7584,claypct
7585,soilph
7586,soilph
7587,soilph
7588,claypct
7589,bulkdens
7590,up
7591,soilph
7592,soilph
7593,soilph
7594,up
7595,claypct
7596,up
7597,up
7598,soilph
7599,up
7600,up
7605,up
7606,up
7607,up
7608,up
7609,up
7610,up
7611,up
7612,up
7613,up
7614,up
7615,up
7616,up
7617,up
7618,up
7619,up
7620,up
7621,up
7622,up
7623,up
7624,up
7625,up
7626,up
7627,up
7628,up
7629,up
7630,up
7631,up
7632,up
7633,up
7634,up
7635,up
7636,up
7637,up
7638,up
7639,up
7640,up
7641,up
7642,up
7643,up
7644,up
7645,up
7646,up
7647,up
7648,up
7649,up
7650,up
7651,up
7652,claypct
7653,up
7654,claypct
7655,up
7656,bulkdens
7657,soilph
7658,soilph
7659,up
7660,up
7661,claypct
7662,up
7663,up
7664,up
7665,bulkdens
7666,up
7667,soilph
7668,soilph
7669,up
7670,claypct
7671,bulkdens
7672,soilph
7673,bulkdens
7674,soilph
7675,soilph
7676,up
7677,up
7678,soilph
7679,soilph
7680,bulkdens
7681,soilph
7682,bulkdens
7688,up
7689,up
7690,up
7691,up
7692,up
7693,up
7694,up
7695,up
7696,up
7697,up
7698,up
7699,up
7700,up
7701,up
7702,up
7703,up
7704,up
7705,up
7706,up
7707,up
7708,up
7709,up
7710,up
7711,up
7712,up
7713,up
7714,up
7715,up
7716,up
7717,up
7718,up
7719,up
7720,up
7721,up
7722,up
7723,up
7724,up
7725,up
7726,up
7727,up
7728,up
7729,up
7730,up
7731,up
7732,up
7733,up
7734,up
7735,claypct
7736,up
7737,claypct
7738,up
7739,bulkdens
7740,soilcec
7741,up
7742,up
7743,claypct
7744,claypct
7745,claypct
7746,up
7747,up
7748,temp_p1
7749,soilph
7750,claypct
7751,up
7752,up
7753,claypct
7754,claypct
7755,bulkdens
7756,bulkdens
7757,temp_p2
7758,temp_p2
7759,soilph
7760,claypct
7761,soilph
7762,claypct
7763,bulkdens
7764,bulkdens
7765,soilph
7766,soilph
7767,up
7774,up
7775,up
7776,up
7777,up
7778,up
7779,up
7780,up
7781,up
7782,up
7783,up
7784,up
7785,up
7786,up
7787,up
7788,up
7789,up
7790,up
7791,up
7792,up
7793,up
7794,up
7795,up
7796,up
7797,up
7798,up
7799,up
7800,up
7801,up
7802,up
7803,up
7804,up
7805,up
7806,up
7807,up
7808,up
7809,up
7810,up
7811,up
7812,up
7813,up
7814,up
7815,up
7816,up
7817,up
7818,up
7819,up
7820,up
7821,up
7822,up
7823,claypct
7824,up
7825,up
7826,up
7827,claypct
7828,temp_p3
7829,up
7830,up
7831,up
7832,temp_p3
7833,temp_p3
7834,temp_p3
7835,soilph
7836,bulkdens
7837,up
7838,up
7839,soilph
7840,soilph
7841,up
7842,up
7843,claypct
7844,soilph
7845,soilph
7846,claypct
7847,up
7848,up
7849,up
7850,soilph
7851,up
7852,claypct
7853,soilph
7854,claypct
7855,claypct
7856,soilph
7857,soilph
7858,up
7864,up
7865,up
7866,up
7867,up
7868,up
7869,up
7870,up
7871,up
7872,up
7873,up
7874,up
7875,up
7876,up
7877,up
7878,up
7879,up
7880,up
7881,up
7882,up
7883,up
7884,up
7885,up
7886,up
7887,up
7888,up
7889,up
7890,up
7891,up
7892,up
7893,up
7894,up
7895,up
7896,up
7897,up
7898,up
7899,up
7900,up
7901,up
7902,up
7903,up
7904,up
7905,up
7906,up
7907,up
7908,claypct
7909,up
7910,up
7911,claypct
7912,claypct
7913,up
7914,claypct
7915,temp_p3
7916,up
7917,up
7918,temp_p3
7919,bulkdens
7920,soilph
7921,temp_p3
7922,up
7923,temp_p2
7924,soilph
7925,soilph
7926,claypct
7927,claypct
7928,soilph
7929,up
7930,up
7931,claypct
7932,soilph
7933,up
7934,up
7935,up
7936,soilph
7937,soilph
7938,soilph
7939,soilph
7940,up
7945,up
7946,up
7947,up
7948,up
7949,up
7950,up
7951,up
7952,up
7953,up
7954,up
7955,up
7956,up
7957,up
7958,up
7959,up
7960,up
7961,up
7962,up
7963,up
7964,up
7965,up
7966,up
7967,up
7968,up
7969,up
7970,up
7971,up
7972,up
7973,up
7974,up
7975,up
7976,up
7977,up
7978,up
7979,up
7980,up
7981,up
7982,up
7983,up
7984,claypct
7985,up
7986,up
7987,up
7988,claypct
7989,up
7990,up
7991,up
7992,temp_p1
7993,claypct
7994,bulkdens
7995,soilph
7996,bulkdens
7997,up
7998,claypct
7999,claypct
8000,soilph
8001,soilph
8002,temp_p2
8003,soilph
8004,soilph
8005,soilph
8006,soilph
8007,soilph
8008,soilph
8009,up
8010,bulkdens
8011,up
8012,claypct
8013,bulkdens
8014,soilph
8015,soilph
8016,soilph
8017,soilph
8018,up
8024,up
8025,up
8026,up
8027,up
8028,up
8029,up
8030,up
8031,up
8032,up
8033,up
8034,up
8035,up
8036,up
8037,up
8038,up
8039,up
8040,up
8041,up
8042,up
8043,up
8044,up
8045,up
8046,up
8047,up
8048,up
8049,up
8050,up
8051,up
8052,up
8053,up
8054,up
8055,up
8056,up
8057,up
8058,up
8059,up
8060,up
8061,up
8062,up
8063,up
8064,up
8065,up
8066,up
8067,up
8068,up
8069,temp_p1
8070,up
8071,temp_p3
8072,up
8073,bulkdens
8074,claypct
8075,up
8076,soilph
8077,temp_p3
8078,bulkdens
8079,bulkdens
8081,soilph
8082,bulkdens
8083,soilph
8084,soilph
8085,soilph
8086,soilph
8087,soilph
8088,up
8089,up
8090,bulkdens
8091,up
8092,up
8093,soilph
8094,bulkdens
8095,bulkdens
8096,soilph
8097,soilph
8098,soilph
8105,up
8106,up
8107,up
8108,up
8109,up
8110,up
8111,up
8112,up
8113,up
8114,up
8115,up
8116,up
8117,up
8118,up
8119,up
8120,up
8121,up
8122,up
8123,up
8124,up
8125,up
8126,up
8127,up
8128,up
8129,up
8130,up
8131,up
8132,up
8133,up
8134,up
8135,up
8136,up
8137,up
8138,up
8139,up
8140,up
8141,up
8142,up
8143,claypct
8144,claypct
8145,up
8146,claypct
8147,up
8148,claypct
8149,claypct
8150,up
8151,claypct
8152,up
8153,soilph
8154,soilph
8155,soilph
8156,soilph
8157,up
8158,up
8159,soilph
8160,soilph
8161,bulkdens
8162,elevm
8163,soilph
8164,up
8165,bulkdens
8166,bulkdens
8167,bulkdens
8168,up
8169,bulkdens
8170,bulkdens
8171,soilph
8172,soilph
8173,soilph
8174,soilph
8175,up
8181,up
8182,up
8183,up
8184,up
8185,up
8186,up
8187,up
8188,up
8189,up
8190,up
8191,up
8192,up
8193,up
8194,up
8195,up
8196,up
8197,up
8198,up
8199,up
8200,up
8201,up
8202,up
8203,up
8204,up
8205,up
8206,up
8207,up
8208,up
8209,up
8210,up
8211,up
8212,up
8213,up
8214,claypct
8215,up
8216,up
8217,up
8218,up
8219,up
8220,up
8221,up
8222,up
8223,claypct
8224,claypct
8225,up
8226,claypct
8227,claypct
8228,bulkdens
8229,claypct
8230,claypct
8231,soilph
8232,soilph
8233,bulkdens
8234,up
8235,up
8236,soilph
8237,soilph
8238,soilph
8239,bulkdens
8240,up
8241,temp_p2
8242,bulkdens
8243,bulkdens
8244,bulkdens
8245,bulkdens
8246,bulkdens
8247,up
8248,soilph
8249,soilph
8250,up
8255,up
8256,up
8257,up
8258,up
8259,up
8260,up
8261,up
8262,up
8263,up
8264,up
8265,up
8266,up
8267,up
8268,up
8269,up
8270,up
8271,up
8272,up
8273,up
8274,up
8275,up
8276,up
8277,up
8278,up
8279,up
8280,up
8281,up
8282,up
8283,up
8284,up
8285,up
8286,up
8287,up
8288,up
8289,up
8290,up
8291,up
8292,up
8293,up
8294,up
8295,up
8296,up
8297,up
8298,up
8299,claypct
8300,up
8301,up
8302,claypct
8303,claypct
8304,up
8305,up
8306,claypct
8307,up
8308,up
8309,up
8310,up
8311,temp_p3
8312,bulkdens
8313,up
8314,elevm
8315,elevm
8316,elevm
8317,soilph
8318,soilph
8319,soilph
8320,soilph
8321,soilph
8322,soilph
8323,bulkdens
8324,up
8325,up
8326,bulkdens
8327,bulkdens
8328,bulkdens
8329,bulkdens
8330,up
8331,soilph
8332,soilph
8333,up
8334,up
8335,up
8336,up
8337,up
8338,up
8339,up
8340,up
8341,up
8342,up
8343,up
8344,up
8345,up
8346,up
8347,up
8348,up
8349,up
8350,up
8351,up
8352,up
8353,up
8354,up
8355,up
8356,up
8357,up
8358,up
8359,up
8360,up
8361,up
8362,up
8363,up
8364,up
8365,up
8366,up
8367,up
8368,up
8369,up
8370,claypct
8371,up
8372,up
8373,up
8374,up
8375,up
8376,up
8377,up
8378,up
8379,up
8380,claypct
8381,up
8382,claypct
8383,up
8384,up
8385,up
8386,up
8387,up
8388,up
8389,temp_p3
8390,bulkdens
8391,soilph
8392,elevm
8393,up
8394,elevm
8395,soilph
8396,soilph
8397,elevm
8398,soilph
8399,soilph
8400,elevm
8401,bulkdens
8402,soilph
8403,temp_p3
8404,bulkdens
8405,bulkdens
8406,claypct
8407,bulkdens
8410,soilph
8411,up
8412,up
8413,up
8414,up
8415,up
8416,up
8417,up
8418,up
8419,up
8420,up
8421,up
8422,up
8423,claypct
8424,up
8425,up
8426,up
8427,up
8428,up
8429,up
8430,up
8431,up
8432,up
8433,up
8434,up
8435,up
8436,up
8437,up
8438,up
8439,up
8440,up
8441,up
8442,up
8443,up
8444,up
8445,up
8446,up
8447,up
8448,up
8449,up
8450,up
8451,up
8452,up
8453,claypct
8454,up
8455,up
8456,up
8457,claypct
8458,up
8459,claypct
8460,up
8461,claypct
8462,up
8463,temp_p3
8464,temp_p3
8465,temp_p3
8466,soilph
8467,bulkdens
8468,bulkdens
8469,up
8470,elevm
8471,up
8472,elevm
8473,soilph
8474,soilph
8475,soilph
8476,soilph
8477,soilph
8478,soilph
8479,bulkdens
8480,soilph
8481,temp_p2
8482,temp_p1
8483,soilph
8484,up
8485,bulkdens
8486,soilcec
8487,temp_p1
8488,soilph
8489,soilph
8490,up
8491,up
8492,up
8495,up
8496,up
8497,up
8498,up
8499,up
8500,up
8501,up
8502,up
8503,up
8504,up
8505,up
8506,up
8507,claypct
8508,up
8509,up
8510,up
8511,up
8512,up
8513,up
8514,up
8515,up
8516,up
8517,up
8518,up
8519,up
8520,up
8521,up
8522,up
8523,up
8524,up
8525,up
8526,up
8527,up
8528,up
8529,up
8530,up
8531,up
8532,up
8533,up
8534,up
8535,up
8536,up
8537,up
8538,up
8539,up
8540,up
8541,up
8542,claypct
8543,claypct
8544,up
8545,claypct
8546,up
8547,up
8548,up
8549,up
8550,up
8551,up
8552,claypct
8553,up
8554,temp_p3
8555,temp_p3
8556,soilph
8557,soilph
8558,bulkdens
8559,elevm
8560,up
8561,up
8562,elevm
8563,up
8564,soilph
8565,soilph
8566,claypct
8567,up
8568,soilph
8569,soilph
8570,soilph
8571,soilph
8572,soilph
8573,temp_p1
8574,temp_p1
8575,claypct
8576,claypct
8577,bulkdens
8578,claypct
8579,claypct
8580,soilcec
8581,soilph
8582,up
8583,soilph
8584,claypct
8585,soilph
8586,up
8587,up
8588,soilph
8591,up
8592,up
8593,up
8594,up
8595,up
8596,up
8597,claypct
8598,up
8599,up
8600,up
8601,claypct
8602,up
8603,up
8604,up
8605,up
8606,up
8607,up
8608,up
8609,up
8610,up
8611,up
8612,up
8613,up
8614,up
8615,up
8616,up
8617,up
8618,up
8619,up
8620,up
8621,up
8622,up
8623,up
8624,up
8625,up
8626,up
8627,up
8628,up
8629,up
8630,up
8631,claypct
8632,claypct
8633,up
8634,claypct
8635,up
8636,claypct
8637,up
8638,claypct
8639,claypct
8640,claypct
8641,claypct
8642,claypct
8643,soilph
8644,soilph
8645,bulkdens
8646,bulkdens
8647,bulkdens
8648,soilph
8649,soilph
8650,soilph
8651,soilph
8652,soilph
8653,soilph
8654,soilph
8655,soilph
8656,bulkdens
8657,soilph
8658,bulkdens
8659,soilph
8660,bulkdens
8661,bulkdens
8662,bulkdens
8663,claypct
8664,up
8665,bulkdens
8666,bulkdens
8667,soilph
8668,soilph
8669,soilph
8670,soilph
8671,up
8672,soilph
8674,up
8675,up
8676,up
8677,up
8678,up
8679,up
8680,up
8681,up
8682,up
8683,up
8684,up
8685,up
8686,up
8687,up
8688,up
8689,up
8690,up
8691,up
8692,up
8693,up
8694,up
8695,up
8696,up
8697,up
8698,up
8699,up
8700,up
8701,up
8702,up
8703,up
8704,up
8705,up
